Orthogroup	V_vinifera.proteins	A_vesiculosa.proteins
OG0008555	VIT_216s0039g01470.2, VIT_216s0039g01470.1	Av_00013065-RA
OG0008594	VIT_218s0041g00133.1	Av_00020897-RA
OG0008595	VIT_205s0020g02740.2, VIT_205s0020g02740.1	Av_00022606-RA
OG0008596	VIT_214s0083g00300.1, VIT_214s0083g00300.2	Av_00005750-RA, Av_00012215-RA
OG0008598	VIT_216s0013g02130.1, VIT_216s0013g02130.2, VIT_216s0013g02130.3	Av_00022918-RA, Av_00019404-RA, Av_00022917-RA
OG0008600	VIT_208s0007g04340.3, VIT_208s0007g04340.2, VIT_208s0007g04340.1	Av_00024233-RA
OG0008601	VIT_207s0141g00750.1, VIT_200s0630g00010.1	Av_00001391-RA
OG0008602	VIT_207s0104g00700.1	Av_00002238-RA
OG0008603	VIT_214s0128g00330.1, VIT_214s0128g00330.2	Av_00020364-RA
OG0008604	VIT_205s0102g00230.1	Av_00013530-RA, Av_00001557-RA
OG0008605	VIT_213s0019g03470.1, VIT_213s0019g03470.2	Av_00022436-RA
OG0008606	VIT_200s0220g00070.2, VIT_200s0220g00070.1	Av_00006976-RA
OG0008608	VIT_213s0074g00370.1	Av_00004351-RA, Av_00008172-RA, Av_00011910-RA
OG0008610	VIT_214s0036g01270.1	Av_00019570-RA
OG0008611	VIT_206s0009g02300.1	Av_00023844-RA
OG0008612	VIT_205s0102g01110.1	Av_00002158-RA
OG0008613	VIT_207s0005g01220.2, VIT_207s0005g01220.1	Av_00002288-RA, Av_00017541-RA, Av_00009681-RA
OG0008615	VIT_205s0029g01240.1	Av_00008059-RA
OG0008617	VIT_210s0092g00186.1	Av_00000859-RA
OG0008618	VIT_213s0064g00840.1, VIT_213s0064g00810.1	Av_00009087-RA, Av_00015578-RA
OG0008619	VIT_205s0077g01970.1, VIT_207s0005g00710.1	Av_00019643-RA, Av_00023145-RA
OG0008620	VIT_206s0061g00180.1	Av_00006995-RA
OG0008621	VIT_208s0032g01180.1, VIT_208s0032g01180.2	Av_00002805-RA, Av_00019589-RA
OG0008622	VIT_208s0007g05410.1	Av_00020452-RA, Av_00013147-RA
OG0008623	VIT_205s0020g02400.1	Av_00017811-RA
OG0008624	VIT_203s0088g00500.4, VIT_203s0088g00500.2	Av_00005987-RA, Av_00005593-RA
OG0008625	VIT_214s0060g01750.1	Av_00021025-RA
OG0008627	VIT_207s0141g00390.4, VIT_207s0141g00390.2, VIT_207s0141g00390.1, VIT_207s0141g00390.3	Av_00001421-RA, Av_00017199-RA
OG0008630	VIT_206s0004g07190.1	Av_00017669-RA
OG0008632	VIT_214s0030g01740.1	Av_00016765-RA
OG0008633	VIT_207s0151g01060.1, VIT_207s0151g01060.2	Av_00005153-RA
OG0008634	VIT_214s0060g01250.1, VIT_214s0060g01250.2	Av_00002136-RA, Av_00023898-RA
OG0008636	VIT_205s0029g00310.1	Av_00006748-RA, Av_00000728-RA
OG0008637	VIT_208s0007g06780.2, VIT_208s0007g06780.1	Av_00019626-RA, Av_00021796-RA
OG0008639	VIT_207s0104g00560.2, VIT_207s0104g00560.1	Av_00001592-RA
OG0008640	VIT_206s0004g07860.1, VIT_206s0004g07860.2, VIT_206s0004g07860.3	Av_00013515-RA
OG0008641	VIT_205s0020g04150.1	Av_00000607-RA, Av_00019234-RA
OG0008642	VIT_218s0001g06410.1	Av_00021216-RA
OG0008643	VIT_201s0011g02970.1	Av_00010247-RA, Av_00012838-RA
OG0008644	VIT_213s0156g00330.1, VIT_208s0007g06360.1	Av_00021789-RA, Av_00019613-RA, Av_00021790-RA, Av_00019621-RA
OG0008646	VIT_200s0260g00060.3, VIT_200s0260g00060.1, VIT_200s0260g00060.2	Av_00021281-RA, Av_00009739-RA
OG0008648	VIT_213s0073g00050.1	Av_00013674-RA, Av_00006493-RA
OG0008649	VIT_206s0004g04870.2, VIT_206s0004g04870.1	Av_00013337-RA
OG0008650	VIT_205s0029g00420.1	Av_00003484-RA, Av_00008064-RA, Av_00006747-RA
OG0008652	VIT_200s0447g00005.1, VIT_200s0216g00070.1	Av_00010857-RA, Av_00003398-RA, Av_00022639-RA
OG0008653	VIT_206s0004g03390.2	Av_00018515-RA
OG0008654	VIT_200s0245g00050.1	Av_00009743-RA, Av_00021272-RA
OG0008655	VIT_205s0049g01410.1	Av_00017048-RA
OG0008656	VIT_217s0000g04830.1	Av_00006245-RA, Av_00017584-RA, Av_00006244-RA
OG0008657	VIT_206s0004g01890.1, VIT_206s0004g01890.2	Av_00007004-RA
OG0008658	VIT_207s0005g02430.2	Av_00018731-RA
OG0008659	VIT_214s0060g01970.2, VIT_214s0060g01970.3, VIT_214s0060g01970.1	Av_00021029-RA
OG0008660	VIT_206s0004g04690.2, VIT_206s0004g04690.1, VIT_206s0004g04690.3	Av_00019682-RA
OG0008661	VIT_208s0040g02820.1, VIT_206s0004g03910.1	Av_00002865-RA
OG0008662	VIT_200s0270g00050.1	Av_00016124-RA, Av_00016086-RA
OG0008664	VIT_208s0040g02590.2, VIT_208s0040g02590.3, VIT_208s0040g02590.1	Av_00017832-RA
OG0008666	VIT_213s0175g00100.1	Av_00016106-RA, Av_00016110-RA, Av_00016216-RA
OG0008667	VIT_208s0007g05060.2, VIT_208s0007g05060.1	Av_00015704-RA
OG0008668	VIT_206s0061g01140.1	Av_00017375-RA
OG0008669	VIT_206s0004g07560.4, VIT_206s0004g07560.1, VIT_206s0004g07560.3, VIT_206s0004g07560.2	Av_00006112-RA
OG0008670	VIT_208s0105g00590.2, VIT_208s0105g00590.1	Av_00007815-RA
OG0008671	VIT_214s0060g01420.1	Av_00006656-RA, Av_00015119-RA
OG0008672	VIT_208s0007g02780.1	Av_00019105-RA
OG0008673	VIT_205s0094g00910.2, VIT_205s0094g00910.1	Av_00020859-RA
OG0008674	VIT_202s0012g00600.1	Av_00023243-RA
OG0008675	VIT_214s0128g00320.2, VIT_214s0128g00320.3, VIT_214s0128g00320.1	Av_00022858-RA
OG0008677	VIT_213s0064g00570.1	Av_00006992-RA, Av_00011849-RA
OG0008678	VIT_205s0062g01070.1	Av_00022199-RA, Av_00020572-RA, Av_00006740-RA
OG0008680	VIT_219s0027g01800.1, VIT_205s0124g00550.4, VIT_205s0124g00550.3, VIT_205s0124g00550.1, VIT_205s0124g00550.2	Av_00013539-RA
OG0008681	VIT_200s2625g00005.1, VIT_200s2558g00010.1	Av_00009731-RA
OG0008682	VIT_213s0320g00040.1	Av_00004936-RA
OG0008683	VIT_206s0004g01100.3, VIT_206s0004g01100.1, VIT_206s0004g01100.2	Av_00001189-RA
OG0008684	VIT_208s0007g06720.2, VIT_208s0007g06720.1	Av_00019625-RA
OG0008685	VIT_208s0007g08080.1, VIT_208s0007g08080.2, VIT_206s0004g04740.2, VIT_206s0004g04740.1	Av_00014472-RA
OG0008686	VIT_204s0069g01180.1, VIT_200s0270g00030.1	Av_00001566-RA
OG0008688	VIT_206s0080g00560.2, VIT_206s0080g00560.1	Av_00017324-RA
OG0008690	VIT_218s0001g00040.1	Av_00012109-RA, Av_00009012-RA
OG0008691	VIT_200s0499g00040.1	Av_00008101-RA, Av_00014885-RA
OG0008692	VIT_204s0044g01140.1	Av_00001207-RA, Av_00014403-RA, Av_00014905-RA
OG0008693	VIT_205s0077g02340.1	Av_00005704-RA, Av_00003860-RA, Av_00005019-RA
OG0008694	VIT_214s0068g01150.1, VIT_214s0068g01150.2	Av_00024460-RA
OG0008695	VIT_205s0020g01270.1	Av_00012865-RA, Av_00012864-RA, Av_00002026-RA
OG0008697	VIT_218s0072g01150.1, VIT_218s0072g01150.2, VIT_218s0072g01150.4, VIT_218s0072g01150.3	Av_00024828-RA, Av_00003294-RA
OG0008698	VIT_218s0122g00860.2, VIT_218s0122g00860.1	Av_00003754-RA, Av_00007418-RA
OG0008699	VIT_205s0049g01270.1	Av_00022405-RA, Av_00019144-RA, Av_00022404-RA
OG0008700	VIT_218s0001g00900.1	Av_00007407-RA
OG0008701	VIT_200s0338g00020.2, VIT_200s0338g00020.1, VIT_200s0338g00020.3	Av_00021351-RA
OG0008702	VIT_218s0001g02810.3, VIT_218s0001g02810.2, VIT_218s0001g02810.1	Av_00011528-RA, Av_00000120-RA
OG0008704	VIT_204s0023g01660.1	Av_00021594-RA, Av_00016338-RA, Av_00012512-RA
OG0008705	VIT_216s0039g00260.1	Av_00017582-RA, Av_00006241-RA
OG0008706	VIT_207s0031g00650.1, VIT_218s0001g10460.1	Av_00010803-RA, Av_00010220-RA
OG0008707	VIT_204s0008g02500.2, VIT_204s0008g02500.1	Av_00004484-RA
OG0008708	VIT_206s0004g03190.1, VIT_206s0004g03190.2	Av_00012885-RA, Av_00013568-RA, Av_00002048-RA
OG0008710	VIT_204s0210g00190.2, VIT_204s0210g00190.1	Av_00012480-RA, Av_00016383-RA
OG0008711	VIT_218s0001g10390.1	Av_00004767-RA
OG0008712	VIT_218s0001g03910.1, VIT_218s0001g03910.2	Av_00017785-RA
OG0008713	VIT_207s0031g02780.1	Av_00006949-RA
OG0008714	VIT_204s0023g01380.1	Av_00015362-RA, Av_00000403-RA
OG0008715	VIT_203s0088g01200.1, VIT_203s0088g01220.1	Av_00007303-RA, Av_00019034-RA
OG0008716	VIT_210s0116g00510.1, VIT_210s0116g00510.2	Av_00005626-RA
OG0008717	VIT_218s0001g00760.1	Av_00021619-RA, Av_00009025-RA
OG0008718	VIT_204s0023g02840.1	Av_00016317-RA, Av_00011705-RA
OG0008719	VIT_207s0129g00040.1, VIT_200s0513g00020.1	Av_00017914-RA
OG0008720	VIT_202s0012g01880.1, VIT_202s0012g01880.3, VIT_202s0012g01880.2, VIT_202s0012g01880.4	Av_00000066-RA
OG0008722	VIT_203s0091g00100.1, VIT_203s0091g00080.1	Av_00004519-RA, Av_00004536-RA
OG0008723	VIT_200s0253g00060.2, VIT_200s0253g00060.1	Av_00007735-RA, Av_00000285-RA, Av_00017952-RA
OG0008724	VIT_200s0282g00030.1	Av_00018742-RA, Av_00008843-RA
OG0008725	VIT_207s0031g02260.1	Av_00005621-RA
OG0008726	VIT_218s0001g06520.2, VIT_218s0001g06520.1	Av_00003165-RA
OG0008727	VIT_203s0091g00380.2, VIT_203s0091g00380.1	Av_00018181-RA, Av_00000981-RA
OG0008729	VIT_207s0031g03200.3, VIT_207s0031g03200.1	Av_00016750-RA, Av_00020334-RA
OG0008731	VIT_217s0000g07190.1, VIT_217s0000g07190.2	Av_00000524-RA, Av_00017176-RA
OG0008732	VIT_213s0047g00510.2, VIT_213s0047g00510.5, VIT_213s0047g00510.1, VIT_213s0047g00510.4, VIT_213s0047g00510.3	Av_00001369-RA
OG0008733	VIT_218s0001g13570.1	Av_00021103-RA, Av_00009900-RA
OG0008734	VIT_218s0001g08850.3, VIT_218s0001g08850.6, VIT_218s0001g08850.2, VIT_218s0001g08850.1	Av_00007912-RA
OG0008735	VIT_207s0129g00170.1	Av_00017917-RA, Av_00001977-RA
OG0008736	VIT_207s0031g01850.1	Av_00015335-RA, Av_00000425-RA
OG0008737	VIT_212s0055g00490.3, VIT_212s0055g00490.4, VIT_212s0055g00490.2, VIT_212s0055g00490.1	Av_00024469-RA
OG0008738	VIT_218s0001g15670.1, VIT_218s0001g15670.2, VIT_218s0001g15670.3	Av_00013381-RA
OG0008739	VIT_204s0023g03760.1	Av_00018976-RA, Av_00001926-RA
OG0008740	VIT_218s0001g03580.1	Av_00003190-RA, Av_00013884-RA, Av_00015243-RA
OG0008741	VIT_204s0044g01750.1	Av_00025107-RA
OG0008742	VIT_207s0129g00440.1	Av_00015908-RA, Av_00025000-RA
OG0008744	VIT_212s0034g02190.1	Av_00000340-RA, Av_00021669-RA
OG0008746	VIT_218s0164g00030.1	Av_00017327-RA, Av_00012251-RA
OG0008747	VIT_208s0056g00980.1, VIT_208s0056g00980.3, VIT_208s0056g00980.4, VIT_208s0056g00980.2, VIT_208s0056g00980.5	Av_00014085-RA
OG0008749	VIT_203s0063g01980.1	Av_00012286-RA, Av_00004423-RA
OG0008750	VIT_218s0166g00290.2, VIT_218s0166g00290.1	Av_00020187-RA
OG0008751	VIT_214s0068g00910.1	Av_00006615-RA, Av_00016493-RA
OG0008752	VIT_218s0001g00560.1, VIT_218s0001g00560.2, VIT_218s0001g00560.5, VIT_218s0001g00560.3, VIT_218s0001g00560.4	Av_00009022-RA
OG0008753	VIT_201s0150g00600.1	Av_00022819-RA
OG0008754	VIT_218s0001g15600.2, VIT_218s0001g15600.1	Av_00015804-RA
OG0008757	VIT_206s0004g00900.1	Av_00007564-RA
OG0008759	VIT_212s0028g01210.4, VIT_212s0028g01210.1, VIT_212s0028g01210.3, VIT_212s0028g01210.2, VIT_216s0100g00530.1	Av_00010895-RA
OG0008760	VIT_209s0002g04230.1	Av_00007992-RA
OG0008761	VIT_203s0180g00230.1	Av_00009759-RA, Av_00008801-RA
OG0008762	VIT_205s0029g01090.1, VIT_216s0039g01030.1, VIT_216s0039g01030.5, VIT_216s0039g01030.4, VIT_216s0039g01030.3, VIT_216s0039g01030.6, VIT_216s0039g01030.2	Av_00006613-RA, Av_00016495-RA
OG0008763	VIT_205s0029g00370.1	Av_00003491-RA, Av_00020298-RA
OG0008764	VIT_218s0001g03110.1, VIT_218s0001g03110.2	Av_00010926-RA
OG0008765	VIT_218s0001g01670.3, VIT_218s0001g01670.2, VIT_218s0001g01670.1	Av_00023003-RA
OG0008767	VIT_203s0038g02090.1	Av_00009875-RA
OG0008768	VIT_204s0023g02510.1, VIT_218s0001g13100.1, VIT_218s0001g13100.4	Av_00011343-RA
OG0008770	VIT_218s0001g02790.1	Av_00008375-RA, Av_00020499-RA, Av_00000121-RA
OG0008771	VIT_218s0001g11850.2, VIT_218s0001g11850.1	Av_00016438-RA
OG0008772	VIT_218s0072g00830.3, VIT_218s0072g00830.2, VIT_218s0072g00830.1	Av_00017808-RA, Av_00022481-RA
OG0008773	VIT_218s0001g03230.2, VIT_218s0001g03230.1, VIT_218s0001g03230.3	Av_00003186-RA
OG0008774	VIT_207s0031g01200.2, VIT_207s0031g01200.1, VIT_207s0031g01200.3	Av_00019871-RA
OG0008775	VIT_202s0488g00040.1	Av_00000101-RA
OG0008776	VIT_214s0171g00460.1	Av_00003842-RA, Av_00005030-RA
OG0008777	VIT_204s0044g01200.3, VIT_204s0044g01200.1, VIT_204s0044g01200.2	Av_00020962-RA
OG0008779	VIT_219s0014g02500.1	Av_00002370-RA
OG0008780	VIT_202s0012g01770.3, VIT_202s0012g01770.4, VIT_200s0186g00100.1, VIT_202s0012g01770.2, VIT_202s0012g01770.1	Av_00017529-RA
OG0008781	VIT_219s0014g02990.3, VIT_219s0014g02990.1, VIT_219s0014g02990.2	Av_00016414-RA
OG0008782	VIT_212s0059g01660.1	Av_00019132-RA
OG0008783	VIT_200s0392g00010.1, VIT_200s0361g00080.1	Av_00014122-RA, Av_00005632-RA
OG0008784	VIT_219s0177g00320.2, VIT_219s0177g00320.1	Av_00006585-RA
OG0008785	VIT_208s0032g00620.1	Av_00008507-RA
OG0008787	VIT_219s0014g01310.1, VIT_219s0014g01310.3	Av_00000219-RA
OG0008788	VIT_217s0000g00300.1	Av_00014003-RA
OG0008789	VIT_210s0003g03250.2, VIT_210s0003g03250.1	Av_00018478-RA
OG0008790	VIT_219s0177g00360.1	Av_00010362-RA, Av_00014529-RA
OG0008791	VIT_208s0007g07590.4, VIT_208s0007g07590.3, VIT_208s0007g07590.2, VIT_208s0007g07590.1	Av_00014119-RA
OG0008792	VIT_212s0028g00640.2, VIT_212s0028g00640.3, VIT_212s0028g00640.4, VIT_212s0028g00640.1	Av_00010088-RA
OG0008793	VIT_219s0014g03680.1	Av_00002441-RA
OG0008795	VIT_212s0028g03140.3, VIT_212s0028g03140.5, VIT_212s0028g03140.1	Av_00019714-RA
OG0008796	VIT_203s0091g00320.1	Av_00007093-RA
OG0008799	VIT_219s0014g03920.1	Av_00002532-RA, Av_00015771-RA
OG0008800	VIT_210s0092g00120.1, VIT_210s0092g00120.2	Av_00020054-RA
OG0008801	VIT_211s0016g00850.1	Av_00012341-RA
OG0008802	VIT_212s0028g03430.3, VIT_212s0028g03430.1, VIT_212s0028g03430.2	Av_00017439-RA
OG0008803	VIT_217s0000g05130.1	Av_00012445-RA
OG0008804	VIT_202s0025g02700.1	Av_00010682-RA, Av_00018592-RA
OG0008805	VIT_216s0039g02530.1, VIT_216s0039g02530.2	Av_00009227-RA
OG0008806	VIT_212s0059g01650.1	Av_00017753-RA, Av_00004764-RA, Av_00006201-RA
OG0008808	VIT_219s0090g00230.1, VIT_219s0090g00230.2	Av_00000174-RA
OG0008809	VIT_219s0014g03180.1, VIT_212s0059g00280.1	Av_00022312-RA
OG0008810	VIT_209s0002g05260.1	Av_00018157-RA
OG0008811	VIT_208s0056g01170.1	Av_00020403-RA, Av_00014050-RA
OG0008812	VIT_211s0037g00820.1, VIT_211s0037g00820.4, VIT_211s0037g00820.3, VIT_211s0037g00820.2	Av_00023425-RA
OG0008813	VIT_204s0008g03810.2, VIT_204s0008g03810.1	Av_00010073-RA, Av_00014324-RA
OG0008814	VIT_211s0016g00340.1, VIT_211s0016g00340.2, VIT_211s0016g00340.3	Av_00024462-RA, Av_00007141-RA
OG0008815	VIT_200s0181g00210.4, VIT_200s0181g00210.1	Av_00005931-RA
OG0008816	VIT_215s0048g00420.1	Av_00019868-RA
OG0008817	VIT_200s0445g00020.1	Av_00008726-RA, Av_00023134-RA
OG0008818	VIT_202s0025g00490.2, VIT_202s0025g00490.1	Av_00010440-RA, Av_00014593-RA
OG0008819	VIT_200s0299g00030.2, VIT_200s2481g00010.1, VIT_200s0299g00030.3, VIT_200s0299g00030.1	Av_00003006-RA
OG0008820	VIT_211s0037g00930.1	Av_00012321-RA, Av_00004495-RA
OG0008822	VIT_211s0065g00480.1	Av_00001100-RA
OG0008823	VIT_211s0052g01390.6, VIT_211s0052g01390.5, VIT_211s0052g01390.4, VIT_211s0052g01390.3, VIT_211s0052g01390.2, VIT_211s0052g01390.1	Av_00019949-RA
OG0008824	VIT_201s0011g05730.1, VIT_201s0011g05730.2, VIT_201s0011g05730.3	Av_00000916-RA
OG0008825	VIT_216s0022g02080.1	Av_00001601-RA, Av_00009161-RA
OG0008827	VIT_211s0118g00770.4, VIT_211s0118g00770.2, VIT_211s0118g00770.3, VIT_211s0118g00770.1	Av_00003995-RA
OG0008828	VIT_204s0008g03860.1, VIT_204s0008g03860.2	Av_00012778-RA, Av_00006229-RA
OG0008829	VIT_216s0022g02320.3, VIT_216s0022g02320.2, VIT_216s0022g02320.1, VIT_216s0022g02320.4	Av_00001603-RA, Av_00009376-RA
OG0008830	VIT_216s0100g00410.1, VIT_216s0100g00410.2, VIT_216s0100g00410.3	Av_00014766-RA
OG0008831	VIT_212s0059g02380.1	Av_00017740-RA
OG0008832	VIT_200s0145g00085.1	Av_00020899-RA, Av_00023150-RA, Av_00017313-RA, Av_00003518-RA, Av_00012988-RA, Av_00018042-RA, Av_00017827-RA, Av_00025029-RA
OG0008835	VIT_211s0052g00640.3, VIT_211s0052g00640.5, VIT_211s0052g00640.1, VIT_211s0052g00640.2, VIT_211s0052g00640.6, VIT_211s0052g00640.4	Av_00009835-RA
OG0008836	VIT_208s0007g06790.1	Av_00018807-RA
OG0008837	VIT_215s0046g02070.1	Av_00003242-RA
OG0008839	VIT_200s0229g00190.1, VIT_200s0229g00190.2, VIT_200s0229g00190.3	Av_00010349-RA
OG0008840	VIT_204s0008g05840.1	Av_00004685-RA, Av_00018275-RA, Av_00010101-RA
OG0008842	VIT_214s0066g01910.3, VIT_214s0066g01910.2, VIT_214s0066g01910.1	Av_00012143-RA
OG0008843	VIT_211s0037g01040.1	Av_00023427-RA
OG0008844	VIT_211s0016g01400.1, VIT_204s0008g01730.1	Av_00012305-RA, Av_00004410-RA
OG0008845	VIT_213s0067g01320.1, VIT_213s0067g01320.2	Av_00017179-RA
OG0008846	VIT_214s0060g01030.1	Av_00016621-RA
OG0008849	VIT_211s0016g00720.1, VIT_211s0016g00720.2	Av_00023646-RA, Av_00017134-RA
OG0008851	VIT_209s0002g02670.1, VIT_209s0002g02670.2, VIT_209s0002g02670.5, VIT_209s0002g02670.3, VIT_209s0002g02670.6, VIT_209s0002g02670.4	Av_00008018-RA
OG0008854	VIT_216s0115g00310.1, VIT_216s0115g00080.1, VIT_216s0115g00080.2	Av_00023424-RA, Av_00017119-RA
OG0008856	VIT_219s0015g01690.1	Av_00018654-RA, Av_00008393-RA
OG0008857	VIT_211s0016g02360.1	Av_00008906-RA
OG0008858	VIT_209s0054g00930.3, VIT_209s0054g00930.2, VIT_209s0054g00930.1	Av_00016807-RA
OG0008859	VIT_206s0004g07100.1, VIT_213s0067g01710.1	Av_00015070-RA, Av_00006116-RA, Av_00017667-RA
OG0008861	VIT_206s0061g01590.2, VIT_206s0061g01590.1	Av_00024415-RA, Av_00017162-RA
OG0008863	VIT_202s0033g01370.4, VIT_202s0033g01370.5, VIT_202s0033g01370.1, VIT_202s0033g01370.2	Av_00020399-RA
OG0008864	VIT_209s0002g04070.2, VIT_209s0002g04070.1	Av_00004135-RA
OG0008865	VIT_211s0103g00300.1, VIT_211s0103g00300.2, VIT_211s0103g00300.4, VIT_211s0103g00300.5, VIT_211s0103g00300.3	Av_00023595-RA, Av_00004476-RA
OG0008867	VIT_211s0016g04860.3, VIT_211s0016g04860.2, VIT_211s0016g04860.1	Av_00021631-RA
OG0008868	VIT_204s0069g00850.1, VIT_209s0002g02290.1	Av_00018110-RA
OG0008869	VIT_209s0002g04450.1	Av_00020747-RA
OG0008871	VIT_202s0154g00450.2, VIT_202s0154g00450.1, VIT_202s0154g00450.3	Av_00018583-RA
OG0008872	VIT_207s0005g01600.1, VIT_207s0005g01600.2	Av_00004783-RA
OG0008873	VIT_208s0217g00040.1	Av_00015555-RA
OG0008874	VIT_215s0048g02980.2, VIT_215s0048g02980.1	Av_00024175-RA
OG0008876	VIT_209s0002g07360.1	Av_00022742-RA
OG0008877	VIT_201s0010g00940.5, VIT_201s0010g00940.3, VIT_201s0010g00940.1, VIT_201s0010g00940.6, VIT_201s0010g00940.7, VIT_201s0010g00940.2, VIT_201s0010g00940.4	Av_00019756-RA
OG0008879	VIT_216s0100g00330.1	Av_00012912-RA, Av_00001608-RA, Av_00001609-RA, Av_00009381-RA
OG0008882	VIT_205s0124g00530.1, VIT_205s0124g00530.3, VIT_205s0124g00530.4, VIT_205s0124g00530.2	Av_00015805-RA
OG0008883	VIT_216s0022g01870.1	Av_00009370-RA
OG0008884	VIT_204s0008g02860.1	Av_00021247-RA, Av_00023856-RA
OG0008885	VIT_202s0241g00060.2, VIT_202s0241g00060.1	Av_00014549-RA, Av_00010385-RA
OG0008887	VIT_211s0016g03630.1	Av_00004138-RA
OG0008888	VIT_210s0092g00280.1	Av_00005169-RA
OG0008889	VIT_209s0002g03190.1	Av_00008014-RA
OG0008890	VIT_215s0048g00960.2, VIT_215s0048g00960.1	Av_00023078-RA
OG0008891	VIT_209s0002g07210.1	Av_00010057-RA
OG0008893	VIT_211s0016g03520.7, VIT_211s0016g03520.5, VIT_211s0016g03520.6, VIT_211s0016g03520.2, VIT_211s0016g03520.4	Av_00019520-RA
OG0008895	VIT_204s0008g05700.4, VIT_204s0008g05700.5, VIT_204s0008g05700.3, VIT_204s0008g05700.2, VIT_204s0008g05700.1	Av_00020212-RA
OG0008896	VIT_212s0059g01100.1, VIT_212s0059g01100.2	Av_00004768-RA
OG0008897	VIT_216s0039g02040.3, VIT_216s0039g02040.2, VIT_216s0039g02040.1	Av_00013059-RA, Av_00018896-RA
OG0008898	VIT_219s0014g02080.1, VIT_219s0014g02080.2	Av_00017180-RA
OG0008899	VIT_210s0003g01260.1	Av_00021410-RA, Av_00005880-RA
OG0008900	VIT_208s0007g08140.2, VIT_208s0007g08140.1	Av_00012668-RA
OG0008901	VIT_213s0067g03560.1	Av_00013629-RA, Av_00008251-RA
OG0008902	VIT_200s0866g00010.1, VIT_208s0007g00565.1	Av_00003013-RA
OG0008903	VIT_204s0023g03820.1, VIT_204s0023g03820.2	Av_00000485-RA, Av_00022367-RA
OG0008905	VIT_212s0057g01460.1	Av_00014259-RA, Av_00010156-RA
OG0008906	VIT_208s0217g00010.1	Av_00023896-RA
OG0008908	VIT_213s0067g02870.1, VIT_213s0067g02870.2	Av_00005541-RA, Av_00006042-RA
OG0008909	VIT_211s0016g04350.2, VIT_211s0016g04350.3, VIT_211s0016g04350.1	Av_00004049-RA
OG0008910	VIT_212s0059g02460.1	Av_00017742-RA
OG0008912	VIT_213s0074g00040.1, VIT_213s0074g00040.3, VIT_213s0074g00040.2, VIT_213s0074g00040.4, VIT_213s0074g00040.5	Av_00008173-RA
OG0008913	VIT_208s0056g01410.1, VIT_210s0116g00470.1	Av_00015740-RA
OG0008914	VIT_206s0009g01760.1	Av_00008517-RA, Av_00021074-RA
OG0008915	VIT_206s0004g06560.1	Av_00023511-RA
OG0008916	VIT_208s0007g08050.2, VIT_208s0007g08050.3, VIT_208s0007g08050.1	Av_00022125-RA
OG0008917	VIT_208s0007g07300.1	Av_00006499-RA, Av_00013686-RA, Av_00004341-RA
OG0008918	VIT_213s0019g04410.2, VIT_213s0019g04410.1	Av_00001159-RA
OG0008919	VIT_206s0004g03140.1, VIT_206s0004g03140.4, VIT_206s0004g03140.3	Av_00020702-RA
OG0008920	VIT_213s0067g03530.1	Av_00003559-RA
OG0008921	VIT_208s0040g01600.1	Av_00013474-RA
OG0008922	VIT_208s0040g01260.2, VIT_208s0040g01260.1	Av_00023037-RA
OG0008923	VIT_204s0008g02620.3, VIT_204s0008g02620.2, VIT_204s0008g02620.1	Av_00020078-RA, Av_00015447-RA
OG0008924	VIT_218s0001g02080.1, VIT_218s0001g02060.3, VIT_218s0001g02060.2, VIT_218s0001g02060.4, VIT_218s0001g02060.1	Av_00024007-RA, Av_00024208-RA
OG0008925	VIT_210s0003g02050.2, VIT_210s0003g02050.1	Av_00006006-RA
OG0008926	VIT_208s0105g00400.1	Av_00009169-RA
OG0008927	VIT_219s0090g00020.1	Av_00019730-RA
OG0008928	VIT_206s0004g03640.4, VIT_206s0004g03640.5, VIT_206s0004g03640.3, VIT_206s0004g03640.1, VIT_206s0004g03640.2	Av_00009631-RA
OG0008929	VIT_215s0024g00040.1	Av_00012765-RA, Av_00006218-RA, Av_00018528-RA, Av_00012690-RA
OG0008930	VIT_212s0057g00400.1	Av_00004761-RA, Av_00016951-RA
OG0008931	VIT_212s0028g02170.2, VIT_212s0028g02170.1	Av_00010763-RA
OG0008932	VIT_212s0035g01950.1, VIT_212s0035g01950.3, VIT_212s0035g01950.4, VIT_212s0035g01950.2	Av_00011583-RA
OG0008933	VIT_212s0059g02290.1	Av_00004774-RA
OG0008935	VIT_206s0004g03440.2, VIT_206s0004g03440.1	Av_00010148-RA
OG0008937	VIT_209s0054g00720.1	Av_00023627-RA
OG0008938	VIT_219s0090g01480.1	Av_00000155-RA
OG0008939	VIT_206s0004g07530.1	Av_00023721-RA
OG0008940	VIT_208s0007g00060.2, VIT_208s0007g00060.3, VIT_208s0007g00060.1	Av_00015932-RA
OG0008941	VIT_208s0007g08790.1	Av_00018612-RA, Av_00003954-RA, Av_00005796-RA, Av_00012186-RA
OG0008942	VIT_208s0007g02830.1	Av_00012619-RA
OG0008943	VIT_219s0090g00430.1	Av_00014350-RA, Av_00014273-RA
OG0008944	VIT_204s0044g00550.1, VIT_204s0044g00550.2	Av_00000390-RA
OG0008946	VIT_202s0033g00240.1	Av_00013090-RA
OG0008946	VIT_202s0033g00130.1, VIT_202s0033g00180.1	Av_00019608-RA, Av_00001450-RA
OG0008947	VIT_208s0007g03750.1	Av_00023829-RA, Av_00020016-RA
