Orthogroup	V_vinifera.proteins	A_vesiculosa.proteins
OG0005519	VIT_212s0059g02530.1, VIT_212s0059g02530.2, VIT_212s0059g02530.3	Av_00008552-RA
OG0005520	VIT_218s0089g00030.1	Av_00003150-RA, Av_00014032-RA
OG0005521	VIT_219s0014g00140.4, VIT_219s0014g00140.1, VIT_219s0014g00140.2, VIT_219s0014g00140.5, VIT_219s0014g00140.3, VIT_219s0014g00140.6, VIT_219s0014g00140.7	Av_00019475-RA
OG0005522	VIT_202s0025g02610.1, VIT_215s0048g02820.1	Av_00003268-RA
OG0005523	VIT_215s0048g02350.4	Av_00005286-RA
OG0005523	VIT_215s0048g02350.3, VIT_215s0048g02350.1	Av_00006430-RA, Av_00007535-RA
OG0005525	VIT_210s0003g00330.1	Av_00005899-RA
OG0005526	VIT_218s0089g00880.1	Av_00008226-RA
OG0005527	VIT_212s0028g01550.3, VIT_212s0028g01550.4, VIT_212s0028g01550.2, VIT_212s0028g01550.1	Av_00008463-RA
OG0005528	VIT_203s0132g00280.1, VIT_214s0171g00520.4, VIT_214s0171g00520.2, VIT_214s0171g00520.6, VIT_214s0171g00520.5, VIT_214s0171g00520.7, VIT_214s0171g00520.3, VIT_214s0171g00520.1	Av_00021839-RA, Av_00011634-RA
OG0005530	VIT_215s0046g00300.4, VIT_215s0046g00300.3, VIT_215s0046g00300.2, VIT_215s0046g00300.5, VIT_215s0046g00300.1	Av_00016865-RA, Av_00011053-RA
OG0005531	VIT_212s0057g00500.1, VIT_212s0057g00500.2, VIT_212s0057g00500.3	Av_00008974-RA
OG0005532	VIT_200s0187g00290.1, VIT_200s0187g00330.1, VIT_201s0146g00150.1	Av_00018604-RA
OG0005533	VIT_219s0014g01790.1, VIT_210s0003g00670.1	Av_00014096-RA, Av_00005893-RA
OG0005534	VIT_210s0116g00210.1, VIT_210s0116g00290.1	Av_00005977-RA, Av_00005599-RA
OG0005535	VIT_210s0042g01220.1, VIT_213s0074g00310.1, VIT_213s0074g00310.2	Av_00010761-RA, Av_00019491-RA
OG0005536	VIT_219s0014g03530.5, VIT_219s0014g03530.3, VIT_219s0014g03530.4, VIT_219s0014g03530.1, VIT_219s0014g03530.2, VIT_219s0014g03530.6	Av_00002403-RA
OG0005537	VIT_201s0150g00280.1, VIT_201s0150g00270.1	Av_00022839-RA
OG0005538	VIT_204s0008g02040.2, VIT_204s0008g02040.3, VIT_204s0008g02040.1	Av_00018830-RA, Av_00018649-RA
OG0005539	VIT_217s0000g09390.6, VIT_217s0000g09390.4, VIT_217s0000g09390.5, VIT_217s0000g09390.2, VIT_217s0000g09390.1, VIT_217s0000g09390.7, VIT_217s0000g09390.3	Av_00024610-RA
OG0005540	VIT_211s0118g00300.2	Av_00012152-RA
OG0005541	VIT_204s0008g06810.1	Av_00007650-RA, Av_00006332-RA
OG0005543	VIT_204s0008g05000.3, VIT_204s0008g05000.1, VIT_204s0008g05000.2	Av_00020198-RA, Av_00012798-RA
OG0005544	VIT_211s0016g00520.1, VIT_211s0016g00520.2, VIT_211s0016g00520.3	Av_00009801-RA
OG0005545	VIT_211s0016g04340.1, VIT_211s0016g04340.3, VIT_211s0016g04340.5, VIT_211s0016g04310.1, VIT_211s0016g04340.4, VIT_211s0016g04340.2	Av_00019453-RA
OG0005546	VIT_217s0000g00140.2, VIT_217s0000g00140.4, VIT_217s0000g00140.3, VIT_217s0000g00140.1	Av_00001992-RA
OG0005547	VIT_202s0025g03460.1, VIT_202s0025g03460.2, VIT_204s0023g02205.1	Av_00021037-RA
OG0005548	VIT_213s0019g03335.1	Av_00009937-RA, Av_00015058-RA
OG0005549	VIT_209s0002g03880.1, VIT_209s0002g03880.3, VIT_209s0002g03880.2	Av_00006799-RA, Av_00006798-RA, Av_00008003-RA, Av_00006800-RA
OG0005550	VIT_211s0078g00430.3, VIT_211s0078g00430.2, VIT_211s0078g00430.1	Av_00018219-RA, Av_00001026-RA
OG0005551	VIT_215s0048g00460.1	Av_00014605-RA, Av_00008560-RA
OG0005552	VIT_204s0008g02710.2, VIT_204s0008g02710.3, VIT_204s0008g02710.1	Av_00007130-RA
OG0005553	VIT_208s0007g07810.1	Av_00022342-RA, Av_00014470-RA, Av_00013186-RA, Av_00021877-RA
OG0005554	VIT_209s0002g05100.4, VIT_209s0002g05100.2, VIT_209s0002g05100.3, VIT_209s0002g05100.5, VIT_209s0002g05100.1, VIT_209s0002g05100.6	Av_00018152-RA
OG0005556	VIT_214s0060g02210.3, VIT_214s0060g02210.1, VIT_214s0060g02210.2	Av_00000176-RA, Av_00007887-RA, Av_00000177-RA
OG0005557	VIT_218s0076g00380.2, VIT_218s0076g00380.1, VIT_218s0166g00320.1	Av_00018153-RA
OG0005558	VIT_202s0154g00550.4, VIT_202s0154g00550.5, VIT_202s0154g00550.6, VIT_202s0154g00550.3, VIT_202s0154g00550.1, VIT_202s0154g00550.2	Av_00010357-RA
OG0005559	VIT_217s0000g07250.1, VIT_217s0000g07250.2	Av_00017830-RA
OG0005560	VIT_211s0037g00960.2, VIT_211s0037g00960.4, VIT_211s0037g00960.3, VIT_211s0037g00960.1	Av_00004494-RA, Av_00012320-RA
OG0005562	VIT_215s0046g02860.2, VIT_215s0046g02860.1	Av_00013915-RA, Av_00013918-RA
OG0005563	VIT_216s0013g01510.2, VIT_216s0013g01510.1, VIT_216s0013g01510.4	Av_00016830-RA
OG0005564	VIT_204s0008g02540.2, VIT_204s0008g02540.3, VIT_204s0008g02540.1	Av_00021260-RA, Av_00001085-RA
OG0005565	VIT_209s0002g04110.2	Av_00024069-RA, Av_00004136-RA
OG0005566	VIT_216s0100g00460.1, VIT_202s0025g04420.1	Av_00005510-RA, Av_00006093-RA, Av_00010406-RA
OG0005567	VIT_211s0016g03890.1, VIT_211s0016g03890.4, VIT_211s0016g03890.7, VIT_211s0016g03890.5, VIT_211s0016g03890.3, VIT_211s0016g03890.2, VIT_211s0016g03890.8, VIT_211s0016g03890.6	Av_00004636-RA, Av_00004247-RA
OG0005568	VIT_209s0070g00370.2, VIT_209s0070g00370.3, VIT_209s0070g00370.4, VIT_209s0070g00370.1	Av_00017956-RA, Av_00008333-RA
OG0005569	VIT_209s0002g00950.5, VIT_209s0002g00950.3, VIT_209s0002g00950.4, VIT_209s0002g00950.2, VIT_209s0002g00950.1, VIT_209s0002g02746.1	Av_00019885-RA
OG0005570	VIT_215s0048g00750.2, VIT_215s0048g00750.1, VIT_215s0048g00750.3	Av_00016878-RA
OG0005571	VIT_209s0054g00830.6, VIT_209s0054g00830.1, VIT_209s0054g00830.9, VIT_209s0054g00830.5, VIT_209s0054g00830.4, VIT_209s0054g00830.3, VIT_209s0054g00830.7, VIT_209s0054g00830.8, VIT_209s0054g00830.2	Av_00018645-RA, Av_00018834-RA
OG0005572	VIT_204s0008g07310.1, VIT_204s0008g07310.2, VIT_204s0008g07310.3	Av_00010500-RA
OG0005573	VIT_211s0016g00280.2, VIT_211s0016g00280.4, VIT_211s0016g00280.1	Av_00008739-RA
OG0005574	VIT_215s0046g03190.2, VIT_215s0046g03190.1	Av_00011442-RA, Av_00010882-RA, Av_00015220-RA, Av_00003223-RA, Av_00013914-RA
OG0005575	VIT_204s0008g01970.1	Av_00003629-RA, Av_00007510-RA
OG0005576	VIT_200s0620g00010.1	Av_00005434-RA, Av_00018588-RA, Av_00006048-RA
OG0005577	VIT_202s0025g01440.1	Av_00024163-RA
OG0005578	VIT_204s0008g02800.1	Av_00001089-RA
OG0005579	VIT_208s0007g05870.3, VIT_208s0007g05870.6, VIT_208s0007g05870.9, VIT_208s0007g05870.8, VIT_208s0007g05870.7, VIT_208s0007g05870.4, VIT_208s0007g05870.2, VIT_208s0007g05870.1, VIT_208s0007g05870.5	Av_00019798-RA
OG0005580	VIT_210s0116g00830.1, VIT_210s0116g00830.5, VIT_210s0116g00830.3, VIT_210s0116g00830.4	Av_00005952-RA, Av_00005619-RA
OG0005581	VIT_211s0016g01180.2, VIT_211s0016g01180.6, VIT_211s0016g01180.4, VIT_211s0016g01180.5, VIT_211s0016g01180.3, VIT_211s0016g01180.1	Av_00004511-RA
OG0005584	VIT_216s0050g00570.2, VIT_216s0050g00570.1	Av_00012934-RA
OG0005585	VIT_202s0025g04500.1, VIT_202s0025g04500.4, VIT_202s0025g04500.2, VIT_202s0025g04500.3	Av_00014563-RA, Av_00010402-RA
OG0005586	VIT_204s0008g03600.2, VIT_204s0008g03600.1	Av_00023411-RA
OG0005587	VIT_212s0059g02490.1, VIT_212s0059g02490.2	Av_00011961-RA, Av_00019836-RA
OG0005589	VIT_204s0008g05210.1, VIT_204s0008g05210.3, VIT_204s0008g05210.5, VIT_204s0008g05210.4, VIT_204s0008g05210.2	Av_00004662-RA, Av_00020201-RA
OG0005590	VIT_208s0007g05210.1	Av_00020285-RA, Av_00000698-RA
OG0005591	VIT_211s0037g00263.1	Av_00014512-RA, Av_00010329-RA, Av_00010681-RA
OG0005591	VIT_204s0008g06660.1	Av_00007090-RA
OG0005592	VIT_209s0002g00170.1	Av_00010745-RA, Av_00022377-RA
OG0005593	VIT_200s0229g00160.3, VIT_200s0229g00160.1, VIT_200s0229g00160.2	Av_00005536-RA, Av_00006055-RA
OG0005595	VIT_209s0054g00970.1, VIT_209s0054g00970.6	Av_00013069-RA, Av_00017599-RA, Av_00017598-RA
OG0005596	VIT_202s0025g05120.1, VIT_202s0025g05120.3	Av_00003030-RA, Av_00005456-RA, Av_00010390-RA
OG0005597	VIT_211s0052g01720.4, VIT_211s0052g01720.3, VIT_211s0052g01720.5, VIT_211s0052g01720.2, VIT_211s0052g01720.1	Av_00011020-RA
OG0005598	VIT_200s2563g00010.3, VIT_200s2563g00010.2, VIT_200s2563g00010.1	Av_00010356-RA, Av_00014527-RA
OG0005599	VIT_202s0025g02090.3, VIT_202s0025g02090.2, VIT_202s0025g02090.1	Av_00014694-RA, Av_00000074-RA, Av_00011476-RA
OG0005601	VIT_200s0229g00100.1	Av_00006060-RA
OG0005602	VIT_215s0048g01740.7, VIT_215s0048g01740.4, VIT_215s0048g01740.5, VIT_215s0048g01740.1, VIT_215s0048g01740.2	Av_00013889-RA, Av_00003198-RA
OG0005603	VIT_211s0016g04600.5, VIT_211s0016g04600.2, VIT_211s0016g04600.6, VIT_211s0016g04600.4, VIT_211s0016g04600.3, VIT_211s0016g04600.1	Av_00005867-RA, Av_00004043-RA, Av_00004891-RA, Av_00021626-RA
OG0005604	VIT_204s0008g02900.4, VIT_204s0008g02900.2, VIT_204s0008g02900.1, VIT_204s0008g02900.6, VIT_204s0008g02900.7, VIT_204s0008g02900.5, VIT_204s0008g02900.8, VIT_204s0008g02900.3	Av_00007126-RA
OG0005605	VIT_209s0002g02490.1	Av_00020133-RA, Av_00004121-RA
OG0005606	VIT_211s0016g01110.3, VIT_211s0016g01110.2, VIT_211s0016g01110.1	Av_00008763-RA
OG0005608	VIT_215s0021g00210.1	Av_00019974-RA, Av_00019973-RA
OG0005609	VIT_209s0002g04000.1, VIT_209s0002g04000.2, VIT_209s0002g04000.3	Av_00018130-RA
OG0005610	VIT_211s0016g05640.1, VIT_211s0016g05640.2	Av_00004908-RA, Av_00012148-RA, Av_00005840-RA
OG0005611	VIT_217s0000g04300.1, VIT_217s0000g04320.1	Av_00018652-RA
OG0005612	VIT_208s0056g01310.1	Av_00003136-RA, Av_00014019-RA
OG0005613	VIT_213s0019g04730.5, VIT_213s0019g04730.2, VIT_213s0019g04730.4, VIT_213s0019g04730.8, VIT_213s0019g04730.1, VIT_213s0019g04730.3	Av_00007056-RA, Av_00011930-RA
OG0005614	VIT_208s0105g00360.1	Av_00017073-RA, Av_00020715-RA
OG0005615	VIT_213s0019g04770.2	Av_00018718-RA
OG0005615	VIT_213s0019g04770.3, VIT_213s0019g04770.4, VIT_213s0019g04770.1	Av_00018717-RA
OG0005617	VIT_213s0064g01360.1, VIT_213s0064g01360.2	Av_00022291-RA, Av_00018077-RA
OG0005618	VIT_212s0057g01380.1, VIT_219s0015g01110.1, VIT_219s0015g01110.2	Av_00021306-RA, Av_00003045-RA
OG0005619	VIT_212s0028g00710.1	Av_00024097-RA
OG0005620	VIT_206s0004g03800.2, VIT_206s0004g03800.1, VIT_206s0004g03800.3	Av_00022452-RA, Av_00010731-RA
OG0005621	VIT_208s0040g00900.1	Av_00013128-RA, Av_00023564-RA, Av_00020593-RA, Av_00006725-RA
OG0005622	VIT_208s0007g04240.1, VIT_208s0007g04240.2	Av_00002911-RA
OG0005623	VIT_210s0003g04560.7, VIT_210s0003g04560.6, VIT_210s0003g04560.5, VIT_210s0003g04560.1, VIT_210s0003g04560.2, VIT_210s0003g04560.3, VIT_210s0003g04560.4	Av_00000867-RA
OG0005624	VIT_214s0068g02000.1, VIT_205s0020g02560.3, VIT_205s0020g02560.1	Av_00015210-RA
OG0005625	VIT_213s0106g00820.1, VIT_213s0064g01130.1, VIT_208s0058g01370.1, VIT_208s0058g01370.2	Av_00010314-RA, Av_00002971-RA
OG0005626	VIT_208s0007g00030.1, VIT_208s0007g00030.2, VIT_208s0007g00020.1, VIT_208s0007g00020.2, VIT_208s0007g00020.3	Av_00002840-RA, Av_00016393-RA
OG0005628	VIT_203s0017g01920.1	Av_00019472-RA
OG0005629	VIT_206s0004g04800.1, VIT_206s0004g04800.2	Av_00019677-RA
OG0005629	VIT_213s0019g01090.1, VIT_213s0019g01090.2	Av_00004994-RA
OG0005630	VIT_208s0007g02490.1	Av_00010293-RA, Av_00005071-RA, Av_00024240-RA
OG0005631	VIT_219s0015g00570.1, VIT_219s0015g00570.4, VIT_219s0015g00570.3	Av_00023498-RA
OG0005632	VIT_200s0181g00250.1	Av_00005640-RA
OG0005633	VIT_206s0004g06590.2, VIT_206s0004g06590.1, VIT_206s0004g06590.3, VIT_206s0004g06590.5, VIT_206s0004g06590.4	Av_00013301-RA
OG0005634	VIT_206s0004g02800.3, VIT_206s0004g02800.1, VIT_206s0004g02800.2	Av_00012708-RA, Av_00018506-RA
OG0005635	VIT_212s0057g00900.1, VIT_219s0015g00260.1, VIT_219s0015g00260.2	Av_00020037-RA, Av_00000869-RA
OG0005636	VIT_206s0004g07660.4, VIT_206s0004g07660.2, VIT_206s0004g07660.1, VIT_208s0058g00930.4, VIT_208s0058g00930.1, VIT_208s0058g00930.5, VIT_208s0058g00930.2	Av_00015652-RA, Av_00005073-RA
OG0005637	VIT_203s0063g02410.3, VIT_203s0063g02410.2, VIT_203s0063g02410.1	Av_00004428-RA, Av_00012281-RA
OG0005638	VIT_206s0004g00750.1, VIT_206s0004g00740.1	Av_00007020-RA
OG0005639	VIT_206s0004g06110.3, VIT_206s0004g06110.1	Av_00006169-RA
OG0005640	VIT_212s0059g01640.1	Av_00008971-RA, Av_00005594-RA, Av_00005983-RA
OG0005641	VIT_212s0059g00190.2, VIT_212s0059g00190.1	Av_00023923-RA, Av_00021431-RA
OG0005642	VIT_208s0056g00770.5, VIT_208s0056g00770.2, VIT_208s0056g00770.3, VIT_208s0056g00770.4, VIT_208s0056g00770.1	Av_00019260-RA, Av_00014087-RA, Av_00014039-RA
OG0005644	VIT_219s0027g01090.1, VIT_219s0027g01090.2	Av_00004390-RA
OG0005645	VIT_206s0004g03740.1	Av_00017167-RA
OG0005646	VIT_206s0004g01700.1, VIT_206s0004g01700.2	Av_00016562-RA
OG0005647	VIT_208s0040g01670.1	Av_00019334-RA
OG0005648	VIT_208s0040g03340.1, VIT_208s0040g03340.2	Av_00013420-RA
OG0005649	VIT_213s0019g02300.1	Av_00017284-RA, Av_00005727-RA
OG0005650	VIT_206s0080g00030.5, VIT_206s0080g00030.1, VIT_206s0080g00030.4, VIT_206s0080g00030.3, VIT_206s0080g00030.7, VIT_206s0080g00030.6, VIT_206s0080g00030.2	Av_00017317-RA
OG0005651	VIT_202s0025g02440.1	Av_00002405-RA, Av_00015778-RA
OG0005652	VIT_210s0003g00560.2, VIT_210s0003g00560.1	Av_00003646-RA, Av_00005895-RA
OG0005653	VIT_212s0059g01240.4, VIT_212s0059g01240.2, VIT_202s0087g00580.1, VIT_212s0059g01240.5, VIT_212s0059g01240.3, VIT_212s0059g01240.1	Av_00012740-RA
OG0005654	VIT_219s0014g02470.1, VIT_219s0014g02470.2	Av_00011208-RA
OG0005655	VIT_213s0019g05250.4, VIT_213s0019g05250.1, VIT_213s0019g05250.2, VIT_213s0019g05250.3	Av_00007046-RA, Av_00013660-RA, Av_00006478-RA
OG0005656	VIT_213s0067g00960.2, VIT_213s0067g00960.5, VIT_213s0067g00960.6, VIT_213s0067g00960.7, VIT_213s0067g00960.4, VIT_213s0067g00960.3, VIT_213s0067g00960.1	Av_00005692-RA, Av_00017261-RA
OG0005657	VIT_208s0032g01030.1	Av_00002808-RA
OG0005658	VIT_213s0019g04640.1, VIT_213s0019g04640.3, VIT_213s0019g04640.2	Av_00007059-RA
OG0005659	VIT_219s0090g01820.5, VIT_219s0090g01820.4, VIT_219s0090g01820.3, VIT_219s0090g01820.2, VIT_219s0090g01820.1	Av_00009266-RA, Av_00015014-RA
OG0005660	VIT_219s0014g03470.2, VIT_219s0014g03470.1, VIT_219s0014g03470.4, VIT_219s0014g03470.3, VIT_219s0014g03470.5, VIT_219s0014g03470.6	Av_00002398-RA, Av_00015780-RA
OG0005661	VIT_206s0009g02510.5, VIT_206s0009g02510.3, VIT_206s0009g02510.1, VIT_206s0009g02510.4, VIT_206s0009g02510.2	Av_00006554-RA
OG0005663	VIT_206s0009g02310.1	Av_00001225-RA, Av_00008112-RA, Av_00014893-RA
OG0005664	VIT_206s0004g00930.1	Av_00001188-RA, Av_00014392-RA
OG0005665	VIT_206s0061g00740.1, VIT_206s0061g00740.3, VIT_206s0061g00740.2, VIT_206s0061g00740.4, VIT_206s0061g00740.10, VIT_206s0061g00740.5, VIT_206s0061g00740.7, VIT_206s0061g00740.6, VIT_206s0061g00740.8, VIT_206s0061g00740.9, VIT_206s0061g00740.11	Av_00016893-RA
OG0005666	VIT_208s0007g08170.1	Av_00004938-RA, Av_00020531-RA
OG0005667	VIT_206s0061g01500.1	Av_00001691-RA, Av_00017657-RA
OG0005668	VIT_206s0004g00060.6, VIT_206s0004g00060.7, VIT_206s0004g00060.5, VIT_206s0004g00060.8, VIT_206s0004g00060.4, VIT_206s0004g00060.1, VIT_206s0004g00060.3, VIT_206s0004g00060.2	Av_00010327-RA, Av_00014508-RA
OG0005669	VIT_201s0011g00460.2, VIT_201s0011g00460.1, VIT_217s0000g07320.1	Av_00015922-RA, Av_00010503-RA, Av_00009332-RA, Av_00009333-RA
OG0005670	VIT_212s0059g01250.2, VIT_212s0059g01250.1	Av_00011943-RA
OG0005671	VIT_219s0014g00070.4, VIT_219s0014g00070.3, VIT_219s0014g00070.2, VIT_219s0014g00070.7, VIT_219s0014g00070.5, VIT_219s0014g00070.1, VIT_219s0014g00070.9, VIT_219s0014g00070.8, VIT_219s0014g00070.6	Av_00025017-RA, Av_00018765-RA
OG0005672	VIT_210s0003g04970.1	Av_00024626-RA
OG0005673	VIT_213s0064g00440.2, VIT_213s0064g00440.1	Av_00024844-RA
OG0005674	VIT_219s0090g01000.1	Av_00011566-RA, Av_00000160-RA
OG0005675	VIT_210s0003g03730.1	Av_00015449-RA
OG0005676	VIT_208s0007g05340.1, VIT_208s0007g05340.2, VIT_208s0007g05340.3	Av_00021466-RA
OG0005677	VIT_219s0090g00440.2, VIT_219s0090g00440.3, VIT_219s0090g00440.1, VIT_219s0090g00440.4, VIT_219s0090g00440.5	Av_00007894-RA
OG0005678	VIT_204s0023g00750.2, VIT_204s0023g00750.3, VIT_204s0023g00750.1	Av_00014425-RA, Av_00001239-RA, Av_00014426-RA
OG0005679	VIT_207s0031g00020.1	Av_00000313-RA
OG0005679	VIT_203s0180g00020.1, VIT_201s0137g00100.1	Av_00009762-RA, Av_00008794-RA
OG0005680	VIT_201s0137g00690.1	Av_00002655-RA, Av_00005350-RA, Av_00019391-RA, Av_00007759-RA
OG0005681	VIT_218s0001g09160.1, VIT_207s0129g00200.1	Av_00004201-RA, Av_00016008-RA, Av_00010209-RA
OG0005682	VIT_218s0122g01350.3	Av_00008772-RA, Av_00009779-RA
OG0005684	VIT_215s0048g02240.1, VIT_215s0048g02230.1	Av_00005947-RA, Av_00005948-RA
OG0005686	VIT_212s0035g01840.2, VIT_212s0035g01840.5, VIT_212s0035g01840.7, VIT_212s0035g01840.4, VIT_212s0035g01840.6, VIT_212s0035g01840.3, VIT_212s0035g01840.1, VIT_212s0035g01840.8, VIT_212s0035g01840.9	Av_00023044-RA
OG0005687	VIT_203s0038g02100.2, VIT_203s0038g02100.3, VIT_203s0038g02100.1, VIT_203s0038g02100.5, VIT_203s0038g02100.4	Av_00018299-RA
OG0005688	VIT_214s0068g00780.2, VIT_214s0068g00780.1, VIT_214s0068g00780.3, VIT_214s0068g00780.4	Av_00015856-RA
OG0005689	VIT_218s0001g12580.1, VIT_204s0023g01880.1	Av_00000461-RA, Av_00021590-RA, Av_00001966-RA
OG0005690	VIT_216s0100g00300.1, VIT_216s0100g00300.3	Av_00003357-RA
OG0005691	VIT_214s0081g00720.1, VIT_205s0049g00460.1, VIT_205s0049g00460.2, VIT_205s0049g00460.3, VIT_205s0049g00460.4	Av_00000585-RA
OG0005692	VIT_207s0005g00040.1, VIT_207s0005g00040.3, VIT_207s0005g00040.4, VIT_207s0104g01680.1	Av_00009336-RA
OG0005695	VIT_218s0001g07700.1, VIT_218s0001g07700.4, VIT_218s0001g07700.2, VIT_218s0001g07700.3	Av_00006280-RA
OG0005696	VIT_215s0046g01010.2, VIT_215s0046g01010.1	Av_00014644-RA, Av_00000021-RA, Av_00024509-RA
OG0005697	VIT_218s0075g00510.1	Av_00014382-RA
OG0005698	VIT_214s0171g00420.4, VIT_214s0171g00420.3, VIT_214s0171g00420.5, VIT_214s0171g00420.2, VIT_214s0171g00420.1	Av_00018726-RA
OG0005699	VIT_207s0151g00830.1	Av_00004812-RA
OG0005702	VIT_213s0019g01230.5, VIT_213s0019g01230.6, VIT_213s0019g01230.4, VIT_213s0019g01230.1, VIT_213s0019g01230.2, VIT_213s0019g01230.3	Av_00005740-RA, Av_00017296-RA
OG0005703	VIT_214s0171g00240.2, VIT_214s0171g00240.3, VIT_214s0171g00240.1, VIT_214s0171g00240.4	Av_00016305-RA
OG0005704	VIT_208s0056g01640.1, VIT_205s0049g01980.1, VIT_205s0049g01980.4, VIT_205s0049g01980.2	Av_00017461-RA
OG0005705	VIT_202s0025g02580.3, VIT_202s0025g02580.2, VIT_202s0025g02580.1	Av_00018591-RA, Av_00010683-RA
OG0005706	VIT_218s0001g04040.1	Av_00020892-RA, Av_00017793-RA
OG0005707	VIT_214s0068g01960.1, VIT_216s0022g01100.1	Av_00021892-RA, Av_00013806-RA
OG0005708	VIT_202s0025g03100.1	Av_00016780-RA
OG0005709	VIT_207s0031g01810.1	Av_00000386-RA
OG0005711	VIT_201s0010g03570.3, VIT_201s0010g03570.5, VIT_201s0010g03570.2, VIT_201s0010g03570.1, VIT_201s0010g03570.4, VIT_201s0010g03570.6	Av_00001374-RA
OG0005712	VIT_215s0048g02990.1	Av_00003264-RA
OG0005713	VIT_213s0067g00010.1, VIT_213s0067g00010.2	Av_00021329-RA
OG0005714	VIT_214s0128g00100.1	Av_00022100-RA
OG0005715	VIT_204s0023g02970.1	Av_00000468-RA, Av_00021576-RA
OG0005716	VIT_201s0150g00400.1, VIT_201s0150g00400.2, VIT_200s0283g00030.1	Av_00009238-RA, Av_00015037-RA
OG0005717	VIT_218s0122g00550.1	Av_00007424-RA, Av_00004859-RA, Av_00012097-RA
OG0005720	VIT_202s0025g03210.1	Av_00017076-RA
OG0005722	VIT_214s0030g00350.1, VIT_207s0104g00840.1	Av_00016405-RA, Av_00013433-RA
OG0005723	VIT_212s0034g02220.6, VIT_212s0034g02220.5, VIT_212s0034g02220.1, VIT_212s0034g02220.2, VIT_212s0034g02220.4, VIT_212s0034g02220.3	Av_00001822-RA
OG0005724	VIT_207s0005g04600.1	Av_00002216-RA
OG0005724	VIT_207s0005g04610.1	Av_00009622-RA
OG0005725	VIT_206s0004g02940.2, VIT_206s0004g02940.4, VIT_206s0004g02940.3, VIT_206s0004g02940.5, VIT_206s0004g02940.1	Av_00010144-RA
OG0005726	VIT_207s0031g00640.2, VIT_207s0031g00640.1	Av_00000300-RA
OG0005727	VIT_202s0087g00740.2, VIT_202s0087g00740.1, VIT_202s0087g00740.4, VIT_202s0087g00740.3, VIT_202s0087g00740.5	Av_00020800-RA, Av_00015873-RA, Av_00014059-RA
OG0005728	VIT_205s0077g01940.1, VIT_205s0077g01940.3, VIT_205s0077g01940.2	Av_00019642-RA
OG0005730	VIT_204s0008g01870.1, VIT_204s0008g01870.2, VIT_209s0002g01380.1	Av_00018585-RA, Av_00006052-RA, Av_00005539-RA, Av_00005441-RA, Av_00004099-RA, Av_00021918-RA
OG0005731	VIT_218s0001g07170.1	Av_00015261-RA
OG0005732	VIT_205s0077g00200.1, VIT_205s0077g00250.1, VIT_205s0077g00210.1, VIT_205s0077g00160.1	Av_00020382-RA
OG0005733	VIT_203s0063g02540.1, VIT_203s0063g02540.2	Av_00011173-RA
OG0005735	VIT_218s0001g09200.2, VIT_218s0001g09200.3, VIT_218s0001g09200.4, VIT_218s0001g09200.1	Av_00004199-RA
OG0005736	VIT_207s0141g00570.1, VIT_214s0081g00060.1	Av_00003429-RA, Av_00023547-RA
OG0005737	VIT_218s0122g01060.3, VIT_218s0122g01060.6, VIT_218s0122g01060.4, VIT_218s0122g01060.5, VIT_218s0122g01060.2, VIT_218s0122g01060.1	Av_00012939-RA
OG0005738	VIT_207s0005g03910.1, VIT_207s0005g03910.2, VIT_207s0005g03910.4, VIT_207s0005g03910.6, VIT_207s0005g03910.5, VIT_207s0005g03910.3	Av_00000746-RA
OG0005740	VIT_214s0060g00830.1, VIT_214s0060g00830.2, VIT_207s0005g01960.2, VIT_207s0005g01960.1	Av_00006642-RA
OG0005742	VIT_204s0008g06580.4, VIT_204s0008g06580.1, VIT_204s0008g06580.2, VIT_204s0008g06580.3, VIT_204s0008g06580.5	Av_00013581-RA
OG0005743	VIT_201s0026g02540.1	Av_00005266-RA, Av_00007550-RA
OG0005744	VIT_214s0083g00870.3, VIT_214s0083g00870.2, VIT_214s0083g00870.1	Av_00005786-RA
OG0005745	VIT_214s0083g00950.1	Av_00010937-RA
OG0005746	VIT_201s0127g00210.1	Av_00005337-RA, Av_00002661-RA
OG0005747	VIT_202s0012g01750.1, VIT_202s0012g01750.2	Av_00021708-RA
OG0005748	VIT_217s0000g06950.3, VIT_217s0000g06950.2, VIT_217s0000g06950.4, VIT_217s0000g06950.6, VIT_217s0000g06950.1	Av_00013765-RA, Av_00001788-RA, Av_00001789-RA
OG0005749	VIT_215s0021g01320.1	Av_00019386-RA
OG0005750	VIT_201s0026g00640.5, VIT_201s0026g00640.3, VIT_201s0026g00640.4, VIT_201s0026g00640.2, VIT_201s0026g00640.1	Av_00002683-RA, Av_00006452-RA
OG0005751	VIT_201s0026g01400.1	Av_00007541-RA
OG0005752	VIT_215s0021g01510.1	Av_00014958-RA
OG0005753	VIT_202s0012g01020.2, VIT_202s0012g01020.1	Av_00022469-RA, Av_00021119-RA
OG0005754	VIT_214s0066g00820.3, VIT_214s0066g00820.2, VIT_214s0066g00820.1	Av_00019595-RA
OG0005755	VIT_201s0011g02120.2, VIT_201s0011g02120.3, VIT_201s0011g02120.4, VIT_201s0011g02120.5, VIT_201s0011g02120.1	Av_00019751-RA, Av_00024356-RA, Av_00004708-RA
OG0005756	VIT_201s0026g00710.2, VIT_201s0026g00710.1, VIT_201s0026g00710.3, VIT_201s0026g00710.4	Av_00015486-RA, Av_00023093-RA
