Orthogroup	V_vinifera.proteins	P_amilis.proteins
OG0003478	VIT_201s0011g05200.2, VIT_201s0011g05200.3, VIT_201s0011g05200.1	FUN_046819-T3, FUN_046819-T4
OG0003479	VIT_214s0108g00860.2, VIT_214s0108g00860.1, VIT_201s0026g02360.1, VIT_201s0026g02360.2	FUN_003070-T1
OG0003480	VIT_214s0083g00130.1	FUN_009548-T1
OG0003481	VIT_210s0042g01050.1, VIT_210s0042g01050.3, VIT_210s0042g01050.2	FUN_027691-T1, FUN_027691-T2
OG0003482	VIT_217s0000g07430.1, VIT_214s0068g00291.1, VIT_201s0011g00440.1	FUN_045506-T1, FUN_011197-T1, FUN_033851-T1, FUN_023516-T1
OG0003483	VIT_217s0000g04460.1	FUN_023783-T1, FUN_033697-T1
OG0003483	VIT_201s0011g02470.1	FUN_011282-T1
OG0003484	VIT_201s0011g04340.5, VIT_201s0011g04340.4, VIT_201s0011g04340.6, VIT_201s0011g04340.2, VIT_201s0011g04340.1, VIT_201s0011g04340.3	FUN_015298-T1, FUN_030143-T1
OG0003485	VIT_214s0066g00710.1, VIT_214s0066g00700.1	FUN_047351-T1
OG0003485	VIT_217s0000g09000.1	FUN_019147-T1
OG0003486	VIT_217s0000g05180.1, VIT_217s0000g05190.1	FUN_011223-T1
OG0003487	VIT_215s0021g01150.2, VIT_215s0021g01140.1, VIT_215s0021g01150.1	FUN_033299-T1, FUN_033445-T1, FUN_033275-T1, FUN_033444-T1, FUN_033442-T1, FUN_033446-T1
OG0003488	VIT_219s0015g01070.1	FUN_046390-T1
OG0003489	VIT_201s0011g04260.2, VIT_201s0011g04260.1	FUN_044539-T1
OG0003490	VIT_216s0039g02220.2, VIT_216s0039g02220.1	FUN_045221-T3, FUN_045221-T1
OG0003491	VIT_217s0000g08950.4, VIT_217s0000g08950.3, VIT_217s0000g08950.2, VIT_217s0000g08950.1	FUN_010763-T3, FUN_010763-T2, FUN_010763-T1
OG0003492	VIT_204s0043g00160.1	FUN_051844-T1
OG0003492	VIT_201s0011g06150.1	FUN_005108-T1, FUN_008149-T1
OG0003493	VIT_217s0000g07630.1	FUN_010939-T1, FUN_047486-T1
OG0003494	VIT_201s0011g04960.1, VIT_201s0011g04960.2, VIT_201s0011g04960.3	FUN_033370-T1
OG0003494	VIT_201s0011g04960.4	FUN_033370-T2, FUN_033370-T3, FUN_033370-T4
OG0003495	VIT_207s0031g02090.1	FUN_005968-T3, FUN_005968-T2, FUN_005968-T1, FUN_019405-T1
OG0003496	VIT_201s0011g03140.1, VIT_201s0011g03140.2	FUN_031615-T3, FUN_031615-T1, FUN_031615-T4, FUN_031615-T2
OG0003497	VIT_213s0067g03110.1, VIT_213s0067g03110.2, VIT_213s0067g03110.3, VIT_213s0067g03110.4	FUN_024679-T2, FUN_024679-T1
OG0003499	VIT_202s0012g00280.2, VIT_202s0012g00280.1	FUN_017377-T1, FUN_041357-T1
OG0003499	VIT_215s0021g00940.1	FUN_049467-T1
OG0003500	VIT_214s0006g03040.1, VIT_214s0006g03040.2	FUN_033585-T2, FUN_033585-T1
OG0003501	VIT_217s0000g02000.2, VIT_217s0000g02000.3, VIT_217s0000g02000.5, VIT_217s0000g02000.4, VIT_217s0000g02000.6, VIT_217s0000g02000.1	FUN_040396-T1
OG0003502	VIT_217s0000g03300.2, VIT_217s0000g03300.3, VIT_217s0000g03300.1, VIT_201s0011g04000.1	FUN_033504-T1
OG0003504	VIT_207s0005g01360.2, VIT_207s0005g01360.1, VIT_207s0005g01360.3, VIT_207s0005g01360.6, VIT_207s0005g01360.4, VIT_207s0005g01360.5, VIT_207s0005g01360.7, VIT_207s0005g01360.8	FUN_044715-T1
OG0003505	VIT_209s0002g04530.1	FUN_045052-T1
OG0003506	VIT_208s0007g08160.3, VIT_208s0007g08160.8, VIT_208s0007g08160.7, VIT_208s0007g08160.9, VIT_208s0007g08160.6, VIT_208s0007g08160.10, VIT_208s0007g08160.11, VIT_208s0007g08160.1, VIT_208s0007g08160.5, VIT_208s0007g08160.2, VIT_208s0007g08160.4	FUN_032865-T2, FUN_032865-T3, FUN_032865-T1
OG0003526	VIT_206s0004g08370.6, VIT_206s0004g08370.4, VIT_206s0004g08370.5, VIT_206s0004g08370.1, VIT_206s0004g08370.2, VIT_206s0004g08370.3	FUN_027178-T3, FUN_027178-T2, FUN_027178-T1
OG0003527	VIT_207s0031g03030.1, VIT_207s0031g03030.2	FUN_018830-T1, FUN_030825-T1
OG0003528	VIT_208s0056g00200.2	FUN_008086-T2
OG0003528	VIT_208s0056g00200.1	FUN_008086-T1, FUN_018938-T1
OG0003529	VIT_206s0080g00850.1, VIT_206s0080g00850.3, VIT_206s0080g00850.4, VIT_206s0080g00850.2	FUN_048788-T1
OG0003530	VIT_205s0020g01830.1	FUN_020239-T1
OG0003531	VIT_205s0020g01400.1, VIT_207s0104g01770.1	FUN_012898-T1
OG0003531	VIT_214s0060g02390.1	FUN_051469-T1, FUN_034199-T1
OG0003532	VIT_208s0040g03320.1, VIT_208s0040g03320.2, VIT_208s0040g03320.3	FUN_010467-T1
OG0003533	VIT_214s0030g01350.6, VIT_214s0030g01350.5, VIT_214s0030g01350.4, VIT_214s0030g01350.2, VIT_214s0030g01350.3, VIT_214s0030g01350.1	FUN_035612-T1
OG0003534	VIT_207s0104g00620.1, VIT_214s0128g00080.1, VIT_214s0128g00070.1	FUN_047759-T1, FUN_002432-T1
OG0003535	VIT_213s0019g05360.2, VIT_213s0019g05360.6, VIT_213s0019g05360.7, VIT_213s0019g05360.5, VIT_213s0019g05360.1, VIT_213s0019g05360.4, VIT_213s0019g05360.3	FUN_040417-T1
OG0003536	VIT_208s0007g08350.1, VIT_208s0007g08350.2	FUN_024379-T1, FUN_004631-T1, FUN_004632-T2, FUN_004632-T1
OG0003537	VIT_207s0151g00280.1	FUN_050943-T1, FUN_011527-T1
OG0003539	VIT_214s0036g00660.3, VIT_214s0036g00660.4, VIT_214s0036g00660.2, VIT_214s0036g00660.1	FUN_002695-T2, FUN_002695-T1
OG0003540	VIT_208s0058g01130.3, VIT_208s0058g01130.1, VIT_208s0058g01130.2	FUN_004012-T1, FUN_020322-T1
OG0003541	VIT_208s0007g07860.4, VIT_208s0007g07860.2, VIT_208s0007g07860.1, VIT_208s0007g07860.3	FUN_032912-T2, FUN_032912-T1
OG0003542	VIT_205s0049g01960.1	FUN_039547-T1, FUN_033137-T1
OG0003543	VIT_208s0007g04210.1	FUN_013948-T1, FUN_022729-T1
OG0003545	VIT_213s0067g00990.1	FUN_045765-T1
OG0003545	VIT_206s0004g06700.1	FUN_049014-T1
OG0003546	VIT_204s0008g03160.1	FUN_006017-T1
OG0003546	VIT_205s0020g04450.2, VIT_205s0020g04450.1	FUN_020226-T1
OG0003547	VIT_205s0029g00020.1, VIT_207s0005g06490.1	FUN_043502-T1
OG0003548	VIT_207s0151g00770.1	FUN_010551-T1, FUN_051048-T1
OG0003549	VIT_206s0009g03430.3, VIT_206s0009g03430.5, VIT_206s0009g03430.4, VIT_206s0009g03430.2, VIT_206s0009g03430.1	FUN_052658-T1, FUN_036342-T1, FUN_036342-T2
OG0003551	VIT_205s0029g00040.1, VIT_207s0005g06340.2, VIT_207s0005g06340.1	FUN_043509-T1, FUN_024972-T1
OG0003552	VIT_213s0074g00440.1, VIT_213s0074g00440.2, VIT_213s0074g00440.4, VIT_213s0074g00440.3	FUN_025710-T1
OG0003553	VIT_207s0005g02170.1	FUN_042855-T1, FUN_042855-T6, FUN_042855-T5, FUN_042855-T4, FUN_042855-T2, FUN_042855-T3
OG0003554	VIT_214s0060g01090.1, VIT_214s0060g01090.3, VIT_214s0060g01090.2	FUN_052423-T1
OG0003556	VIT_204s0043g00760.1, VIT_204s0043g00760.2	FUN_051604-T4, FUN_051604-T2, FUN_051604-T1
OG0003558	VIT_209s0002g04680.1, VIT_209s0002g04680.3, VIT_209s0002g04680.2	FUN_015951-T1, FUN_015948-T1, FUN_006276-T2, FUN_006276-T1
OG0003560	VIT_200s0179g00320.2, VIT_200s0179g00320.3, VIT_200s0179g00320.1	FUN_011550-T1, FUN_050865-T1
OG0003561	VIT_208s0056g00080.1, VIT_208s0056g00080.2, VIT_208s0056g00080.3, VIT_208s0056g00080.4	FUN_012857-T1
OG0003562	VIT_213s0019g02280.1, VIT_213s0019g02280.2	FUN_030123-T1, FUN_010048-T1, FUN_010048-T2
OG0003563	VIT_208s0217g00020.2, VIT_208s0217g00020.1, VIT_208s0217g00020.3, VIT_206s0004g06870.1	FUN_041975-T1, FUN_008045-T1, FUN_008045-T3, FUN_008045-T2
OG0003564	VIT_207s0005g03120.1	FUN_010431-T1
OG0003564	VIT_205s0049g00480.1	FUN_015165-T1
OG0003565	VIT_205s0020g02840.1, VIT_205s0020g02840.2, VIT_205s0020g02840.3	FUN_005076-T2, FUN_005076-T1
OG0003567	VIT_203s0097g00530.1, VIT_200s0415g00030.1	FUN_005657-T1
OG0003568	VIT_211s0118g00815.1	FUN_001751-T1, FUN_001749-T1, FUN_001748-T1
OG0003569	VIT_218s0001g02420.4, VIT_218s0001g02420.2, VIT_218s0001g02420.3, VIT_218s0001g02420.1	FUN_018010-T3, FUN_018010-T1, FUN_018010-T2
OG0003570	VIT_218s0001g06430.1, VIT_218s0001g06430.2, VIT_207s0191g00180.1, VIT_207s0191g00180.2	FUN_025452-T1, FUN_031213-T1
OG0003571	VIT_204s0023g03010.1, VIT_203s0038g00670.2, VIT_203s0038g00670.1	FUN_002164-T1
OG0003572	VIT_200s0471g00050.1, VIT_200s0686g00030.1, VIT_200s0471g00050.4, VIT_200s0471g00050.3, VIT_200s0471g00050.2	FUN_009561-T1, FUN_030608-T1
OG0003573	VIT_218s0001g08780.1	FUN_009559-T1, FUN_030607-T1
OG0003574	VIT_213s0064g00850.1, VIT_207s0031g01230.2	FUN_048984-T1, FUN_023062-T2, FUN_023062-T1
OG0003575	VIT_212s0034g01010.3, VIT_216s0013g00930.1, VIT_212s0034g01010.2, VIT_212s0034g01010.1	FUN_003501-T1
OG0003576	VIT_204s0023g00590.2, VIT_204s0023g00590.1, VIT_204s0023g00590.3	FUN_036188-T1
OG0003577	VIT_218s0001g06690.3, VIT_218s0001g06690.1, VIT_218s0001g06690.2	FUN_014984-T1, FUN_014985-T1, FUN_014985-T2
OG0003578	VIT_212s0028g00900.1, VIT_218s0041g01830.2, VIT_218s0041g01830.3, VIT_218s0041g01830.1, VIT_218s0041g01830.4	FUN_048314-T1, FUN_048315-T3, FUN_048315-T2, FUN_048315-T1, FUN_048315-T4
OG0003579	VIT_218s0001g13640.2, VIT_211s0103g00690.1, VIT_218s0001g13640.5, VIT_218s0001g13640.4, VIT_218s0001g13640.1, VIT_218s0001g13640.3	FUN_038548-T1
OG0003580	VIT_214s0006g02510.3, VIT_214s0006g02510.1, VIT_214s0006g02510.2	FUN_023936-T2, FUN_023936-T1
OG0003581	VIT_209s0002g00970.1, VIT_211s0016g00840.1	FUN_029023-T1
OG0003582	VIT_219s0090g01220.2, VIT_219s0090g01220.1	FUN_006185-T1, FUN_016146-T1
OG0003583	VIT_218s0001g08010.1, VIT_203s0097g00600.1, VIT_203s0167g00210.1	FUN_005641-T1, FUN_052068-T1
OG0003585	VIT_218s0001g09260.2, VIT_218s0001g09260.1, VIT_218s0001g09260.3, VIT_203s0091g00660.4, VIT_203s0091g00660.3, VIT_203s0091g00660.2, VIT_203s0091g00660.1	FUN_039721-T1
OG0003586	VIT_200s0772g00020.1, VIT_200s1291g00010.1	FUN_031166-T1, FUN_025503-T1
OG0003587	VIT_204s0023g01860.1	FUN_009482-T2
OG0003588	VIT_202s0025g04090.1	FUN_011003-T1
OG0003589	VIT_203s0017g00270.1, VIT_203s0017g00270.2, VIT_203s0017g00270.3	FUN_003773-T1, FUN_003767-T1
OG0003590	VIT_203s0091g00240.1	FUN_051684-T1, FUN_051686-T1, FUN_047256-T1
OG0003591	VIT_206s0004g01250.1	FUN_000102-T1
OG0003591	VIT_208s0007g06450.3, VIT_208s0007g06450.2, VIT_208s0007g06450.1	FUN_032971-T1, FUN_004807-T2, FUN_004807-T1
OG0003593	VIT_215s0021g01310.1, VIT_215s0021g01310.2	FUN_049503-T1, FUN_049503-T2
OG0003593	VIT_207s0031g01840.1	FUN_004328-T1
OG0003594	VIT_218s0001g05680.1	FUN_048638-T1, FUN_048638-T2
OG0003595	VIT_212s0028g00250.1, VIT_212s0028g00210.1, VIT_210s0042g00090.2, VIT_210s0042g00090.1	FUN_025026-T1, FUN_003814-T1
OG0003596	VIT_207s0031g02190.2, VIT_207s0031g02190.1	FUN_004183-T3, FUN_004183-T1, FUN_004183-T2
OG0003597	VIT_218s0001g08870.1, VIT_218s0001g08870.2, VIT_218s0001g08870.3, VIT_218s0001g08870.4	FUN_024447-T1, FUN_005577-T1, FUN_052140-T1
OG0003598	VIT_209s0002g01620.1, VIT_216s0098g00730.1	FUN_045116-T1
OG0003599	VIT_207s0129g00290.3, VIT_207s0129g00290.11, VIT_207s0129g00290.13, VIT_207s0129g00290.6, VIT_207s0129g00290.16, VIT_207s0129g00290.12, VIT_207s0129g00290.7, VIT_207s0129g00290.9, VIT_207s0129g00290.4, VIT_207s0129g00290.1, VIT_207s0129g00290.2, VIT_207s0129g00290.5	FUN_030551-T1
OG0003600	VIT_204s0044g01700.3, VIT_204s0044g01700.2, VIT_204s0044g01700.5, VIT_204s0044g01700.4, VIT_204s0044g01800.1, VIT_204s0044g01820.1, VIT_204s0044g01700.1	FUN_035884-T4, FUN_035884-T1, FUN_035884-T2, FUN_035884-T3
OG0003601	VIT_218s0001g05620.1	FUN_048646-T1, FUN_048646-T2
OG0003601	VIT_200s0665g00020.2, VIT_200s0665g00020.1	FUN_017017-T1
OG0003602	VIT_204s0023g03620.4, VIT_204s0023g03620.3, VIT_204s0023g03620.2, VIT_204s0023g03620.1, VIT_204s0008g00060.1, VIT_210s0042g01145.1	FUN_025547-T1, FUN_031102-T1
OG0003603	VIT_218s0001g08520.1	FUN_030639-T1, FUN_009515-T1
OG0003604	VIT_202s0025g00850.1, VIT_202s0025g00850.2	FUN_018203-T1
OG0003605	VIT_210s0003g04240.1	FUN_033903-T1, FUN_010389-T1, FUN_001325-T1, FUN_027302-T1
OG0003606	VIT_212s0028g03010.1, VIT_210s0003g00390.1, VIT_200s0199g00290.1	FUN_036716-T1
OG0003607	VIT_206s0009g02380.5, VIT_206s0009g02380.3, VIT_206s0009g02380.6, VIT_206s0009g02380.7, VIT_206s0009g02380.1, VIT_206s0009g02380.2, VIT_206s0009g02380.4	FUN_036361-T1, FUN_036361-T2
OG0003608	VIT_210s0003g01230.2, VIT_210s0003g01230.3, VIT_210s0003g01230.4, VIT_210s0003g01230.1	FUN_043464-T1, FUN_036787-T1, FUN_036787-T2
OG0003609	VIT_211s0016g05760.7, VIT_211s0016g05760.3, VIT_211s0016g05760.5, VIT_211s0016g05760.8, VIT_211s0016g05760.6, VIT_211s0016g05760.4, VIT_211s0016g05760.2, VIT_211s0016g05760.1	FUN_043685-T1
OG0003610	VIT_210s0003g01390.1, VIT_210s0003g01390.2, VIT_210s0003g01390.3, VIT_212s0028g02070.1	FUN_035821-T1
OG0003611	VIT_210s0116g00980.2, VIT_210s0116g00980.3, VIT_210s0116g00980.4, VIT_210s0116g00980.6, VIT_210s0116g00980.1, VIT_210s0116g00980.5	FUN_012315-T3, FUN_012315-T2, FUN_012315-T4, FUN_012315-T1, FUN_035101-T1
OG0003613	VIT_211s0016g03250.1	FUN_026507-T1
OG0003613	VIT_204s0008g00030.1	FUN_005102-T1
OG0003613	VIT_204s0008g03210.1, VIT_204s0008g03200.1	FUN_005101-T1
OG0003614	VIT_205s0094g01470.3, VIT_205s0094g01470.6, VIT_205s0094g01470.4, VIT_205s0094g01470.2, VIT_205s0094g01470.5, VIT_205s0094g01470.1	FUN_000705-T1
OG0003615	VIT_210s0003g05480.2, VIT_210s0003g05480.3, VIT_210s0003g05480.1	FUN_015874-T2, FUN_015874-T1
OG0003615	VIT_207s0005g03430.1	FUN_040493-T1, FUN_010306-T1
OG0003616	VIT_212s0028g03450.1	FUN_015823-T1
OG0003617	VIT_216s0022g01590.1, VIT_215s0048g00670.1	FUN_015433-T1
OG0003618	VIT_211s0016g05500.2, VIT_211s0016g05500.1	FUN_045441-T1, FUN_007774-T1, FUN_007774-T2, FUN_007774-T3, FUN_007774-T4
OG0003619	VIT_204s0008g04970.5, VIT_204s0008g04970.4, VIT_204s0008g04970.1, VIT_204s0008g04970.2, VIT_204s0008g04970.3	FUN_008381-T1
OG0003620	VIT_211s0016g05330.2	FUN_026187-T1
OG0003621	VIT_202s0025g01100.4, VIT_202s0025g01100.2, VIT_202s0025g01100.1, VIT_202s0025g01100.3	FUN_019135-T1, FUN_030309-T1
OG0003621	VIT_215s0046g01320.1	FUN_048121-T1
OG0003622	VIT_202s0025g04900.2, VIT_202s0025g04900.6, VIT_202s0025g04900.3, VIT_202s0025g04900.5, VIT_202s0025g04900.1, VIT_202s0025g04900.4	FUN_018642-T1, FUN_018642-T2
OG0003623	VIT_211s0118g00790.3, VIT_211s0118g00790.1, VIT_211s0118g00790.2, VIT_211s0118g00790.4	FUN_001742-T1
OG0003624	VIT_209s0054g00230.1	FUN_025212-T1, FUN_025212-T2
OG0003625	VIT_215s0048g01410.1, VIT_215s0048g01410.2, VIT_215s0048g01410.3	FUN_037065-T1, FUN_049260-T2, FUN_049260-T1, FUN_049260-T3
OG0003626	VIT_216s0013g00880.1	FUN_015247-T1
OG0003626	VIT_204s0008g00540.1	FUN_005131-T1
OG0003627	VIT_204s0008g03140.4, VIT_204s0008g03140.8, VIT_204s0008g03140.6, VIT_204s0008g03140.10, VIT_204s0008g03140.9, VIT_204s0008g03140.7, VIT_204s0008g03140.5, VIT_204s0008g03140.2, VIT_204s0008g03140.1, VIT_204s0008g03140.3	FUN_014509-T1
OG0003628	VIT_211s0016g02690.1, VIT_209s0002g02640.1	FUN_030939-T1
OG0003629	VIT_204s0008g05540.1	FUN_021002-T1
OG0003630	VIT_215s0048g00620.1	FUN_036925-T1
OG0003631	VIT_200s0229g00130.1	FUN_019262-T1, FUN_019263-T1, FUN_040052-T1
OG0003631	VIT_209s0002g04020.1	FUN_001820-T1
OG0003632	VIT_209s0002g05200.1, VIT_209s0002g05200.2	FUN_006219-T1, FUN_016069-T1, FUN_016069-T2
OG0003634	VIT_204s0008g02760.1	FUN_006061-T1, FUN_031705-T1
OG0003635	VIT_211s0149g00078.1, VIT_211s0149g00078.2	FUN_001732-T1
OG0003636	VIT_211s0016g03070.1	FUN_015509-T1, FUN_015509-T2, FUN_026676-T1, FUN_026676-T2
OG0003637	VIT_209s0002g08580.1, VIT_213s0047g00060.1, VIT_213s0019g01170.1, VIT_209s0002g08590.1	FUN_005757-T1, FUN_047118-T1, FUN_047117-T1
OG0003638	VIT_216s0098g00290.7, VIT_216s0098g00290.8, VIT_216s0098g00290.6	FUN_013684-T1
OG0003639	VIT_211s0016g03960.1, VIT_211s0016g03960.2	FUN_026405-T2, FUN_026405-T1
OG0003639	VIT_209s0002g04480.1	FUN_003142-T1
OG0003640	VIT_214s0068g00850.3, VIT_214s0068g00850.2, VIT_214s0068g00850.1	FUN_007541-T1
OG0003640	VIT_202s0025g00680.1	FUN_041043-T1
OG0003641	VIT_213s0064g00730.1, VIT_213s0064g00730.3	FUN_030730-T1, FUN_030730-T2
OG0003642	VIT_202s0025g05050.4, VIT_202s0025g05050.2, VIT_202s0025g05050.3, VIT_202s0025g05050.1, VIT_202s0025g05080.1	FUN_018633-T1, FUN_040637-T1
OG0003643	VIT_216s0098g01880.6, VIT_216s0098g01880.5, VIT_216s0098g01880.1, VIT_216s0098g01880.3, VIT_216s0098g01880.4, VIT_216s0098g01880.2	FUN_013659-T1, FUN_013659-T2
OG0003644	VIT_200s0225g00090.2, VIT_200s0225g00090.1, VIT_200s0225g00090.4, VIT_200s0225g00090.3	FUN_009338-T1, FUN_009338-T2
OG0003645	VIT_215s0046g02190.1	FUN_048077-T1, FUN_037308-T1
OG0003646	VIT_211s0037g01000.1, VIT_211s0016g05900.2, VIT_211s0016g05900.1, VIT_211s0016g05900.3, VIT_211s0016g05900.4	FUN_026099-T1, FUN_026101-T1, FUN_013159-T2, FUN_013159-T1
OG0003647	VIT_211s0052g00800.2, VIT_211s0052g00800.3, VIT_211s0052g00800.1	FUN_026811-T1, FUN_026811-T2, FUN_013065-T1
OG0003648	VIT_215s0046g02605.1	FUN_049126-T1
OG0003648	VIT_215s0046g02620.3, VIT_215s0046g02620.1, VIT_215s0046g02620.2	FUN_037223-T2, FUN_037223-T1
OG0003650	VIT_204s0069g00760.1, VIT_204s0069g00760.4, VIT_204s0069g00760.3, VIT_204s0069g00760.2	FUN_008274-T1
OG0003651	VIT_202s0025g01190.2, VIT_202s0025g01190.1, VIT_215s0046g01270.2, VIT_215s0046g01270.1, VIT_215s0046g01270.3	FUN_048124-T1, FUN_037362-T2, FUN_037362-T1
OG0003652	VIT_200s0455g00040.1	FUN_042242-T1, FUN_042242-T2, FUN_012052-T1, FUN_012046-T2, FUN_012046-T1
OG0003653	VIT_210s0003g03790.1, VIT_210s0003g03800.1, VIT_204s0008g00110.1, VIT_210s0003g03810.1, VIT_210s0003g03820.1, VIT_210s0003g03820.3, VIT_210s0003g03820.2	FUN_001720-T1
OG0003654	VIT_203s0063g02580.1	FUN_017296-T1
OG0003655	VIT_219s0014g01690.3, VIT_219s0014g01690.1, VIT_219s0014g01690.2, VIT_219s0014g01690.4, VIT_210s0003g00860.4, VIT_210s0003g00860.3, VIT_210s0003g00860.2, VIT_210s0003g00860.1	FUN_043396-T1, FUN_036757-T1
OG0003656	VIT_206s0004g06920.4	FUN_000972-T1, FUN_000972-T2
OG0003657	VIT_212s0028g02400.1, VIT_212s0028g02010.1	FUN_012623-T1, FUN_012614-T1
OG0003658	VIT_212s0059g01300.2, VIT_212s0059g01300.1	FUN_002913-T1, FUN_002913-T2
OG0003659	VIT_208s0040g00870.1, VIT_208s0040g00870.2	FUN_033961-T1
OG0003660	VIT_204s0023g03330.1	FUN_025558-T1
OG0003660	VIT_218s0001g14210.1	FUN_042721-T1
OG0003662	VIT_201s0026g02430.3, VIT_201s0026g02430.2, VIT_201s0026g02430.1	FUN_023359-T2, FUN_023359-T3, FUN_023359-T1
OG0003663	VIT_208s0007g02940.2, VIT_208s0007g02940.1	FUN_039019-T1
OG0003663	VIT_206s0080g00780.1, VIT_218s0041g00700.1	FUN_048784-T1
OG0003664	VIT_210s0003g00490.1, VIT_210s0003g00490.2	FUN_036720-T1
OG0003664	VIT_212s0028g02680.3, VIT_212s0028g02680.1, VIT_212s0028g02680.2	FUN_015787-T1
OG0003665	VIT_212s0057g00610.4, VIT_212s0057g00610.3, VIT_212s0057g00610.5, VIT_212s0057g00610.2, VIT_212s0057g00610.1	FUN_021266-T6, FUN_021266-T5, FUN_021266-T2, FUN_021266-T3, FUN_021266-T1, FUN_021266-T4
OG0003666	VIT_210s0003g02700.4, VIT_210s0003g02700.5, VIT_210s0003g02700.3, VIT_210s0003g02700.2, VIT_210s0003g02700.1	FUN_044330-T1, FUN_044330-T2
OG0003667	VIT_208s0105g00330.5, VIT_208s0105g00330.4, VIT_208s0105g00330.2, VIT_208s0105g00330.3, VIT_208s0105g00330.6, VIT_208s0105g00330.7, VIT_208s0105g00330.1	FUN_041923-T1, FUN_041923-T2
OG0003668	VIT_200s0227g00070.1, VIT_200s0227g00070.2	FUN_026874-T1, FUN_026874-T2, FUN_013052-T1, FUN_013052-T2, FUN_013051-T1, FUN_026876-T1
OG0003669	VIT_206s0004g07710.6, VIT_206s0004g07710.1, VIT_206s0004g07710.4, VIT_206s0004g07710.7, VIT_206s0004g07710.9, VIT_206s0004g07710.3, VIT_206s0004g07710.2, VIT_206s0004g07710.5, VIT_206s0004g07710.8	FUN_042717-T1, FUN_042717-T2
OG0003670	VIT_208s0040g02130.2, VIT_208s0040g02130.1	FUN_018794-T1
OG0003671	VIT_202s0033g00420.1	FUN_033049-T1
OG0003672	VIT_200s0259g00130.1	FUN_034518-T1
OG0003672	VIT_206s0061g00300.4, VIT_206s0061g00300.1, VIT_206s0061g00300.2, VIT_206s0061g00300.3	FUN_007920-T1
OG0003673	VIT_202s0012g02600.1, VIT_200s0787g00010.1	FUN_035029-T1
OG0003674	VIT_213s0073g00580.1	FUN_002821-T1
OG0003675	VIT_206s0004g04150.5, VIT_206s0004g04150.6, VIT_206s0004g04150.4, VIT_206s0004g04150.3, VIT_206s0004g04150.1, VIT_206s0004g04150.2	FUN_013093-T1, FUN_049310-T1
OG0003676	VIT_219s0090g01200.1	FUN_012235-T1, FUN_035772-T1
OG0003677	VIT_206s0080g00900.4, VIT_206s0080g00900.7, VIT_206s0080g00900.6, VIT_206s0080g00900.3, VIT_206s0080g00900.5, VIT_206s0080g00900.1, VIT_206s0080g00900.2	FUN_048794-T1
OG0003678	VIT_219s0014g03380.2, VIT_219s0014g03380.1, VIT_219s0014g03380.3	FUN_045812-T2, FUN_045812-T3
OG0003679	VIT_212s0057g00690.6, VIT_212s0057g00690.4, VIT_212s0057g00690.2, VIT_212s0057g00690.1, VIT_212s0057g00690.3, VIT_212s0057g00690.5	FUN_038137-T3, FUN_038137-T2, FUN_038137-T1
OG0003680	VIT_200s0532g00050.1, VIT_212s0059g02650.1	FUN_012079-T1, FUN_045900-T1
OG0003681	VIT_213s0019g04200.1, VIT_213s0019g04200.4, VIT_213s0019g04200.2, VIT_213s0019g04200.3, VIT_213s0019g04200.5	FUN_014671-T1
OG0003682	VIT_216s0050g00490.4, VIT_216s0050g00490.3, VIT_216s0050g00490.1, VIT_216s0050g00490.2	FUN_022825-T1, FUN_013909-T3, FUN_013909-T2, FUN_013909-T4, FUN_013909-T1, FUN_013909-T6, FUN_013909-T5
OG0003683	VIT_212s0057g00920.1	FUN_026538-T1
OG0003683	VIT_200s0194g00130.1, VIT_200s0194g00130.3, VIT_200s0194g00130.4, VIT_200s0194g00130.2	FUN_034583-T1
OG0003684	VIT_212s0028g01420.2, VIT_212s0028g01420.4, VIT_212s0028g01420.3, VIT_212s0028g01420.1	FUN_015637-T2, FUN_015637-T1
OG0003685	VIT_210s0003g00090.5, VIT_210s0003g00090.4, VIT_210s0003g00090.2, VIT_210s0003g00090.1, VIT_210s0003g00090.6, VIT_210s0003g00090.3	FUN_043289-T1
OG0003686	VIT_204s0008g02970.4, VIT_204s0008g02970.1, VIT_204s0008g02970.2, VIT_204s0008g02970.3	FUN_027606-T1
OG0003687	VIT_214s0108g00540.1, VIT_214s0108g00540.2	FUN_030933-T2, FUN_030933-T1, FUN_030933-T3
OG0003687	VIT_200s0199g00220.2, VIT_200s0199g00220.1	FUN_025469-T2, FUN_025469-T1
OG0003688	VIT_204s0044g00140.5, VIT_204s0044g00140.4, VIT_204s0044g00140.1, VIT_204s0044g00140.3, VIT_204s0044g00140.2	FUN_004176-T1
OG0003689	VIT_202s0025g02080.1	FUN_039995-T1, FUN_039993-T2, FUN_039993-T1, FUN_039998-T1
OG0003690	VIT_218s0001g15240.1	FUN_038859-T1, FUN_038858-T1, FUN_038855-T1, FUN_026913-T1
OG0003691	VIT_202s0025g04400.2, VIT_202s0025g04400.1, VIT_202s0025g04400.5, VIT_202s0025g04400.3, VIT_202s0025g04400.4	FUN_040750-T2, FUN_040750-T1
OG0003692	VIT_203s0180g00170.1	FUN_047241-T1, FUN_051717-T1
OG0003693	VIT_203s0063g02450.1	FUN_007520-T1, FUN_002271-T1, FUN_002271-T2
OG0003695	VIT_217s0000g00490.1	FUN_011367-T1
OG0003696	VIT_211s0037g00970.1, VIT_211s0037g00970.2, VIT_211s0037g00970.3	FUN_013006-T2, FUN_013006-T1
