Orthogroup	V_vinifera.proteins	P_amilis.proteins
OG0003697	VIT_204s0008g05830.2, VIT_204s0008g05830.1	FUN_041753-T1, FUN_004843-T1
OG0003698	VIT_210s0042g00800.3, VIT_210s0042g00800.4, VIT_210s0042g00800.2, VIT_210s0042g00800.1, VIT_200s0215g00040.4, VIT_200s0215g00040.1, VIT_200s0215g00040.3, VIT_200s0215g00040.2	FUN_010808-T1, FUN_000760-T2, FUN_000760-T1
OG0003699	VIT_218s0122g01340.1, VIT_218s0122g01340.2, VIT_218s0122g01340.3	FUN_025661-T1, FUN_025661-T2, FUN_025661-T3
OG0003700	VIT_211s0016g03110.1	FUN_015508-T1
OG0003701	VIT_209s0002g01470.4, VIT_209s0002g01470.1, VIT_209s0002g01470.2, VIT_209s0002g01470.3	FUN_043989-T1, FUN_043686-T1
OG0003702	VIT_218s0089g00910.1, VIT_212s0035g01800.3, VIT_212s0035g01800.2, VIT_212s0035g01800.1, VIT_212s0035g01800.4	FUN_016407-T2, FUN_016407-T1
OG0003703	VIT_207s0005g01740.6, VIT_207s0005g01740.2, VIT_207s0005g01740.3, VIT_207s0005g01740.4, VIT_207s0005g01740.1, VIT_207s0005g01740.5, VIT_207s0005g01740.7	FUN_027116-T1, FUN_027116-T2
OG0003705	VIT_214s0036g00630.4, VIT_214s0036g00630.5	FUN_000209-T1, FUN_000209-T2
OG0003705	VIT_209s0018g01710.1, VIT_209s0018g01710.2, VIT_214s0036g00630.7, VIT_214s0036g00630.3, VIT_214s0036g00630.1, VIT_214s0036g00630.2	FUN_002696-T1
OG0003706	VIT_218s0001g15630.2, VIT_218s0001g15630.1, VIT_218s0001g15630.3	FUN_053005-T3, FUN_053005-T1, FUN_053005-T2
OG0003707	VIT_204s0044g00860.3, VIT_204s0044g00860.1, VIT_204s0044g00860.2	FUN_053126-T1, FUN_053126-T2
OG0003708	VIT_213s0064g00450.6, VIT_213s0064g00450.9, VIT_213s0064g00450.7, VIT_213s0064g00450.3, VIT_213s0064g00450.4, VIT_213s0064g00450.8, VIT_213s0064g00450.1, VIT_213s0064g00450.5, VIT_213s0064g00450.2	FUN_050249-T1
OG0003710	VIT_216s0098g00600.1	FUN_045154-T1, FUN_045153-T1, FUN_043961-T1
OG0003711	VIT_212s0142g00170.1	FUN_048996-T3, FUN_048996-T1, FUN_048996-T2
OG0003712	VIT_214s0068g00240.4, VIT_214s0068g00240.2, VIT_214s0068g00240.6, VIT_214s0068g00240.1, VIT_214s0068g00240.5, VIT_214s0068g00240.3	FUN_003076-T1
OG0003713	VIT_214s0128g00370.2, VIT_214s0128g00370.1	FUN_051416-T1, FUN_051413-T3, FUN_051413-T2, FUN_051413-T1
OG0003714	VIT_201s0026g01880.1, VIT_201s0026g01880.2	FUN_023225-T1
OG0003715	VIT_214s0066g01660.1, VIT_217s0000g07900.2, VIT_217s0000g07900.1, VIT_217s0000g07900.3	FUN_010898-T3, FUN_010898-T2, FUN_010898-T1
OG0003716	VIT_205s0102g00480.1, VIT_205s0102g00480.2	FUN_045444-T1, FUN_023863-T1
OG0003717	VIT_217s0000g04120.4	FUN_047090-T1
OG0003718	VIT_201s0011g04550.1	FUN_016694-T1, FUN_029807-T1, FUN_016691-T1
OG0003719	VIT_201s0010g01660.1	FUN_027490-T1
OG0003720	VIT_201s0010g01120.2, VIT_201s0010g01120.1, VIT_201s0010g01120.3	FUN_023656-T1, FUN_023656-T2, FUN_033740-T1
OG0003721	VIT_203s0017g01800.1	FUN_033339-T1, FUN_027558-T1
OG0003722	VIT_200s0481g00010.1, VIT_218s0001g01330.1, VIT_218s0001g01040.1	FUN_020733-T2, FUN_020733-T1, FUN_012595-T1
OG0003723	VIT_217s0000g02540.1	FUN_011666-T5, FUN_011666-T6, FUN_011666-T1, FUN_011666-T2, FUN_011666-T3, FUN_011666-T4, FUN_011666-T7
OG0003724	VIT_217s0000g03670.1, VIT_217s0000g03670.4, VIT_217s0000g03670.3, VIT_217s0000g03670.2	FUN_046855-T1
OG0003725	VIT_201s0026g02260.1, VIT_201s0026g02260.7, VIT_201s0026g02260.4, VIT_201s0026g02260.2, VIT_201s0026g02260.6, VIT_201s0026g02260.3, VIT_201s0026g02260.5	FUN_023309-T1
OG0003726	VIT_215s0021g00270.3, VIT_215s0021g00270.2, VIT_215s0021g00270.4, VIT_215s0021g00270.1, VIT_215s0021g00310.1	FUN_017472-T1, FUN_047844-T1, FUN_038238-T1, FUN_038238-T2, FUN_038238-T3
OG0003727	VIT_201s0026g00350.1, VIT_201s0026g00350.3, VIT_201s0026g00350.2, VIT_217s0000g07950.1, VIT_217s0000g07950.2	FUN_032285-T1
OG0003728	VIT_214s0108g01650.1	FUN_033890-T1, FUN_014661-T1
OG0003729	VIT_201s0026g01080.1	FUN_022923-T1, FUN_032362-T1
OG0003730	VIT_206s0009g01720.2, VIT_201s0026g02490.2, VIT_201s0026g02490.1, VIT_201s0026g02490.3	FUN_023367-T1, FUN_032574-T1, FUN_032574-T2
OG0003731	VIT_217s0000g06890.9, VIT_217s0000g06890.13, VIT_217s0000g06890.6, VIT_217s0000g06890.7, VIT_217s0000g06890.2, VIT_217s0000g06890.4, VIT_217s0000g06890.1, VIT_217s0000g06890.3, VIT_217s0000g06890.5, VIT_217s0000g06890.8, VIT_217s0000g06890.12, VIT_217s0000g06890.11, VIT_217s0000g06890.10	FUN_011150-T2, FUN_011150-T1, FUN_011150-T3
OG0003732	VIT_201s0011g02130.3, VIT_201s0011g02130.1, VIT_201s0011g02130.2	FUN_034147-T1
OG0003733	VIT_217s0000g06880.4, VIT_217s0000g06880.3, VIT_217s0000g06880.5, VIT_217s0000g06880.6, VIT_217s0000g06880.1, VIT_217s0000g06880.2	FUN_045431-T2, FUN_045431-T3, FUN_045431-T1
OG0003734	VIT_214s0068g00630.2, VIT_214s0068g00630.1, VIT_214s0068g00630.5, VIT_214s0068g00630.6, VIT_214s0068g00630.7, VIT_214s0068g00630.3, VIT_214s0068g00630.4	FUN_020381-T1
OG0003735	VIT_214s0006g03120.6, VIT_214s0006g03120.11, VIT_214s0006g03120.1, VIT_214s0006g03120.2, VIT_214s0006g03120.3, VIT_214s0006g03120.7, VIT_214s0006g03120.10, VIT_214s0006g03120.9, VIT_214s0006g03120.8, VIT_214s0006g03120.5, VIT_214s0006g03120.4	FUN_016534-T1
OG0003736	VIT_217s0000g06920.1, VIT_217s0000g06920.2	FUN_045428-T1
OG0003737	VIT_201s0010g01760.2, VIT_201s0010g01760.5, VIT_201s0010g01760.4, VIT_201s0010g01760.8, VIT_201s0010g01760.9, VIT_201s0010g01760.7, VIT_201s0010g01760.6, VIT_201s0010g01760.3, VIT_201s0010g01760.1	FUN_020735-T1
OG0003738	VIT_217s0000g08106.1, VIT_211s0065g01210.1	FUN_047429-T1
OG0003740	VIT_203s0038g04130.1, VIT_203s0038g04130.2	FUN_047284-T1
OG0003741	VIT_214s0108g01560.4, VIT_214s0108g01560.3, VIT_214s0108g01560.1, VIT_214s0108g01560.5, VIT_214s0108g01560.2	FUN_029113-T1, FUN_000192-T1
OG0003741	VIT_201s0011g00730.1	FUN_023477-T1, FUN_023477-T4, FUN_023477-T3, FUN_023477-T2
OG0003742	VIT_215s0021g01580.3, VIT_215s0021g01580.2, VIT_215s0021g01580.6, VIT_215s0021g01580.1, VIT_215s0021g01580.10, VIT_215s0021g01580.8, VIT_215s0021g01580.9, VIT_215s0021g01580.5, VIT_215s0021g01580.7, VIT_215s0021g01580.4	FUN_039626-T1, FUN_049524-T1, FUN_049524-T3, FUN_049524-T2
OG0003743	VIT_201s0011g03755.1	FUN_020127-T1
OG0003743	VIT_214s0006g02766.1	FUN_010473-T1, FUN_029855-T1, FUN_016584-T1
OG0003744	VIT_201s0011g02800.1	FUN_023820-T1, FUN_033684-T1
OG0003745	VIT_218s0001g01580.4, VIT_218s0001g01580.1, VIT_218s0001g01580.2, VIT_218s0001g01580.3	FUN_038800-T1
OG0003746	VIT_202s0025g02720.1	FUN_000536-T1
OG0003746	VIT_215s0048g02650.1	FUN_048273-T1, FUN_037573-T1
OG0003747	VIT_207s0005g04300.6, VIT_207s0005g04300.9, VIT_207s0005g04300.8, VIT_207s0005g04300.7, VIT_207s0005g04300.5, VIT_207s0005g04300.2, VIT_207s0005g04300.1, VIT_207s0005g04300.4, VIT_207s0005g04300.3, VIT_207s0005g04300.10	FUN_024856-T3, FUN_024856-T2, FUN_024856-T1
OG0003749	VIT_218s0041g00090.3, VIT_218s0041g00090.4, VIT_218s0041g00090.2, VIT_218s0041g00090.1	FUN_014691-T1
OG0003750	VIT_219s0090g01390.1, VIT_219s0090g01400.1	FUN_046268-T1, FUN_046269-T1, FUN_046272-T1, FUN_046271-T1, FUN_036181-T1, FUN_042579-T1, FUN_042580-T1, FUN_051567-T1
OG0003751	VIT_218s0166g00110.1	FUN_001167-T1, FUN_001165-T1
OG0003769	VIT_206s0004g08440.1	FUN_025221-T1
OG0003770	VIT_205s0051g00860.3, VIT_205s0051g00860.1, VIT_205s0051g00860.2	FUN_023575-T1, FUN_023575-T2
OG0003771	VIT_206s0009g02040.3, VIT_206s0009g02040.4, VIT_206s0009g02040.1, VIT_206s0009g02040.2	FUN_036290-T1, FUN_052611-T2, FUN_052611-T1
OG0003772	VIT_207s0005g03620.7, VIT_207s0005g03620.3, VIT_207s0005g03620.9, VIT_207s0005g03620.8, VIT_207s0005g03620.6, VIT_207s0005g03620.4, VIT_207s0005g03620.2, VIT_207s0005g03620.5, VIT_207s0005g03620.1	FUN_010318-T1
OG0003773	VIT_212s0059g00610.6, VIT_212s0059g00610.3, VIT_212s0059g00610.8, VIT_212s0059g00610.4, VIT_212s0059g00610.5, VIT_212s0059g00610.2, VIT_212s0059g00610.1	FUN_012045-T1
OG0003774	VIT_207s0104g00340.1, VIT_207s0104g00340.4, VIT_207s0104g00340.3, VIT_207s0104g00340.2	FUN_042782-T2, FUN_042782-T1
OG0003776	VIT_205s0020g04950.2, VIT_205s0020g04950.1, VIT_205s0020g04950.4, VIT_205s0020g04950.3	FUN_027028-T3, FUN_027028-T2, FUN_027028-T1, FUN_028681-T1
OG0003777	VIT_205s0049g01160.1, VIT_205s0049g01160.4, VIT_205s0049g01160.2, VIT_205s0049g01160.3	FUN_010324-T1, FUN_040496-T1
OG0003778	VIT_214s0128g00030.2, VIT_214s0128g00030.1, VIT_214s0128g00030.3, VIT_214s0128g00030.4, VIT_214s0128g00030.6, VIT_214s0128g00030.5, VIT_214s0128g00030.7	FUN_002434-T3, FUN_002434-T1, FUN_002434-T2
OG0003780	VIT_204s0023g00400.1, VIT_204s0023g00400.2	FUN_052489-T1
OG0003780	VIT_205s0062g01090.1	FUN_034028-T1
OG0003782	VIT_208s0058g00670.1, VIT_206s0004g07490.1	FUN_020292-T1
OG0003783	VIT_211s0118g00210.2, VIT_211s0118g00210.3, VIT_211s0118g00210.1	FUN_026078-T1, FUN_013144-T2, FUN_013144-T1
OG0003784	VIT_213s0074g00320.1	FUN_036409-T1, FUN_038448-T1
OG0003785	VIT_213s0067g00060.1	FUN_018914-T3, FUN_018914-T4, FUN_018914-T1, FUN_018914-T2
OG0003786	VIT_214s0060g01290.1, VIT_214s0060g01290.2	FUN_036816-T1, FUN_051574-T1
OG0003787	VIT_201s0150g00460.2, VIT_201s0150g00460.1	FUN_020288-T1
OG0003789	VIT_205s0020g02080.4, VIT_205s0020g02080.3, VIT_205s0020g02080.1, VIT_205s0020g02080.2, VIT_205s0020g02080.5	FUN_033212-T1
OG0003790	VIT_208s0056g00160.1, VIT_208s0056g00160.4, VIT_208s0056g00160.2, VIT_208s0056g00160.3	FUN_001062-T2, FUN_001062-T1
OG0003791	VIT_204s0008g01740.2, VIT_204s0008g01740.1	FUN_005319-T1
OG0003791	VIT_205s0020g03200.2, VIT_205s0020g03200.5, VIT_205s0020g03200.3, VIT_205s0020g03200.1, VIT_205s0020g03200.4	FUN_014452-T1
OG0003792	VIT_212s0028g01120.1	FUN_027605-T1
OG0003793	VIT_205s0020g02890.1	FUN_014402-T1
OG0003793	VIT_214s0128g00350.1	FUN_051407-T1
OG0003794	VIT_205s0020g01550.5, VIT_205s0020g01550.3, VIT_205s0020g01550.4, VIT_205s0020g01550.6, VIT_205s0020g01550.7, VIT_205s0020g01550.8, VIT_205s0020g01550.9	FUN_017165-T2, FUN_017171-T1
OG0003794	VIT_205s0020g01550.1, VIT_205s0020g01550.2	FUN_017165-T1
OG0003795	VIT_204s0044g02000.1, VIT_208s0058g00130.1	FUN_008050-T1, FUN_041989-T1
OG0003797	VIT_214s0030g01600.1	FUN_002531-T1, FUN_017669-T1, FUN_035654-T1
OG0003798	VIT_207s0005g05680.1, VIT_207s0005g05680.2, VIT_207s0005g05720.1, VIT_207s0005g05770.1	FUN_024944-T1, FUN_043558-T1
OG0003800	VIT_205s0020g01170.1	FUN_019080-T1, FUN_019093-T1, FUN_019082-T1, FUN_051497-T1, FUN_034244-T1
OG0003801	VIT_215s0024g00930.3, VIT_215s0024g00930.1, VIT_215s0024g00930.2	FUN_038560-T1
OG0003802	VIT_216s0050g02540.5, VIT_216s0050g02540.7, VIT_216s0050g02540.6, VIT_216s0050g02540.2, VIT_216s0050g02540.1, VIT_216s0050g02540.3, VIT_216s0050g02540.4	FUN_008967-T1
OG0003803	VIT_213s0073g00630.1	FUN_040413-T1
OG0003804	VIT_206s0061g00410.2, VIT_206s0061g00410.1	FUN_027469-T1
OG0003805	VIT_214s0060g01470.4, VIT_214s0060g01470.5, VIT_214s0060g01470.3, VIT_214s0060g01470.6, VIT_214s0060g01470.2, VIT_214s0060g01470.1	FUN_034455-T2, FUN_034455-T5, FUN_034455-T4, FUN_034455-T1, FUN_034455-T3, FUN_051561-T1
OG0003807	VIT_207s0005g03720.3	FUN_043086-T1
OG0003808	VIT_201s0011g06020.4, VIT_201s0011g06020.5, VIT_201s0011g06020.3, VIT_201s0011g06020.1, VIT_201s0011g06020.2	FUN_042947-T2, FUN_042947-T1
OG0003809	VIT_205s0077g00470.4, VIT_205s0077g00470.2, VIT_205s0077g00470.1, VIT_205s0077g00470.3	FUN_014240-T3, FUN_014240-T2, FUN_014240-T4, FUN_014240-T5, FUN_014240-T1
OG0003810	VIT_205s0077g01200.1	FUN_014953-T1
OG0003811	VIT_203s0063g01120.4, VIT_203s0063g01120.3, VIT_203s0063g01120.2, VIT_203s0063g01120.1	FUN_046013-T1, FUN_002361-T1
OG0003812	VIT_204s0023g01330.1	FUN_004204-T1, FUN_007791-T1
OG0003813	VIT_218s0122g00410.3, VIT_218s0122g00410.2, VIT_218s0122g00410.1	FUN_004185-T1, FUN_017410-T1
OG0003814	VIT_214s0006g02470.1	FUN_031824-T1
OG0003815	VIT_207s0129g00540.6, VIT_207s0129g00540.7, VIT_207s0129g00540.5, VIT_207s0129g00540.3, VIT_207s0129g00540.4, VIT_207s0129g00540.8, VIT_207s0129g00540.1, VIT_207s0129g00540.2	FUN_001773-T1
OG0003816	VIT_218s0001g04340.3, VIT_218s0001g04340.2, VIT_218s0001g04340.1, VIT_212s0034g02380.4, VIT_212s0034g02380.3, VIT_212s0034g02380.1, VIT_212s0034g02380.2	FUN_010229-T1
OG0003817	VIT_218s0001g05220.3, VIT_218s0001g05220.4, VIT_218s0001g05220.2, VIT_218s0001g05220.1	FUN_038196-T2, FUN_038196-T1, FUN_038196-T3
OG0003818	VIT_205s0020g02990.1, VIT_203s0063g00130.1	FUN_014426-T1
OG0003819	VIT_201s0011g05090.1, VIT_201s0011g05100.1, VIT_201s0011g05060.1, VIT_201s0011g05060.2, VIT_201s0026g00570.1	FUN_009196-T1
OG0003821	VIT_218s0001g10560.1	FUN_046588-T1
OG0003822	VIT_218s0001g09670.1	FUN_024519-T1
OG0003823	VIT_207s0031g00705.1, VIT_207s0031g00710.1	FUN_003858-T1, FUN_029451-T1, FUN_029454-T1
OG0003824	VIT_203s0038g01340.1, VIT_218s0001g07770.1	FUN_025509-T2, FUN_025509-T1
OG0003825	VIT_201s0011g05880.1, VIT_201s0011g05870.1	FUN_018801-T1
OG0003826	VIT_218s0001g12730.1	FUN_030706-T1, FUN_030705-T1, FUN_009448-T1
OG0003827	VIT_207s0191g00040.3, VIT_207s0191g00040.4, VIT_207s0191g00040.2, VIT_207s0191g00040.1	FUN_025440-T1, FUN_031227-T2, FUN_031227-T3, FUN_031227-T1
OG0003828	VIT_211s0118g00260.2, VIT_211s0118g00260.3, VIT_211s0118g00260.1	FUN_026071-T2, FUN_026071-T1, FUN_026071-T3
OG0003829	VIT_203s0091g00400.2, VIT_203s0091g00400.4, VIT_203s0091g00400.3, VIT_203s0091g00400.1	FUN_001975-T1
OG0003829	VIT_207s0129g00570.1, VIT_207s0129g00570.4, VIT_207s0129g00570.2, VIT_207s0129g00570.3	FUN_030510-T2, FUN_030510-T1, FUN_030510-T3, FUN_028856-T1
OG0003830	VIT_202s0012g01790.2, VIT_202s0012g01790.1, VIT_202s0012g01790.3	FUN_023441-T1, FUN_023444-T1
OG0003831	VIT_203s0038g03430.1, VIT_203s0038g03430.2	FUN_020203-T1
OG0003832	VIT_203s0038g02450.1	FUN_051978-T1, FUN_045732-T1
OG0003833	VIT_207s0031g00660.1	FUN_029441-T1
OG0003834	VIT_204s0023g03680.2, VIT_204s0023g03680.1	FUN_025544-T1, FUN_025544-T2
OG0003835	VIT_207s0031g00600.4, VIT_207s0031g00600.3, VIT_207s0031g00600.5, VIT_207s0031g00600.2, VIT_207s0031g00600.1	FUN_029429-T3, FUN_029429-T1, FUN_029429-T2
OG0003836	VIT_210s0116g01650.2, VIT_210s0116g01650.1, VIT_200s1490g00010.1	FUN_012341-T1, FUN_035171-T1
OG0003837	VIT_204s0023g01810.1, VIT_204s0023g01810.2	FUN_026877-T1, FUN_033428-T1
OG0003838	VIT_216s0013g01840.1, VIT_218s0001g02510.2, VIT_218s0001g02510.1	FUN_044255-T2, FUN_044255-T1, FUN_038677-T1, FUN_038677-T2
OG0003839	VIT_200s0670g00020.1, VIT_200s0823g00020.1, VIT_200s0823g00020.2	FUN_009616-T1
OG0003839	VIT_207s0151g00510.1	FUN_030577-T3, FUN_030577-T2
OG0003840	VIT_218s0001g08770.1	FUN_024403-T1
OG0003841	VIT_216s0098g01700.1, VIT_216s0098g01700.4	FUN_008837-T1, FUN_013646-T2, FUN_013646-T1
OG0003842	VIT_219s0085g01060.1	FUN_047498-T1
OG0003843	VIT_200s0271g00040.1	FUN_008467-T1, FUN_033515-T1, FUN_041732-T1
OG0003844	VIT_219s0014g02980.1	FUN_046560-T3, FUN_046560-T2, FUN_046560-T1
OG0003846	VIT_219s0014g01460.2, VIT_219s0014g01460.3, VIT_219s0014g01460.1	FUN_011891-T2, FUN_011891-T1
OG0003848	VIT_210s0003g00600.1	FUN_036744-T1, FUN_043341-T1
OG0003849	VIT_210s0003g03880.1	FUN_034700-T1, FUN_034702-T1
OG0003850	VIT_200s0181g00080.1, VIT_200s0181g00080.2	FUN_035548-T1, FUN_008612-T1, FUN_043565-T1, FUN_043782-T1, FUN_002941-T1
OG0003851	VIT_211s0052g01110.2, VIT_211s0052g01110.1, VIT_211s0052g01090.2, VIT_211s0052g01090.1	FUN_026835-T1, FUN_034048-T1
OG0003852	VIT_200s0199g00140.1	FUN_053091-T1, FUN_004160-T1
OG0003853	VIT_219s0090g01460.1	FUN_046278-T1, FUN_053274-T1
OG0003854	VIT_210s0003g03270.1	FUN_044357-T1, FUN_044360-T2, FUN_044360-T1, FUN_034724-T2, FUN_034724-T5, FUN_034724-T3, FUN_034724-T4, FUN_034724-T1
OG0003855	VIT_214s0036g00700.1	FUN_029868-T1, FUN_029868-T2, FUN_026985-T1
OG0003856	VIT_219s0014g03400.2	FUN_011968-T1
OG0003857	VIT_219s0014g01280.7, VIT_219s0014g01280.6, VIT_219s0014g01280.1, VIT_219s0014g01280.2, VIT_219s0014g01280.9, VIT_219s0014g01280.4, VIT_219s0014g01280.5, VIT_219s0014g01280.3, VIT_219s0014g01280.8	FUN_032189-T1
OG0003858	VIT_210s0003g01270.4, VIT_210s0003g01270.5, VIT_210s0003g01270.3, VIT_210s0003g01270.2, VIT_210s0003g01270.1	FUN_036790-T5, FUN_036790-T4, FUN_036790-T2, FUN_036790-T3, FUN_036790-T1
OG0003859	VIT_218s0075g00880.1, VIT_218s0075g00880.3, VIT_218s0075g00880.2, VIT_218s0075g01100.1	FUN_037783-T1
OG0003861	VIT_209s0002g06680.1, VIT_216s0022g02100.1, VIT_216s0022g02090.1	FUN_007883-T1, FUN_007885-T1, FUN_026197-T1
OG0003862	VIT_216s0022g00600.1, VIT_216s0022g00600.4, VIT_216s0022g00600.3, VIT_216s0022g00600.6, VIT_216s0022g00600.2, VIT_216s0022g00600.5	FUN_015315-T1
OG0003863	VIT_200s0370g00040.2, VIT_200s0370g00040.1	FUN_008757-T1, FUN_008757-T3, FUN_008757-T2
OG0003864	VIT_211s0052g00830.5, VIT_211s0052g00830.3, VIT_211s0052g00830.2, VIT_211s0052g00830.1, VIT_211s0052g00830.4	FUN_026814-T2, FUN_026814-T1, FUN_013063-T1
OG0003865	VIT_209s0002g01800.2, VIT_209s0002g01800.1, VIT_209s0002g01800.3, VIT_211s0016g01870.6, VIT_211s0016g01870.1, VIT_211s0016g01870.3, VIT_211s0016g01870.2, VIT_211s0016g01870.4, VIT_211s0016g01870.5	FUN_011855-T4, FUN_011855-T3, FUN_011855-T2, FUN_011855-T1
OG0003866	VIT_202s0025g04590.1	FUN_040702-T1
OG0003867	VIT_215s0046g02650.1, VIT_215s0046g02650.4, VIT_215s0046g02650.5	FUN_037220-T1
OG0003867	VIT_216s0050g00620.2, VIT_216s0050g00620.1, VIT_216s0050g00620.3	FUN_022840-T1
OG0003868	VIT_201s0010g02670.1	FUN_025358-T1
OG0003868	VIT_217s0000g01840.2, VIT_217s0000g01840.1	FUN_011497-T3, FUN_011497-T1, FUN_011497-T2
OG0003869	VIT_209s0002g06100.2, VIT_209s0002g06100.3, VIT_209s0002g06100.1, VIT_209s0002g06100.5, VIT_209s0002g06100.4	FUN_016249-T1, FUN_016249-T3, FUN_016249-T4, FUN_016249-T2
OG0003870	VIT_215s0021g02490.1, VIT_215s0021g02620.1, VIT_205s0094g00170.1, VIT_205s0094g00210.1	FUN_049595-T2, FUN_049595-T1
OG0003871	VIT_209s0002g08100.1	FUN_021651-T1, FUN_005458-T1
OG0003872	VIT_211s0016g03870.3, VIT_211s0016g03870.5, VIT_211s0016g03870.1, VIT_211s0016g03870.7	FUN_015524-T1, FUN_015524-T2
OG0003873	VIT_200s2851g00010.1, VIT_200s1286g00010.1	FUN_002718-T1, FUN_002718-T2, FUN_002718-T3
OG0003874	VIT_206s0004g06065.1	FUN_049079-T1
OG0003875	VIT_204s0008g04200.1	FUN_004927-T1
OG0003875	VIT_209s0002g04590.1	FUN_003126-T1, FUN_006286-T1
OG0003876	VIT_215s0046g01290.1, VIT_202s0025g01180.1	FUN_037358-T1
OG0003877	VIT_202s0025g03530.1, VIT_202s0025g03530.3, VIT_202s0025g03530.6, VIT_202s0025g03530.5, VIT_202s0025g03530.2, VIT_202s0025g03530.4	FUN_040868-T2, FUN_040868-T1, FUN_007949-T1, FUN_007949-T2
OG0003878	VIT_202s0025g04070.1, VIT_202s0025g04070.4, VIT_202s0025g04070.2, VIT_202s0025g04070.5, VIT_202s0025g04070.7, VIT_202s0025g04070.6, VIT_202s0025g04070.3	FUN_021142-T4, FUN_021142-T5, FUN_021142-T6, FUN_021142-T2, FUN_021142-T3, FUN_021142-T1
OG0003879	VIT_210s0168g00007.1, VIT_211s0016g03760.2, VIT_211s0016g03760.3, VIT_211s0016g03760.1, VIT_211s0016g03760.5, VIT_211s0016g03760.8, VIT_211s0016g03760.11, VIT_211s0016g03760.9, VIT_211s0016g03760.12, VIT_211s0016g03760.7, VIT_211s0016g03760.10, VIT_211s0016g03760.6, VIT_211s0016g03760.4	FUN_050860-T1, FUN_026480-T1
OG0003880	VIT_204s0008g04230.1	FUN_008368-T1
OG0003880	VIT_211s0016g04540.1	FUN_026314-T3, FUN_026314-T1, FUN_026314-T2
OG0003881	VIT_211s0016g02650.1, VIT_213s0064g01240.1, VIT_213s0064g01240.2	FUN_035978-T1, FUN_052319-T1
OG0003882	VIT_206s0004g02610.1, VIT_206s0004g02600.2, VIT_206s0004g02600.1, VIT_206s0004g02600.3, VIT_206s0004g02600.4, VIT_206s0004g02600.5, VIT_206s0004g02600.6, VIT_200s2221g00010.1	FUN_027361-T1, FUN_027361-T2
OG0003883	VIT_216s0022g00480.4, VIT_216s0022g00480.2, VIT_216s0022g00480.3, VIT_216s0022g00480.6, VIT_216s0022g00480.8, VIT_216s0022g00480.9, VIT_216s0022g00480.7, VIT_216s0022g00480.5, VIT_216s0022g00480.1	FUN_037532-T1
OG0003884	VIT_211s0037g01130.1	FUN_052893-T1
OG0003885	VIT_216s0098g01170.1	FUN_045014-T1, FUN_043096-T1
OG0003886	VIT_202s0154g00260.2, VIT_202s0154g00260.3, VIT_202s0154g00260.1	FUN_018450-T1, FUN_018450-T2, FUN_040208-T1, FUN_040227-T1, FUN_040225-T1
OG0003887	VIT_204s0008g04690.2	FUN_021087-T1
OG0003888	VIT_204s0008g02480.1, VIT_204s0008g02480.3, VIT_204s0008g02480.2	FUN_006128-T4, FUN_006128-T3, FUN_006128-T1, FUN_006128-T2
OG0003889	VIT_211s0016g00940.1	FUN_023980-T1, FUN_012949-T1
OG0003890	VIT_215s0046g02120.1, VIT_215s0046g02130.1	FUN_041032-T1, FUN_018165-T1, FUN_018135-T1
OG0003891	VIT_204s0008g05490.3, VIT_204s0008g05490.1, VIT_204s0008g05490.2, VIT_204s0008g05490.7, VIT_204s0008g05490.5, VIT_204s0008g05490.6, VIT_204s0008g05490.8, VIT_204s0008g05490.4	FUN_026867-T1
OG0003892	VIT_210s0003g00790.2, VIT_210s0003g00790.4, VIT_210s0003g00790.3, VIT_210s0003g00790.1, VIT_210s0003g00760.1	FUN_036749-T1, FUN_043358-T2, FUN_043358-T1
OG0003893	VIT_210s0092g00230.2, VIT_210s0092g00230.1	FUN_034712-T1
OG0003894	VIT_212s0059g00600.1	FUN_017520-T1
OG0003895	VIT_206s0004g06840.2, VIT_206s0004g06840.1, VIT_213s0067g01270.2, VIT_213s0067g01270.1	FUN_048994-T1, FUN_048994-T2
OG0003896	VIT_206s0009g02700.4, VIT_206s0009g02700.1, VIT_206s0009g02700.2, VIT_206s0009g02700.3	FUN_052630-T1, FUN_036298-T1
OG0003897	VIT_219s0085g01180.1, VIT_219s0085g01180.3, VIT_219s0085g01180.2	FUN_002834-T1, FUN_002834-T2
OG0003898	VIT_214s0006g00420.5, VIT_214s0006g00420.2, VIT_214s0006g00420.1, VIT_214s0006g00420.3, VIT_214s0006g00420.4	FUN_009997-T3, FUN_009997-T2, FUN_009997-T1
OG0003899	VIT_206s0004g04400.2, VIT_206s0004g04400.1	FUN_049276-T1, FUN_013114-T1
OG0003900	VIT_219s0014g03390.1	FUN_018090-T1
OG0003901	VIT_207s0031g02810.4, VIT_207s0031g02810.3, VIT_207s0031g02810.2, VIT_207s0031g02810.1	FUN_048963-T1
OG0003903	VIT_208s0040g01940.2, VIT_208s0040g01940.1, VIT_206s0004g02970.1	FUN_039397-T1
OG0003904	VIT_218s0001g03520.1	FUN_037933-T1, FUN_037934-T1, FUN_048492-T1
OG0003905	VIT_210s0116g01400.1	FUN_012330-T1
OG0003905	VIT_205s0049g01420.1	FUN_015069-T1, FUN_015069-T2, FUN_015069-T4, FUN_015069-T3, FUN_033407-T1
