"","x"
"80","Dm_00018034-RA"
"81","Dm_00017485-RA"
"82","Dm_00014320-RA"
"83","Dm_00010333-RA"
"84","Dm_00009796-RA"
"85","Dm_00009621-RA"
"86","Dm_00008439-RA"
"87","Dm_00008586-RA"
"88","Dm_00017695-RA"
"89","Dm_00015779-RA"
"90","Dm_00017221-RA"
"91","Dm_00008573-RA"
"92","Dm_00007247-RA"
"93","Dm_00020927-RA"
"94","Dm_00006083-RA"
"95","Dm_00014164-RA"
"96","Dm_00012655-RA"
"97","Dm_00010385-RA"
"98","Dm_00012129-RA"
"99","Dm_00011593-RA"
"100","Dm_00013835-RA"
"101","Dm_00000507-RA"
"102","Dm_00000925-RA"
"103","Dm_00000344-RA"
"104","Dm_00000140-RA"
"105","Dm_00001295-RA"
"106","Dm_00000003-RA"
"107","Dm_00000673-RA"
"108","Dm_00000680-RA"
"109","Dm_00000706-RA"
"110","Dm_00000710-RA"
"111","Dm_00000708-RA"
"112","Dm_00000422-RA"
"113","Dm_00000425-RA"
"114","Dm_00000418-RA"
"115","Dm_00000436-RA"
"116","Dm_00000527-RA"
"117","Dm_00019697-RA"
"118","Dm_00019662-RA"
"119","Dm_00004860-RA"
"120","Dm_00004346-RA"
"121","Dm_00003435-RA"
"122","Dm_00003443-RA"
"123","Dm_00003442-RA"
"124","Dm_00003765-RA"
"125","Dm_00004677-RA"
"126","Dm_00004215-RA"
"127","Dm_00004705-RA"
"128","Dm_00004039-RA"
"129","Dm_00004813-RA"
"130","Dm_00004513-RA"
"131","Dm_00003948-RA"
"132","Dm_00013069-RA"
"133","Dm_00013070-RA"
"134","Dm_00011932-RA"
"135","Dm_00011438-RA"
"136","Dm_00010869-RA"
"137","Dm_00016769-RA"
"138","Dm_00019248-RA"
"139","Dm_00018072-RA"
"140","Dm_00017908-RA"
"141","Dm_00017137-RA"
"142","Dm_00017809-RA"
"143","Dm_00007964-RA"
"144","Dm_00017881-RA"
"145","Dm_00016097-RA"
"146","Dm_00017595-RA"
"147","Dm_00008053-RA"
"148","Dm_00008473-RA"
"149","Dm_00007997-RA"
"150","Dm_00006863-RA"
"151","Dm_00007558-RA"
"152","Dm_00008038-RA"
"153","Dm_00008304-RA"
"154","Dm_00010047-RA"
"155","Dm_00016522-RA"
"156","Dm_00016387-RA"
"157","Dm_00015533-RA"
"158","Dm_00015541-RA"
"159","Dm_00019935-RA"
"160","Dm_00020374-RA"
"161","Dm_00019981-RA"
"162","Dm_00020003-RA"
"163","Dm_00003312-RA"
"164","Dm_00003358-RA"
"165","Dm_00003277-RA"
"166","Dm_00003406-RA"
"167","Dm_00003105-RA"
"168","Dm_00012955-RA"
"169","Dm_00013010-RA"
"170","Dm_00012692-RA"
"171","Dm_00013892-RA"
"172","Dm_00014597-RA"
"173","Dm_00014806-RA"
"174","Dm_00015211-RA"
"175","Dm_00011524-RA"
"176","Dm_00002654-RA"
"177","Dm_00003237-RA"
"178","Dm_00002688-RA"
"179","Dm_00002855-RA"
"180","Dm_00002542-RA"
"181","Dm_00002923-RA"
"182","Dm_00002764-RA"
"183","Dm_00002831-RA"
"184","Dm_00002365-RA"
"185","Dm_00018809-RA"
"186","Dm_00005912-RA"
"187","Dm_00006187-RA"
"188","Dm_00010742-RA"
"189","Dm_00010003-RA"
"190","Dm_00020318-RA"
"191","Dm_00005964-RA"
"192","Dm_00004749-RA"
"193","Dm_00005628-RA"
"194","Dm_00006125-RA"
"195","Dm_00006411-RA"
"196","Dm_00007018-RA"
"197","Dm_00007048-RA"
"198","Dm_00006445-RA"
"199","Dm_00007108-RA"
"200","Dm_00006713-RA"
"201","Dm_00016884-RA"
"202","Dm_00019182-RA"
"203","Dm_00019071-RA"
"204","Dm_00016339-RA"
"205","Dm_00010156-RA"
"206","Dm_00008528-RA"
"207","Dm_00008658-RA"
"208","Dm_00010489-RA"
"209","Dm_00005123-RA"
"210","Dm_00004210-RA"
"211","Dm_00004650-RA"
"212","Dm_00005169-RA"
"213","Dm_00017863-RA"
"214","Dm_00018144-RA"
"215","Dm_00019559-RA"
"216","Dm_00019366-RA"
"217","Dm_00011752-RA"
"218","Dm_00012115-RA"
"219","Dm_00013373-RA"
"220","Dm_00012383-RA"
"221","Dm_00013145-RA"
"222","Dm_00015203-RA"
"223","Dm_00021052-RA"
"224","Dm_00006932-RA"
"225","Dm_00008810-RA"
"226","Dm_00017045-RA"
"227","Dm_00015386-RA"
"228","Dm_00015832-RA"
"229","Dm_00018376-RA"
"230","Dm_00017323-RA"
"231","Dm_00007238-RA"
"232","Dm_00006956-RA"
"233","Dm_00006957-RA"
"234","Dm_00007459-RA"
"235","Dm_00008322-RA"
"236","Dm_00020954-RA"
