"","beta0","betaTime","betaTime2","betaTime3","betaTime4","betaTime5","betaTime6"
"Dm_00018840-RA",3.646428705124,0,-1.22594912698998e-05,1.63678494811102e-08,-6.34878916503379e-12,7.43266422705996e-16,0
"Dm_00017058-RA",4.12379315218229,0.0294618836935245,-0.000199984648053327,3.87065019240508e-07,-2.90731651709491e-10,8.87712636418299e-14,-9.21689049122275e-18
"Dm_00020338-RA",2.34970605948157,0.0521198830331794,-0.000396257766334775,8.01844833903039e-07,-6.15430107325269e-10,1.90030929260291e-13,-1.98542747601852e-17
"Dm_00020586-RA",1.89811995878536,0.071748424378911,-0.000459831561342537,8.88942864662685e-07,-6.70673670761664e-10,2.05502095697285e-13,-2.13861187750874e-17
"Dm_00019650-RA",5.63508986426886,0,0,0,1.44177935128253e-14,-3.03846594350426e-18,0
"Dm_00019119-RA",5.92384650738343,-0.00707937815630726,5.57713209016856e-05,-1.15204339582982e-07,8.9569934369176e-11,-2.7863337796776e-14,2.9239318307527e-18
"Dm_00019693-RA",4.88506013146278,0,2.085736666652e-06,-1.79181326869646e-09,0,2.59472789819047e-16,-4.36459321909664e-20
"Dm_00019243-RA",2.94464327475115,-0.0709850111392304,0.000614626863686964,-1.28578212296002e-06,1.0000154381627e-09,-3.10684867003647e-13,3.25643535016847e-17
"Dm_00020111-RA",4.10103728976041,0.00175752867383655,-1.63983559554453e-06,4.27116892577997e-10,0,0,-1.62070161877051e-21
"Dm_00019636-RA",3.15495598411532,0.0230522966919317,-0.000159912002690481,3.15869433396223e-07,-2.40348048045813e-10,7.39391992649334e-14,-7.7109385726944e-18
"Dm_00019557-RA",4.59979750116347,0,0,5.91291216032856e-12,0,0,0
"Dm_00019621-RA",4.34400154857716,-0.0310065330952377,0.000355678443476578,-7.86082531180202e-07,6.24288256606189e-10,-1.95859578310858e-13,2.06360270744113e-17
"Dm_00020117-RA",0,0,0.000162590413635301,-4.18042400538027e-07,3.475384549878e-10,-1.11093534376154e-13,1.18122255187041e-17
"Dm_00018921-RA",4.01642110466936,-0.0328267225091687,0.000313633090166111,-6.68241889876027e-07,5.23253522007526e-10,-1.63067234834042e-13,1.71193419486755e-17
"Dm_00003991-RA",4.23232010393714,0.0395989833675612,-0.00027790877668809,5.47033009597975e-07,-4.14451268991497e-10,1.27127407291746e-13,-1.32334303726722e-17
"Dm_00003990-RA",2.14065133278256,0.0393694537758754,-0.00025852958788969,4.90685669071622e-07,-3.64486081757291e-10,1.10591944411194e-13,-1.14398688739971e-17
"Dm_00004667-RA",4.55221635829172,0,-3.40926910588785e-06,4.23435067549717e-09,-1.59963190409414e-12,1.84903550815373e-16,0
"Dm_00004670-RA",4.79415448888199,0.0109059854409049,-7.05699057918627e-05,1.3399521092581e-07,-9.99669058941394e-11,3.04420391403953e-14,-3.15689162351536e-18
"Dm_00004346-RA",3.67905812952829,0.014029673780554,-3.31634487183676e-05,2.7723667044238e-08,-9.02464324178217e-12,9.74309260016506e-16,0
"Dm_00004561-RA",1.92041344319806,0,1.03313759811805e-05,-1.13579870847871e-08,4.07996789158236e-12,-4.61846517382479e-16,0
"Dm_00004565-RA",3.80610662161183,0,5.05110908243875e-06,-5.71955376442202e-09,2.11215585767051e-12,-2.43619471985864e-16,0
"Dm_00003436-RA",4.95536428874426,-0.0101792593733348,8.95054021298276e-05,-1.87028070650438e-07,1.45476387114585e-10,-4.52160293698298e-14,4.74113832639503e-18
"Dm_00003997-RA",4.46896027704401,0.0180498690509189,-0.000127735078051662,2.50159248424709e-07,-1.88752856936211e-10,5.77404300436381e-14,-6.00003552364017e-18
"Dm_00003995-RA",5.39304910191377,0.00242755205650222,-2.37565392022214e-06,6.30359457534857e-10,0,0,-2.43617683544608e-21
"Dm_00005049-RA",5.78257436494406,0.0233665675281563,-0.000161954773790593,3.17799656018133e-07,-2.41121834404511e-10,7.40737410007397e-14,-7.71898808392675e-18
"Dm_00003765-RA",3.18458657843304,0,3.35521634760553e-05,-8.15701753657363e-08,6.60743277274463e-11,-2.08434539381349e-14,2.20001520840076e-18
"Dm_00003767-RA",2.36471190627407,0,-1.74449893207739e-05,4.16241715277615e-08,-3.31150189893768e-11,1.03273772260858e-14,-1.08236029546973e-18
"Dm_00004691-RA",5.82757787593614,0,-1.23070372183982e-07,0,0,0,0
"Dm_00003473-RA",4.68638136279959,0,-4.37101802122612e-06,5.49386818643731e-09,-2.09755029049901e-12,2.44828554224101e-16,0
"Dm_00004221-RA",4.02503064857354,0,3.25456243880868e-05,-8.35996691990581e-08,6.98212642659055e-11,-2.24060824185122e-14,2.38874534139691e-18
"Dm_00004712-RA",3.35761067062692,0,-3.56111614816166e-05,8.42016615571406e-08,-6.69463518653296e-11,2.08859977119684e-14,-2.18977448928728e-18
"Dm_00004701-RA",5.63080760664462,-0.00211189734535758,2.22361379690473e-06,-8.29190483637771e-10,9.65558220934348e-14,0,0
"Dm_00004700-RA",3.2312818598339,0.0700660545737854,-0.000497426551214955,9.82287140749074e-07,-7.44986273452558e-10,2.28590265976637e-13,-2.37976813087473e-17
"Dm_00004705-RA",4.35681473794104,0.00241746008878773,0,-2.20063130054491e-09,1.07193120586916e-12,-1.3597507682962e-16,0
"Dm_00004964-RA",3.07362290811282,0,5.4554069977435e-06,-6.66928607960120e-09,2.53407694364209e-12,-2.95942123119549e-16,0
"Dm_00004972-RA",3.64479077278837,0.0102725565904295,-7.49376944990345e-05,1.50629308179299e-07,-1.15667089614081e-10,3.57575388220943e-14,-3.73941307473803e-18
"Dm_00004039-RA",0,0,7.95475775815501e-05,-1.90349810014182e-07,1.52792817032965e-10,-4.79536349467292e-14,5.0462647656314e-18
"Dm_00004042-RA",6.21553912499936,-0.0015590468188376,0,1.56244908293168e-09,-7.74547455435163e-13,9.90716147224375e-17,0
"Dm_00004045-RA",3.20187390592853,0,-1.27163717207901e-06,6.20863285877616e-10,-7.91985494445493e-14,0,0
"Dm_00004445-RA",2.94643237552114,0,7.85901634986688e-05,-1.88871154675007e-07,1.52005431023073e-10,-4.77773765303819e-14,5.0319763481099e-18
"Dm_00004813-RA",0,0.034583523275019,0,-1.23022766347111e-07,1.29214868445214e-10,-4.47015880082008e-14,4.92760589983888e-18
"Dm_00004815-RA",4.53231087239649,0,4.01473162605226e-06,-4.56541449882103e-09,1.65526233650675e-12,-1.87564353576315e-16,0
"Dm_00004372-RA",3.05503988476163,0,4.2171949352392e-06,-5.09064666921853e-09,1.90775608496738e-12,-2.20508184937473e-16,0
"Dm_00004512-RA",3.29591180453803,-0.0533663039947625,0.000378190370947692,-7.58165489989787e-07,5.81077865398808e-10,-1.79413694474542e-13,1.87480742512335e-17
"Dm_00002870-RA",3.68491415767121,-0.0124527277658761,8.99515726130564e-05,-1.79796606932943e-07,1.37365287898255e-10,-4.23281072535963e-14,4.41780299506896e-18
"Dm_00002880-RA",3.55339337990122,-0.0225030768935023,0.000169569374484709,-3.43167204882544e-07,2.63397363134984e-10,-8.13297754847248e-14,8.49708805916789e-18
"Dm_00004186-RA",0,0,8.89992187341617e-06,-1.07595185254149e-08,4.06313709460804e-12,-4.72454380862647e-16,0
"Dm_00003343-RA",5.6726095392425,-0.020616350119017,0.000140060642144603,-2.76358746597844e-07,2.10112285019019e-10,-6.45980240512657e-14,6.73400359568123e-18
"Dm_00004492-RA",4.58061401071577,0,2.72829538402579e-06,-3.51028502302448e-09,1.35686211978529e-12,-1.59386283745982e-16,0
"Dm_00004725-RA",3.4181483585262,0.0431953857181001,-0.000269031603349534,5.0896407511681e-07,-3.79223249223478e-10,1.15384283038131e-13,-1.19585256272468e-17
"Dm_00004724-RA",1.62647088692958,0.0581333139449415,-0.000379425007772406,7.30647370970879e-07,-5.48851602210795e-10,1.67690166559037e-13,-1.74195940000814e-17
"Dm_00004360-RA",1.03597386439464,0.0407118567645005,-0.000354923216194288,7.26645124192072e-07,-5.56126392264425e-10,1.71105440934389e-13,-1.78297665934629e-17
"Dm_00005141-RA",4.1957589072688,-0.0149373532072887,0.000130919804700074,-2.73440295368602e-07,2.12210259085275e-10,-6.58351660477173e-14,6.89438436085088e-18
"Dm_00003948-RA",0,0.0296028275705678,-6.84718362345148e-05,5.59898310220636e-08,-1.78760127902155e-11,1.90304262910228e-15,0
"Dm_00004184-RA",2.52826091669727,-0.0318053790531576,0.000259495912305999,-5.37872028525706e-07,4.17042041479359e-10,-1.29389251731543e-13,1.35522413378841e-17
"Dm_00004172-RA",4.00787029233699,0.0229501596645587,-0.000149164654082432,2.84355630648456e-07,-2.12656423468419e-10,6.48521730441159e-14,-6.7311711894101e-18
"Dm_00007763-RA",4.59369732166253,-0.00520426418881198,1.39473647785094e-05,-1.10515318725685e-08,2.77827778220738e-12,0,-4.8259920835327e-20
"Dm_00007762-RA",4.0739255578615,0.00252356525312272,0,0,-1.44423163846217e-12,7.72386220397347e-16,-1.02746261555677e-19
"Dm_00010814-RA",2.94941224699033,0,0,5.82580983259957e-09,-7.12471053484767e-12,2.65928484279982e-15,-3.05793358924613e-19
"Dm_00012587-RA",3.59440839033014,0,4.82261828403172e-06,-5.99945343420942e-09,2.28607358665222e-12,-2.66758840367235e-16,0
"Dm_00012851-RA",2.56598340117189,-0.0493031665423411,0.000361060125522925,-7.25670785605873e-07,5.55908438051338e-10,-1.71546145763626e-13,1.7918919406922e-17
"Dm_00012478-RA",1.89073228176591,0,6.03797057479871e-06,-7.51033631768773e-09,2.85408560749531e-12,-3.32374412993982e-16,0
"Dm_00012743-RA",6.51217597140228,-0.00199447697234392,0,0,1.46940226330559e-12,-7.8847634318728e-16,1.04856219306271e-19
"Dm_00012773-RA",2.1159305125001,0.0675094263308624,-0.000499698416684319,1.00223097104901e-06,-7.66114531094611e-10,2.36069542231425e-13,-2.46359816672464e-17
"Dm_00013008-RA",0,0.0662153192000379,-0.000127804835799445,9.57901598688439e-08,-2.91471826729143e-11,3.01672244440576e-15,0
"Dm_00013069-RA",2.33236009113368,0,1.40428672566015e-05,-1.70367235125731e-08,6.39328915371417e-12,-7.38848656728777e-16,0
"Dm_00013070-RA",3.64422963773296,-0.0395000506461993,0.000382660364235408,-8.13459805432415e-07,6.36107694935407e-10,-1.98108965482978e-13,2.07912755291998e-17
"Dm_00010079-RA",3.26008612763755,0,0,3.23229687032326e-09,-4.04479793824206e-12,1.52397259163093e-15,-1.76030851565483e-19
"Dm_00011632-RA",5.19527924960115,0,-1.93520103997936e-06,2.19875319876652e-09,-7.94821254382994e-13,8.99721449765267e-17,0
"Dm_00013083-RA",2.49204927604519,0.00872757902234295,-2.2402750067178e-05,1.8783920030033e-08,-6.0921086540174e-12,6.55131598049052e-16,0
"Dm_00013084-RA",3.06629655312834,0.00661376258791667,-1.73549221339516e-05,1.47831260315115e-08,-4.81021687067872e-12,5.17417576109696e-16,0
"Dm_00011932-RA",0,0.0115776738918939,-7.32964069067947e-06,0,0,3.65418367285665e-16,-7.04361879105918e-20
"Dm_00012156-RA",3.49634677992072,-0.0178895454126644,0.000116455101145209,-2.2346156719402e-07,1.67489086353679e-10,-5.11087645414427e-14,5.30535060982238e-18
"Dm_00011438-RA",2.68984370031632,0.0686901023852756,-0.000471948920626269,9.24988968917646e-07,-6.9969864666782e-10,2.14465653997902e-13,-2.2316214061386e-17
"Dm_00012968-RA",3.9871462187906,-0.0251717354432648,0.000229853862264273,-4.86274423086709e-07,3.80000416827332e-10,-1.1834987406063e-13,1.24223335103807e-17
"Dm_00012223-RA",4.4570941047953,0.00704607826767178,-1.49663409387589e-05,8.68035988045913e-09,0,-9.63105030015853e-16,1.5359230321492e-19
"Dm_00013144-RA",5.29071011274544,0,0,0,2.17449422618099e-15,0,0
"Dm_00012386-RA",2.15315120325013,0,4.47300031325024e-05,-1.16526080917133e-07,9.79307645305702e-11,-3.15231796275983e-14,3.36644409513384e-18
"Dm_00010869-RA",2.00952888443478,0.00837518591117415,0,0,-5.09342551848173e-12,2.71692884708007e-15,-3.60469707724901e-19
"Dm_00013105-RA",2.35138605801573,0.00900578937396002,-2.75841759065298e-05,2.50861697611528e-08,-8.45171407538098e-12,9.25123356596351e-16,0
"Dm_00013393-RA",4.33296383477118,0.0286747544040764,-0.000248097479906238,5.17010624107627e-07,-4.01319436042763e-10,1.24565227135298e-13,-1.30499548847284e-17
"Dm_00009806-RA",2.56460596499755,-0.0258799592810543,0.000217429204890669,-4.51888773786687e-07,3.50696227345067e-10,-1.0885743477835e-13,1.14049659825661e-17
"Dm_00013028-RA",3.1441342788493,-0.0182412826443368,0.000124526782367439,-2.42991062075832e-07,1.83611889971635e-10,-5.62687040636156e-14,5.85510560222156e-18
"Dm_00013683-RA",4.28468455425131,0.00230491171371048,0,-1.16955560543647e-08,1.29429466539613e-11,-4.60145970912823e-15,5.15078295545891e-19
"Dm_00013628-RA",4.32639347920772,0,3.78331718264949e-06,-4.62243657663264e-09,1.73418333433453e-12,-1.9979920351765e-16,0
"Dm_00013629-RA",3.11769867487816,0.000323662737158722,0,0,0,0,0
"Dm_00013627-RA",3.22106039636915,0,3.44837882230268e-06,-4.23468082759695e-09,1.59716399245103e-12,-1.84733058683382e-16,0
"Dm_00014355-RA",3.29471382799062,0,2.10649327796516e-06,-2.45642573832237e-09,9.2084443402625e-13,-1.07245573034917e-16,0
"Dm_00014025-RA",3.40131141842272,0,6.97975105877252e-06,-7.88047173282609e-09,2.85571569727517e-12,-3.2380511432138e-16,0
"Dm_00013360-RA",4.72540270775298,0.00206341002149221,-4.75797153248965e-06,3.90661808775182e-09,-1.25849316500782e-12,1.34965630708853e-16,0
"Dm_00014723-RA",3.67265378932617,0,3.30715210188948e-06,-4.02535371498785e-09,1.51787798941234e-12,-1.76382069995383e-16,0
"Dm_00013596-RA",3.01689289479749,0.0165824249655891,-0.000101012515402084,1.89759091985635e-07,-1.40916015001355e-10,4.28042200292647e-14,-4.4323008705811e-18
"Dm_00015007-RA",3.3610397326564,-0.0234219494761113,0.000175533429245199,-3.54028181612205e-07,2.71118231706476e-10,-8.35971801367568e-14,8.7264715216438e-18
"Dm_00014707-RA",1.97123669518323,0,6.94187692275675e-06,-8.73858026445759e-09,3.39074510538885e-12,-4.01019219391402e-16,0
"Dm_00014805-RA",3.19941409380127,-0.00819282950696736,1.75796941255711e-05,-1.41349218119762e-08,4.48036804952072e-12,-4.75203123519762e-16,0
"Dm_00015945-RA",3.61400709413243,0,3.36803958254257e-05,-8.34397492903561e-08,6.80122617299562e-11,-2.1503337744668e-14,2.27166376100107e-18
"Dm_00015941-RA",4.36579441384686,0.00709244604744414,-7.74323510611742e-06,2.92982537873118e-09,-3.43358965827296e-13,0,0
"Dm_00015353-RA",2.9931595000083,0,5.63468483789702e-05,-1.40953277868257e-07,1.1593884397477e-10,-3.68870345210196e-14,3.91293494614947e-18
"Dm_00015827-RA",2.98127038001959,0.0488572408919745,-0.00035962876395948,7.13162990281664e-07,-5.41038587844667e-10,1.65968831211265e-13,-1.72738610143818e-17
"Dm_00014887-RA",3.14523121271294,0.00200094757723465,0,0,-1.05206124898682e-12,5.5589283184766e-16,-7.34032365318125e-20
"Dm_00015959-RA",4.07425801737853,0.0131377297966265,-8.85889312335185e-05,1.74044153681529e-07,-1.32296650474194e-10,4.06903253524918e-14,-4.24329176322883e-18
"Dm_00015730-RA",4.0910868136375,0.000440677646419759,0,0,0,0,0
"Dm_00015786-RA",3.44162319788593,0.00494064880993526,0,-3.36073330026395e-09,1.59013461955447e-12,-1.99540371597813e-16,0
"Dm_00014904-RA",5.04453818964327,0,2.60219102005134e-06,-3.2781803398435e-09,1.26089367987435e-12,-1.47929799901371e-16,0
"Dm_00015487-RA",3.22011228679829,0,0.000102250730178305,-2.6363882631592e-07,2.20422148680373e-10,-7.07546053275737e-14,7.54389403114672e-18
"Dm_00015603-RA",3.52754326658144,0,5.87275008940136e-05,-1.52144048087573e-07,1.27095863486477e-10,-4.07417093803335e-14,4.33919038571202e-18
"Dm_00013345-RA",3.59269845693723,-0.0249892467726573,0.000196441716656236,-3.99303141615516e-07,3.06583117398386e-10,-9.46383600979296e-14,9.88456881472397e-18
"Dm_00014263-RA",3.62405172480521,0.0149882873727503,-3.34651210039253e-05,2.67955218730494e-08,-8.43648127195923e-12,8.90106204572484e-16,0
"Dm_00018860-RA",5.88800412399113,0,3.22873757425788e-06,-3.75695459266781e-09,1.37800971135973e-12,-1.57107714028732e-16,0
"Dm_00019232-RA",3.52846290575215,-0.0204685163549746,0.000133705719453287,-2.5701682831255e-07,1.92861065959448e-10,-5.8890652604557e-14,6.11553050940867e-18
"Dm_00019207-RA",3.27614071099898,-0.015262715657443,0.000122897130311548,-2.53451939440737e-07,1.96062433571492e-10,-6.07628516524155e-14,6.3606850624773e-18
"Dm_00017716-RA",4.08782208428612,-0.0460272128912318,0.000303531443111321,-6.00911498463949e-07,4.59012217132784e-10,-1.41561258117699e-13,1.47851784685064e-17
"Dm_00019248-RA",4.83398885532978,0,8.04831934099137e-06,-9.52056809569301e-09,3.53396959159709e-12,-4.06699077058663e-16,0
"Dm_00019151-RA",2.84128129532935,-0.000437688976160408,0,4.78474424430251e-11,0,0,-4.02441913604467e-22
"Dm_00019032-RA",5.19965216945542,0,4.51771593465713e-05,-1.09768978133897e-07,8.92202713912401e-11,-2.82332776842796e-14,2.98667224800733e-18
"Dm_00016130-RA",3.35155354200879,0,0,8.44106733144174e-12,0,0,0
"Dm_00019275-RA",3.3058924312067,0.000630919851874883,0,0,-5.46284580687022e-13,2.9978219197172e-16,-4.04162284290586e-20
"Dm_00019103-RA",1.8779821730517,0.0572165984687491,-0.000394720910193695,7.76191991434252e-07,-5.88531701981009e-10,1.8064822895431e-13,-1.88133008521911e-17
"Dm_00019218-RA",4.88092771388127,0,1.76962519906045e-05,-4.37003795269819e-08,3.57410323037195e-11,-1.13415722065053e-14,1.20153490090853e-18
"Dm_00019221-RA",4.91294891736768,-0.0154007699704484,0.000101590140744217,-1.95401383613057e-07,1.46417464831109e-10,-4.46500612294102e-14,4.63232314869033e-18
"Dm_00019216-RA",2.62254349205076,0.054747546753859,-0.000369086363289382,7.17969731160951e-07,-5.41557162288228e-10,1.6578281739199e-13,-1.723914691384e-17
"Dm_00018022-RA",1.70447371952164,0,0,1.45685883325043e-08,-1.79382278391228e-11,6.70165544377903e-15,-7.70516062561624e-19
"Dm_00018158-RA",4.17200206717684,-0.0175584446040009,0.000115187663259112,-2.22868495026293e-07,1.67842565473374e-10,-5.13496081032901e-14,5.33817106793815e-18
"Dm_00017969-RA",4.07153787814713,-0.0169774828465389,0.000104286346156443,-2.00606732081869e-07,1.51359849824692e-10,-4.64103007805111e-14,4.83266977252338e-18
"Dm_00018072-RA",5.8092725078922,0.00480912472079863,-1.24321389033115e-05,1.01520052805496e-08,-2.60843069490752e-12,0,4.63225833284646e-20
"Dm_00018071-RA",2.26269699620112,0.0355983472128203,-0.000270049526499028,5.46880266608813e-07,-4.19973677131176e-10,1.29718594037781e-13,-1.35552653608501e-17
"Dm_00017785-RA",2.21935079473134,0.00805238155859058,-2.46243342177892e-05,2.23550392209867e-08,-7.53392817935463e-12,8.27613178814699e-16,0
"Dm_00018131-RA",4.67119063983596,0.00186441119911673,-2.02534661325145e-06,7.56575136012052e-10,-8.7155510996884e-14,0,0
"Dm_00018011-RA",2.40311721144275,0.00211210468613858,0,0,-1.74025315783687e-12,9.48661537273207e-16,-1.2741211524644e-19
"Dm_00018183-RA",2.74110158547907,0.00400201484151883,0,-2.04572582607439e-08,2.23420716933262e-11,-7.88251671192512e-15,8.7849780191155e-19
"Dm_00017854-RA",2.78548716140058,-0.0211365909454413,0.000159587786838138,-3.2554652234101e-07,2.51260245398954e-10,-7.78308505245363e-14,8.14672700762414e-18
"Dm_00017908-RA",0,0.0200672711243093,-1.9969935116591e-05,7.22940733352116e-09,-8.28831835188225e-13,0,0
"Dm_00015562-RA",4.0945688545559,-0.00532314420409333,0,2.42352342703417e-08,-2.67217213192696e-11,9.48827359191299e-15,-1.06171235100028e-18
"Dm_00017137-RA",4.62821056567665,0.0179089076794135,-3.78060420208887e-05,2.94062342072823e-08,-9.13069125000673e-12,9.56578278731927e-16,0
"Dm_00018315-RA",2.00655929681306,0.0690130175882354,-0.000431813686450174,8.13541743996072e-07,-6.04674164532517e-10,1.83763030817922e-13,-1.90340276782042e-17
"Dm_00016578-RA",2.99826202443029,-0.0311018210711315,0.000249028475664653,-5.08592629256997e-07,3.91173424149551e-10,-1.20845451029458e-13,1.26270093546113e-17
"Dm_00018007-RA",4.64540544622889,-0.00937537131857076,6.9011688938273e-05,-1.38862044227057e-07,1.06493856471977e-10,-3.28832478660188e-14,3.43604696320801e-18
"Dm_00018025-RA",2.11886257495616,-0.0226209780304867,0.00022913753383332,-5.01853704369579e-07,3.97792236909153e-10,-1.24715100056771e-13,1.31358545217706e-17
"Dm_00018368-RA",3.93312327608434,-0.0161800900380331,0.000156503916551326,-3.36732741360555e-07,2.65129275288941e-10,-8.28881540641797e-14,8.71849650701627e-18
"Dm_00018220-RA",4.03499529308396,-0.00114380482826073,4.21705282209493e-07,0,0,-3.25897798677875e-18,0
"Dm_00008118-RA",2.86660341415702,0,-2.33084269826725e-05,5.94392705160295e-08,-4.93541673784568e-11,1.57779533356064e-14,-1.67800214582364e-18
"Dm_00006229-RA",2.95490799984451,0,2.10080996638833e-05,-5.04809079897804e-08,4.04780625905774e-11,-1.26836742436043e-14,1.33298787013299e-18
"Dm_00007294-RA",3.27484016365342,0,2.17927000079731e-06,-2.65537991014452e-09,1.00971087511472e-12,-1.1779052356231e-16,0
"Dm_00007112-RA",3.24595480137673,-0.0580498759575008,0.000444594331481368,-9.03875261458287e-07,6.95636121005679e-10,-2.15124164561784e-13,2.24957223240822e-17
"Dm_00007110-RA",4.02800431020545,0.00102092540317905,0,0,-5.56985121151674e-13,2.93433402994389e-16,-3.85551062604325e-20
"Dm_00007114-RA",5.02349402654381,0.000232902126373466,0,0,0,0,0
"Dm_00007589-RA",4.18602258758987,0.0387131094956235,-0.000301713454429927,6.14594719811837e-07,-4.72732744663621e-10,1.46084512345283e-13,-1.52677572223839e-17
"Dm_00006776-RA",5.10639520902786,-0.00402485790401096,9.8316860811541e-06,-8.20662032868853e-09,2.64537152632215e-12,-2.83475630336878e-16,0
"Dm_00006908-RA",0.9622764676061,0,0,0,3.15628610364518e-14,-6.69226383124795e-18,0
"Dm_00006657-RA",3.65397783663931,0,4.55818320527644e-06,-5.13019570516273e-09,1.8570201181591e-12,-2.1065017118589e-16,0
"Dm_00006661-RA",4.30290890793589,0.00753465449372946,-2.12782447812111e-05,1.85059470566204e-08,-6.07799096639832e-12,6.57057481603552e-16,0
"Dm_00007209-RA",3.41965640836003,0.00213609590472641,-7.84769771628334e-06,7.68821854864431e-09,-2.66608700186539e-12,2.96265245093414e-16,0
"Dm_00007507-RA",2.66092490856527,0.00473267200847649,-1.57615085342663e-05,1.44540354831604e-08,-4.85135934743045e-12,5.29397202232844e-16,0
"Dm_00008268-RA",3.34506697165181,0,-4.16982889349301e-05,1.05638384966789e-07,-8.73417559778658e-11,2.78524513000483e-14,-2.95782794957136e-18
"Dm_00008173-RA",4.26850496906211,0,5.28207495305978e-06,-6.53509057786208e-09,2.47054316257072e-12,-2.8653967679844e-16,0
"Dm_00007503-RA",3.1155653161575,0.0067813549418985,-1.16640958701984e-05,0,7.48748392270097e-12,-3.41333402947301e-15,4.17891131919788e-19
"Dm_00007505-RA",4.65335108558053,0.000301014330204523,0,0,0,0,0
"Dm_00007828-RA",1.507559826887,0.00135882438855127,0,0,-8.21714623013727e-13,4.378000430708e-16,-5.80284981147593e-20
"Dm_00009812-RA",5.21076886798903,0.0034646660342272,0,0,-2.17651606835184e-12,1.16579704221754e-15,-1.55148112042743e-19
"Dm_00011296-RA",3.63398348292549,-0.000415054121743231,0,0,0,0,0
"Dm_00010227-RA",3.83612862505819,0.00159805126875523,-1.55941485934392e-06,4.15987148495746e-10,0,0,-1.64744015151838e-21
"Dm_00010908-RA",3.90046220914914,-0.0118200076664486,8.20381454313907e-05,-1.60359355682507e-07,1.21128809063507e-10,-3.71022719540244e-14,3.85932196554933e-18
"Dm_00009899-RA",5.34860332089212,0,0,1.42577076323145e-11,0,0,0
"Dm_00010878-RA",4.28429552768225,0.0109583650692646,-7.30888052395588e-05,1.44266376623057e-07,-1.1005983755807e-10,3.39316677724378e-14,-3.54387054330066e-18
"Dm_00009239-RA",2.9196918741101,0.00821945625704255,-6.49408774570706e-05,1.33022203617405e-07,-1.02659196468223e-10,3.17889816197899e-14,-3.32659467759798e-18
"Dm_00010708-RA",2.49846837302886,0.0151523112409772,-8.36909638719881e-05,1.53976514821621e-07,-1.1386912197418e-10,3.45786256804292e-14,-3.58234413386339e-18
"Dm_00011136-RA",3.26513495796937,0,9.23200367369881e-06,-1.14779078307862e-08,4.378394134082e-12,-5.11575452256971e-16,0
"Dm_00010628-RA",4.82469229923627,0,-1.65221977889501e-06,1.87076200148751e-09,-6.72705205875433e-13,7.56100399174568e-17,0
"Dm_00008505-RA",3.5868200553352,0.062820156990635,-0.000357910644954432,6.52350358690492e-07,-4.77269067771208e-10,1.43853726567814e-13,-1.48312055393507e-17
"Dm_00007961-RA",3.96656672935134,-0.0430715939218048,0.000306240584459476,-6.12560854601675e-07,4.68550878066996e-10,-1.44479360513743e-13,1.5084864023022e-17
"Dm_00010991-RA",2.96616547171071,0,0,6.41302120677172e-09,-8.07075619948141e-12,3.05345015015492e-15,-3.53688622929363e-19
"Dm_00010968-RA",0,0,2.57488211485628e-05,-3.09937744400872e-08,1.15234529879532e-11,-1.32263749631631e-15,0
"Dm_00009817-RA",4.10124480427702,0,0,4.55240672559051e-09,-5.56463157009283e-12,2.07814824007699e-15,-2.39161800674294e-19
"Dm_00009678-RA",3.63098271445016,0.0278842610689285,-0.000200073509118584,3.92396045676788e-07,-2.9674979530085e-10,9.09445499404444e-14,-9.4624913207753e-18
"Dm_00009677-RA",2.79529015946981,0.0312645623592414,-0.000229607706726778,4.53918387525359e-07,-3.44405522410288e-10,1.05713550546687e-13,-1.10082025602095e-17
"Dm_00009682-RA",3.0387226155781,0.0169578870123776,-0.000128438268428751,2.58676197486582e-07,-1.98147224967715e-10,6.1129763636593e-14,-6.38412418727114e-18
"Dm_00011187-RA",3.76017914995054,0,-3.51363910769742e-05,9.07759692682941e-08,-7.59751520640209e-11,2.43935306497935e-14,-2.60083098293625e-18
"Dm_00015606-RA",4.98461520275773,0,1.34086380260006e-06,-1.70704116931123e-09,6.53249633210999e-13,-7.6051168496319e-17,0
"Dm_00015607-RA",3.40239712090251,0,4.18841750892804e-05,-1.01836104863143e-07,8.25496998620125e-11,-2.60553353114565e-14,2.75112904678227e-18
"Dm_00014901-RA",4.12365449031931,0,0,1.2391837020285e-08,-1.52090157151556e-11,5.68442451029904e-15,-6.54172407851424e-19
"Dm_00015893-RA",2.09457978239756,0.024312666360248,-0.000171647250773835,3.36215792948081e-07,-2.53824356579829e-10,7.7669004508759e-14,-8.07197389279494e-18
"Dm_00015747-RA",0.704478268178902,0,6.26397313011702e-06,-7.01921785806572e-09,2.52565965009466e-12,-2.84601381150305e-16,0
"Dm_00015748-RA",0,0,6.93001567359271e-06,-8.12244382473909e-09,2.9979544946201e-12,-3.43164898492736e-16,0
"Dm_00014070-RA",5.64152394014612,-0.032320281689382,0.000203626931868286,-3.89095817253056e-07,2.91471441505513e-10,-8.89553339628286e-14,9.23614333998019e-18
"Dm_00014489-RA",7.0051730643493,0,0,-8.6932967333759e-11,1.63219001932336e-14,0,0
"Dm_00015526-RA",4.39655088454607,0.00804746549714974,-2.09747823276045e-05,1.77738829238523e-08,-5.76600517688511e-12,6.19149124155099e-16,0
