Orthogroup	D_spatulata.proteins	D_muscipula.proteins
OG0004673	Ds_00002467-RA, Ds_00000640-RA	Dm_00002314-RA
OG0004674	Ds_00008029-RA	Dm_00010681-RA, Dm_00017049-RA
OG0004675	Ds_00009334-RA	Dm_00002556-RA
OG0004676	Ds_00002565-RA, Ds_00016364-RA	Dm_00011826-RA
OG0004677	Ds_00006972-RA	Dm_00004718-RA
OG0004678	Ds_00012947-RA	Dm_00007835-RA
OG0004679	Ds_00003883-RA	Dm_00013064-RA, Dm_00000600-RA
OG0004680	Ds_00003882-RA	Dm_00000598-RA
OG0004681	Ds_00000042-RA	Dm_00006983-RA
OG0004682	Ds_00001163-RA	Dm_00008309-RA
OG0004683	Ds_00013582-RA	Dm_00005612-RA
OG0004684	Ds_00017215-RA	Dm_00003806-RA
OG0004684	Ds_00004002-RA	Dm_00001916-RA
OG0004685	Ds_00016516-RA	Dm_00009762-RA
OG0004686	Ds_00014879-RA	Dm_00018904-RA
OG0004687	Ds_00000129-RA	Dm_00010453-RA
OG0004688	Ds_00007914-RA	Dm_00004859-RA
OG0004689	Ds_00014950-RA	Dm_00002458-RA
OG0004690	Ds_00008186-RA	Dm_00011306-RA, Dm_00015526-RA
OG0004691	Ds_00016512-RA	Dm_00015739-RA
OG0004692	Ds_00006810-RA, Ds_00007686-RA	Dm_00002239-RA
OG0004693	Ds_00010020-RA	Dm_00002621-RA
OG0004694	Ds_00012842-RA	Dm_00017435-RA
OG0004696	Ds_00012029-RA	Dm_00011885-RA
OG0004697	Ds_00002267-RA	Dm_00007243-RA
OG0004698	Ds_00009397-RA	Dm_00006592-RA
OG0004699	Ds_00000301-RA	Dm_00008257-RA
OG0004700	Ds_00001034-RA	Dm_00015187-RA
OG0004701	Ds_00013913-RA, Ds_00008951-RA, Ds_00003170-RA, Ds_00014787-RA	Dm_00000704-RA
OG0004702	Ds_00013350-RA	Dm_00015419-RA
OG0004703	Ds_00013544-RA	Dm_00008595-RA
OG0004704	Ds_00014470-RA	Dm_00013940-RA
OG0004705	Ds_00001925-RA	Dm_00007881-RA
OG0004706	Ds_00008201-RA	Dm_00008050-RA
OG0004707	Ds_00008170-RA	Dm_00016007-RA
OG0004708	Ds_00004240-RA, Ds_00005811-RA, Ds_00004239-RA	Dm_00018525-RA
OG0004709	Ds_00012834-RA	Dm_00018959-RA
OG0004710	Ds_00014372-RA	Dm_00016635-RA
OG0004711	Ds_00014489-RA	Dm_00005016-RA
OG0004712	Ds_00012192-RA	Dm_00016544-RA
OG0004713	Ds_00000043-RA, Ds_00013578-RA	Dm_00020147-RA
OG0004714	Ds_00016320-RA	Dm_00011416-RA, Dm_00017410-RA
OG0004715	Ds_00003506-RA	Dm_00020656-RA
OG0004716	Ds_00009408-RA	Dm_00016252-RA
OG0004717	Ds_00009402-RA	Dm_00006600-RA
OG0004718	Ds_00003868-RA	Dm_00012517-RA, Dm_00000574-RA
OG0004719	Ds_00017587-RA	Dm_00000008-RA
OG0004722	Ds_00001722-RA	Dm_00011382-RA
OG0004722	Ds_00005283-RA	Dm_00001756-RA
OG0004724	Ds_00011311-RA	Dm_00006811-RA
OG0004725	Ds_00017502-RA	Dm_00003318-RA
OG0004726	Ds_00018045-RA	Dm_00000711-RA
OG0004726	Ds_00007555-RA	Dm_00012714-RA, Dm_00012713-RA
OG0004727	Ds_00017202-RA	Dm_00004885-RA
OG0004728	Ds_00015151-RA	Dm_00013490-RA
OG0004729	Ds_00006788-RA	Dm_00001076-RA
OG0004730	Ds_00010401-RA	Dm_00007076-RA
OG0004731	Ds_00000115-RA	Dm_00009307-RA
OG0004732	Ds_00001754-RA	Dm_00006801-RA
OG0004733	Ds_00011493-RA	Dm_00002312-RA
OG0004734	Ds_00005468-RA, Ds_00002901-RA	Dm_00009989-RA
OG0004735	Ds_00006217-RA	Dm_00007949-RA
OG0004736	Ds_00008036-RA	Dm_00015060-RA
OG0004737	Ds_00010944-RA, Ds_00016677-RA	Dm_00015236-RA
OG0004739	Ds_00013461-RA	Dm_00014500-RA
OG0004740	Ds_00008017-RA	Dm_00020245-RA
OG0004742	Ds_00016395-RA	Dm_00003298-RA, Dm_00015511-RA
OG0004743	Ds_00012522-RA	Dm_00009277-RA
OG0004743	Ds_00015028-RA	Dm_00004201-RA
OG0004744	Ds_00012072-RA	Dm_00002059-RA
OG0004744	Ds_00016389-RA	Dm_00010709-RA
OG0004745	Ds_00012970-RA	Dm_00013326-RA
OG0004746	Ds_00002584-RA, Ds_00017706-RA	Dm_00017710-RA
OG0004747	Ds_00008868-RA	Dm_00015569-RA, Dm_00018484-RA
OG0004749	Ds_00013277-RA	Dm_00016089-RA
OG0004750	Ds_00001339-RA	Dm_00010434-RA, Dm_00003963-RA
OG0004751	Ds_00016095-RA	Dm_00012787-RA
OG0004752	Ds_00000451-RA	Dm_00018002-RA
OG0004753	Ds_00009663-RA	Dm_00000267-RA, Dm_00011691-RA
OG0004754	Ds_00007529-RA, Ds_00007531-RA	Dm_00000657-RA
OG0004755	Ds_00003414-RA	Dm_00013660-RA
OG0004756	Ds_00006311-RA	Dm_00013598-RA
OG0004757	Ds_00007106-RA	Dm_00007999-RA, Dm_00019144-RA
OG0004758	Ds_00002451-RA	Dm_00002334-RA
OG0004759	Ds_00016485-RA, Ds_00004607-RA	Dm_00020082-RA
OG0004760	Ds_00009876-RA	Dm_00008360-RA, Dm_00001027-RA
OG0004761	Ds_00000241-RA	Dm_00008798-RA, Dm_00008797-RA
OG0004762	Ds_00007237-RA	Dm_00003797-RA, Dm_00012939-RA, Dm_00012938-RA
OG0004763	Ds_00000759-RA	Dm_00012244-RA
OG0004765	Ds_00001330-RA, Ds_00015229-RA	Dm_00015953-RA
OG0004766	Ds_00016458-RA	Dm_00001009-RA
OG0004767	Ds_00017306-RA	Dm_00014732-RA
OG0004767	Ds_00013629-RA	Dm_00006976-RA
OG0004768	Ds_00002813-RA	Dm_00008062-RA, Dm_00006073-RA
OG0004770	Ds_00000725-RA	Dm_00007079-RA
OG0004771	Ds_00000117-RA	Dm_00008003-RA, Dm_00009305-RA
OG0004772	Ds_00013312-RA	Dm_00008759-RA
OG0004772	Ds_00002344-RA	Dm_00014709-RA
OG0004773	Ds_00011662-RA, Ds_00011666-RA	Dm_00007487-RA
OG0004773	Ds_00012582-RA, Ds_00005656-RA	Dm_00020312-RA
OG0004774	Ds_00017014-RA	Dm_00008397-RA
OG0004776	Ds_00005834-RA	Dm_00018955-RA
OG0004777	Ds_00015064-RA, Ds_00014795-RA	Dm_00001043-RA
OG0004777	Ds_00012868-RA	Dm_00000112-RA
OG0004778	Ds_00000446-RA	Dm_00019571-RA
OG0004779	Ds_00009957-RA	Dm_00003079-RA
OG0004780	Ds_00011456-RA, Ds_00011459-RA	Dm_00000272-RA, Dm_00005244-RA
OG0004781	Ds_00000706-RA, Ds_00000707-RA	Dm_00005428-RA, Dm_00015218-RA
OG0004782	Ds_00012001-RA	Dm_00007837-RA
OG0004782	Ds_00001338-RA	Dm_00010433-RA
OG0004783	Ds_00005968-RA	Dm_00007944-RA, Dm_00017239-RA
OG0004784	Ds_00002412-RA	Dm_00006015-RA
OG0004786	Ds_00002441-RA, Ds_00000685-RA	Dm_00004815-RA
OG0004787	Ds_00010379-RA, Ds_00017106-RA, Ds_00009644-RA	Dm_00003794-RA
OG0004789	Ds_00000635-RA	Dm_00019663-RA, Dm_00011920-RA
OG0004790	Ds_00016868-RA	Dm_00000741-RA
OG0004791	Ds_00000186-RA	Dm_00011861-RA
OG0004791	Ds_00000804-RA	Dm_00009571-RA
OG0004792	Ds_00004040-RA	Dm_00001909-RA
OG0004793	Ds_00012863-RA	Dm_00001040-RA
OG0004794	Ds_00007231-RA, Ds_00009638-RA	Dm_00003795-RA
OG0004795	Ds_00012234-RA	Dm_00008149-RA
OG0004796	Ds_00007935-RA	Dm_00011535-RA
OG0004797	Ds_00008875-RA	Dm_00014694-RA
OG0004798	Ds_00007200-RA	Dm_00000264-RA
OG0004799	Ds_00001013-RA, Ds_00000917-RA	Dm_00015781-RA
OG0004800	Ds_00015693-RA, Ds_00012479-RA	Dm_00011211-RA
OG0004801	Ds_00007224-RA	Dm_00003786-RA, Dm_00005003-RA
OG0004802	Ds_00002397-RA	Dm_00010127-RA
OG0004804	Ds_00006997-RA, Ds_00006239-RA	Dm_00007307-RA
OG0004805	Ds_00008787-RA	Dm_00013477-RA
OG0004806	Ds_00012786-RA	Dm_00017814-RA
OG0004807	Ds_00009912-RA	Dm_00011818-RA
OG0004808	Ds_00000217-RA	Dm_00016632-RA
OG0004809	Ds_00014176-RA	Dm_00010067-RA
OG0004810	Ds_00014714-RA	Dm_00004771-RA
OG0004812	Ds_00016486-RA, Ds_00004604-RA	Dm_00009398-RA
OG0004813	Ds_00011599-RA	Dm_00007348-RA
OG0004814	Ds_00005163-RA, Ds_00004134-RA	Dm_00000487-RA
OG0004815	Ds_00001741-RA	Dm_00004240-RA, Dm_00000836-RA
OG0004816	Ds_00015723-RA	Dm_00000084-RA, Dm_00003608-RA
OG0004817	Ds_00008630-RA	Dm_00018825-RA, Dm_00018826-RA
OG0004818	Ds_00006053-RA	Dm_00011361-RA
OG0004818	Ds_00017765-RA	Dm_00000784-RA
OG0004820	Ds_00004503-RA	Dm_00010659-RA, Dm_00019098-RA
OG0004821	Ds_00015179-RA	Dm_00018927-RA
OG0004822	Ds_00017724-RA	Dm_00010136-RA, Dm_00009174-RA
OG0004823	Ds_00000341-RA	Dm_00004954-RA
OG0004824	Ds_00005835-RA	Dm_00007334-RA
OG0004825	Ds_00004518-RA	Dm_00005520-RA
OG0004826	Ds_00013187-RA	Dm_00004400-RA
OG0004827	Ds_00010142-RA	Dm_00018240-RA
OG0004828	Ds_00005154-RA	Dm_00000500-RA
OG0004829	Ds_00012758-RA	Dm_00005038-RA, Dm_00000338-RA
OG0004830	Ds_00009575-RA	Dm_00014876-RA
OG0004831	Ds_00005749-RA	Dm_00005938-RA
OG0004832	Ds_00015968-RA	Dm_00000054-RA
OG0004833	Ds_00011848-RA	Dm_00010400-RA
OG0004833	Ds_00010068-RA	Dm_00004781-RA
OG0004834	Ds_00009029-RA	Dm_00016239-RA, Dm_00013703-RA
OG0004835	Ds_00001837-RA	Dm_00016675-RA
OG0004836	Ds_00000178-RA	Dm_00005376-RA
OG0004838	Ds_00018057-RA	Dm_00013195-RA
OG0004839	Ds_00017150-RA, Ds_00002043-RA, Ds_00008738-RA	Dm_00010580-RA
OG0004840	Ds_00007612-RA	Dm_00016025-RA
OG0004841	Ds_00010218-RA, Ds_00017829-RA	Dm_00005086-RA
OG0004841	Ds_00001135-RA	Dm_00005421-RA
OG0004842	Ds_00011747-RA	Dm_00000856-RA
OG0004843	Ds_00001657-RA	Dm_00014783-RA, Dm_00007466-RA
OG0004844	Ds_00013182-RA	Dm_00015546-RA
OG0004845	Ds_00010115-RA	Dm_00009560-RA
OG0004846	Ds_00013175-RA	Dm_00015810-RA
OG0004847	Ds_00003269-RA	Dm_00014854-RA
OG0004848	Ds_00011489-RA	Dm_00000670-RA, Dm_00000669-RA
OG0004849	Ds_00000479-RA	Dm_00018722-RA, Dm_00015190-RA
OG0004850	Ds_00001151-RA	Dm_00003160-RA
OG0004851	Ds_00014180-RA	Dm_00007398-RA
OG0004852	Ds_00011484-RA	Dm_00006393-RA
OG0004853	Ds_00015407-RA	Dm_00017934-RA
OG0004854	Ds_00005825-RA	Dm_00013733-RA
OG0004855	Ds_00010027-RA	Dm_00013505-RA
OG0004856	Ds_00010437-RA	Dm_00009834-RA
OG0004858	Ds_00016355-RA	Dm_00010732-RA
OG0004859	Ds_00013794-RA	Dm_00005180-RA
OG0004860	Ds_00004919-RA	Dm_00013037-RA
OG0004861	Ds_00009168-RA	Dm_00017082-RA, Dm_00011705-RA
OG0004862	Ds_00007396-RA	Dm_00008002-RA
OG0004863	Ds_00002729-RA, Ds_00013247-RA	Dm_00018796-RA
OG0004865	Ds_00010679-RA	Dm_00000828-RA, Dm_00000827-RA
OG0004866	Ds_00005240-RA, Ds_00005170-RA	Dm_00017996-RA, Dm_00015530-RA
OG0004867	Ds_00004727-RA	Dm_00009430-RA
OG0004869	Ds_00004502-RA, Ds_00015100-RA	Dm_00010661-RA
OG0004870	Ds_00006265-RA, Ds_00006156-RA	Dm_00005030-RA, Dm_00003558-RA
OG0004871	Ds_00004258-RA	Dm_00016807-RA
OG0004871	Ds_00003195-RA	Dm_00007666-RA
OG0004871	Ds_00004259-RA	Dm_00009106-RA
OG0004872	Ds_00016465-RA	Dm_00009664-RA, Dm_00017866-RA
OG0004873	Ds_00010671-RA	Dm_00018068-RA
OG0004875	Ds_00002896-RA	Dm_00002719-RA
OG0004876	Ds_00016394-RA	Dm_00011709-RA
OG0004877	Ds_00012790-RA	Dm_00010170-RA
OG0004878	Ds_00014427-RA	Dm_00005738-RA
OG0004879	Ds_00003857-RA	Dm_00000302-RA
OG0004880	Ds_00014192-RA, Ds_00001630-RA	Dm_00005431-RA, Dm_00013982-RA
OG0004881	Ds_00010731-RA	Dm_00014365-RA
OG0004882	Ds_00017598-RA	Dm_00011793-RA
OG0004883	Ds_00009189-RA	Dm_00005835-RA
OG0004884	Ds_00009701-RA	Dm_00001673-RA
OG0004885	Ds_00003722-RA	Dm_00017195-RA
OG0004887	Ds_00005673-RA	Dm_00020033-RA
OG0004888	Ds_00012826-RA	Dm_00015637-RA
OG0004889	Ds_00000027-RA	Dm_00019266-RA
OG0004889	Ds_00013573-RA	Dm_00019957-RA
OG0004890	Ds_00001388-RA	Dm_00001474-RA
OG0004890	Ds_00005602-RA	Dm_00000185-RA
OG0004891	Ds_00002771-RA	Dm_00015930-RA
OG0004892	Ds_00003393-RA, Ds_00003394-RA	Dm_00015226-RA
OG0004893	Ds_00004714-RA	Dm_00015687-RA
OG0004894	Ds_00008491-RA	Dm_00018931-RA
OG0004895	Ds_00015237-RA	Dm_00009526-RA, Dm_00005918-RA
OG0004896	Ds_00006375-RA	Dm_00019904-RA
OG0004897	Ds_00009754-RA	Dm_00003259-RA
OG0004898	Ds_00002293-RA	Dm_00007756-RA
OG0004899	Ds_00004685-RA	Dm_00005647-RA
OG0004900	Ds_00001870-RA	Dm_00018847-RA
OG0004901	Ds_00012531-RA	Dm_00010714-RA
OG0004902	Ds_00001275-RA	Dm_00013887-RA
OG0004903	Ds_00009444-RA	Dm_00005332-RA
OG0004904	Ds_00000995-RA	Dm_00003690-RA
OG0004905	Ds_00008823-RA	Dm_00014349-RA
OG0004906	Ds_00010766-RA	Dm_00009155-RA
OG0004908	Ds_00011924-RA	Dm_00011422-RA, Dm_00015325-RA
OG0004909	Ds_00012526-RA	Dm_00007575-RA
OG0004910	Ds_00017596-RA	Dm_00003986-RA
OG0004911	Ds_00007163-RA, Ds_00016347-RA	Dm_00005046-RA
OG0004912	Ds_00004620-RA	Dm_00007994-RA
OG0004913	Ds_00000586-RA	Dm_00009636-RA
OG0004914	Ds_00000892-RA	Dm_00008399-RA
OG0004915	Ds_00001368-RA	Dm_00000884-RA
OG0004916	Ds_00003502-RA, Ds_00008834-RA	Dm_00018896-RA
OG0004917	Ds_00009169-RA, Ds_00004791-RA	Dm_00009458-RA
OG0004918	Ds_00003848-RA	Dm_00000310-RA
OG0004919	Ds_00016382-RA	Dm_00011053-RA
OG0004920	Ds_00007674-RA, Ds_00005579-RA	Dm_00000207-RA
OG0004921	Ds_00007339-RA	Dm_00008476-RA
OG0004922	Ds_00010752-RA	Dm_00014857-RA
OG0004923	Ds_00005362-RA	Dm_00010915-RA
OG0004924	Ds_00005633-RA	Dm_00004294-RA
OG0004925	Ds_00005883-RA	Dm_00001601-RA
OG0004926	Ds_00016113-RA	Dm_00017252-RA, Dm_00001311-RA
OG0004927	Ds_00013095-RA	Dm_00010660-RA, Dm_00017174-RA, Dm_00017175-RA
OG0004928	Ds_00009685-RA	Dm_00009656-RA
OG0004929	Ds_00005127-RA	Dm_00015752-RA
OG0004930	Ds_00011403-RA	Dm_00002597-RA
OG0004931	Ds_00008981-RA	Dm_00002852-RA
OG0004932	Ds_00008968-RA	Dm_00014877-RA
OG0004934	Ds_00007784-RA	Dm_00008286-RA
OG0004936	Ds_00009053-RA	Dm_00008375-RA
OG0004938	Ds_00013272-RA	Dm_00016099-RA
OG0004940	Ds_00017232-RA, Ds_00005575-RA	Dm_00009585-RA, Dm_00000216-RA
OG0004942	Ds_00011150-RA	Dm_00012828-RA
OG0004943	Ds_00014145-RA, Ds_00012733-RA	Dm_00000362-RA, Dm_00007362-RA
OG0004944	Ds_00013485-RA	Dm_00009215-RA
OG0004945	Ds_00011949-RA	Dm_00016907-RA
OG0004946	Ds_00005929-RA	Dm_00001930-RA
OG0004947	Ds_00006989-RA	Dm_00005230-RA
OG0004948	Ds_00008603-RA	Dm_00003879-RA
OG0004949	Ds_00001798-RA, Ds_00013448-RA, Ds_00008120-RA	Dm_00020531-RA
OG0004950	Ds_00004383-RA, Ds_00013803-RA, Ds_00011393-RA	Dm_00019338-RA
OG0004951	Ds_00003772-RA, Ds_00011397-RA	Dm_00004918-RA
OG0004952	Ds_00013105-RA	Dm_00011269-RA
OG0004954	Ds_00006580-RA	Dm_00011289-RA
OG0004955	Ds_00016549-RA	Dm_00020545-RA, Dm_00008430-RA
OG0004956	Ds_00012551-RA	Dm_00000391-RA
OG0004957	Ds_00016255-RA	Dm_00011958-RA
OG0004960	Ds_00012390-RA	Dm_00018182-RA
OG0004961	Ds_00006923-RA	Dm_00000548-RA
OG0004962	Ds_00000148-RA	Dm_00020825-RA, Dm_00020773-RA
OG0004963	Ds_00017099-RA	Dm_00008886-RA
OG0004965	Ds_00016254-RA	Dm_00007131-RA
OG0004966	Ds_00015438-RA	Dm_00016954-RA
OG0004967	Ds_00012441-RA	Dm_00009471-RA, Dm_00009470-RA
OG0004969	Ds_00017695-RA	Dm_00011475-RA
OG0004970	Ds_00017334-RA	Dm_00009438-RA
OG0004971	Ds_00014411-RA	Dm_00008490-RA
OG0004973	Ds_00004369-RA	Dm_00019455-RA
OG0004973	Ds_00011430-RA	Dm_00020591-RA
OG0004974	Ds_00008604-RA	Dm_00003881-RA
OG0004975	Ds_00008119-RA	Dm_00011894-RA
OG0004977	Ds_00008492-RA	Dm_00008347-RA, Dm_00008346-RA
OG0004978	Ds_00009901-RA	Dm_00010592-RA
OG0004979	Ds_00009883-RA	Dm_00015803-RA
OG0004980	Ds_00012382-RA	Dm_00004621-RA
OG0004980	Ds_00009981-RA	Dm_00012512-RA
OG0004982	Ds_00014114-RA, Ds_00017141-RA, Ds_00005333-RA, Ds_00017140-RA	Dm_00018177-RA
OG0004983	Ds_00006976-RA	Dm_00005239-RA, Dm_00002528-RA, Dm_00002532-RA
OG0004984	Ds_00002877-RA	Dm_00004564-RA, Dm_00010496-RA
OG0004987	Ds_00010101-RA	Dm_00020105-RA, Dm_00003526-RA
OG0004989	Ds_00003213-RA	Dm_00020691-RA
OG0004991	Ds_00018043-RA, Ds_00005246-RA	Dm_00003912-RA
OG0004992	Ds_00005183-RA	Dm_00006651-RA
OG0004993	Ds_00004077-RA	Dm_00013130-RA, Dm_00012670-RA
OG0004995	Ds_00012282-RA	Dm_00005107-RA
OG0004999	Ds_00004547-RA	Dm_00017677-RA, Dm_00008125-RA, Dm_00005349-RA, Dm_00013336-RA, Dm_00009839-RA, Dm_00011472-RA, Dm_00016768-RA, Dm_00002950-RA, Dm_00006929-RA, Dm_00007242-RA, Dm_00008124-RA, Dm_00002820-RA, Dm_00013399-RA, Dm_00004518-RA, Dm_00006928-RA, Dm_00005752-RA, Dm_00016013-RA, Dm_00008126-RA, Dm_00013335-RA, Dm_00013764-RA, Dm_00017106-RA, Dm_00009328-RA, Dm_00002819-RA, Dm_00018550-RA, Dm_00016170-RA
OG0005015	Ds_00014683-RA	Dm_00010223-RA
OG0005016	Ds_00003236-RA	Dm_00009791-RA, Dm_00009557-RA
OG0005017	Ds_00006921-RA, Ds_00006194-RA	Dm_00002102-RA, Dm_00000549-RA
OG0005019	Ds_00006182-RA	Dm_00001831-RA, Dm_00000531-RA
OG0005023	Ds_00011562-RA	Dm_00002942-RA, Dm_00011704-RA
OG0005024	Ds_00002632-RA	Dm_00016364-RA, Dm_00015490-RA, Dm_00012977-RA
OG0005025	Ds_00004974-RA	Dm_00014127-RA, Dm_00018085-RA
OG0005027	Ds_00003273-RA	Dm_00017577-RA
OG0005030	Ds_00004047-RA	Dm_00001972-RA
OG0005031	Ds_00010803-RA	Dm_00015865-RA
OG0005034	Ds_00006872-RA, Ds_00014743-RA	Dm_00006655-RA, Dm_00009235-RA
OG0005035	Ds_00014751-RA	Dm_00005096-RA, Dm_00007762-RA
OG0005036	Ds_00005785-RA	Dm_00017902-RA, Dm_00001299-RA
OG0005037	Ds_00014220-RA	Dm_00013540-RA
OG0005038	Ds_00007431-RA	Dm_00019456-RA, Dm_00010018-RA
OG0005040	Ds_00010036-RA	Dm_00009234-RA
OG0005041	Ds_00000991-RA	Dm_00007557-RA
OG0005042	Ds_00005531-RA, Ds_00008006-RA	Dm_00016960-RA
OG0005043	Ds_00002730-RA	Dm_00006586-RA, Dm_00018835-RA
OG0005045	Ds_00002057-RA	Dm_00001778-RA
OG0005046	Ds_00012762-RA	Dm_00009056-RA
OG0005047	Ds_00003920-RA, Ds_00017574-RA	Dm_00001621-RA
OG0005049	Ds_00010946-RA	Dm_00005045-RA
OG0005050	Ds_00005043-RA	Dm_00013483-RA
OG0005051	Ds_00010048-RA	Dm_00020096-RA, Dm_00005771-RA
OG0005053	Ds_00007643-RA	Dm_00019216-RA
OG0005054	Ds_00013611-RA, Ds_00016134-RA	Dm_00017540-RA
OG0005055	Ds_00016041-RA	Dm_00010807-RA
OG0005056	Ds_00009445-RA	Dm_00002407-RA
OG0005061	Ds_00011117-RA	Dm_00006724-RA
OG0005062	Ds_00002012-RA, Ds_00010275-RA	Dm_00013453-RA, Dm_00007713-RA
OG0005064	Ds_00007432-RA	Dm_00010017-RA, Dm_00019457-RA
OG0005065	Ds_00004921-RA	Dm_00001500-RA
OG0005067	Ds_00005534-RA, Ds_00009332-RA	Dm_00001550-RA, Dm_00002569-RA
OG0005068	Ds_00014940-RA	Dm_00002197-RA, Dm_00011190-RA
OG0005069	Ds_00017370-RA	Dm_00001643-RA
OG0005070	Ds_00018069-RA, Ds_00010883-RA, Ds_00004388-RA	Dm_00015514-RA
OG0005071	Ds_00006659-RA, Ds_00006660-RA, Ds_00006662-RA, Ds_00006663-RA, Ds_00016756-RA	Dm_00004490-RA
OG0005072	Ds_00015554-RA	Dm_00000804-RA, Dm_00000805-RA
OG0005073	Ds_00014712-RA	Dm_00004776-RA
OG0005073	Ds_00016779-RA	Dm_00015161-RA
OG0005074	Ds_00004971-RA	Dm_00018933-RA
OG0005075	Ds_00015270-RA	Dm_00005803-RA
OG0005076	Ds_00015945-RA	Dm_00004089-RA
OG0005077	Ds_00015794-RA	Dm_00001397-RA
OG0005078	Ds_00000980-RA	Dm_00003696-RA
OG0005080	Ds_00000956-RA	Dm_00015685-RA
OG0005081	Ds_00007058-RA	Dm_00010101-RA
OG0005082	Ds_00014314-RA	Dm_00000046-RA
OG0005084	Ds_00002563-RA	Dm_00012117-RA
OG0005085	Ds_00010555-RA	Dm_00002174-RA, Dm_00011566-RA
OG0005086	Ds_00009391-RA	Dm_00013974-RA
OG0005091	Ds_00013414-RA	Dm_00018609-RA
OG0005092	Ds_00015743-RA	Dm_00001146-RA, Dm_00002723-RA
OG0005094	Ds_00001515-RA	Dm_00012085-RA
OG0005095	Ds_00001185-RA	Dm_00010649-RA
OG0005096	Ds_00008196-RA	Dm_00008689-RA
OG0005097	Ds_00001409-RA	Dm_00005084-RA
OG0005098	Ds_00005982-RA	Dm_00008665-RA
OG0005099	Ds_00015164-RA	Dm_00012733-RA
OG0005099	Ds_00017837-RA	Dm_00014813-RA
OG0005100	Ds_00014493-RA	Dm_00005010-RA
OG0005101	Ds_00014482-RA, Ds_00014495-RA, Ds_00014500-RA	Dm_00009997-RA
OG0005103	Ds_00006136-RA	Dm_00002031-RA
OG0005105	Ds_00000541-RA, Ds_00000543-RA	Dm_00008561-RA
OG0005107	Ds_00011979-RA	Dm_00001263-RA
OG0005108	Ds_00007884-RA	Dm_00002424-RA, Dm_00001143-RA
OG0005109	Ds_00006636-RA	Dm_00002203-RA
OG0005110	Ds_00001873-RA, Ds_00014008-RA	Dm_00020560-RA, Dm_00002278-RA
OG0005112	Ds_00008427-RA	Dm_00015795-RA, Dm_00020553-RA
OG0005114	Ds_00000044-RA	Dm_00013696-RA
OG0005115	Ds_00006520-RA	Dm_00002835-RA
OG0005116	Ds_00000183-RA	Dm_00020378-RA, Dm_00019968-RA
OG0005118	Ds_00013011-RA	Dm_00005614-RA
OG0005118	Ds_00013583-RA	Dm_00009734-RA
OG0005119	Ds_00002912-RA	Dm_00007652-RA, Dm_00006273-RA
OG0005120	Ds_00014026-RA	Dm_00010776-RA, Dm_00018875-RA
OG0005121	Ds_00013648-RA	Dm_00006268-RA
OG0005122	Ds_00007540-RA	Dm_00017995-RA
OG0005125	Ds_00002238-RA	Dm_00016274-RA
OG0005127	Ds_00000019-RA	Dm_00013296-RA
OG0005128	Ds_00003387-RA	Dm_00012609-RA
OG0005129	Ds_00012164-RA	Dm_00011938-RA
OG0005130	Ds_00002663-RA	Dm_00017543-RA
OG0005131	Ds_00000367-RA	Dm_00016853-RA, Dm_00007778-RA
OG0005132	Ds_00006796-RA	Dm_00003362-RA
OG0005133	Ds_00006799-RA	Dm_00001091-RA
OG0005134	Ds_00012219-RA	Dm_00006301-RA
OG0005135	Ds_00003612-RA	Dm_00007899-RA
OG0005136	Ds_00001127-RA, Ds_00007761-RA	Dm_00001114-RA
OG0005137	Ds_00012215-RA	Dm_00007436-RA
OG0005138	Ds_00016533-RA	Dm_00008628-RA
OG0005139	Ds_00007975-RA	Dm_00000765-RA
OG0005140	Ds_00001787-RA	Dm_00012712-RA
OG0005141	Ds_00010431-RA	Dm_00015512-RA, Dm_00002444-RA
OG0005145	Ds_00005309-RA	Dm_00018175-RA
OG0005148	Ds_00007215-RA, Ds_00011474-RA, Ds_00007216-RA	Dm_00010336-RA, Dm_00005008-RA
OG0005149	Ds_00002653-RA	Dm_00004142-RA
OG0005152	Ds_00013302-RA	Dm_00005220-RA
OG0005153	Ds_00010652-RA	Dm_00006147-RA, Dm_00014334-RA
OG0005154	Ds_00017529-RA, Ds_00007218-RA	Dm_00012507-RA, Dm_00006728-RA
OG0005156	Ds_00015655-RA	Dm_00012241-RA
OG0005157	Ds_00009936-RA	Dm_00000648-RA
OG0005158	Ds_00011755-RA	Dm_00000862-RA
OG0005160	Ds_00005312-RA	Dm_00006761-RA
OG0005161	Ds_00014271-RA	Dm_00000630-RA
OG0005162	Ds_00010176-RA	Dm_00001338-RA
OG0005163	Ds_00008797-RA	Dm_00020240-RA
OG0005164	Ds_00000734-RA	Dm_00013658-RA, Dm_00007087-RA
OG0005167	Ds_00001362-RA	Dm_00002089-RA
OG0005167	Ds_00014624-RA	Dm_00000896-RA
OG0005169	Ds_00004227-RA	Dm_00008457-RA
OG0005170	Ds_00004612-RA	Dm_00013319-RA
OG0005171	Ds_00015730-RA	Dm_00021059-RA, Dm_00003616-RA, Dm_00000080-RA
OG0005172	Ds_00003573-RA	Dm_00014053-RA, Dm_00014556-RA
OG0005173	Ds_00012897-RA	Dm_00004533-RA
OG0005175	Ds_00007247-RA	Dm_00016228-RA
OG0005176	Ds_00009869-RA, Ds_00009870-RA, Ds_00016439-RA, Ds_00017628-RA	Dm_00007317-RA
OG0005177	Ds_00004214-RA	Dm_00008170-RA
