Orthogroup	D_spatulata.proteins	D_muscipula.proteins
OG0004161	Ds_00002787-RA	Dm_00001484-RA
OG0004163	Ds_00012589-RA	Dm_00004278-RA
OG0004166	Ds_00001862-RA, Ds_00008094-RA	Dm_00005853-RA
OG0004168	Ds_00004531-RA	Dm_00000429-RA
OG0004169	Ds_00012943-RA	Dm_00014993-RA
OG0004170	Ds_00015988-RA	Dm_00001567-RA
OG0004171	Ds_00003267-RA	Dm_00012437-RA
OG0004172	Ds_00005475-RA	Dm_00013075-RA
OG0004173	Ds_00010018-RA	Dm_00010547-RA
OG0004174	Ds_00001688-RA	Dm_00001522-RA
OG0004175	Ds_00009483-RA	Dm_00004058-RA
OG0004175	Ds_00012748-RA	Dm_00000348-RA
OG0004176	Ds_00016416-RA	Dm_00014883-RA, Dm_00014884-RA
OG0004178	Ds_00006408-RA	Dm_00012926-RA
OG0004178	Ds_00007403-RA	Dm_00009478-RA
OG0004179	Ds_00014299-RA	Dm_00000017-RA
OG0004180	Ds_00000248-RA	Dm_00015196-RA
OG0004181	Ds_00016338-RA	Dm_00013117-RA
OG0004181	Ds_00010464-RA, Ds_00016337-RA	Dm_00013116-RA
OG0004183	Ds_00010368-RA	Dm_00009218-RA
OG0004184	Ds_00005999-RA	Dm_00009769-RA
OG0004185	Ds_00013408-RA	Dm_00003209-RA
OG0004186	Ds_00010672-RA	Dm_00011118-RA
OG0004187	Ds_00014215-RA	Dm_00005620-RA
OG0004188	Ds_00014952-RA	Dm_00016270-RA, Dm_00002991-RA
OG0004188	Ds_00005750-RA	Dm_00005733-RA
OG0004189	Ds_00016238-RA	Dm_00007269-RA
OG0004190	Ds_00015405-RA	Dm_00003102-RA
OG0004191	Ds_00001546-RA	Dm_00018320-RA, Dm_00013503-RA
OG0004192	Ds_00015641-RA	Dm_00019937-RA
OG0004194	Ds_00014797-RA	Dm_00021058-RA, Dm_00010731-RA
OG0004195	Ds_00011522-RA	Dm_00002288-RA
OG0004196	Ds_00017826-RA	Dm_00005090-RA
OG0004197	Ds_00017008-RA, Ds_00001768-RA	Dm_00013600-RA, Dm_00006530-RA
OG0004198	Ds_00004492-RA	Dm_00005170-RA
OG0004199	Ds_00000383-RA	Dm_00009287-RA
OG0004200	Ds_00017835-RA	Dm_00015455-RA
OG0004202	Ds_00004118-RA	Dm_00019665-RA
OG0004203	Ds_00008092-RA	Dm_00017539-RA
OG0004205	Ds_00014541-RA	Dm_00018972-RA
OG0004206	Ds_00000830-RA	Dm_00005795-RA
OG0004207	Ds_00005198-RA	Dm_00011928-RA, Dm_00006227-RA
OG0004208	Ds_00015740-RA, Ds_00015739-RA	Dm_00007341-RA, Dm_00013624-RA
OG0004209	Ds_00005841-RA	Dm_00016895-RA, Dm_00004212-RA
OG0004210	Ds_00009594-RA	Dm_00016982-RA, Dm_00011607-RA
OG0004211	Ds_00010369-RA	Dm_00008012-RA, Dm_00002968-RA
OG0004213	Ds_00001306-RA	Dm_00006345-RA
OG0004214	Ds_00009170-RA	Dm_00009904-RA
OG0004215	Ds_00007428-RA	Dm_00010020-RA
OG0004216	Ds_00014360-RA	Dm_00009485-RA
OG0004217	Ds_00007865-RA, Ds_00015348-RA	Dm_00002734-RA
OG0004218	Ds_00004203-RA	Dm_00004754-RA, Dm_00002152-RA
OG0004219	Ds_00015014-RA	Dm_00002700-RA
OG0004220	Ds_00015629-RA, Ds_00012924-RA	Dm_00011380-RA
OG0004220	Ds_00009211-RA	Dm_00006631-RA
OG0004221	Ds_00001293-RA	Dm_00019190-RA, Dm_00012797-RA
OG0004223	Ds_00002777-RA	Dm_00001475-RA
OG0004224	Ds_00011417-RA, Ds_00003752-RA	Dm_00014318-RA
OG0004225	Ds_00003073-RA	Dm_00009212-RA
OG0004226	Ds_00004640-RA	Dm_00017718-RA, Dm_00020486-RA
OG0004227	Ds_00001209-RA, Ds_00014849-RA	Dm_00011439-RA
OG0004228	Ds_00006095-RA	Dm_00007257-RA
OG0004229	Ds_00006703-RA	Dm_00019933-RA
OG0004230	Ds_00001565-RA	Dm_00011255-RA, Dm_00006161-RA, Dm_00011254-RA
OG0004231	Ds_00003399-RA	Dm_00013072-RA
OG0004232	Ds_00003818-RA, Ds_00013781-RA	Dm_00001434-RA
OG0004233	Ds_00007781-RA	Dm_00008206-RA
OG0004234	Ds_00006148-RA	Dm_00003547-RA
OG0004235	Ds_00009194-RA	Dm_00018723-RA
OG0004236	Ds_00006147-RA	Dm_00003498-RA
OG0004237	Ds_00014483-RA	Dm_00006340-RA
OG0004238	Ds_00010869-RA	Dm_00009238-RA, Dm_00009237-RA
OG0004239	Ds_00003151-RA	Dm_00018810-RA
OG0004240	Ds_00004797-RA, Ds_00010768-RA	Dm_00009460-RA, Dm_00015269-RA
OG0004241	Ds_00012710-RA	Dm_00001928-RA
OG0004242	Ds_00001313-RA	Dm_00008529-RA
OG0004243	Ds_00011274-RA	Dm_00014062-RA
OG0004244	Ds_00006504-RA	Dm_00016820-RA
OG0004245	Ds_00003964-RA	Dm_00004465-RA
OG0004246	Ds_00004702-RA, Ds_00016828-RA	Dm_00018008-RA
OG0004248	Ds_00006816-RA	Dm_00012411-RA
OG0004249	Ds_00005027-RA	Dm_00012216-RA
OG0004250	Ds_00008096-RA	Dm_00010967-RA
OG0004251	Ds_00005450-RA	Dm_00006271-RA
OG0004252	Ds_00010933-RA	Dm_00011181-RA
OG0004253	Ds_00008884-RA	Dm_00005953-RA, Dm_00014306-RA
OG0004254	Ds_00011864-RA	Dm_00001083-RA
OG0004255	Ds_00011145-RA	Dm_00007550-RA
OG0004259	Ds_00016697-RA	Dm_00018430-RA
OG0004260	Ds_00008579-RA	Dm_00001708-RA
OG0004261	Ds_00014490-RA	Dm_00005015-RA
OG0004262	Ds_00013804-RA	Dm_00003324-RA, Dm_00008787-RA
OG0004263	Ds_00013173-RA, Ds_00017509-RA	Dm_00006641-RA
OG0004264	Ds_00011047-RA, Ds_00013487-RA	Dm_00006180-RA
OG0004265	Ds_00012617-RA	Dm_00010229-RA
OG0004266	Ds_00003302-RA	Dm_00013900-RA
OG0004267	Ds_00009023-RA	Dm_00012565-RA
OG0004268	Ds_00013513-RA	Dm_00012167-RA
OG0004269	Ds_00014118-RA	Dm_00014587-RA
OG0004270	Ds_00003749-RA, Ds_00011421-RA	Dm_00009090-RA
OG0004271	Ds_00004845-RA, Ds_00013104-RA	Dm_00011333-RA
OG0004272	Ds_00009060-RA, Ds_00009056-RA	Dm_00017000-RA
OG0004274	Ds_00007653-RA	Dm_00000237-RA
OG0004279	Ds_00014330-RA	Dm_00018539-RA
OG0004280	Ds_00001262-RA	Dm_00009162-RA
OG0004281	Ds_00010391-RA	Dm_00002513-RA
OG0004284	Ds_00013475-RA, Ds_00013836-RA	Dm_00018044-RA, Dm_00008861-RA, Dm_00008860-RA
OG0004284	Ds_00008701-RA, Ds_00007080-RA, Ds_00018078-RA, Ds_00017408-RA, Ds_00002985-RA	Dm_00015077-RA, Dm_00019698-RA, Dm_00014816-RA, Dm_00017290-RA, Dm_00015985-RA, Dm_00017889-RA, Dm_00014985-RA, Dm_00013029-RA, Dm_00008169-RA, Dm_00008168-RA, Dm_00019184-RA, Dm_00012946-RA, Dm_00013716-RA
OG0004294	Ds_00011913-RA, Ds_00001093-RA	Dm_00000855-RA
OG0004295	Ds_00010023-RA	Dm_00005580-RA
OG0004296	Ds_00000910-RA	Dm_00009907-RA
OG0004297	Ds_00006389-RA	Dm_00004363-RA
OG0004298	Ds_00017592-RA	Dm_00004008-RA
OG0004301	Ds_00013249-RA, Ds_00007137-RA	Dm_00014937-RA, Dm_00020469-RA, Dm_00010102-RA
OG0004302	Ds_00003108-RA	Dm_00019389-RA
OG0004302	Ds_00004711-RA	Dm_00018143-RA
OG0004303	Ds_00003836-RA	Dm_00005990-RA, Dm_00005989-RA
OG0004305	Ds_00003891-RA	Dm_00000613-RA
OG0004306	Ds_00016752-RA	Dm_00010306-RA
OG0004307	Ds_00007604-RA	Dm_00012453-RA, Dm_00018693-RA
OG0004308	Ds_00017786-RA	Dm_00009967-RA
OG0004309	Ds_00005078-RA, Ds_00003216-RA	Dm_00017742-RA, Dm_00008408-RA
OG0004311	Ds_00016690-RA, Ds_00007089-RA	Dm_00000960-RA
OG0004312	Ds_00011567-RA	Dm_00018427-RA, Dm_00002931-RA, Dm_00018304-RA
OG0004313	Ds_00002457-RA	Dm_00002634-RA
OG0004314	Ds_00013025-RA	Dm_00008605-RA
OG0004315	Ds_00004707-RA, Ds_00009195-RA	Dm_00013606-RA
OG0004316	Ds_00000845-RA	Dm_00001179-RA
OG0004317	Ds_00004696-RA	Dm_00012610-RA
OG0004318	Ds_00000824-RA	Dm_00009297-RA
OG0004320	Ds_00003874-RA	Dm_00000580-RA
OG0004322	Ds_00010079-RA	Dm_00004544-RA
OG0004323	Ds_00006452-RA	Dm_00015626-RA
OG0004325	Ds_00006929-RA	Dm_00000538-RA, Dm_00013156-RA
OG0004326	Ds_00000930-RA	Dm_00002930-RA
OG0004327	Ds_00012399-RA	Dm_00002479-RA
OG0004328	Ds_00017927-RA	Dm_00019038-RA
OG0004329	Ds_00012675-RA	Dm_00003127-RA, Dm_00001275-RA
OG0004330	Ds_00012517-RA, Ds_00011641-RA	Dm_00003237-RA, Dm_00004196-RA
OG0004331	Ds_00003120-RA	Dm_00010644-RA
OG0004334	Ds_00004759-RA, Ds_00000880-RA	Dm_00011028-RA
OG0004335	Ds_00011076-RA	Dm_00009527-RA
OG0004336	Ds_00010171-RA	Dm_00008762-RA
OG0004338	Ds_00003316-RA	Dm_00019383-RA, Dm_00002978-RA
OG0004339	Ds_00003200-RA	Dm_00009165-RA
OG0004340	Ds_00010338-RA, Ds_00015415-RA	Dm_00009117-RA
OG0004341	Ds_00014898-RA, Ds_00010787-RA	Dm_00014596-RA
OG0004343	Ds_00008946-RA	Dm_00009074-RA
OG0004344	Ds_00017158-RA	Dm_00007113-RA
OG0004345	Ds_00015295-RA, Ds_00010806-RA	Dm_00008127-RA, Dm_00002985-RA
OG0004346	Ds_00000568-RA	Dm_00003393-RA
OG0004347	Ds_00014900-RA	Dm_00010946-RA
OG0004347	Ds_00012106-RA, Ds_00009067-RA	Dm_00018141-RA, Dm_00014926-RA
OG0004348	Ds_00013744-RA	Dm_00013128-RA, Dm_00001212-RA
OG0004349	Ds_00017956-RA, Ds_00011997-RA	Dm_00009324-RA
OG0004352	Ds_00015559-RA	Dm_00000811-RA
OG0004354	Ds_00005717-RA	Dm_00020676-RA
OG0004355	Ds_00016804-RA	Dm_00002454-RA, Dm_00002392-RA
OG0004356	Ds_00003885-RA	Dm_00013067-RA
OG0004359	Ds_00007030-RA	Dm_00010528-RA, Dm_00013202-RA
OG0004360	Ds_00000480-RA	Dm_00017632-RA
OG0004361	Ds_00003125-RA	Dm_00006914-RA
OG0004362	Ds_00007041-RA	Dm_00020973-RA
OG0004362	Ds_00015293-RA, Ds_00014868-RA	Dm_00019292-RA
OG0004363	Ds_00014260-RA	Dm_00003338-RA
OG0004364	Ds_00005790-RA	Dm_00001169-RA
OG0004365	Ds_00002675-RA	Dm_00018909-RA
OG0004366	Ds_00005964-RA	Dm_00009544-RA
OG0004367	Ds_00001256-RA	Dm_00013142-RA, Dm_00020072-RA
OG0004368	Ds_00002695-RA	Dm_00012172-RA, Dm_00016026-RA
OG0004370	Ds_00005768-RA	Dm_00001282-RA
OG0004371	Ds_00006762-RA	Dm_00013515-RA
OG0004372	Ds_00011246-RA	Dm_00012405-RA
OG0004373	Ds_00014358-RA	Dm_00013031-RA, Dm_00014286-RA
OG0004375	Ds_00001441-RA	Dm_00016284-RA
OG0004376	Ds_00003231-RA	Dm_00008306-RA
OG0004377	Ds_00009476-RA	Dm_00003216-RA
OG0004378	Ds_00000304-RA	Dm_00003491-RA
OG0004379	Ds_00000577-RA, Ds_00000578-RA	Dm_00002491-RA
OG0004381	Ds_00016520-RA	Dm_00004878-RA
OG0004382	Ds_00003725-RA	Dm_00001912-RA
OG0004384	Ds_00004808-RA	Dm_00014237-RA
OG0004384	Ds_00009111-RA	Dm_00005316-RA
OG0004387	Ds_00013548-RA	Dm_00016553-RA
OG0004389	Ds_00013431-RA	Dm_00002266-RA
OG0004389	Ds_00001431-RA	Dm_00009805-RA
OG0004390	Ds_00002289-RA	Dm_00009004-RA
OG0004391	Ds_00004670-RA	Dm_00010806-RA
OG0004392	Ds_00016553-RA	Dm_00006185-RA
OG0004393	Ds_00016739-RA, Ds_00016693-RA	Dm_00005628-RA
OG0004394	Ds_00003619-RA	Dm_00008708-RA
OG0004395	Ds_00000176-RA	Dm_00018439-RA
OG0004397	Ds_00014031-RA	Dm_00017915-RA, Dm_00017913-RA
OG0004398	Ds_00005390-RA	Dm_00002756-RA
OG0004399	Ds_00014417-RA	Dm_00001870-RA
OG0004400	Ds_00006786-RA	Dm_00002754-RA
OG0004400	Ds_00011859-RA	Dm_00001074-RA
OG0004401	Ds_00003398-RA	Dm_00012042-RA
OG0004403	Ds_00011230-RA	Dm_00009325-RA
OG0004404	Ds_00009151-RA, Ds_00010538-RA	Dm_00017321-RA
OG0004405	Ds_00014876-RA	Dm_00012025-RA
OG0004406	Ds_00016220-RA, Ds_00010418-RA	Dm_00003242-RA
OG0004407	Ds_00002626-RA	Dm_00013375-RA
OG0004408	Ds_00010881-RA	Dm_00011824-RA
OG0004411	Ds_00011304-RA	Dm_00012865-RA
OG0004412	Ds_00005134-RA	Dm_00018552-RA
OG0004413	Ds_00007788-RA	Dm_00018688-RA, Dm_00019618-RA
OG0004415	Ds_00006483-RA	Dm_00012383-RA
OG0004416	Ds_00014162-RA	Dm_00010001-RA
OG0004417	Ds_00017006-RA, Ds_00002176-RA, Ds_00001773-RA	Dm_00009642-RA, Dm_00005444-RA
OG0004418	Ds_00017469-RA, Ds_00017470-RA	Dm_00012386-RA
OG0004419	Ds_00004574-RA	Dm_00005922-RA
OG0004420	Ds_00001703-RA	Dm_00004125-RA
OG0004421	Ds_00018063-RA	Dm_00013395-RA
OG0004422	Ds_00005046-RA	Dm_00016858-RA
OG0004423	Ds_00014815-RA	Dm_00003156-RA
OG0004424	Ds_00009497-RA	Dm_00000332-RA, Dm_00005907-RA
OG0004426	Ds_00007298-RA	Dm_00003307-RA, Dm_00002960-RA
OG0004427	Ds_00009954-RA	Dm_00005497-RA, Dm_00003082-RA
OG0004428	Ds_00011902-RA	Dm_00014513-RA
OG0004429	Ds_00010435-RA	Dm_00009092-RA, Dm_00014772-RA
OG0004430	Ds_00010382-RA	Dm_00020616-RA
OG0004431	Ds_00016384-RA	Dm_00002055-RA
OG0004432	Ds_00008233-RA, Ds_00016997-RA	Dm_00001021-RA
OG0004433	Ds_00002417-RA	Dm_00021062-RA
OG0004433	Ds_00013052-RA	Dm_00008882-RA
OG0004434	Ds_00010618-RA	Dm_00006607-RA
OG0004435	Ds_00016006-RA	Dm_00003017-RA
OG0004436	Ds_00010000-RA	Dm_00006205-RA, Dm_00006228-RA
OG0004438	Ds_00014247-RA	Dm_00000645-RA
OG0004439	Ds_00003853-RA	Dm_00001854-RA
OG0004440	Ds_00003463-RA	Dm_00009415-RA
OG0004441	Ds_00001300-RA	Dm_00017378-RA
OG0004442	Ds_00012076-RA, Ds_00016387-RA	Dm_00010706-RA
OG0004444	Ds_00002623-RA	Dm_00002154-RA
OG0004445	Ds_00011310-RA	Dm_00007188-RA
OG0004446	Ds_00016174-RA, Ds_00017246-RA, Ds_00012429-RA	Dm_00010767-RA, Dm_00004750-RA
OG0004447	Ds_00007962-RA	Dm_00000750-RA
OG0004448	Ds_00009204-RA	Dm_00020502-RA
OG0004449	Ds_00002610-RA	Dm_00018834-RA
OG0004450	Ds_00009819-RA	Dm_00006714-RA, Dm_00002247-RA
OG0004451	Ds_00002353-RA	Dm_00012908-RA
OG0004452	Ds_00015764-RA	Dm_00002246-RA
OG0004453	Ds_00009532-RA	Dm_00014777-RA
OG0004454	Ds_00008524-RA	Dm_00016072-RA, Dm_00000395-RA
OG0004455	Ds_00012530-RA	Dm_00013878-RA
OG0004457	Ds_00002311-RA	Dm_00020192-RA
OG0004458	Ds_00000677-RA, Ds_00002445-RA	Dm_00006486-RA
OG0004459	Ds_00004522-RA	Dm_00018049-RA
OG0004460	Ds_00014270-RA	Dm_00000631-RA
OG0004461	Ds_00007286-RA, Ds_00012877-RA	Dm_00000104-RA
OG0004463	Ds_00001344-RA	Dm_00008007-RA
OG0004464	Ds_00013995-RA	Dm_00019978-RA
OG0004466	Ds_00004749-RA	Dm_00016183-RA
OG0004467	Ds_00016012-RA	Dm_00020739-RA
OG0004468	Ds_00012925-RA	Dm_00016052-RA
OG0004469	Ds_00002307-RA	Dm_00010703-RA
OG0004470	Ds_00000801-RA, Ds_00002372-RA	Dm_00009042-RA
OG0004471	Ds_00009679-RA, Ds_00011449-RA	Dm_00014103-RA, Dm_00011504-RA
OG0004472	Ds_00016488-RA	Dm_00012975-RA
OG0004473	Ds_00002042-RA	Dm_00013439-RA
OG0004474	Ds_00016522-RA	Dm_00007097-RA, Dm_00004874-RA
OG0004475	Ds_00008723-RA	Dm_00010833-RA
OG0004475	Ds_00005691-RA	Dm_00006262-RA
OG0004476	Ds_00006033-RA	Dm_00009509-RA
OG0004477	Ds_00014184-RA, Ds_00018053-RA, Ds_00014185-RA	Dm_00010542-RA
OG0004478	Ds_00011535-RA	Dm_00003850-RA
OG0004479	Ds_00003590-RA	Dm_00012356-RA
OG0004480	Ds_00016463-RA	Dm_00008219-RA
OG0004481	Ds_00015213-RA	Dm_00014243-RA, Dm_00001465-RA
OG0004483	Ds_00015506-RA	Dm_00013747-RA
OG0004484	Ds_00004924-RA	Dm_00001906-RA
OG0004485	Ds_00014836-RA	Dm_00012956-RA
OG0004486	Ds_00013716-RA	Dm_00006690-RA
OG0004487	Ds_00013763-RA, Ds_00009710-RA	Dm_00000308-RA
OG0004489	Ds_00002480-RA	Dm_00002493-RA
OG0004491	Ds_00002236-RA	Dm_00004078-RA
OG0004493	Ds_00011102-RA, Ds_00017744-RA	Dm_00007876-RA, Dm_00011075-RA
OG0004494	Ds_00015098-RA	Dm_00013985-RA, Dm_00007213-RA
OG0004495	Ds_00002706-RA	Dm_00014919-RA
OG0004496	Ds_00001159-RA, Ds_00017985-RA	Dm_00010146-RA, Dm_00016293-RA
OG0004497	Ds_00013962-RA	Dm_00007281-RA
OG0004498	Ds_00016834-RA	Dm_00001880-RA
OG0004499	Ds_00009499-RA	Dm_00020594-RA, Dm_00000325-RA
OG0004500	Ds_00007510-RA	Dm_00004307-RA
OG0004501	Ds_00001240-RA	Dm_00003643-RA
OG0004502	Ds_00014889-RA	Dm_00011901-RA
OG0004503	Ds_00006040-RA	Dm_00019086-RA
OG0004504	Ds_00007731-RA	Dm_00009411-RA
OG0004505	Ds_00004498-RA	Dm_00007537-RA, Dm_00008184-RA
OG0004506	Ds_00016039-RA, Ds_00009196-RA	Dm_00018069-RA
OG0004507	Ds_00016718-RA	Dm_00018507-RA, Dm_00016878-RA
OG0004508	Ds_00003274-RA, Ds_00008730-RA	Dm_00020382-RA
OG0004509	Ds_00005754-RA, Ds_00005753-RA	Dm_00008847-RA
OG0004510	Ds_00007439-RA	Dm_00006919-RA, Dm_00020335-RA
OG0004511	Ds_00001404-RA	Dm_00019536-RA
OG0004512	Ds_00000501-RA	Dm_00007716-RA
OG0004514	Ds_00011863-RA	Dm_00003363-RA
OG0004515	Ds_00015525-RA	Dm_00001223-RA
OG0004516	Ds_00003625-RA	Dm_00007809-RA
OG0004517	Ds_00006184-RA, Ds_00004535-RA	Dm_00000423-RA
OG0004518	Ds_00002351-RA	Dm_00019769-RA
OG0004519	Ds_00000997-RA	Dm_00017693-RA
OG0004520	Ds_00015453-RA	Dm_00002508-RA, Dm_00018267-RA
OG0004521	Ds_00000524-RA	Dm_00003024-RA, Dm_00001360-RA
OG0004522	Ds_00016494-RA	Dm_00010373-RA
OG0004523	Ds_00008389-RA	Dm_00005057-RA
OG0004524	Ds_00015593-RA	Dm_00011029-RA
OG0004525	Ds_00009453-RA	Dm_00011814-RA
OG0004526	Ds_00002743-RA	Dm_00014551-RA
OG0004527	Ds_00001854-RA	Dm_00012165-RA, Dm_00014675-RA
OG0004528	Ds_00006444-RA	Dm_00008326-RA
OG0004528	Ds_00006259-RA	Dm_00003546-RA
OG0004530	Ds_00008185-RA	Dm_00007965-RA
OG0004531	Ds_00010596-RA	Dm_00011001-RA
OG0004532	Ds_00007640-RA	Dm_00016049-RA
OG0004533	Ds_00015577-RA	Dm_00016522-RA
OG0004533	Ds_00006390-RA	Dm_00009109-RA
OG0004535	Ds_00014414-RA	Dm_00015001-RA, Dm_00010366-RA
OG0004536	Ds_00001618-RA	Dm_00009183-RA
OG0004537	Ds_00003756-RA	Dm_00002604-RA
OG0004538	Ds_00005476-RA	Dm_00006669-RA
OG0004539	Ds_00013026-RA	Dm_00020678-RA
OG0004540	Ds_00016187-RA	Dm_00013267-RA
OG0004542	Ds_00015617-RA, Ds_00003580-RA	Dm_00013272-RA
OG0004543	Ds_00003450-RA	Dm_00000664-RA
OG0004544	Ds_00010931-RA	Dm_00021005-RA, Dm_00006773-RA
OG0004545	Ds_00011939-RA	Dm_00018348-RA
OG0004545	Ds_00007365-RA	Dm_00014859-RA
OG0004546	Ds_00013007-RA	Dm_00018646-RA, Dm_00017238-RA
OG0004548	Ds_00001540-RA	Dm_00008639-RA
OG0004549	Ds_00005316-RA	Dm_00011842-RA
OG0004551	Ds_00007057-RA	Dm_00013416-RA
OG0004552	Ds_00004563-RA	Dm_00005830-RA
OG0004553	Ds_00003793-RA	Dm_00005177-RA
OG0004554	Ds_00013502-RA	Dm_00014052-RA
OG0004555	Ds_00012425-RA	Dm_00019549-RA, Dm_00016409-RA
OG0004556	Ds_00000151-RA	Dm_00006750-RA
OG0004557	Ds_00016850-RA	Dm_00009852-RA
OG0004559	Ds_00008106-RA	Dm_00005243-RA, Dm_00011807-RA
OG0004560	Ds_00002624-RA, Ds_00009990-RA	Dm_00015841-RA
OG0004561	Ds_00003789-RA	Dm_00008790-RA
OG0004562	Ds_00008596-RA	Dm_00012382-RA, Dm_00018751-RA
OG0004563	Ds_00000415-RA	Dm_00012905-RA
OG0004564	Ds_00010557-RA	Dm_00002167-RA
OG0004566	Ds_00008591-RA	Dm_00007790-RA
OG0004567	Ds_00008260-RA, Ds_00011596-RA	Dm_00008159-RA
OG0004568	Ds_00008045-RA, Ds_00008044-RA	Dm_00012588-RA
OG0004569	Ds_00000071-RA	Dm_00006657-RA
OG0004569	Ds_00007348-RA, Ds_00007351-RA, Ds_00000899-RA, Ds_00008281-RA, Ds_00016474-RA	Dm_00017475-RA
OG0004569	Ds_00007349-RA	Dm_00011985-RA
OG0004570	Ds_00016763-RA, Ds_00007767-RA	Dm_00012188-RA
OG0004571	Ds_00003791-RA, Ds_00013802-RA	Dm_00008794-RA
OG0004572	Ds_00013074-RA	Dm_00006795-RA, Dm_00011822-RA
OG0004573	Ds_00001544-RA	Dm_00015498-RA
OG0004574	Ds_00002216-RA	Dm_00017566-RA
OG0004574	Ds_00001758-RA	Dm_00006175-RA
OG0004575	Ds_00005576-RA	Dm_00000408-RA
OG0004577	Ds_00005116-RA	Dm_00016901-RA
OG0004578	Ds_00000785-RA	Dm_00018823-RA
OG0004578	Ds_00008486-RA	Dm_00018003-RA, Dm_00014931-RA
OG0004579	Ds_00010549-RA	Dm_00011565-RA
OG0004580	Ds_00004005-RA	Dm_00006497-RA
OG0004581	Ds_00016180-RA	Dm_00010387-RA, Dm_00010389-RA
OG0004582	Ds_00013483-RA	Dm_00019479-RA
OG0004583	Ds_00017355-RA	Dm_00004424-RA
OG0004585	Ds_00004778-RA	Dm_00013914-RA
OG0004587	Ds_00009932-RA	Dm_00004590-RA
OG0004588	Ds_00012737-RA	Dm_00000357-RA
OG0004590	Ds_00014204-RA	Dm_00005073-RA
OG0004590	Ds_00008420-RA	Dm_00012193-RA
OG0004591	Ds_00008533-RA	Dm_00003201-RA
OG0004592	Ds_00016902-RA	Dm_00013666-RA
OG0004593	Ds_00010771-RA	Dm_00015258-RA
OG0004594	Ds_00017303-RA	Dm_00000870-RA
OG0004595	Ds_00013508-RA	Dm_00008959-RA
OG0004596	Ds_00000156-RA	Dm_00011346-RA
OG0004598	Ds_00012669-RA, Ds_00015133-RA	Dm_00008139-RA, Dm_00000020-RA, Dm_00002974-RA, Dm_00006621-RA, Dm_00009175-RA, Dm_00010924-RA
OG0004598	Ds_00016737-RA	Dm_00010100-RA
OG0004598	Ds_00014530-RA, Ds_00017330-RA	Dm_00008853-RA, Dm_00013397-RA
OG0004599	Ds_00012660-RA	Dm_00008845-RA, Dm_00004480-RA
OG0004600	Ds_00015961-RA	Dm_00000064-RA, Dm_00002535-RA
OG0004601	Ds_00002683-RA, Ds_00007614-RA	Dm_00008843-RA
OG0004605	Ds_00016906-RA	Dm_00010085-RA
OG0004606	Ds_00016188-RA	Dm_00012732-RA
OG0004622	Ds_00009561-RA	Dm_00017924-RA, Dm_00014269-RA
OG0004623	Ds_00014425-RA, Ds_00015146-RA	Dm_00014781-RA
OG0004624	Ds_00016204-RA	Dm_00016200-RA
OG0004626	Ds_00004011-RA	Dm_00001973-RA
OG0004628	Ds_00011134-RA	Dm_00014571-RA
OG0004629	Ds_00017683-RA	Dm_00014290-RA, Dm_00009400-RA, Dm_00009401-RA, Dm_00014289-RA
OG0004630	Ds_00008705-RA	Dm_00000790-RA
OG0004633	Ds_00012703-RA	Dm_00001938-RA
OG0004634	Ds_00009782-RA	Dm_00002742-RA
OG0004635	Ds_00006956-RA	Dm_00002783-RA
OG0004636	Ds_00007879-RA	Dm_00001149-RA
OG0004637	Ds_00006131-RA, Ds_00006983-RA	Dm_00002524-RA
OG0004638	Ds_00002641-RA, Ds_00002639-RA	Dm_00006522-RA
OG0004639	Ds_00008864-RA	Dm_00015080-RA
OG0004640	Ds_00012873-RA, Ds_00012874-RA, Ds_00001604-RA	Dm_00013899-RA
OG0004641	Ds_00017768-RA	Dm_00012627-RA
OG0004643	Ds_00004546-RA	Dm_00005042-RA
OG0004644	Ds_00007776-RA	Dm_00005923-RA
OG0004645	Ds_00013586-RA	Dm_00012417-RA, Dm_00003248-RA
OG0004646	Ds_00003905-RA	Dm_00001795-RA, Dm_00001638-RA
OG0004649	Ds_00017678-RA, Ds_00011462-RA	Dm_00005260-RA
OG0004650	Ds_00006685-RA	Dm_00001207-RA, Dm_00009026-RA
OG0004652	Ds_00017717-RA	Dm_00002564-RA, Dm_00001535-RA
OG0004653	Ds_00013933-RA	Dm_00011470-RA
OG0004654	Ds_00016815-RA	Dm_00009031-RA, Dm_00001210-RA
OG0004655	Ds_00001504-RA, Ds_00005452-RA	Dm_00013290-RA
OG0004656	Ds_00017672-RA	Dm_00008495-RA
OG0004658	Ds_00012734-RA	Dm_00000359-RA
OG0004660	Ds_00013936-RA	Dm_00009748-RA, Dm_00018549-RA
OG0004661	Ds_00007827-RA	Dm_00008668-RA
OG0004662	Ds_00014990-RA	Dm_00005365-RA
OG0004663	Ds_00015795-RA	Dm_00001399-RA
OG0004665	Ds_00007624-RA	Dm_00011338-RA
OG0004666	Ds_00014588-RA	Dm_00009187-RA
OG0004667	Ds_00006564-RA, Ds_00001017-RA	Dm_00013594-RA
OG0004668	Ds_00001037-RA, Ds_00006700-RA	Dm_00014665-RA
OG0004669	Ds_00010977-RA	Dm_00007821-RA
OG0004670	Ds_00005703-RA	Dm_00001552-RA
OG0004671	Ds_00000388-RA	Dm_00020083-RA
OG0004671	Ds_00002305-RA	Dm_00004358-RA
OG0004672	Ds_00001220-RA	Dm_00013712-RA
