Orthogroup	A_vesiculosa.proteins	A_hypochondriacus.proteins
OG0001494	Av_00012238-RA, Av_00005369-RA, Av_00021828-RA, Av_00002627-RA	AH009708-RA, AH004556-RA, AH005163-RA
OG0001495	Av_00015494-RA	AH004706-RA
OG0001496	Av_00011247-RA, Av_00001775-RA, Av_00009324-RA, Av_00012438-RA	AH015639-RA, AH017553-RA
OG0001497	Av_00011296-RA	AH017974-RA
OG0001500	Av_00003947-RA, Av_00012192-RA	AH022764-RA
OG0001500	Av_00006382-RA	AH004013-RA
OG0001501	Av_00013543-RA	AH011793-RA
OG0001501	Av_00000914-RA	AH004798-RA, AH004437-RA
OG0001503	Av_00008977-RA	AH021433-RA, AH014871-RA
OG0001504	Av_00010549-RA	AH004239-RA
OG0001512	Av_00023088-RA	AH013868-RA
OG0001514	Av_00014120-RA, Av_00010564-RA, Av_00005936-RA	AH017039-RA, AH021572-RA
OG0001515	Av_00010514-RA	AH003434-RA, AH006054-RA
OG0001515	Av_00012663-RA, Av_00024002-RA, Av_00024948-RA, Av_00023682-RA, Av_00024340-RA	AH015494-RA
OG0001516	Av_00016840-RA	AH005253-RA
OG0001516	Av_00022845-RA, Av_00020167-RA	AH000189-RA
OG0001517	Av_00017039-RA, Av_00023471-RA, Av_00019212-RA, Av_00000591-RA	AH019389-RA
OG0001518	Av_00017260-RA, Av_00005690-RA	AH023106-RA, AH016382-RA
OG0001519	Av_00011976-RA	AH016337-RA
OG0001520	Av_00009000-RA, Av_00021949-RA	AH015674-RA
OG0001521	Av_00001518-RA	AH022181-RA
OG0001522	Av_00016732-RA	AH015532-RA, AH015520-RA
OG0001522	Av_00017003-RA, Av_00015176-RA, Av_00010371-RA, Av_00024713-RA, Av_00024328-RA, Av_00023699-RA	AH023769-RA
OG0001523	Av_00000195-RA	AH007670-RA
OG0001523	Av_00001679-RA, Av_00017714-RA	AH022364-RA
OG0001524	Av_00006881-RA, Av_00024543-RA	AH017715-RA, AH002670-RA
OG0001525	Av_00021908-RA, Av_00022128-RA	AH006762-RA, AH020397-RA
OG0001526	Av_00006011-RA, Av_00014187-RA, Av_00021288-RA, Av_00005574-RA	AH015758-RA, AH014280-RA, AH021055-RA
OG0001528	Av_00011875-RA, Av_00007017-RA	AH007671-RA, AH010895-RA
OG0001529	Av_00017021-RA, Av_00023732-RA, Av_00000612-RA	AH019819-RA, AH011850-RA
OG0001530	Av_00014884-RA, Av_00008100-RA	AH007467-RA, AH011121-RA
OG0001531	Av_00012696-RA, Av_00018523-RA, Av_00012769-RA	AH000115-RA, AH001300-RA
OG0001532	Av_00002927-RA	AH012646-RA, AH021841-RA, AH012645-RA
OG0001533	Av_00017068-RA	AH019844-RA
OG0001534	Av_00008159-RA, Av_00014390-RA	AH007653-RA
OG0001534	Av_00021550-RA, Av_00006709-RA	AH006906-RA
OG0001535	Av_00003852-RA	AH023126-RA, AH016342-RA
OG0001535	Av_00016818-RA	AH013198-RA, AH022452-RA
OG0001536	Av_00004713-RA	AH008112-RA
OG0001538	Av_00021595-RA, Av_00000457-RA	AH005733-RA
OG0001539	Av_00023852-RA	AH008664-RA
OG0001540	Av_00012671-RA, Av_00014476-RA, Av_00021734-RA	AH006766-RA
OG0001541	Av_00006050-RA, Av_00005436-RA, Av_00003002-RA, Av_00010334-RA	AH011400-RA, AH018319-RA
OG0001542	Av_00006627-RA, Av_00022975-RA, Av_00015084-RA	AH007379-RA, AH010616-RA, AH007380-RA, AH010614-RA
OG0001543	Av_00004296-RA, Av_00004582-RA	AH000480-RA, AH002311-RA
OG0001543	Av_00004060-RA	AH016806-RA, AH023695-RA
OG0001544	Av_00013718-RA	AH006013-RA
OG0001544	Av_00010021-RA	AH002179-RA
OG0001546	Av_00002016-RA	AH003708-RA
OG0001547	Av_00012296-RA, Av_00004417-RA	AH001886-RA
OG0001549	Av_00000359-RA	AH006003-RA
OG0001549	Av_00020522-RA	AH011434-RA
OG0001550	Av_00023215-RA	AH005336-RA
OG0001552	Av_00009861-RA, Av_00011071-RA	AH002282-RA
OG0001553	Av_00007903-RA	AH014799-RA, AH011523-RA, AH011525-RA, AH018422-RA, AH007015-RA, AH009840-RA, AH009838-RA
OG0001554	Av_00010118-RA, Av_00014295-RA	AH000012-RA, AH001040-RA
OG0001555	Av_00022282-RA	AH021908-RA
OG0001556	Av_00006066-RA	AH018570-RA
OG0001557	Av_00000213-RA	AH008030-RA
OG0001558	Av_00021602-RA	AH012625-RA
OG0001559	Av_00007390-RA, Av_00005850-RA	AH020715-RA
OG0001560	Av_00015964-RA, Av_00007279-RA	AH000873-RA, AH002203-RA
OG0001561	Av_00021838-RA, Av_00011633-RA	AH010269-RA
OG0001562	Av_00024410-RA, Av_00023877-RA, Av_00022771-RA	AH011308-RA, AH018064-RA
OG0001564	Av_00021244-RA, Av_00001102-RA, Av_00008236-RA	AH016999-RA, AH015901-RA
OG0001565	Av_00019971-RA	AH017805-RA
OG0001566	Av_00007226-RA	AH021133-RA
OG0001567	Av_00011773-RA, Av_00016635-RA	AH010648-RA
OG0001568	Av_00024699-RA, Av_00016701-RA, Av_00009189-RA	AH019584-RA, AH012136-RA
OG0001569	Av_00008012-RA, Av_00006788-RA	AH000501-RA, AH001571-RA
OG0001569	Av_00019074-RA, Av_00019541-RA	AH014453-RA, AH020904-RA
OG0001571	Av_00009033-RA, Av_00021625-RA	AH020835-RA
OG0001572	Av_00009050-RA, Av_00005849-RA	AH014037-RA, AH020717-RA, AH013849-RA
OG0001573	Av_00010381-RA, Av_00014547-RA	AH018757-RA
OG0001573	Av_00019869-RA	AH009107-RA
OG0001574	Av_00014278-RA, Av_00010142-RA, Av_00023542-RA	AH000159-RA
OG0001575	Av_00020657-RA	AH005708-RA, AH003867-RA
OG0001575	Av_00012073-RA	AH020270-RA
OG0001576	Av_00022514-RA, Av_00014626-RA, Av_00008588-RA	AH019735-RA
OG0001577	Av_00011428-RA, Av_00014656-RA	AH009649-RA
OG0001578	Av_00007339-RA, Av_00021060-RA	AH013857-RA
OG0001579	Av_00018358-RA	AH021246-RA, AH020704-RA, AH021245-RA, AH014673-RA
OG0001579	Av_00022942-RA, Av_00022391-RA	AH006300-RA
OG0001580	Av_00024234-RA, Av_00005064-RA	AH021876-RA
OG0001582	Av_00005571-RA, Av_00006014-RA	AH014750-RA
OG0001583	Av_00014066-RA	AH018912-RA
OG0001586	Av_00012613-RA, Av_00002942-RA, Av_00012614-RA, Av_00010284-RA, Av_00018023-RA	AH012591-RA
OG0001587	Av_00015378-RA, Av_00001860-RA, Av_00013698-RA	AH003514-RA, AH006204-RA, AH003513-RA, AH006205-RA, AH003516-RA, AH006202-RA
OG0001588	Av_00010023-RA	AH008356-RA
OG0001589	Av_00013389-RA	AH008522-RA, AH008513-RA
OG0001590	Av_00019774-RA	AH020921-RA, AH014461-RA
OG0001590	Av_00005362-RA	AH004501-RA
OG0001591	Av_00006278-RA, Av_00020913-RA, Av_00008919-RA	AH008591-RA
OG0001592	Av_00016630-RA, Av_00001333-RA	AH007393-RA, AH011246-RA
OG0001593	Av_00021554-RA, Av_00003345-RA, Av_00010820-RA	AH004818-RA, AH004453-RA
OG0001593	Av_00011641-RA, Av_00017934-RA	AH004192-RA
OG0001594	Av_00023317-RA, Av_00016047-RA	AH009561-RA
OG0001595	Av_00020566-RA	AH018780-RA
OG0001596	Av_00016228-RA, Av_00016078-RA, Av_00016129-RA	AH007854-RA, AH010717-RA, AH007856-RA
OG0001597	Av_00005761-RA, Av_00012207-RA, Av_00003917-RA	AH000800-RA, AH002278-RA, AH022884-RA, AH016538-RA, AH016535-RA, AH016540-RA
OG0001598	Av_00019614-RA	AH018334-RA, AH012424-RA
OG0001600	Av_00024193-RA, Av_00015520-RA, Av_00016974-RA, Av_00007570-RA	AH004006-RA, AH005577-RA
OG0001601	Av_00005327-RA	AH004781-RA, AH004422-RA
OG0001601	Av_00017698-RA, Av_00001714-RA	AH002490-RA, AH017979-RA
OG0001602	Av_00001742-RA	AH017636-RA, AH017638-RA, AH017639-RA, AH017637-RA, AH002785-RA, AH002786-RA
OG0001603	Av_00007628-RA	AH005494-RA
OG0001604	Av_00019884-RA, Av_00017844-RA	AH018441-RA
OG0001605	Av_00025071-RA, Av_00017132-RA	AH021091-RA, AH014324-RA
OG0001606	Av_00019480-RA	AH007949-RA
OG0001616	Av_00022709-RA	AH019309-RA
OG0001617	Av_00004824-RA, Av_00003406-RA, Av_00009570-RA, Av_00021286-RA	AH013605-RA, AH013606-RA
OG0001618	Av_00013425-RA, Av_00015794-RA, Av_00023871-RA, Av_00017831-RA	AH000040-RA, AH015948-RA, AH015947-RA
OG0001619	Av_00011119-RA, Av_00004313-RA	AH016052-RA
OG0001620	Av_00003366-RA	AH004529-RA, AH005206-RA
OG0001620	Av_00019139-RA	AH000134-RA
OG0001621	Av_00014910-RA, Av_00008136-RA	AH007697-RA, AH010947-RA
OG0001622	Av_00004273-RA	AH006278-RA, AH003798-RA, AH005847-RA
OG0001624	Av_00019779-RA, Av_00021712-RA, Av_00021714-RA, Av_00012157-RA, Av_00003998-RA, Av_00009063-RA	AH016256-RA, AH000056-RA
OG0001625	Av_00002936-RA, Av_00012611-RA	AH021810-RA
OG0001626	Av_00007019-RA, Av_00004336-RA, Av_00014391-RA, Av_00011884-RA, Av_00006504-RA	AH010876-RA, AH007655-RA
OG0001627	Av_00002902-RA	AH021888-RA
OG0001628	Av_00006633-RA, Av_00022980-RA, Av_00001341-RA, Av_00001338-RA, Av_00015130-RA	AH010604-RA, AH015409-RA, AH011786-RA
OG0001629	Av_00005739-RA	AH016468-RA
OG0001630	Av_00023556-RA	AH019887-RA, AH022022-RA, AH007171-RA
OG0001632	Av_00008197-RA, Av_00004363-RA, Av_00001147-RA, Av_00014344-RA	AH015907-RA, AH016987-RA
OG0001633	Av_00019919-RA	AH003943-RA, AH006131-RA
OG0001634	Av_00003829-RA, Av_00005420-RA, Av_00002980-RA, Av_00010323-RA	AH015294-RA, AH015297-RA
OG0001636	Av_00022228-RA, Av_00022176-RA	AH012598-RA, AH021811-RA
OG0001637	Av_00023999-RA	AH005474-RA
OG0001637	Av_00012110-RA	AH016831-RA
OG0001638	Av_00011622-RA	AH005319-RA
OG0001639	Av_00001235-RA, Av_00014883-RA, Av_00016524-RA	AH011132-RA, AH007459-RA
OG0001640	Av_00010794-RA, Av_00010018-RA	AH016716-RA, AH008367-RA
OG0001641	Av_00015742-RA, Av_00022555-RA, Av_00024734-RA, Av_00000164-RA	AH008205-RA, AH010173-RA
OG0001642	Av_00008828-RA, Av_00008829-RA, Av_00008827-RA, Av_00018754-RA	AH000897-RA, AH002189-RA
OG0001644	Av_00023428-RA, Av_00023421-RA	AH021046-RA
OG0001646	Av_00006033-RA	AH012811-RA, AH021919-RA
OG0001647	Av_00020081-RA	AH021285-RA
OG0001648	Av_00020655-RA, Av_00017750-RA	AH009888-RA, AH009890-RA
OG0001649	Av_00023386-RA, Av_00013655-RA, Av_00011929-RA	AH015613-RA
OG0001650	Av_00021291-RA	AH013593-RA
OG0001651	Av_00015719-RA	AH009730-RA
OG0001652	Av_00005590-RA	AH021445-RA
OG0001652	Av_00011711-RA, Av_00019818-RA, Av_00012751-RA, Av_00006204-RA, Av_00011710-RA	AH001167-RA
OG0001653	Av_00014491-RA, Av_00012686-RA	AH003774-RA, AH005834-RA
OG0001654	Av_00010539-RA	AH017257-RA
OG0001655	Av_00010411-RA, Av_00014571-RA	AH018675-RA
OG0001655	Av_00010891-RA	AH009231-RA
OG0001656	Av_00021106-RA	AH021074-RA
OG0001657	Av_00010418-RA, Av_00014576-RA	AH003171-RA, AH018633-RA, AH018634-RA
OG0001657	Av_00006100-RA	AH018636-RA
OG0001658	Av_00018276-RA, Av_00004686-RA	AH023273-RA
OG0001659	Av_00010709-RA, Av_00018573-RA	AH018753-RA
OG0001660	Av_00019794-RA, Av_00009072-RA, Av_00022257-RA, Av_00003982-RA	AH000651-RA
OG0001661	Av_00019094-RA, Av_00024266-RA, Av_00019509-RA	AH023270-RA, AH016239-RA
OG0001662	Av_00008313-RA	AH019030-RA
OG0001663	Av_00018817-RA	AH016054-RA
OG0001663	Av_00012975-RA, Av_00007239-RA	AH010682-RA
OG0001665	Av_00003560-RA, Av_00007076-RA	AH006549-RA, AH020532-RA, AH015940-RA
OG0001666	Av_00001627-RA, Av_00009408-RA	AH019574-RA, AH012417-RA
OG0001667	Av_00014664-RA, Av_00008628-RA	AH009691-RA
OG0001668	Av_00008757-RA, Av_00007143-RA, Av_00008756-RA	AH021098-RA
OG0001669	Av_00017054-RA	AH007158-RA
OG0001669	Av_00023015-RA	AH022348-RA
OG0001670	Av_00012570-RA, Av_00002884-RA	AH012775-RA, AH021998-RA
OG0001671	Av_00023123-RA, Av_00020668-RA, Av_00014105-RA, Av_00024908-RA	AH015240-RA
OG0001672	Av_00020700-RA	AH000063-RA, AH001137-RA
OG0001674	Av_00020600-RA, Av_00006305-RA, Av_00013137-RA, Av_00021470-RA	AH020492-RA, AH006671-RA
OG0001675	Av_00024242-RA	AH000388-RA
OG0001676	Av_00000099-RA, Av_00011507-RA	AH018279-RA, AH018278-RA, AH009380-RA
OG0001676	Av_00002999-RA, Av_00014516-RA, Av_00010333-RA, Av_00005432-RA	AH018277-RA
OG0001677	Av_00007684-RA	AH021282-RA
OG0001679	Av_00024219-RA, Av_00014065-RA, Av_00002813-RA	AH018848-RA, AH003046-RA
OG0001680	Av_00007442-RA, Av_00003733-RA	AH014752-RA
OG0001681	Av_00000002-RA, Av_00017788-RA	AH023604-RA
OG0001682	Av_00009921-RA	AH000843-RA
OG0001682	Av_00011138-RA	AH000844-RA
OG0001684	Av_00013743-RA	AH004203-RA
OG0001685	Av_00001480-RA, Av_00002218-RA, Av_00009626-RA	AH004970-RA, AH013015-RA, AH021910-RA
OG0001686	Av_00005113-RA	AH002775-RA, AH017644-RA
OG0001686	Av_00001420-RA, Av_00023546-RA	AH002623-RA
OG0001687	Av_00022541-RA, Av_00001051-RA	AH016947-RA
OG0001688	Av_00000820-RA, Av_00004808-RA	AH012289-RA
OG0001690	Av_00000064-RA, Av_00000065-RA, Av_00011462-RA	AH008998-RA
OG0001691	Av_00004849-RA, Av_00003468-RA, Av_00009630-RA	AH022135-RA, AH013017-RA
OG0001692	Av_00006670-RA, Av_00016194-RA	AH010498-RA, AH007597-RA
OG0001693	Av_00006651-RA	AH011217-RA
OG0001694	Av_00013768-RA	AH015319-RA, AH002871-RA, AH015321-RA, AH015320-RA
OG0001696	Av_00010733-RA	AH011688-RA, AH020052-RA
OG0001696	Av_00010511-RA, Av_00015915-RA	AH017567-RA
OG0001697	Av_00003355-RA, Av_00010827-RA, Av_00005366-RA, Av_00002630-RA, Av_00002629-RA	AH005154-RA
OG0001698	Av_00011751-RA	AH005249-RA
OG0001698	Av_00022096-RA, Av_00022688-RA	AH018433-RA
OG0001699	Av_00012848-RA, Av_00010265-RA	AH007757-RA
OG0001700	Av_00002727-RA	AH005561-RA
OG0001700	Av_00000528-RA, Av_00011241-RA, Av_00001785-RA	AH017530-RA
OG0001701	Av_00009358-RA, Av_00012465-RA	AH008635-RA
OG0001702	Av_00022638-RA, Av_00009742-RA, Av_00021273-RA	AH013119-RA
OG0001702	Av_00003949-RA	AH016611-RA, AH022743-RA
OG0001703	Av_00017232-RA	AH022869-RA, AH003000-RA
OG0001704	Av_00015618-RA, Av_00009134-RA, Av_00017292-RA, Av_00005735-RA	AH022966-RA
OG0001717	Av_00002590-RA	AH001443-RA
OG0001718	Av_00016627-RA	AH011245-RA
OG0001719	Av_00004925-RA, Av_00005829-RA, Av_00019781-RA	AH021777-RA, AH012561-RA
OG0001721	Av_00016333-RA	AH005757-RA
OG0001723	Av_00021448-RA	AH019314-RA
OG0001724	Av_00001510-RA	AH012897-RA
OG0001725	Av_00023167-RA, Av_00019459-RA, Av_00019593-RA, Av_00021203-RA	AH022467-RA, AH013188-RA, AH018836-RA
OG0001726	Av_00011648-RA	AH006334-RA, AH003486-RA, AH003483-RA, AH006335-RA
OG0001727	Av_00024651-RA	AH013873-RA, AH013874-RA, AH013872-RA
OG0001728	Av_00021741-RA	AH022099-RA
OG0001729	Av_00000594-RA, Av_00019217-RA	AH012148-RA
OG0001730	Av_00016245-RA, Av_00020097-RA	AH007760-RA, AH010819-RA
OG0001731	Av_00008506-RA, Av_00015280-RA, Av_00015290-RA	AH013848-RA, AH022615-RA
OG0001732	Av_00016176-RA, Av_00016066-RA, Av_00020363-RA, Av_00016785-RA	AH010440-RA
OG0001733	Av_00019369-RA, Av_00012706-RA	AH000181-RA
OG0001734	Av_00023559-RA	AH015687-RA
OG0001734	Av_00014498-RA, Av_00023029-RA, Av_00020449-RA, Av_00013149-RA, Av_00020510-RA, Av_00003526-RA, Av_00020281-RA	AH020458-RA
OG0001735	Av_00011989-RA	AH023047-RA
OG0001735	Av_00006167-RA	AH022671-RA
OG0001736	Av_00001572-RA, Av_00013561-RA	AH020033-RA, AH011716-RA
OG0001736	Av_00014268-RA	AH001294-RA, AH000100-RA
OG0001737	Av_00020196-RA	AH006518-RA
OG0001738	Av_00008055-RA	AH006940-RA
OG0001738	Av_00008056-RA	AH013089-RA
OG0001739	Av_00022049-RA	AH005987-RA, AH022091-RA, AH012947-RA
OG0001739	Av_00021026-RA, Av_00006910-RA	AH012946-RA, AH022092-RA
OG0001740	Av_00010058-RA, Av_00007956-RA, Av_00006828-RA	AH000605-RA
OG0001740	Av_00012149-RA, Av_00005839-RA	AH014010-RA
OG0001744	Av_00010858-RA, Av_00003401-RA	AH013131-RA
OG0001745	Av_00013412-RA	AH005579-RA
OG0001745	Av_00020383-RA	AH019784-RA, AH020090-RA
OG0001746	Av_00007274-RA, Av_00018302-RA	AH000827-RA, AH002246-RA
OG0001746	Av_00001930-RA, Av_00014936-RA, Av_00016307-RA	AH006438-RA, AH006435-RA
OG0001747	Av_00012113-RA, Av_00019441-RA, Av_00004058-RA	AH016794-RA, AH023706-RA
OG0001748	Av_00010210-RA, Av_00024539-RA, Av_00006884-RA, Av_00009978-RA	AH014624-RA, AH021191-RA, AH008397-RA, AH005645-RA
OG0001750	Av_00024250-RA	AH000924-RA
OG0001750	Av_00019429-RA	AH023742-RA
OG0001751	Av_00018978-RA, Av_00001922-RA, Av_00000491-RA	AH005935-RA, AH003620-RA
OG0001752	Av_00009014-RA	AH023669-RA
OG0001753	Av_00019250-RA	AH005755-RA, AH003824-RA
OG0001754	Av_00003164-RA, Av_00013986-RA	AH008700-RA
OG0001755	Av_00018436-RA, Av_00003324-RA	AH008484-RA
OG0001758	Av_00018992-RA, Av_00000501-RA	AH003598-RA
OG0001759	Av_00021586-RA	AH005763-RA
OG0001759	Av_00023953-RA, Av_00011164-RA, Av_00001060-RA	AH001797-RA, AH000576-RA
OG0001761	Av_00024110-RA, Av_00017497-RA, Av_00008459-RA, Av_00017388-RA	AH000422-RA
OG0001762	Av_00010762-RA, Av_00017493-RA	AH001432-RA
OG0001763	Av_00001883-RA	AH006324-RA, AH003477-RA
OG0001763	Av_00019140-RA, Av_00010164-RA	AH001209-RA
OG0001764	Av_00015456-RA	AH021319-RA
OG0001764	Av_00019477-RA	AH007966-RA
OG0001765	Av_00019102-RA, Av_00010212-RA	AH016685-RA, AH008399-RA
OG0001766	Av_00001429-RA, Av_00002300-RA	AH020380-RA, AH007582-RA, AH007584-RA, AH007585-RA
OG0001767	Av_00005468-RA, Av_00024494-RA	AH018671-RA
OG0001767	Av_00009172-RA, Av_00014769-RA, Av_00002079-RA	AH019542-RA, AH012369-RA
OG0001768	Av_00006794-RA, Av_00015735-RA, Av_00023967-RA, Av_00023966-RA, Av_00022525-RA, Av_00008009-RA	AH002166-RA
OG0001769	Av_00004393-RA, Av_00008235-RA, Av_00008331-RA	AH016997-RA
OG0001769	Av_00008341-RA	AH017080-RA
OG0001769	Av_00008738-RA	AH021065-RA
OG0001770	Av_00007242-RA	AH014561-RA, AH021126-RA
OG0001771	Av_00015425-RA, Av_00004154-RA, Av_00010727-RA	AH001996-RA
OG0001771	Av_00021634-RA, Av_00009042-RA, Av_00007395-RA	AH014069-RA, AH020762-RA, AH014148-RA, AH023801-RA
OG0001772	Av_00011052-RA, Av_00023599-RA, Av_00004472-RA, Av_00018226-RA, Av_00001034-RA	AH014436-RA
OG0001773	Av_00018329-RA	AH018095-RA
OG0001774	Av_00011452-RA	AH009193-RA, AH020811-RA
OG0001775	Av_00014321-RA, Av_00010076-RA	AH014348-RA
OG0001776	Av_00013004-RA, Av_00007245-RA	AH007741-RA
OG0001777	Av_00014636-RA, Av_00008594-RA	AH009523-RA
OG0001778	Av_00019582-RA, Av_00021195-RA	AH011462-RA, AH018239-RA
OG0001778	Av_00000105-RA	AH009344-RA
OG0001779	Av_00004480-RA, Av_00023593-RA	AH020944-RA
OG0001780	Av_00024531-RA, Av_00014584-RA, Av_00010432-RA, Av_00020819-RA, Av_00005490-RA	AH011263-RA, AH017997-RA
OG0001781	Av_00005472-RA	AH018651-RA
OG0001781	Av_00011994-RA	AH023040-RA
OG0001782	Av_00023403-RA	AH007490-RA
OG0001782	Av_00001151-RA	AH002141-RA
OG0001783	Av_00014779-RA, Av_00009182-RA	AH002965-RA
OG0001784	Av_00016859-RA, Av_00018231-RA	AH021159-RA
OG0001785	Av_00007228-RA, Av_00007227-RA, Av_00012980-RA, Av_00011114-RA	AH014213-RA
OG0001786	Av_00010856-RA, Av_00005142-RA	AH012088-RA, AH019612-RA, AH012087-RA, AH012086-RA
OG0001787	Av_00021142-RA	AH013870-RA
OG0001788	Av_00003072-RA, Av_00015736-RA	AH009880-RA
OG0001789	Av_00008659-RA	AH015084-RA, AH000691-RA, AH000692-RA, AH002448-RA, AH000690-RA
OG0001791	Av_00008415-RA, Av_00022581-RA, Av_00008416-RA	AH008218-RA, AH009916-RA
OG0001793	Av_00005706-RA	AH023078-RA
OG0001793	Av_00023129-RA	AH015078-RA, AH021633-RA
OG0001794	Av_00020544-RA	AH021323-RA, AH014743-RA
OG0001795	Av_00005764-RA	AH022644-RA
OG0001796	Av_00005049-RA, Av_00003824-RA	AH017142-RA, AH016106-RA, AH021694-RA, AH019300-RA
OG0001797	Av_00001186-RA, Av_00011890-RA, Av_00007021-RA	AH010594-RA
OG0001797	Av_00021552-RA	AH020290-RA
OG0001799	Av_00002877-RA, Av_00012563-RA	AH021957-RA
OG0001800	Av_00013287-RA, Av_00007340-RA, Av_00015287-RA	AH013859-RA, AH013858-RA
OG0001801	Av_00024782-RA	AH015158-RA
OG0001801	Av_00000274-RA, Av_00003339-RA, Av_00018450-RA, Av_00006336-RA	AH005358-RA, AH004145-RA
OG0001802	Av_00000790-RA, Av_00017820-RA	AH015633-RA
OG0001803	Av_00016332-RA, Av_00021593-RA	AH003823-RA, AH005756-RA
OG0001804	Av_00005236-RA, Av_00002733-RA	AH004038-RA
OG0001805	Av_00022701-RA, Av_00024350-RA	AH018369-RA
OG0001806	Av_00017868-RA	AH007030-RA
OG0001806	Av_00017866-RA	AH020163-RA
OG0001808	Av_00000079-RA, Av_00011485-RA	AH017362-RA, AH002964-RA
OG0001809	Av_00017097-RA, Av_00017618-RA	AH007334-RA, AH007339-RA, AH019766-RA, AH007333-RA
OG0001810	Av_00024872-RA	AH017777-RA, AH002609-RA
OG0001810	Av_00021212-RA	AH010804-RA
OG0001811	Av_00007678-RA	AH001809-RA
OG0001812	Av_00013856-RA, Av_00011284-RA, Av_00012411-RA, Av_00009296-RA	AH017310-RA, AH002754-RA
OG0001812	Av_00005310-RA	AH011689-RA, AH004629-RA
OG0001813	Av_00021526-RA	AH009102-RA
OG0001814	Av_00006416-RA, Av_00007545-RA, Av_00002704-RA, Av_00005268-RA	AH005057-RA, AH004383-RA
OG0001815	Av_00013769-RA, Av_00001784-RA, Av_00011242-RA, Av_00000529-RA	AH017533-RA, AH001467-RA
OG0001815	Av_00005246-RA, Av_00002726-RA	AH005565-RA
OG0001817	Av_00023235-RA	AH018406-RA
OG0001818	Av_00023654-RA, Av_00019895-RA, Av_00023653-RA	AH000333-RA
OG0001818	Av_00013369-RA, Av_00023808-RA, Av_00023809-RA	AH010042-RA, AH008164-RA, AH008747-RA
OG0001820	Av_00015474-RA	AH004822-RA
OG0001821	Av_00017606-RA, Av_00013062-RA, Av_00018899-RA	AH007258-RA
OG0001821	Av_00021125-RA, Av_00021124-RA, Av_00021707-RA	AH018425-RA, AH011529-RA
OG0001822	Av_00016911-RA	AH016157-RA
OG0001833	Av_00017963-RA, Av_00003612-RA	AH017010-RA, AH017009-RA, AH017007-RA
OG0001834	Av_00001447-RA, Av_00002282-RA	AH019442-RA, AH019447-RA, AH011216-RA, AH023803-RA
OG0001835	Av_00005085-RA, Av_00022172-RA, Av_00022224-RA	AH003019-RA, AH017232-RA
OG0001836	Av_00001285-RA, Av_00015087-RA, Av_00021218-RA, Av_00016160-RA	AH010828-RA, AH007765-RA
OG0001837	Av_00012603-RA, Av_00002922-RA, Av_00020955-RA, Av_00003817-RA	AH021843-RA, AH012657-RA
OG0001839	Av_00008046-RA	AH012500-RA, AH013395-RA
OG0001841	Av_00006699-RA, Av_00016153-RA	AH010768-RA, AH007739-RA
OG0001842	Av_00011563-RA	AH009881-RA
OG0001843	Av_00000723-RA, Av_00020300-RA	AH020563-RA
OG0001845	Av_00020199-RA	AH022887-RA
OG0001846	Av_00005728-RA	AH022982-RA
OG0001848	Av_00011576-RA, Av_00021132-RA, Av_00007617-RA, Av_00005402-RA, Av_00002605-RA	AH013823-RA
OG0001850	Av_00002164-RA, Av_00009588-RA	AH019976-RA
OG0001851	Av_00017724-RA, Av_00010994-RA, Av_00000924-RA, Av_00009240-RA, Av_00015035-RA	AH017388-RA
OG0001852	Av_00009610-RA, Av_00002188-RA	AH012982-RA
OG0001852	Av_00006357-RA, Av_00007627-RA	AH005476-RA
OG0001853	Av_00021582-RA, Av_00000464-RA, Av_00017908-RA	AH005772-RA
OG0001853	Av_00004330-RA	AH009265-RA
OG0001854	Av_00010301-RA	AH012519-RA
OG0001855	Av_00014356-RA, Av_00001165-RA	AH005340-RA
OG0001856	Av_00022186-RA, Av_00008066-RA	AH020578-RA
OG0001857	Av_00019198-RA, Av_00000576-RA, Av_00017053-RA	AH019884-RA, AH007162-RA
OG0001860	Av_00017903-RA, Av_00001951-RA	AH005813-RA
OG0001860	Av_00011098-RA	AH023590-RA
OG0001862	Av_00012255-RA, Av_00009854-RA	AH008619-RA
OG0001863	Av_00020772-RA	AH006122-RA
OG0001864	Av_00001256-RA, Av_00014859-RA, Av_00006595-RA	AH016916-RA
OG0001865	Av_00020652-RA	AH002706-RA
OG0001866	Av_00022935-RA, Av_00002022-RA	AH005896-RA, AH003949-RA
OG0001867	Av_00006619-RA, Av_00001274-RA	AH010637-RA
OG0001867	Av_00012338-RA, Av_00009794-RA	AH021099-RA
OG0001868	Av_00017761-RA, Av_00016446-RA	AH008680-RA
OG0001869	Av_00022398-RA	AH005583-RA
OG0001869	Av_00011146-RA, Av_00009928-RA, Av_00016443-RA, Av_00004447-RA	AH008676-RA
OG0001870	Av_00004486-RA, Av_00017104-RA	AH014396-RA, AH020978-RA
OG0001871	Av_00004198-RA	AH016681-RA
OG0001871	Av_00011411-RA	AH014636-RA
OG0001872	Av_00018305-RA	AH000815-RA
OG0001872	Av_00001927-RA	AH006452-RA
OG0001873	Av_00020622-RA	AH001632-RA, AH001633-RA, AH000955-RA, AH001630-RA
OG0001873	Av_00018186-RA, Av_00012365-RA, Av_00004527-RA	AH000957-RA, AH001635-RA
OG0001874	Av_00013721-RA, Av_00001838-RA	AH003551-RA, AH006000-RA
OG0001874	Av_00021081-RA	AH023767-RA
