Orthogroup	A_vesiculosa.proteins	P_amilis.proteins
OG0003980	Av_00005213-RA	FUN_023839-T1
OG0003981	Av_00005313-RA	FUN_032306-T1
OG0003983	Av_00022316-RA, Av_00024920-RA	FUN_029164-T1, FUN_029164-T2
OG0003984	Av_00015869-RA	FUN_041888-T1, FUN_041888-T2, FUN_017981-T1, FUN_017981-T2
OG0003985	Av_00010336-RA, Av_00014517-RA, Av_00005439-RA, Av_00003005-RA	FUN_017196-T1
OG0003986	Av_00022115-RA, Av_00019760-RA	FUN_034162-T2, FUN_034162-T1
OG0003987	Av_00024879-RA, Av_00000505-RA	FUN_011264-T1, FUN_047128-T1
OG0003988	Av_00019527-RA	FUN_002976-T2, FUN_002976-T1, FUN_032067-T1, FUN_032078-T1
OG0003989	Av_00018432-RA	FUN_033502-T1
OG0003990	Av_00015466-RA	FUN_032185-T1
OG0003991	Av_00004987-RA	FUN_029951-T1
OG0003993	Av_00003446-RA	FUN_044729-T2, FUN_044729-T3, FUN_044729-T1
OG0003994	Av_00002581-RA, Av_00018446-RA, Av_00000255-RA, Av_00002582-RA	FUN_033392-T1, FUN_033392-T3, FUN_033392-T2
OG0003995	Av_00024558-RA	FUN_032593-T1, FUN_023388-T1
OG0003995	Av_00018958-RA	FUN_029171-T1, FUN_029172-T1
OG0003996	Av_00008694-RA, Av_00007128-RA	FUN_006031-T1
OG0003997	Av_00016018-RA, Av_00004211-RA, Av_00019270-RA, Av_00008932-RA	FUN_040447-T1
OG0003999	Av_00006251-RA	FUN_040403-T1, FUN_040403-T2
OG0004000	Av_00013876-RA, Av_00001757-RA, Av_00013791-RA, Av_00011259-RA	FUN_011044-T1
OG0004001	Av_00018429-RA, Av_00002598-RA	FUN_033528-T2, FUN_033527-T1, FUN_033528-T3, FUN_033528-T1
OG0004002	Av_00005245-RA, Av_00006392-RA, Av_00007578-RA	FUN_033882-T1, FUN_023497-T1
OG0004003	Av_00015492-RA, Av_00006451-RA, Av_00020734-RA	FUN_009126-T1
OG0004004	Av_00020710-RA	FUN_031719-T1
OG0004005	Av_00000694-RA, Av_00013145-RA	FUN_004468-T1
OG0004006	Av_00022429-RA	FUN_011290-T1
OG0004010	Av_00001889-RA	FUN_003902-T1, FUN_003902-T3, FUN_003902-T2
OG0004026	Av_00022914-RA	FUN_015470-T3, FUN_015470-T2, FUN_015470-T1
OG0004027	Av_00023028-RA	FUN_004486-T1, FUN_032723-T1
OG0004028	Av_00018317-RA	FUN_045756-T1
OG0004030	Av_00000622-RA, Av_00018493-RA	FUN_049655-T1, FUN_036983-T1
OG0004031	Av_00019672-RA	FUN_047934-T1
OG0004032	Av_00003662-RA	FUN_053041-T1
OG0004033	Av_00019697-RA, Av_00013365-RA, Av_00019696-RA	FUN_049345-T2, FUN_049345-T1
OG0004034	Av_00000724-RA	FUN_003516-T2, FUN_003516-T3, FUN_003516-T4, FUN_003516-T1
OG0004035	Av_00001436-RA, Av_00023922-RA	FUN_024642-T1
OG0004036	Av_00014939-RA	FUN_016960-T1, FUN_016961-T1, FUN_016970-T1
OG0004037	Av_00016526-RA, Av_00006566-RA	FUN_052540-T1, FUN_052531-T1
OG0004039	Av_00002264-RA	FUN_044941-T1
OG0004040	Av_00015089-RA	FUN_002521-T1
OG0004043	Av_00014964-RA, Av_00017369-RA, Av_00008478-RA	FUN_015681-T1
OG0004044	Av_00001820-RA, Av_00013737-RA, Av_00011624-RA	FUN_051386-T1
OG0004045	Av_00005685-RA, Av_00005682-RA, Av_00003850-RA	FUN_030425-T1, FUN_019065-T1
OG0004046	Av_00022194-RA, Av_00000720-RA	FUN_003552-T1, FUN_034063-T1
OG0004047	Av_00013936-RA	FUN_037315-T1
OG0004048	Av_00008125-RA, Av_00016549-RA, Av_00006540-RA	FUN_036365-T1, FUN_036365-T4, FUN_036365-T2, FUN_036365-T3
OG0004049	Av_00000434-RA, Av_00019001-RA, Av_00001903-RA	FUN_007836-T1
OG0004050	Av_00020370-RA	FUN_008170-T4, FUN_008170-T2, FUN_008170-T3, FUN_008170-T1
OG0004051	Av_00016412-RA, Av_00013444-RA	FUN_014595-T1
OG0004052	Av_00012960-RA, Av_00002116-RA	FUN_024751-T1
OG0004053	Av_00006630-RA, Av_00021055-RA, Av_00006933-RA	FUN_036001-T1, FUN_052340-T1
OG0004054	Av_00014922-RA, Av_00008152-RA	FUN_000301-T1, FUN_000100-T1
OG0004055	Av_00003732-RA	FUN_018868-T1
OG0004056	Av_00000792-RA	FUN_051255-T1
OG0004058	Av_00004803-RA, Av_00003427-RA	FUN_000659-T2, FUN_000659-T1
OG0004059	Av_00000655-RA, Av_00021751-RA	FUN_033198-T1, FUN_033198-T2, FUN_033198-T3
OG0004060	Av_00018950-RA	FUN_034740-T1
OG0004061	Av_00014463-RA	FUN_049158-T1, FUN_046718-T1, FUN_011207-T1, FUN_011208-T1
OG0004062	Av_00015179-RA	FUN_006723-T1
OG0004063	Av_00018802-RA	FUN_004811-T2, FUN_004811-T1, FUN_032974-T1
OG0004064	Av_00020313-RA, Av_00000839-RA	FUN_023600-T1
OG0004066	Av_00015655-RA, Av_00020017-RA, Av_00023828-RA, Av_00002926-RA, Av_00012606-RA	FUN_039140-T1
OG0004067	Av_00015545-RA	FUN_004146-T1
OG0004068	Av_00012598-RA, Av_00002914-RA	FUN_006623-T1
OG0004069	Av_00018167-RA, Av_00009586-RA, Av_00002157-RA	FUN_006516-T1, FUN_022367-T1
OG0004070	Av_00019947-RA, Av_00025015-RA	FUN_024655-T3, FUN_024655-T4, FUN_024655-T1, FUN_024655-T2, FUN_042818-T2, FUN_042818-T3, FUN_042818-T1
OG0004071	Av_00013494-RA	FUN_042770-T1
OG0004075	Av_00019983-RA	FUN_029432-T1
OG0004076	Av_00013362-RA	FUN_025917-T1, FUN_025917-T5, FUN_025917-T3, FUN_025917-T4, FUN_025917-T2
OG0004077	Av_00002138-RA	FUN_014896-T1
OG0004078	Av_00011824-RA	FUN_006526-T2, FUN_006526-T1, FUN_052519-T2, FUN_052519-T1
OG0004079	Av_00005136-RA, Av_00018353-RA	FUN_000622-T2, FUN_000622-T1
OG0004080	Av_00022608-RA, Av_00011902-RA, Av_00007029-RA	FUN_048746-T1
OG0004081	Av_00016257-RA	FUN_002533-T1
OG0004082	Av_00011436-RA	FUN_037600-T2, FUN_037600-T1
OG0004084	Av_00014423-RA, Av_00001231-RA	FUN_052549-T1, FUN_036240-T1
OG0004084	Av_00002749-RA, Av_00005218-RA, Av_00003297-RA	FUN_014086-T1
OG0004086	Av_00019660-RA, Av_00019864-RA	FUN_000826-T1
OG0004086	Av_00022679-RA	FUN_000826-T3
OG0004087	Av_00011793-RA, Av_00001257-RA, Av_00015062-RA	FUN_035835-T1
OG0004088	Av_00008518-RA, Av_00013294-RA	FUN_038057-T1, FUN_048571-T1
OG0004090	Av_00012499-RA	FUN_052814-T1
OG0004090	Av_00010216-RA, Av_00010806-RA	FUN_024543-T1
OG0004091	Av_00010941-RA	FUN_048566-T1
OG0004092	Av_00001941-RA	FUN_025569-T1, FUN_031067-T1
OG0004096	Av_00007073-RA, Av_00003555-RA	FUN_016728-T1
OG0004097	Av_00000125-RA, Av_00011537-RA	FUN_044276-T2, FUN_044276-T1
OG0004098	Av_00019755-RA, Av_00017445-RA	FUN_004335-T1, FUN_004335-T2
OG0004100	Av_00009234-RA	FUN_045255-T1, FUN_045255-T2
OG0004101	Av_00006598-RA, Av_00011786-RA, Av_00016642-RA, Av_00001260-RA	FUN_035903-T1
OG0004102	Av_00002815-RA, Av_00024032-RA	FUN_028049-T1
OG0004103	Av_00000954-RA	FUN_049762-T1, FUN_049762-T2
OG0004104	Av_00013744-RA	FUN_016340-T2, FUN_016340-T3, FUN_016340-T1
OG0004106	Av_00012515-RA, Av_00016328-RA	FUN_009487-T1, FUN_001651-T1, FUN_009487-T2, FUN_001651-T3, FUN_001651-T2
OG0004107	Av_00011686-RA	FUN_004180-T1
OG0004107	Av_00000499-RA, Av_00022356-RA, Av_00011685-RA, Av_00014242-RA	FUN_000599-T1
OG0004108	Av_00004303-RA	FUN_020204-T1
OG0004109	Av_00000397-RA, Av_00015372-RA	FUN_003936-T1, FUN_030229-T1
OG0004110	Av_00022896-RA	FUN_020738-T1
OG0004111	Av_00016350-RA, Av_00000444-RA, Av_00015315-RA	FUN_030556-T1
OG0004112	Av_00023484-RA, Av_00007292-RA	FUN_051815-T1
OG0004113	Av_00022943-RA	FUN_028280-T2, FUN_028280-T1
OG0004114	Av_00001372-RA	FUN_023878-T1
OG0004115	Av_00020386-RA, Av_00023710-RA	FUN_014895-T2, FUN_014895-T1
OG0004116	Av_00016607-RA, Av_00013407-RA	FUN_025427-T1, FUN_025428-T1, FUN_031259-T1
OG0004117	Av_00008768-RA, Av_00007150-RA, Av_00023662-RA	FUN_046139-T1
OG0004118	Av_00021544-RA	FUN_002348-T1
OG0004118	Av_00024568-RA, Av_00014062-RA	FUN_042080-T1
OG0004119	Av_00008972-RA, Av_00007459-RA, Av_00003710-RA	FUN_012180-T1
OG0004121	Av_00005897-RA, Av_00021400-RA	FUN_043245-T1
OG0004122	Av_00003047-RA	FUN_046391-T1, FUN_046391-T5, FUN_046391-T8, FUN_046391-T6, FUN_046391-T7, FUN_046391-T4, FUN_046391-T3, FUN_046391-T2
OG0004123	Av_00003680-RA	FUN_035423-T1, FUN_035411-T1
OG0004125	Av_00017111-RA	FUN_034046-T1, FUN_034046-T2
OG0004126	Av_00006176-RA, Av_00008441-RA, Av_00024476-RA, Av_00022738-RA	FUN_015764-T1
OG0004127	Av_00010652-RA	FUN_034819-T1
OG0004128	Av_00014146-RA, Av_00010603-RA	FUN_012380-T2, FUN_012380-T1
OG0004128	Av_00003073-RA	FUN_027322-T1
OG0004130	Av_00000930-RA, Av_00020494-RA, Av_00024075-RA	FUN_011317-T1
OG0004131	Av_00002929-RA	FUN_008075-T1, FUN_008076-T1, FUN_008076-T2
OG0004132	Av_00010939-RA, Av_00015262-RA	FUN_037422-T2, FUN_037422-T1
OG0004133	Av_00009369-RA, Av_00001597-RA	FUN_025907-T1
OG0004134	Av_00009425-RA, Av_00012950-RA, Av_00002101-RA, Av_00001639-RA	FUN_013778-T1
OG0004135	Av_00018112-RA, Av_00006770-RA, Av_00008029-RA	FUN_049994-T2, FUN_049994-T1
OG0004136	Av_00016057-RA	FUN_006315-T1
OG0004137	Av_00004292-RA	FUN_052013-T1
OG0004138	Av_00004007-RA, Av_00004913-RA	FUN_026075-T1
OG0004139	Av_00016441-RA, Av_00016442-RA, Av_00012557-RA	FUN_029878-T1
OG0004141	Av_00020917-RA	FUN_009820-T1, FUN_009820-T2, FUN_009820-T3
OG0004142	Av_00018119-RA	FUN_006504-T4
OG0004143	Av_00006814-RA	FUN_006242-T1
OG0004144	Av_00010072-RA, Av_00014325-RA	FUN_000589-T1, FUN_029853-T1
OG0004144	Av_00005304-RA	FUN_032365-T1
OG0004145	Av_00005515-RA, Av_00003039-RA	FUN_018695-T1
OG0004146	Av_00003135-RA, Av_00014017-RA	FUN_049564-T1, FUN_049564-T2
OG0004147	Av_00007379-RA, Av_00003802-RA	FUN_026067-T2, FUN_026067-T1, FUN_013142-T1
OG0004148	Av_00021533-RA, Av_00019703-RA, Av_00013368-RA, Av_00019704-RA	FUN_045889-T2, FUN_045889-T1
OG0004149	Av_00020933-RA, Av_00019055-RA, Av_00020927-RA, Av_00020934-RA, Av_00023281-RA, Av_00019059-RA	FUN_039735-T3, FUN_039735-T2, FUN_039735-T1
OG0004150	Av_00018629-RA	FUN_005281-T1, FUN_005281-T2
OG0004151	Av_00015225-RA, Av_00013909-RA	FUN_037138-T1
OG0004152	Av_00008764-RA, Av_00009788-RA, Av_00023113-RA, Av_00008701-RA	FUN_005361-T1
OG0004153	Av_00010062-RA	FUN_016255-T1
OG0004153	Av_00021808-RA	FUN_008425-T1
OG0004154	Av_00020217-RA, Av_00012811-RA, Av_00004675-RA	FUN_008405-T1
OG0004155	Av_00004011-RA	FUN_013152-T1, FUN_013151-T1
OG0004156	Av_00003266-RA, Av_00016467-RA	FUN_048232-T1, FUN_037537-T1, FUN_048230-T1
OG0004157	Av_00005534-RA, Av_00006057-RA	FUN_019265-T1, FUN_019265-T2
OG0004158	Av_00009193-RA	FUN_046345-T1, FUN_018116-T1, FUN_047819-T1, FUN_009090-T1, FUN_009090-T2, FUN_009090-T3
OG0004159	Av_00007870-RA	FUN_020422-T2, FUN_020422-T1, FUN_019137-T3, FUN_019137-T1, FUN_020422-T3, FUN_019137-T2
OG0004160	Av_00004082-RA, Av_00023960-RA	FUN_044888-T1, FUN_024067-T1, FUN_024067-T2, FUN_050177-T1, FUN_050177-T3, FUN_050177-T2, FUN_050177-T4
OG0004161	Av_00010331-RA, Av_00014514-RA, Av_00005427-RA	FUN_041214-T1
OG0004162	Av_00018940-RA	FUN_015869-T1
OG0004163	Av_00024029-RA, Av_00012855-RA, Av_00013015-RA	FUN_013661-T1, FUN_013661-T2, FUN_008877-T1
OG0004164	Av_00022321-RA, Av_00018732-RA, Av_00008851-RA	FUN_008280-T1
OG0004166	Av_00021992-RA	FUN_033969-T1
OG0004168	Av_00019999-RA, Av_00009944-RA	FUN_045032-T1
OG0004169	Av_00003031-RA	FUN_018628-T1
OG0004170	Av_00005051-RA, Av_00003822-RA	FUN_004063-T1, FUN_004063-T2, FUN_012889-T3, FUN_012889-T2, FUN_012889-T1
OG0004171	Av_00007079-RA, Av_00003566-RA	FUN_000978-T1, FUN_039180-T1
OG0004172	Av_00014364-RA	FUN_002079-T1
OG0004173	Av_00012761-RA	FUN_009755-T1, FUN_015532-T1
OG0004174	Av_00018656-RA, Av_00008399-RA	FUN_002008-T2, FUN_002008-T3, FUN_002008-T1
OG0004175	Av_00015454-RA, Av_00024127-RA	FUN_034750-T1
OG0004176	Av_00009407-RA	FUN_014031-T1
OG0004178	Av_00005116-RA	FUN_033250-T1
OG0004179	Av_00003823-RA, Av_00005050-RA, Av_00010315-RA	FUN_020258-T1
OG0004180	Av_00009646-RA	FUN_042091-T1
OG0004181	Av_00013602-RA	FUN_039326-T1
OG0004182	Av_00022580-RA	FUN_044077-T1
OG0004183	Av_00003885-RA	FUN_002438-T1
OG0004184	Av_00001162-RA, Av_00014354-RA	FUN_039747-T2, FUN_039747-T1
OG0004185	Av_00015338-RA	FUN_020796-T1, FUN_020796-T2, FUN_004333-T1
OG0004186	Av_00021995-RA, Av_00003095-RA	FUN_045886-T1, FUN_012066-T1
OG0004187	Av_00004943-RA	FUN_031330-T1, FUN_034828-T1, FUN_034828-T2
OG0004188	Av_00006787-RA	FUN_030972-T1
OG0004188	Av_00020290-RA, Av_00003509-RA, Av_00023567-RA	FUN_033971-T2, FUN_033971-T1
OG0004189	Av_00004779-RA, Av_00017735-RA	FUN_027436-T4, FUN_027436-T3, FUN_027436-T2, FUN_027436-T1
OG0004190	Av_00016424-RA	FUN_039449-T1, FUN_039450-T1, FUN_039450-T3, FUN_039450-T2
OG0004191	Av_00011509-RA, Av_00000102-RA	FUN_049486-T1, FUN_049486-T2
OG0004192	Av_00002040-RA, Av_00012880-RA, Av_00021969-RA	FUN_014267-T1, FUN_014270-T2, FUN_014270-T4, FUN_014270-T1, FUN_014270-T3, FUN_000614-T1
OG0004193	Av_00003397-RA	FUN_047456-T1
OG0004194	Av_00004889-RA	FUN_026319-T1
OG0004195	Av_00023117-RA, Av_00008709-RA	FUN_043240-T2, FUN_043240-T1, FUN_036721-T1
OG0004196	Av_00005944-RA	FUN_035303-T1, FUN_035303-T2, FUN_053069-T2, FUN_053069-T4
OG0004197	Av_00019659-RA, Av_00002393-RA	FUN_011986-T1, FUN_046520-T1, FUN_046520-T2
OG0004198	Av_00014143-RA, Av_00010601-RA	FUN_035149-T1, FUN_012333-T1
OG0004199	Av_00006246-RA, Av_00022633-RA	FUN_051850-T1, FUN_045635-T3, FUN_045635-T2, FUN_045635-T1
OG0004200	Av_00014346-RA	FUN_039360-T3, FUN_039360-T2, FUN_039360-T1
OG0004201	Av_00019333-RA, Av_00019330-RA, Av_00011726-RA	FUN_029979-T1
OG0004202	Av_00023402-RA, Av_00022621-RA	FUN_027292-T2, FUN_027292-T1
OG0004203	Av_00019347-RA, Av_00020141-RA	FUN_020429-T2, FUN_020429-T1
OG0004204	Av_00015954-RA	FUN_014073-T5, FUN_014073-T2, FUN_014073-T4, FUN_014073-T1, FUN_014073-T3
OG0004205	Av_00007823-RA, Av_00000224-RA, Av_00000223-RA	FUN_046722-T1
OG0004206	Av_00013171-RA	FUN_032820-T1, FUN_032820-T4
OG0004208	Av_00017935-RA, Av_00000323-RA	FUN_049560-T1, FUN_034090-T1
OG0004209	Av_00018507-RA	FUN_020262-T1
OG0004210	Av_00019358-RA, Av_00013169-RA, Av_00021725-RA	FUN_032805-T1, FUN_004599-T1
OG0004211	Av_00022150-RA, Av_00014076-RA, Av_00023140-RA, Av_00021894-RA	FUN_039802-T1
OG0004213	Av_00010460-RA	FUN_007946-T2, FUN_007946-T1
OG0004214	Av_00002618-RA	FUN_025275-T1, FUN_031823-T2, FUN_031823-T1
OG0004215	Av_00009572-RA, Av_00009576-RA	FUN_025051-T1
OG0004216	Av_00023287-RA, Av_00020153-RA	FUN_001504-T1, FUN_001504-T2
OG0004217	Av_00004444-RA, Av_00022540-RA	FUN_001605-T1, FUN_001603-T1
OG0004218	Av_00004688-RA	FUN_015293-T2, FUN_015293-T1
OG0004219	Av_00003277-RA	FUN_048306-T1
OG0004220	Av_00000094-RA	FUN_036895-T1
OG0004221	Av_00014583-RA, Av_00010430-RA	FUN_026721-T2, FUN_026721-T1
OG0004222	Av_00020961-RA	FUN_006002-T1
OG0004223	Av_00005540-RA	FUN_043114-T1
OG0004224	Av_00017689-RA	FUN_003950-T1
OG0004225	Av_00013249-RA	FUN_035719-T1, FUN_036735-T1
OG0004226	Av_00018776-RA, Av_00013225-RA	FUN_014415-T1
OG0004227	Av_00009629-RA, Av_00002222-RA	FUN_043970-T1, FUN_044521-T1, FUN_043969-T1, FUN_043216-T1
OG0004228	Av_00001191-RA, Av_00006514-RA	FUN_000108-T1
OG0004229	Av_00003960-RA, Av_00009093-RA	FUN_033680-T1, FUN_006596-T1, FUN_015445-T1, FUN_006593-T1, FUN_006595-T1
OG0004230	Av_00014020-RA	FUN_049565-T1, FUN_036891-T1, FUN_036891-T2
OG0004231	Av_00021248-RA	FUN_034024-T1
OG0004232	Av_00010487-RA, Av_00017655-RA	FUN_050342-T1, FUN_025095-T1
OG0004233	Av_00009725-RA, Av_00023843-RA	FUN_010659-T1, FUN_047263-T2, FUN_047263-T1
OG0004235	Av_00000259-RA, Av_00007752-RA, Av_00000260-RA, Av_00000261-RA	FUN_032006-T2, FUN_032006-T1, FUN_032006-T3
OG0004236	Av_00016144-RA, Av_00006690-RA, Av_00016240-RA	FUN_002684-T1
OG0004237	Av_00018763-RA	FUN_004174-T1
OG0004237	Av_00001939-RA, Av_00018970-RA	FUN_031076-T1
OG0004238	Av_00019409-RA	FUN_038827-T3, FUN_038827-T2, FUN_038827-T1
OG0004239	Av_00020643-RA	FUN_046069-T1
OG0004240	Av_00021831-RA, Av_00023488-RA, Av_00012239-RA	FUN_025300-T1, FUN_031856-T1
OG0004241	Av_00018464-RA, Av_00002564-RA	FUN_041438-T1
OG0004242	Av_00012829-RA, Av_00019500-RA	FUN_021729-T2, FUN_021729-T1
OG0004243	Av_00000967-RA	FUN_002189-T4, FUN_002189-T3, FUN_002189-T2, FUN_002189-T5, FUN_002189-T1
OG0004244	Av_00007618-RA	FUN_036153-T1
OG0004245	Av_00006617-RA, Av_00016492-RA	FUN_035950-T1, FUN_035950-T2
OG0004246	Av_00001497-RA, Av_00019169-RA	FUN_042926-T1, FUN_042926-T2, FUN_024735-T1
OG0004247	Av_00005758-RA	FUN_018377-T2, FUN_018377-T3, FUN_018377-T1
OG0004249	Av_00013547-RA, Av_00001565-RA, Av_00000540-RA	FUN_014216-T3, FUN_014216-T5, FUN_014216-T2, FUN_014216-T4
OG0004250	Av_00023147-RA	FUN_020382-T1
OG0004251	Av_00008570-RA	FUN_037839-T1, FUN_037836-T1, FUN_037836-T2
OG0004252	Av_00001856-RA, Av_00013701-RA	FUN_035215-T1, FUN_014586-T1
OG0004253	Av_00000959-RA, Av_00011344-RA	FUN_049439-T1, FUN_038458-T1
OG0004254	Av_00016374-RA, Av_00012491-RA	FUN_031258-T1, FUN_025431-T1
OG0004255	Av_00016584-RA	FUN_017821-T1
OG0004256	Av_00006328-RA, Av_00007763-RA, Av_00000263-RA	FUN_020133-T2, FUN_020133-T1
OG0004257	Av_00017704-RA	FUN_047366-T1, FUN_047366-T2
OG0004258	Av_00013391-RA	FUN_043777-T2, FUN_043777-T1
OG0004259	Av_00005759-RA, Av_00012208-RA, Av_00003916-RA	FUN_029912-T1, FUN_016559-T1, FUN_033560-T1
OG0004260	Av_00005403-RA, Av_00002604-RA	FUN_033562-T1, FUN_020146-T1
OG0004260	Av_00004213-RA	FUN_046857-T1
OG0004261	Av_00021575-RA, Av_00000469-RA	FUN_025576-T1
OG0004262	Av_00010558-RA, Av_00011302-RA	FUN_042658-T1, FUN_010792-T1, FUN_042659-T1, FUN_010792-T2, FUN_010792-T3
OG0004263	Av_00019087-RA, Av_00023060-RA	FUN_029119-T1
OG0004264	Av_00009114-RA	FUN_016781-T1, FUN_011662-T1
OG0004265	Av_00004401-RA, Av_00001091-RA	FUN_041673-T1
OG0004267	Av_00005317-RA, Av_00002678-RA, Av_00020744-RA	FUN_009228-T1, FUN_009228-T2, FUN_032247-T1
OG0004268	Av_00024589-RA, Av_00022680-RA	FUN_041606-T1, FUN_017612-T1
OG0004269	Av_00000525-RA	FUN_045472-T1, FUN_011170-T1, FUN_011170-T2
OG0004270	Av_00009299-RA, Av_00012413-RA	FUN_047485-T1
OG0004271	Av_00023917-RA, Av_00023169-RA	FUN_041855-T1, FUN_041855-T2, FUN_017957-T1
OG0004272	Av_00022559-RA	FUN_009284-T1, FUN_009284-T2, FUN_032168-T3, FUN_032168-T2, FUN_032168-T1, FUN_032168-T4
OG0004273	Av_00017643-RA	FUN_047360-T1, FUN_047360-T2
OG0004274	Av_00009513-RA	FUN_045268-T1
OG0004278	Av_00007446-RA, Av_00003723-RA	FUN_034974-T3, FUN_034974-T2, FUN_034974-T1
OG0004279	Av_00020864-RA, Av_00002253-RA	FUN_027200-T1
OG0004280	Av_00017354-RA	FUN_048727-T2, FUN_048727-T1
OG0004281	Av_00015417-RA	FUN_005442-T1
OG0004284	Av_00025086-RA	FUN_053248-T1
OG0004294	Av_00011532-RA, Av_00008378-RA	FUN_051831-T1, FUN_018845-T1, FUN_018188-T1, FUN_048332-T1
OG0004295	Av_00023703-RA	FUN_007721-T1
OG0004296	Av_00019147-RA	FUN_042847-T1
OG0004297	Av_00018778-RA, Av_00013223-RA	FUN_041682-T1, FUN_041682-T2
OG0004298	Av_00009426-RA	FUN_039578-T2, FUN_039578-T1
OG0004299	Av_00018818-RA	FUN_005291-T5, FUN_005291-T2, FUN_005291-T4, FUN_005291-T1, FUN_005291-T3
OG0004300	Av_00019490-RA	FUN_032842-T1
OG0004301	Av_00021375-RA	FUN_005737-T1
OG0004302	Av_00013238-RA, Av_00017874-RA, Av_00019907-RA	FUN_005423-T1, FUN_015967-T1
OG0004303	Av_00011014-RA	FUN_021519-T1
OG0004305	Av_00006904-RA	FUN_051496-T2, FUN_051496-T1
OG0004306	Av_00006564-RA	FUN_036250-T1
OG0004307	Av_00006311-RA, Av_00021369-RA	FUN_033138-T1, FUN_033138-T2
OG0004308	Av_00020216-RA	FUN_033234-T2, FUN_033234-T3, FUN_033234-T1, FUN_020244-T2, FUN_020244-T1
OG0004309	Av_00023907-RA, Av_00019195-RA, Av_00000565-RA	FUN_015000-T1, FUN_040329-T1
OG0004310	Av_00022219-RA	FUN_031322-T1
OG0004310	Av_00022220-RA	FUN_031321-T1
OG0004311	Av_00011215-RA	FUN_001222-T1, FUN_008094-T1, FUN_000756-T1
OG0004312	Av_00013284-RA	FUN_048928-T1
OG0004313	Av_00010053-RA, Av_00006837-RA, Av_00020787-RA	FUN_041886-T1
OG0004314	Av_00018288-RA	FUN_045640-T2, FUN_045640-T1
OG0004315	Av_00003453-RA, Av_00019843-RA, Av_00018624-RA	FUN_019010-T2, FUN_019010-T1
OG0004316	Av_00021720-RA	FUN_023149-T1, FUN_023151-T2, FUN_023151-T3, FUN_023151-T1, FUN_004542-T1
OG0004317	Av_00001499-RA	FUN_042960-T1
OG0004318	Av_00012674-RA, Av_00014478-RA, Av_00013173-RA	FUN_042784-T1, FUN_010638-T1
OG0004319	Av_00000673-RA, Av_00020464-RA, Av_00017145-RA, Av_00006708-RA, Av_00013199-RA	FUN_033017-T1
OG0004320	Av_00016182-RA	FUN_000497-T3, FUN_000497-T2, FUN_051439-T1
OG0004322	Av_00019683-RA, Av_00013341-RA	FUN_009644-T1, FUN_047897-T1
OG0004323	Av_00017042-RA, Av_00009602-RA	FUN_015107-T1
OG0004325	Av_00015092-RA, Av_00001290-RA	FUN_041309-T2, FUN_053306-T1
OG0004326	Av_00000840-RA	FUN_026359-T1, FUN_046717-T1
OG0004327	Av_00013500-RA	FUN_024573-T1, FUN_024573-T2
OG0004328	Av_00018643-RA	FUN_027410-T1
OG0004329	Av_00023034-RA, Av_00006302-RA	FUN_033932-T1, FUN_033932-T2
OG0004330	Av_00021906-RA, Av_00013959-RA, Av_00024513-RA	FUN_048189-T1, FUN_037472-T1
OG0004331	Av_00000654-RA	FUN_024422-T1
OG0004334	Av_00004772-RA, Av_00005164-RA, Av_00018379-RA, Av_00023370-RA	FUN_047541-T1, FUN_029267-T1
OG0004335	Av_00009096-RA	FUN_011028-T1
OG0004336	Av_00008474-RA, Av_00014969-RA	FUN_017294-T2, FUN_017294-T1
OG0004338	Av_00004606-RA, Av_00003590-RA	FUN_016177-T1, FUN_024586-T1
OG0004339	Av_00001527-RA, Av_00013503-RA	FUN_040302-T1, FUN_015087-T1
OG0004340	Av_00002860-RA, Av_00017842-RA	FUN_042617-T1
OG0004341	Av_00012523-RA, Av_00002826-RA	FUN_039766-T1
OG0004343	Av_00023957-RA	FUN_030796-T1, FUN_030796-T2, FUN_018846-T4, FUN_018846-T3, FUN_018846-T2, FUN_018846-T1
OG0004344	Av_00003814-RA, Av_00005060-RA	FUN_005808-T1, FUN_020536-T1
OG0004345	Av_00020517-RA, Av_00019586-RA	FUN_039866-T1, FUN_039866-T2, FUN_007785-T1
OG0004347	Av_00002830-RA, Av_00015797-RA, Av_00017551-RA, Av_00012020-RA, Av_00015619-RA, Av_00003889-RA	FUN_030069-T1, FUN_026938-T1
OG0004348	Av_00001242-RA, Av_00014878-RA	FUN_014932-T1, FUN_036191-T1, FUN_052501-T1
OG0004349	Av_00015350-RA, Av_00001892-RA	FUN_024731-T1, FUN_042919-T1
OG0004352	Av_00002944-RA, Av_00012615-RA	FUN_020352-T1
OG0004354	Av_00003489-RA	FUN_034082-T1
OG0004355	Av_00006985-RA, Av_00014889-RA, Av_00008108-RA, Av_00014422-RA, Av_00001230-RA	FUN_036262-T1
OG0004356	Av_00001314-RA	FUN_053212-T2, FUN_053212-T1
OG0004357	Av_00002115-RA, Av_00012959-RA, Av_00019172-RA	FUN_042945-T3, FUN_042945-T2, FUN_042945-T1, FUN_033183-T1, FUN_024750-T1
OG0004358	Av_00021757-RA	FUN_033098-T1
OG0004359	Av_00023638-RA, Av_00023047-RA	FUN_040359-T1, FUN_040360-T2, FUN_040360-T1
OG0004361	Av_00022634-RA	FUN_025006-T3, FUN_025006-T1, FUN_025006-T2
OG0004362	Av_00020519-RA	FUN_008102-T1, FUN_042083-T1
