Orthogroup	A_hypochondriacus.proteins	D_spatulata.proteins
OG0005175	AH014036-RA	Ds_00007247-RA
OG0005176	AH021012-RA	Ds_00009869-RA, Ds_00009870-RA, Ds_00016439-RA, Ds_00017628-RA
OG0005177	AH016249-RA, AH023261-RA	Ds_00004214-RA
OG0005178	AH002570-RA	Ds_00008796-RA
OG0005179	AH009569-RA, AH009568-RA, AH009567-RA, AH018088-RA	Ds_00008930-RA, Ds_00008929-RA, Ds_00008674-RA
OG0005180	AH009695-RA	Ds_00004589-RA
OG0005182	AH010004-RA	Ds_00010638-RA
OG0005183	AH007155-RA	Ds_00005080-RA
OG0005184	AH018684-RA	Ds_00016625-RA
OG0005185	AH016178-RA	Ds_00007532-RA
OG0005186	AH016000-RA	Ds_00003382-RA
OG0005187	AH007325-RA	Ds_00008647-RA
OG0005188	AH014068-RA	Ds_00007270-RA
OG0005189	AH023427-RA, AH015987-RA	Ds_00002365-RA
OG0005190	AH003422-RA, AH003427-RA, AH003429-RA, AH006287-RA	Ds_00008047-RA
OG0005191	AH002021-RA	Ds_00000695-RA
OG0005192	AH013352-RA	Ds_00017756-RA
OG0005193	AH018702-RA	Ds_00002113-RA, Ds_00007734-RA
OG0005194	AH007058-RA, AH020125-RA	Ds_00017977-RA
OG0005195	AH022255-RA, AH013483-RA	Ds_00000438-RA
OG0005197	AH021195-RA	Ds_00017950-RA
OG0005198	AH019945-RA	Ds_00007660-RA
OG0005199	AH017134-RA, AH016124-RA	Ds_00003461-RA
OG0005200	AH023227-RA, AH023816-RA, AH019454-RA, AH014000-RA	Ds_00009637-RA
OG0005201	AH015004-RA	Ds_00015099-RA
OG0005202	AH020326-RA	Ds_00007619-RA
OG0005203	AH012045-RA	Ds_00015853-RA
OG0005204	AH001956-RA	Ds_00000653-RA
OG0005205	AH009205-RA	Ds_00003560-RA, Ds_00016476-RA
OG0005206	AH003009-RA	Ds_00000678-RA
OG0005207	AH009249-RA	Ds_00004597-RA, Ds_00003570-RA
OG0005209	AH013499-RA	Ds_00012782-RA
OG0005210	AH021041-RA, AH014275-RA	Ds_00016456-RA
OG0005211	AH014131-RA	Ds_00007187-RA, Ds_00009678-RA
OG0005212	AH012379-RA	Ds_00012051-RA
OG0005213	AH013300-RA	Ds_00002374-RA
OG0005214	AH014362-RA	Ds_00017345-RA
OG0005215	AH013948-RA	Ds_00011478-RA
OG0005216	AH013376-RA	Ds_00002346-RA
OG0005217	AH018659-RA	Ds_00002099-RA
OG0005218	AH016092-RA, AH017153-RA	Ds_00010434-RA
OG0005219	AH016677-RA	Ds_00002464-RA
OG0005219	AH020625-RA	Ds_00011451-RA
OG0005220	AH013335-RA	Ds_00012814-RA, Ds_00002380-RA
OG0005222	AH016187-RA, AH023307-RA	Ds_00009935-RA, Ds_00014592-RA
OG0005223	AH009879-RA	Ds_00009364-RA, Ds_00012649-RA
OG0005224	AH000175-RA	Ds_00005838-RA
OG0005226	AH010936-RA, AH007693-RA	Ds_00016115-RA
OG0005227	AH017221-RA	Ds_00007418-RA
OG0005228	AH007575-RA	Ds_00014828-RA
OG0005230	AH014725-RA	Ds_00007747-RA
OG0005231	AH022692-RA	Ds_00010143-RA
OG0005232	AH006261-RA	Ds_00015079-RA
OG0005232	AH003400-RA	Ds_00004438-RA
OG0005233	AH022968-RA	Ds_00016726-RA
OG0005234	AH008028-RA	Ds_00013446-RA
OG0005235	AH020856-RA, AH014535-RA, AH020857-RA	Ds_00011232-RA
OG0005237	AH013181-RA	Ds_00010493-RA
OG0005238	AH007740-RA, AH010765-RA	Ds_00006262-RA, Ds_00006162-RA
OG0005239	AH022014-RA	Ds_00016531-RA, Ds_00015658-RA, Ds_00015659-RA
OG0005240	AH003012-RA	Ds_00010788-RA, Ds_00014894-RA
OG0005241	AH001282-RA, AH000262-RA	Ds_00012270-RA
OG0005242	AH006780-RA	Ds_00009581-RA
OG0005243	AH008170-RA	Ds_00011727-RA
OG0005244	AH013792-RA, AH022681-RA	Ds_00008263-RA
OG0005245	AH010093-RA	Ds_00014334-RA
OG0005246	AH000319-RA	Ds_00014824-RA
OG0005249	AH014610-RA	Ds_00007415-RA
OG0005250	AH003450-RA	Ds_00004728-RA
OG0005250	AH006306-RA, AH003446-RA	Ds_00006804-RA
OG0005252	AH000206-RA, AH000207-RA	Ds_00005237-RA
OG0005253	AH008803-RA	Ds_00008184-RA
OG0005254	AH020480-RA, AH006645-RA	Ds_00012657-RA, Ds_00009373-RA
OG0005255	AH023298-RA, AH010815-RA	Ds_00017456-RA
OG0005256	AH017174-RA	Ds_00009706-RA
OG0005257	AH021450-RA	Ds_00001732-RA
OG0005260	AH018888-RA	Ds_00001978-RA
OG0005262	AH013129-RA, AH013094-RA	Ds_00001131-RA
OG0005263	AH007937-RA	Ds_00006044-RA
OG0005264	AH014953-RA	Ds_00004476-RA
OG0005266	AH003141-RA, AH022977-RA, AH016427-RA	Ds_00015261-RA
OG0005267	AH020478-RA, AH006637-RA	Ds_00009370-RA
OG0005268	AH020509-RA, AH006587-RA	Ds_00012644-RA
OG0005269	AH010710-RA, AH021933-RA	Ds_00015600-RA
OG0005270	AH012829-RA	Ds_00004752-RA
OG0005271	AH010679-RA	Ds_00006234-RA
OG0005273	AH012439-RA	Ds_00006833-RA
OG0005274	AH018854-RA	Ds_00010507-RA
OG0005275	AH015795-RA	Ds_00006885-RA
OG0005277	AH021346-RA	Ds_00016676-RA, Ds_00016675-RA, Ds_00010945-RA
OG0005278	AH020549-RA	Ds_00007620-RA
OG0005279	AH006958-RA	Ds_00000913-RA
OG0005280	AH007328-RA, AH012719-RA	Ds_00002386-RA
OG0005281	AH018669-RA, AH003158-RA, AH018100-RA	Ds_00005093-RA, Ds_00013827-RA
OG0005282	AH004855-RA	Ds_00010707-RA
OG0005283	AH003358-RA, AH006397-RA	Ds_00008073-RA
OG0005285	AH000856-RA, AH002228-RA	Ds_00013022-RA
OG0005286	AH013030-RA	Ds_00006561-RA
OG0005287	AH011122-RA, AH007469-RA	Ds_00004595-RA
OG0005288	AH002646-RA	Ds_00007816-RA
OG0005289	AH009628-RA	Ds_00008378-RA
OG0005290	AH005164-RA	Ds_00010765-RA
OG0005291	AH009486-RA	Ds_00002874-RA
OG0005292	AH009526-RA	Ds_00002856-RA
OG0005293	AH012003-RA	Ds_00012584-RA
OG0005294	AH011741-RA	Ds_00004979-RA, Ds_00004985-RA
OG0005295	AH021602-RA	Ds_00007725-RA
OG0005296	AH016595-RA	Ds_00017631-RA
OG0005297	AH007049-RA	Ds_00003162-RA
OG0005298	AH020162-RA	Ds_00003078-RA
OG0005299	AH009698-RA	Ds_00012475-RA
OG0005300	AH009560-RA	Ds_00002845-RA
OG0005301	AH018096-RA	Ds_00011899-RA
OG0005302	AH008648-RA	Ds_00010882-RA
OG0005303	AH007605-RA	Ds_00003888-RA, Ds_00006328-RA
OG0005304	AH003500-RA	Ds_00004309-RA
OG0005305	AH011792-RA	Ds_00003254-RA
OG0005306	AH000817-RA	Ds_00006398-RA
OG0005307	AH017802-RA	Ds_00008620-RA
OG0005308	AH023843-RA, AH019912-RA	Ds_00006457-RA
OG0005309	AH005578-RA, AH004005-RA	Ds_00013389-RA, Ds_00013390-RA
OG0005310	AH019886-RA	Ds_00005085-RA
OG0005312	AH022907-RA	Ds_00015254-RA
OG0005312	AH007011-RA	Ds_00007130-RA, Ds_00007601-RA
OG0005313	AH005965-RA	Ds_00016708-RA, Ds_00001432-RA
OG0005314	AH004930-RA	Ds_00010756-RA
OG0005315	AH006461-RA	Ds_00016561-RA
OG0005316	AH007405-RA	Ds_00003932-RA
OG0005317	AH021256-RA	Ds_00006116-RA
OG0005318	AH017822-RA, AH002588-RA	Ds_00010155-RA, Ds_00001096-RA
OG0005319	AH004008-RA	Ds_00010526-RA
OG0005320	AH005032-RA	Ds_00010558-RA, Ds_00008444-RA
OG0005321	AH022906-RA	Ds_00015256-RA
OG0005322	AH022774-RA	Ds_00013499-RA
OG0005325	AH002227-RA	Ds_00011394-RA
OG0005328	AH017558-RA	Ds_00000161-RA
OG0005329	AH012378-RA, AH019548-RA	Ds_00009948-RA
OG0005330	AH016518-RA	Ds_00008466-RA
OG0005331	AH019772-RA, AH019769-RA, AH007330-RA	Ds_00007672-RA, Ds_00008644-RA
OG0005332	AH005541-RA	Ds_00010502-RA
OG0005333	AH009294-RA, AH001199-RA, AH009295-RA	Ds_00001218-RA, Ds_00010174-RA
OG0005334	AH017460-RA, AH002907-RA	Ds_00010634-RA
OG0005335	AH001097-RA	Ds_00016110-RA
OG0005336	AH018447-RA	Ds_00017781-RA
OG0005337	AH014922-RA	Ds_00005925-RA, Ds_00013224-RA
OG0005338	AH002783-RA, AH017640-RA	Ds_00003734-RA
OG0005339	AH002982-RA	Ds_00003861-RA, Ds_00009716-RA
OG0005341	AH003242-RA	Ds_00007389-RA
OG0005343	AH018767-RA	Ds_00004840-RA
OG0005344	AH021028-RA, AH014270-RA	Ds_00016452-RA
OG0005345	AH004129-RA	Ds_00005878-RA
OG0005346	AH006656-RA	Ds_00016536-RA
OG0005347	AH007850-RA, AH010708-RA	Ds_00006987-RA
OG0005348	AH005226-RA, AH004578-RA	Ds_00010587-RA
OG0005349	AH022936-RA	Ds_00008497-RA
OG0005350	AH018397-RA, AH011506-RA	Ds_00013120-RA
OG0005351	AH007318-RA	Ds_00007670-RA
OG0005353	AH004433-RA, AH004432-RA	Ds_00015446-RA
OG0005355	AH005230-RA	Ds_00010583-RA
OG0005356	AH018336-RA	Ds_00008112-RA
OG0005357	AH013008-RA	Ds_00000998-RA, Ds_00000999-RA
OG0005358	AH021216-RA	Ds_00000405-RA
OG0005360	AH017510-RA	Ds_00014120-RA, Ds_00014121-RA
OG0005361	AH022773-RA	Ds_00015249-RA
OG0005362	AH004820-RA	Ds_00010700-RA
OG0005363	AH003248-RA	Ds_00004848-RA
OG0005364	AH005971-RA, AH010684-RA, AH023328-RA, AH022663-RA, AH022598-RA, AH023466-RA, AH017658-RA, AH020802-RA, AH023845-RA, AH003517-RA, AH011577-RA, AH020652-RA, AH005928-RA, AH022664-RA, AH003269-RA, AH006203-RA, AH013804-RA, AH009008-RA, AH003268-RA, AH023808-RA, AH023829-RA	Ds_00006050-RA
OG0005365	AH022715-RA	Ds_00014737-RA
OG0005367	AH014507-RA, AH009431-RA	Ds_00010655-RA, Ds_00002207-RA, Ds_00002206-RA, Ds_00010661-RA, Ds_00010660-RA, Ds_00010659-RA
OG0005369	AH009475-RA	Ds_00002879-RA
OG0005370	AH009092-RA, AH000840-RA	Ds_00016296-RA
OG0005372	AH000599-RA	Ds_00012504-RA
OG0005395	AH022397-RA	Ds_00010166-RA
OG0005396	AH017290-RA	Ds_00015590-RA
OG0005399	AH020617-RA	Ds_00014994-RA
OG0005400	AH013310-RA, AH022227-RA	Ds_00006017-RA
OG0005401	AH020392-RA	Ds_00006388-RA
OG0005402	AH020454-RA	Ds_00000858-RA
OG0005402	AH020453-RA	Ds_00005779-RA
OG0005403	AH010407-RA	Ds_00006344-RA
OG0005404	AH022372-RA, AH013564-RA	Ds_00001117-RA
OG0005405	AH007407-RA	Ds_00017952-RA
OG0005406	AH006151-RA	Ds_00006761-RA
OG0005407	AH021045-RA	Ds_00003643-RA, Ds_00002968-RA, Ds_00007125-RA
OG0005408	AH002120-RA	Ds_00004992-RA
OG0005408	AH000483-RA	Ds_00004991-RA
OG0005409	AH007702-RA	Ds_00013957-RA
OG0005410	AH020251-RA	Ds_00015388-RA, Ds_00002732-RA
OG0005411	AH014023-RA	Ds_00015359-RA
OG0005412	AH006132-RA	Ds_00011458-RA
OG0005413	AH000198-RA	Ds_00005855-RA
OG0005414	AH002703-RA	Ds_00010715-RA
OG0005416	AH012446-RA, AH009007-RA	Ds_00015120-RA
OG0005417	AH008713-RA, AH010525-RA, AH007611-RA	Ds_00011578-RA, Ds_00003666-RA
OG0005418	AH013821-RA, AH018805-RA	Ds_00008275-RA
OG0005419	AH022252-RA	Ds_00004072-RA
OG0005420	AH006520-RA	Ds_00005727-RA
OG0005421	AH010620-RA, AH010619-RA	Ds_00003950-RA, Ds_00014438-RA
OG0005422	AH022490-RA	Ds_00014733-RA
OG0005423	AH020085-RA	Ds_00005002-RA
OG0005424	AH020007-RA	Ds_00015645-RA, Ds_00004987-RA
OG0005425	AH012440-RA	Ds_00015985-RA
OG0005426	AH021737-RA	Ds_00006846-RA
OG0005427	AH019268-RA	Ds_00012470-RA
OG0005428	AH013273-RA	Ds_00015700-RA
OG0005429	AH011053-RA, AH007513-RA	Ds_00013924-RA
OG0005430	AH020841-RA	Ds_00000271-RA
OG0005431	AH001557-RA, AH023067-RA, AH000521-RA	Ds_00016064-RA, Ds_00016066-RA, Ds_00002392-RA
OG0005432	AH013244-RA	Ds_00015684-RA
OG0005433	AH011805-RA	Ds_00005005-RA
OG0005434	AH020082-RA	Ds_00014659-RA
OG0005436	AH018867-RA	Ds_00010685-RA
OG0005437	AH010437-RA	Ds_00006904-RA, Ds_00006310-RA
OG0005438	AH021796-RA	Ds_00015789-RA, Ds_00002090-RA
OG0005439	AH009246-RA	Ds_00016495-RA
OG0005441	AH003057-RA	Ds_00012986-RA
OG0005442	AH013225-RA	Ds_00010024-RA
OG0005443	AH023087-RA	Ds_00015609-RA
OG0005444	AH017718-RA	Ds_00014161-RA
OG0005445	AH023272-RA, AH016236-RA	Ds_00014233-RA
OG0005447	AH012652-RA	Ds_00002062-RA, Ds_00008729-RA
OG0005448	AH023109-RA, AH016388-RA	Ds_00008691-RA
OG0005449	AH011831-RA, AH020143-RA	Ds_00004631-RA
OG0005450	AH007714-RA	Ds_00014557-RA
OG0005452	AH022485-RA, AH018792-RA, AH022687-RA	Ds_00008267-RA
OG0005453	AH006864-RA	Ds_00011036-RA
OG0005454	AH010744-RA	Ds_00006961-RA, Ds_00006146-RA
OG0005455	AH012679-RA, AH021863-RA	Ds_00002045-RA
OG0005457	AH019160-RA	Ds_00006445-RA
OG0005458	AH021884-RA	Ds_00011320-RA, Ds_00007166-RA
OG0005460	AH007186-RA	Ds_00005101-RA
OG0005461	AH017025-RA	Ds_00003419-RA
OG0005462	AH018872-RA, AH018871-RA	Ds_00014864-RA
OG0005463	AH020055-RA	Ds_00017307-RA
OG0005464	AH017705-RA	Ds_00013885-RA
OG0005465	AH022045-RA, AH013544-RA	Ds_00000986-RA
OG0005466	AH017792-RA, AH002599-RA	Ds_00001086-RA
OG0005467	AH022504-RA, AH013642-RA	Ds_00014710-RA
OG0005469	AH023712-RA, AH016786-RA	Ds_00014811-RA
OG0005470	AH019757-RA	Ds_00007677-RA
OG0005471	AH001119-RA, AH000065-RA	Ds_00004144-RA
OG0005472	AH019313-RA, AH015629-RA	Ds_00004855-RA
OG0005473	AH016159-RA	Ds_00003454-RA
OG0005475	AH006424-RA	Ds_00016554-RA
OG0005476	AH008984-RA	Ds_00001625-RA, Ds_00012523-RA, Ds_00003542-RA
OG0005477	AH005934-RA, AH003623-RA	Ds_00013436-RA
OG0005479	AH001638-RA, AH000958-RA	Ds_00008195-RA
OG0005480	AH011754-RA	Ds_00015649-RA
OG0005482	AH008832-RA	Ds_00014779-RA
OG0005483	AH007599-RA	Ds_00004943-RA, Ds_00001685-RA
OG0005484	AH001028-RA	Ds_00011083-RA
OG0005484	AH003296-RA	Ds_00004038-RA
OG0005485	AH008721-RA	Ds_00001590-RA
OG0005486	AH018297-RA	Ds_00005908-RA
OG0005487	AH009466-RA	Ds_00002881-RA
OG0005488	AH000665-RA	Ds_00012168-RA
OG0005490	AH011957-RA	Ds_00017645-RA
OG0005491	AH002255-RA	Ds_00000045-RA, Ds_00013015-RA
OG0005492	AH005686-RA, AH010248-RA, AH003894-RA	Ds_00006545-RA
OG0005493	AH011661-RA	Ds_00013292-RA, Ds_00011004-RA
OG0005494	AH003174-RA	Ds_00012774-RA
OG0005495	AH005609-RA	Ds_00010903-RA, Ds_00011220-RA
OG0005496	AH023627-RA	Ds_00014189-RA
OG0005497	AH005271-RA	Ds_00015929-RA
OG0005498	AH007109-RA	Ds_00003225-RA
OG0005499	AH017891-RA	Ds_00000312-RA
OG0005500	AH016682-RA	Ds_00002533-RA, Ds_00000544-RA
OG0005501	AH015824-RA	Ds_00003536-RA
OG0005502	AH003955-RA	Ds_00006793-RA
OG0005503	AH013471-RA	Ds_00009099-RA, Ds_00004256-RA
OG0005504	AH003597-RA	Ds_00002637-RA
OG0005506	AH023595-RA	Ds_00003537-RA
OG0005507	AH018749-RA	Ds_00002126-RA
OG0005508	AH005919-RA	Ds_00000523-RA
OG0005510	AH023755-RA, AH023756-RA	Ds_00011970-RA, Ds_00007483-RA
OG0005511	AH005700-RA	Ds_00009401-RA
OG0005512	AH001692-RA	Ds_00000310-RA
OG0005514	AH001318-RA	Ds_00014997-RA
OG0005516	AH014898-RA	Ds_00010269-RA
OG0005517	AH001263-RA	Ds_00010662-RA, Ds_00016311-RA
OG0005519	AH000428-RA	Ds_00016229-RA, Ds_00016234-RA, Ds_00016235-RA
OG0005520	AH008788-RA	Ds_00008818-RA
OG0005521	AH004992-RA	Ds_00014534-RA
OG0005522	AH009506-RA, AH007979-RA	Ds_00012525-RA, Ds_00002866-RA
OG0005523	AH011089-RA	Ds_00004329-RA
OG0005525	AH015263-RA	Ds_00011526-RA
OG0005526	AH009312-RA	Ds_00011927-RA
OG0005527	AH000411-RA	Ds_00001216-RA
OG0005528	AH007905-RA	Ds_00001988-RA
OG0005529	AH014936-RA	Ds_00009529-RA
OG0005530	AH020806-RA, AH005293-RA	Ds_00007929-RA
OG0005531	AH001172-RA	Ds_00009550-RA, Ds_00010272-RA
OG0005532	AH014916-RA, AH004563-RA	Ds_00012854-RA
OG0005533	AH016015-RA	Ds_00000498-RA, Ds_00011513-RA
OG0005534	AH001320-RA	Ds_00012245-RA
OG0005534	AH021477-RA, AH014946-RA	Ds_00004470-RA
OG0005535	AH011717-RA, AH020032-RA	Ds_00001219-RA
OG0005536	AH008135-RA	Ds_00001765-RA
OG0005537	AH005114-RA, AH005115-RA	Ds_00004295-RA
OG0005538	AH019037-RA	Ds_00002277-RA
OG0005539	AH009105-RA	Ds_00017479-RA
OG0005541	AH001512-RA	Ds_00008523-RA
OG0005542	AH001923-RA	Ds_00000650-RA
OG0005543	AH015368-RA, AH015367-RA	Ds_00002582-RA
OG0005544	AH014308-RA	Ds_00016986-RA
OG0005545	AH020824-RA	Ds_00014792-RA
OG0005546	AH022591-RA	Ds_00008015-RA
OG0005548	AH019699-RA	Ds_00017689-RA
OG0005549	AH002134-RA	Ds_00016056-RA
OG0005550	AH017101-RA	Ds_00016861-RA
OG0005551	AH003253-RA	Ds_00006366-RA
OG0005552	AH017051-RA	Ds_00012845-RA, Ds_00013631-RA
OG0005553	AH006824-RA, AH020352-RA	Ds_00000809-RA
OG0005554	AH000989-RA	Ds_00002425-RA
OG0005556	AH007532-RA	Ds_00005331-RA
OG0005557	AH003363-RA, AH003364-RA, AH018571-RA	Ds_00000702-RA
OG0005558	AH003188-RA	Ds_00017814-RA, Ds_00017815-RA
OG0005559	AH017395-RA	Ds_00013879-RA
OG0005560	AH021031-RA	Ds_00017633-RA
OG0005562	AH009697-RA	Ds_00015695-RA, Ds_00015694-RA, Ds_00012476-RA, Ds_00015696-RA
OG0005563	AH013189-RA	Ds_00004970-RA
OG0005564	AH010858-RA	Ds_00003421-RA
OG0005565	AH002116-RA	Ds_00000741-RA
OG0005567	AH014529-RA	Ds_00000263-RA
OG0005568	AH016996-RA	Ds_00003364-RA
OG0005569	AH013390-RA	Ds_00007609-RA
OG0005570	AH022422-RA, AH012085-RA	Ds_00002285-RA, Ds_00013921-RA
OG0005571	AH013488-RA	Ds_00000450-RA
OG0005572	AH018982-RA	Ds_00013076-RA
OG0005573	AH014295-RA	Ds_00009855-RA
OG0005574	AH009253-RA	Ds_00016496-RA
OG0005575	AH016032-RA	Ds_00003428-RA
OG0005576	AH018324-RA, AH011406-RA	Ds_00008358-RA, Ds_00001380-RA
OG0005577	AH011321-RA, AH015434-RA, AH018090-RA	Ds_00004907-RA
OG0005578	AH013496-RA, AH017059-RA	Ds_00000456-RA
OG0005579	AH020424-RA	Ds_00005789-RA
OG0005580	AH010189-RA, AH015019-RA, AH021512-RA	Ds_00004517-RA
OG0005581	AH014589-RA	Ds_00013320-RA
OG0005583	AH022249-RA, AH013486-RA	Ds_00012780-RA
OG0005583	AH016011-RA	Ds_00007330-RA
OG0005584	AH012413-RA, AH012412-RA	Ds_00016410-RA
OG0005585	AH003151-RA, AH018697-RA	Ds_00001325-RA
OG0005586	AH023331-RA, AH023325-RA, AH023330-RA	Ds_00009075-RA
OG0005587	AH021333-RA, AH014751-RA	Ds_00012272-RA
OG0005589	AH019254-RA	Ds_00002587-RA, Ds_00017705-RA
OG0005590	AH020446-RA, AH006680-RA	Ds_00005771-RA
OG0005591	AH019003-RA	Ds_00003306-RA
OG0005592	AH013445-RA, AH022299-RA	Ds_00002308-RA, Ds_00000467-RA
OG0005593	AH011398-RA	Ds_00001366-RA
OG0005594	AH023360-RA	Ds_00006862-RA
OG0005595	AH022250-RA	Ds_00002268-RA
OG0005596	AH018738-RA	Ds_00009899-RA
OG0005597	AH014380-RA, AH020993-RA	Ds_00017353-RA
OG0005598	AH003190-RA, AH018602-RA	Ds_00017792-RA, Ds_00001358-RA
OG0005599	AH011344-RA	Ds_00018031-RA
OG0005600	AH022837-RA	Ds_00006533-RA
OG0005601	AH018209-RA, AH011388-RA	Ds_00013376-RA
OG0005603	AH014171-RA	Ds_00014784-RA, Ds_00007281-RA
OG0005604	AH016021-RA	Ds_00003407-RA
OG0005608	AH021897-RA	Ds_00001536-RA
OG0005609	AH002126-RA	Ds_00002407-RA
OG0005610	AH014017-RA	Ds_00015358-RA
OG0005611	AH001501-RA, AH001499-RA	Ds_00001681-RA
OG0005612	AH012933-RA, AH004208-RA	Ds_00003481-RA
OG0005613	AH016832-RA	Ds_00006011-RA
OG0005614	AH003068-RA, AH018799-RA	Ds_00004892-RA, Ds_00013111-RA
OG0005615	AH009317-RA	Ds_00000943-RA
OG0005617	AH008226-RA	Ds_00016835-RA, Ds_00011678-RA
OG0005618	AH013051-RA	Ds_00004938-RA
OG0005619	AH002880-RA, AH001143-RA	Ds_00005155-RA
OG0005620	AH013165-RA	Ds_00010049-RA
OG0005621	AH020481-RA, AH006646-RA, AH006647-RA	Ds_00005752-RA, Ds_00009374-RA
OG0005622	AH012685-RA	Ds_00017147-RA
OG0005623	AH021267-RA	Ds_00004284-RA
OG0005624	AH006290-RA, AH011827-RA	Ds_00008049-RA
OG0005625	AH021705-RA	Ds_00015987-RA
OG0005626	AH020413-RA, AH019110-RA	Ds_00015273-RA
OG0005627	AH020671-RA	Ds_00009605-RA
OG0005628	AH015766-RA	Ds_00013908-RA
OG0005629	AH016464-RA, AH022955-RA	Ds_00008522-RA
OG0005630	AH012552-RA, AH021770-RA	Ds_00015568-RA, Ds_00015962-RA
OG0005631	AH009780-RA	Ds_00006370-RA
OG0005632	AH015122-RA	Ds_00015088-RA
OG0005633	AH022704-RA	Ds_00008271-RA
OG0005634	AH000176-RA, AH001248-RA	Ds_00005837-RA, Ds_00004115-RA
OG0005635	AH000133-RA, AH021270-RA, AH014685-RA	Ds_00004287-RA
OG0005636	AH012501-RA, AH021740-RA	Ds_00014316-RA
OG0005637	AH001828-RA	Ds_00016514-RA
OG0005638	AH010591-RA	Ds_00005515-RA
OG0005639	AH022672-RA, AH011514-RA, AH011516-RA, AH011515-RA	Ds_00008252-RA
OG0005640	AH021461-RA	Ds_00004461-RA, Ds_00010258-RA
OG0005641	AH000340-RA	Ds_00001149-RA, Ds_00016326-RA
OG0005642	AH019084-RA	Ds_00007345-RA
OG0005643	AH019097-RA	Ds_00015301-RA
OG0005644	AH001929-RA	Ds_00015144-RA
OG0005645	AH000757-RA, AH006979-RA	Ds_00013604-RA
OG0005646	AH003093-RA	Ds_00006104-RA
OG0005647	AH012770-RA, AH022002-RA, AH013127-RA	Ds_00008770-RA, Ds_00002016-RA
OG0005648	AH012821-RA	Ds_00017801-RA
OG0005649	AH022991-RA	Ds_00012116-RA
OG0005650	AH013272-RA	Ds_00008352-RA
OG0005651	AH016386-RA	Ds_00002185-RA
OG0005652	AH015282-RA	Ds_00011518-RA
OG0005653	AH017066-RA	Ds_00012243-RA, Ds_00009524-RA, Ds_00005281-RA
OG0005654	AH010068-RA	Ds_00002159-RA
OG0005655	AH007917-RA	Ds_00005148-RA
OG0005656	AH016381-RA	Ds_00006606-RA
OG0005659	AH008280-RA	Ds_00009708-RA
OG0005660	AH008079-RA	Ds_00010642-RA
OG0005661	AH011065-RA	Ds_00013914-RA
OG0005662	AH010986-RA	Ds_00013954-RA, Ds_00014758-RA
OG0005663	AH007499-RA, AH007500-RA	Ds_00016796-RA, Ds_00006656-RA
OG0005664	AH010882-RA	Ds_00005518-RA
OG0005665	AH000225-RA	Ds_00005850-RA
OG0005666	AH020372-RA, AH006796-RA	Ds_00000819-RA
OG0005666	AH016656-RA	Ds_00011098-RA
OG0005667	AH001731-RA	Ds_00003823-RA
OG0005668	AH022833-RA, AH016551-RA	Ds_00001392-RA
OG0005669	AH017503-RA, AH002884-RA	Ds_00013073-RA
OG0005670	AH004210-RA, AH005301-RA	Ds_00009525-RA
OG0005671	AH007965-RA	Ds_00014536-RA
OG0005672	AH014671-RA	Ds_00004271-RA
OG0005673	AH016639-RA	Ds_00014222-RA
OG0005674	AH009894-RA	Ds_00011776-RA
OG0005676	AH006698-RA	Ds_00000859-RA
OG0005677	AH015843-RA	Ds_00011757-RA, Ds_00011759-RA
OG0005678	AH011140-RA	Ds_00017323-RA
OG0005679	AH006150-RA	Ds_00009436-RA
OG0005679	AH001650-RA	Ds_00000292-RA
OG0005680	AH004861-RA, AH004454-RA	Ds_00010708-RA
OG0005681	AH008392-RA, AH003873-RA	Ds_00002541-RA
OG0005682	AH000734-RA, AH002368-RA	Ds_00017424-RA, Ds_00013332-RA
OG0005683	AH000124-RA	Ds_00005178-RA
OG0005684	AH015856-RA	Ds_00004377-RA
OG0005685	AH008617-RA	Ds_00009817-RA
OG0005686	AH005274-RA	Ds_00016761-RA
OG0005687	AH000833-RA	Ds_00000035-RA
OG0005688	AH004256-RA	Ds_00014348-RA
OG0005689	AH003830-RA	Ds_00016606-RA
OG0005690	AH012339-RA	Ds_00012026-RA
OG0005692	AH002138-RA, AH002139-RA	Ds_00014127-RA
OG0005693	AH004499-RA	Ds_00017390-RA
OG0005694	AH004301-RA	Ds_00013432-RA, Ds_00016705-RA
OG0005696	AH019614-RA	Ds_00012508-RA, Ds_00002837-RA
OG0005697	AH010587-RA	Ds_00014339-RA
OG0005698	AH023691-RA	Ds_00012156-RA
OG0005699	AH017847-RA	Ds_00007791-RA
OG0005700	AH018884-RA	Ds_00001907-RA
OG0005701	AH003356-RA, AH006398-RA	Ds_00008074-RA
OG0005702	AH022951-RA, AH016470-RA	Ds_00017868-RA, Ds_00008516-RA
OG0005704	AH007002-RA, AH007968-RA	Ds_00003293-RA
OG0005705	AH018179-RA	Ds_00002788-RA
OG0005706	AH009015-RA	Ds_00013669-RA, Ds_00002923-RA
OG0005707	AH017239-RA	Ds_00009719-RA, Ds_00011434-RA, Ds_00013754-RA
OG0005708	AH008450-RA	Ds_00006296-RA, Ds_00005614-RA, Ds_00016855-RA, Ds_00015899-RA, Ds_00009199-RA
OG0005710	AH001108-RA	Ds_00016098-RA
OG0005711	AH004550-RA, AH005176-RA	Ds_00004804-RA
OG0005712	AH009519-RA	Ds_00002860-RA
OG0005713	AH006474-RA	Ds_00013419-RA
OG0005714	AH010548-RA	Ds_00006906-RA
OG0005715	AH003770-RA	Ds_00014491-RA
