Orthogroup	A_coerulea.proteins	G_max.proteins
OG0002745	Aqcoe7G377000.1.p, Aqcoe7G377000.3.p, Aqcoe7G377000.2.p	GmISU01.13G134400.1.p, GmISU01.17G100300.1.p
OG0002745	Aqcoe7G347800.1.p	GmISU01.17G187400.4.p, GmISU01.17G187400.3.p, GmISU01.17G187400.2.p, GmISU01.17G187400.1.p, GmISU01.14G101700.1.p, GmISU01.14G101700.2.p, GmISU01.14G101700.3.p
OG0002746	Aqcoe1G086100.1.p, Aqcoe1G086100.2.p, Aqcoe1G086100.3.p, Aqcoe1G085900.5.p, Aqcoe1G085900.4.p, Aqcoe1G085900.2.p, Aqcoe1G085900.3.p, Aqcoe5G465800.1.p, Aqcoe1G085900.1.p, Aqcoe7G301600.1.p, Aqcoe1G142500.1.p	GmISU01.14G058000.4.p, GmISU01.14G058000.3.p, GmISU01.14G058000.5.p, GmISU01.14G058000.1.p, GmISU01.02G215900.1.p, GmISU01.02G215900.2.p, GmISU01.11G205600.2.p, GmISU01.11G205600.1.p, GmISU01.11G205600.3.p, GmISU01.18G028400.1.p
OG0002747	Aqcoe7G046300.4.p, Aqcoe7G046300.3.p, Aqcoe7G046300.1.p, Aqcoe7G046300.2.p	GmISU01.09G115100.1.p, GmISU01.09G115100.2.p, GmISU01.16G167900.5.p, GmISU01.16G167900.4.p, GmISU01.16G167900.1.p, GmISU01.16G167900.2.p, GmISU01.18G173700.1.p, GmISU01.09G220500.2.p, GmISU01.09G220500.1.p
OG0002748	Aqcoe7G387600.1.p, Aqcoe7G264800.1.p	GmISU01.17G104600.4.p, GmISU01.17G104600.1.p, GmISU01.17G104600.2.p, GmISU01.17G104600.6.p, GmISU01.17G104600.5.p, GmISU01.17G104600.3.p, GmISU01.15G007500.1.p, GmISU01.08G197300.1.p, GmISU01.07G028100.1.p
OG0002749	Aqcoe7G133900.1.p	GmISU01.13G310200.1.p, GmISU01.08G027900.2.p, GmISU01.08G027900.1.p, GmISU01.05G191000.1.p, GmISU01.05G191000.2.p
OG0002750	Aqcoe7G395000.1.p	GmISU01.15G013400.2.p, GmISU01.15G013400.1.p, GmISU01.13G317600.2.p, GmISU01.13G317600.1.p
OG0002750	Aqcoe7G186100.2.p, Aqcoe7G186100.1.p	GmISU01.09G150100.2.p, GmISU01.09G150100.1.p, GmISU01.07G079500.2.p, GmISU01.07G079500.1.p
OG0002751	Aqcoe7G004900.1.p	GmISU01.04G106500.3.p, GmISU01.04G106500.1.p, GmISU01.06G266600.1.p
OG0002751	Aqcoe1G078600.1.p	GmISU01.19G164100.1.p, GmISU01.03G162400.1.p
OG0002752	Aqcoe7G190300.1.p	GmISU01.08G192800.3.p, GmISU01.08G192800.5.p, GmISU01.08G192800.6.p, GmISU01.08G192800.4.p, GmISU01.08G192800.2.p, GmISU01.07G031900.2.p, GmISU01.07G031900.3.p, GmISU01.07G031900.1.p, GmISU01.15G012800.1.p, GmISU01.15G012800.2.p, GmISU01.13G318200.1.p
OG0002753	Aqcoe7G049900.1.p	GmISU01.03G015600.1.p, GmISU01.18G174500.1.p, GmISU01.09G219700.2.p
OG0002754	Aqcoe7G164600.1.p	GmISU01.05G195900.1.p, GmISU01.08G033800.1.p, GmISU01.01G036500.1.p, GmISU01.09G154100.1.p, GmISU01.13G314700.1.p, GmISU01.15G016600.1.p, GmISU01.07G016100.1.p, GmISU01.08G188900.1.p
OG0002755	Aqcoe7G333000.1.p	GmISU01.06G054300.1.p, GmISU01.04G054500.1.p, GmISU01.17G061300.1.p, GmISU01.13G066500.1.p
OG0002756	Aqcoe7G432200.1.p	GmISU01.03G220600.1.p, GmISU01.03G220600.2.p, GmISU01.19G222000.1.p, GmISU01.19G222000.2.p, GmISU01.16G008000.1.p, GmISU01.07G037900.1.p
OG0002757	Aqcoe7G132900.1.p, Aqcoe7G132900.2.p	GmISU01.06G046200.1.p, GmISU01.04G047100.2.p, GmISU01.14G089400.2.p, GmISU01.17G198700.1.p, GmISU01.07G112900.1.p, GmISU01.08G027300.1.p, GmISU01.05G190700.1.p
OG0002758	Aqcoe7G047300.3.p, Aqcoe7G047300.2.p, Aqcoe7G047300.1.p	GmISU01.09G220300.6.p, GmISU01.09G220300.2.p, GmISU01.09G220300.7.p, GmISU01.09G220300.4.p, GmISU01.18G173900.2.p, GmISU01.07G071000.3.p, GmISU01.07G071000.2.p, GmISU01.07G071000.4.p, GmISU01.03G014900.4.p, GmISU01.03G014900.3.p, GmISU01.03G014900.1.p, GmISU01.03G014900.2.p
OG0002759	Aqcoe7G148800.1.p, Aqcoe7G148800.5.p, Aqcoe7G148800.6.p, Aqcoe7G148800.4.p, Aqcoe7G148800.2.p, Aqcoe7G148800.7.p, Aqcoe7G148800.3.p	GmISU01.08G087400.1.p
OG0002760	Aqcoe7G296000.1.p	GmISU01.13G072700.4.p, GmISU01.13G072700.1.p, GmISU01.13G072700.3.p, GmISU01.13G072700.2.p, GmISU01.17G054700.1.p
OG0002761	Aqcoe1G089000.1.p, Aqcoe7G427900.2.p, Aqcoe7G427900.1.p	GmISU01.05G107700.1.p, GmISU01.08G079300.2.p, GmISU01.08G079300.1.p, GmISU01.02G215500.1.p, GmISU01.14G058300.1.p, GmISU01.14G058300.2.p
OG0002762	Aqcoe7G339300.1.p	GmISU01.20G111100.6.p, GmISU01.20G111100.5.p, GmISU01.20G111100.4.p, GmISU01.20G111100.3.p, GmISU01.20G111100.1.p, GmISU01.20G111100.2.p
OG0002763	Aqcoe7G043100.6.p, Aqcoe7G043100.4.p, Aqcoe7G043100.7.p, Aqcoe7G043100.1.p, Aqcoe7G043100.5.p, Aqcoe7G043100.2.p, Aqcoe7G043100.3.p, Aqcoe7G043100.8.p	GmISU01.08G074600.1.p, GmISU01.15G122200.1.p, GmISU01.09G024300.1.p
OG0002764	Aqcoe7G151100.1.p	GmISU01.13G312100.3.p, GmISU01.13G312100.2.p, GmISU01.13G312100.5.p, GmISU01.13G312100.4.p, GmISU01.15G019300.1.p, GmISU01.15G019300.2.p, GmISU01.07G013500.1.p, GmISU01.08G186700.1.p
OG0002766	Aqcoe7G105000.1.p, Aqcoe5G091500.1.p	GmISU01.03G192500.1.p, GmISU01.19G194300.1.p, GmISU01.20G195600.1.p, GmISU01.10G120200.1.p, GmISU01.03G174100.1.p, GmISU01.19G175200.1.p
OG0002767	Aqcoe7G392800.1.p	GmISU01.06G001900.1.p, GmISU01.06G001900.2.p
OG0002768	Aqcoe7G003200.1.p, Aqcoe7G003200.2.p	GmISU01.13G001500.1.p, GmISU01.13G001500.5.p, GmISU01.13G001500.3.p, GmISU01.13G001500.2.p, GmISU01.10G140100.1.p, GmISU01.10G140100.3.p, GmISU01.10G140100.2.p, GmISU01.20G176700.1.p
OG0002769	Aqcoe7G028100.1.p	GmISU01.01G179000.2.p, GmISU01.01G179000.7.p, GmISU01.01G179000.6.p, GmISU01.01G179000.5.p, GmISU01.01G179000.4.p, GmISU01.01G179000.3.p, GmISU01.11G020700.4.p, GmISU01.11G020700.5.p, GmISU01.11G020700.2.p, GmISU01.11G020700.3.p, GmISU01.11G020700.1.p, GmISU01.08G014600.1.p, GmISU01.08G014600.6.p, GmISU01.08G014600.3.p, GmISU01.08G014600.5.p, GmISU01.08G014600.4.p, GmISU01.05G178000.1.p, GmISU01.05G178000.3.p
OG0002770	Aqcoe7G408200.3.p, Aqcoe7G408200.1.p, Aqcoe7G408200.2.p	GmISU01.01G007900.1.p, GmISU01.01G007900.2.p, GmISU01.16G069500.2.p, GmISU01.16G069500.1.p
OG0002771	Aqcoe7G107700.1.p	GmISU01.09G064700.1.p, GmISU01.15G162000.1.p, GmISU01.13G084600.1.p, GmISU01.13G084600.2.p, GmISU01.17G042700.1.p, GmISU01.17G042700.3.p, GmISU01.17G042700.2.p, GmISU01.17G042700.5.p
OG0002772	Aqcoe7G010900.1.p, Aqcoe7G010900.2.p, Aqcoe7G010900.4.p, Aqcoe7G010900.3.p	GmISU01.14G099300.2.p, GmISU01.06G116500.2.p, GmISU01.06G116500.3.p, GmISU01.06G116500.1.p, GmISU01.04G194700.1.p, GmISU01.04G194700.2.p
OG0002773	Aqcoe7G101200.1.p, Aqcoe7G101200.2.p	GmISU01.16G012500.2.p, GmISU01.16G012500.1.p, GmISU01.16G012500.3.p, GmISU01.07G042700.2.p, GmISU01.07G042700.3.p, GmISU01.07G042700.1.p
OG0002774	Aqcoe7G094100.2.p, Aqcoe7G094100.1.p	GmISU01.08G161500.1.p, GmISU01.15G209800.1.p, GmISU01.15G209800.2.p
OG0002775	Aqcoe7G266200.1.p, Aqcoe1G093300.2.p, Aqcoe1G093300.1.p	GmISU01.11G204100.5.p, GmISU01.11G204100.3.p, GmISU01.11G204100.1.p, GmISU01.11G204100.2.p, GmISU01.11G204100.4.p, GmISU01.18G030000.1.p, GmISU01.18G030000.2.p, GmISU01.18G030000.3.p
OG0002776	Aqcoe7G099500.2.p, Aqcoe7G099500.1.p	GmISU01.17G174200.6.p, GmISU01.17G174200.5.p, GmISU01.17G174200.3.p, GmISU01.17G174200.1.p, GmISU01.14G112300.4.p, GmISU01.14G112300.2.p, GmISU01.04G068300.8.p, GmISU01.04G068300.22.p, GmISU01.04G068300.2.p, GmISU01.06G069300.13.p, GmISU01.06G069300.8.p, GmISU01.06G069300.12.p, GmISU01.06G069300.14.p, GmISU01.06G069300.15.p, GmISU01.06G069300.16.p
OG0002777	Aqcoe7G430600.1.p	GmISU01.07G038900.12.p, GmISU01.07G038900.4.p, GmISU01.07G038900.7.p, GmISU01.07G038900.2.p, GmISU01.07G038900.3.p, GmISU01.07G038900.5.p, GmISU01.07G038900.6.p, GmISU01.07G038900.8.p, GmISU01.07G038900.1.p, GmISU01.07G038900.10.p, GmISU01.07G038900.9.p, GmISU01.07G038900.14.p, GmISU01.07G038900.11.p, GmISU01.07G038900.13.p, GmISU01.16G008900.2.p, GmISU01.16G008900.3.p, GmISU01.16G008900.1.p, GmISU01.16G008900.4.p
OG0002778	Aqcoe1G119300.1.p	GmISU01.18G077300.1.p, GmISU01.08G287450.1.p, GmISU01.14G016900.1.p
OG0002779	Aqcoe1G468900.1.p	GmISU01.03G134500.1.p, GmISU01.19G137800.1.p, GmISU01.10G040300.1.p, GmISU01.10G040300.2.p, GmISU01.13G103900.1.p
OG0002780	Aqcoe1G445800.1.p	GmISU01.19G157900.8.p, GmISU01.19G157900.7.p, GmISU01.19G157900.4.p, GmISU01.19G157900.3.p, GmISU01.19G157900.6.p, GmISU01.19G157900.5.p, GmISU01.19G157900.2.p, GmISU01.03G155700.5.p, GmISU01.03G155700.6.p, GmISU01.03G155700.4.p, GmISU01.03G155700.2.p, GmISU01.03G155700.1.p, GmISU01.13G126600.1.p, GmISU01.10G064400.1.p
OG0002781	Aqcoe1G068000.3.p, Aqcoe1G068000.1.p, Aqcoe1G068000.2.p	GmISU01.19G085100.9.p, GmISU01.19G085100.1.p, GmISU01.19G085100.3.p, GmISU01.19G085100.8.p, GmISU01.19G085100.10.p, GmISU01.19G085100.6.p, GmISU01.19G085100.2.p, GmISU01.19G085100.4.p, GmISU01.19G085100.7.p, GmISU01.16G035100.1.p, GmISU01.16G035100.5.p, GmISU01.16G035100.3.p, GmISU01.16G035100.2.p, GmISU01.16G035100.4.p, GmISU01.16G035100.6.p
OG0002782	Aqcoe1G122900.1.p	GmISU01.19G151500.3.p, GmISU01.19G151500.2.p, GmISU01.13G118700.1.p, GmISU01.10G056300.1.p
OG0002783	Aqcoe1G340100.2.p, Aqcoe1G340100.1.p, Aqcoe1G340100.3.p	GmISU01.15G080900.2.p
OG0002784	Aqcoe1G391100.1.p, Aqcoe3G178700.1.p	GmISU01.02G059100.2.p, GmISU01.16G119700.2.p, GmISU01.02G059100.1.p, GmISU01.16G119700.1.p
OG0002785	Aqcoe3G063100.1.p, Aqcoe3G063100.2.p, Aqcoe1G468600.1.p	GmISU01.18G215000.1.p, GmISU01.08G229300.1.p, GmISU01.19G029000.1.p, GmISU01.13G032500.1.p, GmISU01.13G032500.2.p
OG0002787	Aqcoe1G318200.1.p	GmISU01.15G066900.1.p, GmISU01.13G208900.1.p, GmISU01.06G227000.1.p, GmISU01.04G102600.1.p, GmISU01.07G162800.1.p, GmISU01.13G153500.1.p, GmISU01.15G066800.1.p
OG0002788	Aqcoe1G400700.1.p	GmISU01.09G230900.1.p, GmISU01.18G163200.1.p, GmISU01.01G100400.1.p, GmISU01.03G032400.1.p, GmISU01.02G198800.1.p, GmISU01.14G168500.1.p, GmISU01.11G169600.1.p, GmISU01.18G050000.1.p
OG0002789	Aqcoe1G163900.1.p	GmISU01.20G016300.1.p, GmISU01.20G016300.5.p, GmISU01.20G016300.14.p, GmISU01.20G016300.13.p, GmISU01.20G016300.9.p, GmISU01.20G016300.10.p, GmISU01.20G016300.8.p, GmISU01.20G016300.6.p, GmISU01.20G016300.11.p, GmISU01.20G016300.7.p, GmISU01.20G016300.12.p, GmISU01.07G188150.1.p
OG0002790	Aqcoe1G231300.8.p, Aqcoe1G231300.5.p, Aqcoe1G231300.4.p, Aqcoe1G231300.3.p, Aqcoe1G231300.1.p, Aqcoe1G231300.6.p, Aqcoe1G231300.7.p, Aqcoe1G231300.2.p	GmISU01.18G082100.1.p, GmISU01.18G082100.2.p, GmISU01.08G283600.3.p, GmISU01.08G283600.2.p, GmISU01.08G283600.1.p, GmISU01.08G283500.1.p, GmISU01.08G283500.2.p, GmISU01.18G082000.1.p, GmISU01.13G044300.1.p, GmISU01.14G021300.1.p
OG0002791	Aqcoe3G418700.1.p	GmISU01.18G037700.1.p, GmISU01.11G196700.1.p
OG0002791	Aqcoe1G476000.1.p, Aqcoe1G476000.2.p	GmISU01.10G247700.1.p, GmISU01.20G198200.1.p
OG0002792	Aqcoe1G476200.1.p	GmISU01.13G105800.1.p, GmISU01.13G105800.3.p, GmISU01.13G105800.4.p, GmISU01.13G105800.2.p, GmISU01.10G042100.4.p, GmISU01.10G042100.1.p, GmISU01.10G042100.2.p, GmISU01.10G042100.3.p, GmISU01.03G136400.1.p, GmISU01.03G136400.2.p
OG0002793	Aqcoe1G093800.1.p	GmISU01.07G122600.1.p, GmISU01.18G142200.2.p, GmISU01.18G142200.1.p, GmISU01.18G030100.1.p, GmISU01.11G204000.1.p, GmISU01.14G059400.2.p, GmISU01.14G059400.1.p, GmISU01.02G214600.1.p, GmISU01.02G214600.2.p
OG0002795	Aqcoe1G334400.2.p, Aqcoe1G334400.1.p	GmISU01.14G017100.1.p, GmISU01.02G254400.1.p, GmISU01.02G254400.3.p, GmISU01.18G077400.1.p, GmISU01.14G047300.1.p
OG0002796	Aqcoe1G237300.1.p, Aqcoe1G237300.2.p	GmISU01.08G281400.4.p, GmISU01.08G281400.3.p, GmISU01.08G281400.2.p, GmISU01.08G281400.1.p, GmISU01.18G083700.1.p, GmISU01.02G250100.1.p, GmISU01.14G022400.3.p, GmISU01.14G022400.1.p
OG0002797	Aqcoe1G357100.1.p	GmISU01.12G179500.1.p, GmISU01.13G249900.1.p, GmISU01.10G104000.1.p, GmISU01.06G225900.1.p
OG0002798	Aqcoe1G161600.2.p, Aqcoe1G161600.1.p	GmISU01.08G045400.3.p, GmISU01.08G045400.1.p, GmISU01.05G207700.1.p, GmISU01.05G207700.2.p, GmISU01.08G045400.2.p
OG0002799	Aqcoe1G044000.1.p, Aqcoe1G044000.2.p	GmISU01.10G083400.2.p, GmISU01.10G083400.4.p, GmISU01.10G083400.1.p, GmISU01.10G083400.3.p, GmISU01.10G083400.5.p, GmISU01.02G146400.3.p, GmISU01.02G146400.4.p
OG0002800	Aqcoe1G210600.2.p, Aqcoe1G210600.3.p, Aqcoe1G210600.4.p, Aqcoe1G210600.1.p	GmISU01.08G277900.1.p, GmISU01.08G277900.3.p, GmISU01.18G088900.4.p, GmISU01.18G088900.1.p, GmISU01.08G277900.2.p, GmISU01.08G277900.4.p, GmISU01.08G277900.5.p, GmISU01.18G088900.5.p, GmISU01.18G088900.2.p, GmISU01.18G088900.3.p
OG0002801	Aqcoe1G169600.1.p, Aqcoe1G169600.2.p, Aqcoe1G169600.3.p	GmISU01.20G046100.4.p, GmISU01.13G003400.4.p, GmISU01.13G003400.1.p, GmISU01.13G003400.2.p, GmISU01.13G003400.3.p, GmISU01.20G046100.1.p
OG0002802	Aqcoe1G123200.1.p	GmISU01.19G076100.3.p, GmISU01.19G076100.2.p, GmISU01.19G076100.1.p, GmISU01.16G044700.1.p, GmISU01.16G044700.3.p, GmISU01.02G059600.3.p, GmISU01.02G059600.2.p, GmISU01.02G059600.1.p, GmISU01.16G120400.1.p, GmISU01.16G120400.3.p
OG0002803	Aqcoe5G395000.1.p, Aqcoe5G394800.1.p, Aqcoe5G394800.5.p, Aqcoe5G394800.7.p, Aqcoe5G394800.6.p, Aqcoe5G394800.8.p, Aqcoe5G394800.4.p, Aqcoe5G394800.2.p, Aqcoe5G394800.3.p, Aqcoe3G140600.1.p, Aqcoe3G140600.2.p	GmISU01.05G146500.1.p, GmISU01.08G122300.3.p, GmISU01.08G122300.2.p, GmISU01.11G221600.1.p
OG0002804	Aqcoe5G308000.4.p, Aqcoe5G308000.1.p, Aqcoe5G308000.2.p, Aqcoe5G308000.3.p	GmISU01.10G111500.1.p, GmISU01.20G061500.1.p, GmISU01.03G185100.1.p, GmISU01.19G186400.1.p, GmISU01.19G186400.2.p
OG0002805	Aqcoe5G269600.1.p, Aqcoe5G269600.2.p	GmISU01.05G167800.7.p, GmISU01.05G167800.9.p, GmISU01.05G167800.4.p, GmISU01.05G167800.5.p, GmISU01.05G167800.6.p, GmISU01.05G167800.10.p, GmISU01.05G167800.8.p, GmISU01.05G167800.2.p, GmISU01.05G167800.3.p, GmISU01.05G167800.1.p, GmISU01.05G167800.11.p
OG0002806	Aqcoe5G122100.2.p, Aqcoe5G122100.1.p	GmISU01.11G077300.2.p, GmISU01.11G077300.1.p, GmISU01.01G122600.2.p, GmISU01.01G122600.1.p, GmISU01.16G098000.3.p, GmISU01.16G098000.4.p, GmISU01.16G098000.6.p, GmISU01.16G098000.1.p, GmISU01.16G098000.5.p, GmISU01.02G038400.1.p
OG0002807	Aqcoe5G256600.6.p, Aqcoe5G256600.7.p, Aqcoe5G256600.5.p, Aqcoe5G256600.4.p, Aqcoe5G256600.3.p, Aqcoe5G256600.1.p, Aqcoe5G256600.2.p	GmISU01.20G134000.2.p, GmISU01.20G134000.4.p, GmISU01.20G134100.5.p, GmISU01.20G134100.3.p, GmISU01.20G134100.1.p, GmISU01.20G134100.4.p, GmISU01.20G134000.3.p
OG0002808	Aqcoe5G311300.1.p, Aqcoe3G434100.1.p	GmISU01.03G167200.1.p, GmISU01.19G169300.1.p
OG0002809	Aqcoe5G448700.1.p	GmISU01.04G208900.1.p, GmISU01.06G100100.1.p
OG0002810	Aqcoe5G184700.3.p, Aqcoe5G184700.1.p, Aqcoe5G184700.4.p, Aqcoe5G184700.5.p, Aqcoe5G184700.2.p, Aqcoe5G184700.6.p	GmISU01.16G108300.2.p, GmISU01.16G108300.4.p, GmISU01.16G108300.3.p, GmISU01.16G108300.1.p, GmISU01.02G048000.4.p, GmISU01.02G048000.1.p, GmISU01.02G048000.2.p, GmISU01.02G048000.3.p, GmISU01.16G108300.6.p, GmISU01.16G108300.5.p
OG0002812	Aqcoe5G239800.1.p	GmISU01.04G173900.2.p, GmISU01.04G173900.8.p, GmISU01.04G173900.1.p, GmISU01.04G173900.7.p, GmISU01.04G173900.9.p, GmISU01.04G173900.14.p, GmISU01.04G173900.11.p, GmISU01.04G173900.12.p, GmISU01.04G173900.10.p, GmISU01.04G173900.3.p, GmISU01.04G173900.13.p, GmISU01.04G173900.4.p, GmISU01.04G173900.5.p, GmISU01.04G173900.6.p, GmISU01.06G139100.2.p, GmISU01.06G139100.3.p, GmISU01.06G139100.1.p, GmISU01.05G161200.1.p
OG0002813	Aqcoe5G016100.2.p, Aqcoe5G016100.3.p, Aqcoe5G016100.1.p	GmISU01.10G132600.5.p, GmISU01.10G132600.8.p, GmISU01.10G132600.9.p, GmISU01.10G132600.2.p, GmISU01.10G132600.10.p, GmISU01.10G132600.11.p, GmISU01.10G132600.12.p, GmISU01.10G132600.13.p, GmISU01.10G132600.14.p, GmISU01.10G132600.3.p, GmISU01.10G132600.6.p, GmISU01.10G132600.7.p, GmISU01.20G185800.4.p, GmISU01.20G185800.5.p
OG0002814	Aqcoe3G161100.1.p, Aqcoe5G346300.1.p	GmISU01.08G009100.4.p, GmISU01.08G009100.2.p, GmISU01.08G009100.7.p, GmISU01.08G009100.5.p, GmISU01.08G009100.8.p, GmISU01.05G172200.3.p, GmISU01.05G172200.2.p, GmISU01.05G172200.1.p
OG0002815	Aqcoe5G331100.1.p	GmISU01.16G043100.1.p, GmISU01.16G043100.2.p, GmISU01.19G077500.2.p, GmISU01.19G077500.1.p, GmISU01.16G121000.1.p, GmISU01.02G060400.1.p
OG0002816	Aqcoe5G346800.1.p, Aqcoe3G377300.1.p	GmISU01.02G002800.1.p, GmISU01.10G005500.1.p, GmISU01.12G026200.1.p, GmISU01.11G095200.1.p
OG0002817	Aqcoe3G258900.1.p, Aqcoe5G365900.1.p	GmISU01.05G062400.2.p, GmISU01.05G062400.1.p, GmISU01.05G062400.3.p, GmISU01.17G138600.1.p, GmISU01.17G138600.2.p, GmISU01.01G163200.1.p, GmISU01.11G035500.1.p
OG0002818	Aqcoe5G456600.2.p, Aqcoe5G456600.1.p	GmISU01.07G052400.3.p, GmISU01.07G052400.5.p, GmISU01.07G052400.2.p, GmISU01.16G023000.2.p, GmISU01.16G023000.4.p, GmISU01.16G023000.5.p, GmISU01.16G023000.6.p
OG0002819	Aqcoe5G047000.1.p	GmISU01.10G205200.1.p, GmISU01.20G115400.2.p, GmISU01.20G115400.1.p
OG0002820	Aqcoe5G195900.1.p, Aqcoe5G194400.1.p	GmISU01.04G012800.1.p, GmISU01.06G011700.1.p, GmISU01.11G109800.1.p, GmISU01.12G040300.2.p, GmISU01.14G012800.1.p, GmISU01.02G259300.1.p
OG0002821	Aqcoe5G249700.1.p	GmISU01.08G070500.1.p, GmISU01.08G070500.4.p, GmISU01.08G070500.2.p, GmISU01.05G098500.2.p, GmISU01.05G098500.3.p, GmISU01.05G098500.4.p, GmISU01.20G130300.1.p, GmISU01.10G187200.1.p, GmISU01.16G138600.1.p, GmISU01.02G073300.1.p
OG0002822	Aqcoe5G305200.1.p	GmISU01.15G064500.3.p, GmISU01.15G064500.1.p, GmISU01.15G064500.4.p, GmISU01.15G064500.2.p, GmISU01.15G064500.6.p, GmISU01.15G064500.5.p, GmISU01.13G212000.2.p, GmISU01.13G212000.4.p, GmISU01.13G212000.1.p, GmISU01.13G212000.3.p, GmISU01.13G212000.5.p, GmISU01.15G064500.9.p, GmISU01.15G064500.8.p, GmISU01.15G064500.7.p, GmISU01.15G064500.10.p, GmISU01.13G212000.7.p, GmISU01.13G212000.8.p, GmISU01.13G212000.6.p
OG0002823	Aqcoe5G001300.2.p, Aqcoe5G001300.4.p, Aqcoe5G001300.3.p, Aqcoe5G001300.1.p	GmISU01.15G028500.1.p, GmISU01.15G028500.3.p, GmISU01.12G047300.2.p, GmISU01.12G047300.1.p, GmISU01.11G116500.3.p
OG0002824	Aqcoe5G318500.3.p, Aqcoe5G318500.1.p, Aqcoe5G318500.2.p	GmISU01.08G005100.2.p, GmISU01.08G005100.3.p, GmISU01.08G005100.1.p, GmISU01.05G168200.2.p
OG0002825	Aqcoe3G055000.1.p	GmISU01.20G022000.1.p, GmISU01.20G022000.2.p, GmISU01.07G192800.2.p, GmISU01.04G134200.1.p, GmISU01.06G181900.3.p, GmISU01.06G181900.1.p, GmISU01.06G181900.2.p
OG0002826	Aqcoe3G029000.1.p	GmISU01.05G203600.1.p, GmISU01.08G041000.1.p, GmISU01.09G144100.1.p, GmISU01.07G084900.1.p
OG0002827	Aqcoe3G076700.1.p, Aqcoe3G076700.3.p, Aqcoe3G076700.4.p, Aqcoe3G076700.2.p, Aqcoe3G076600.1.p	GmISU01.19G036400.1.p, GmISU01.13G029400.2.p, GmISU01.13G029400.3.p, GmISU01.13G029400.1.p, GmISU01.19G036300.1.p, GmISU01.18G221100.1.p, GmISU01.08G234400.1.p, GmISU01.18G221100.2.p
OG0002828	Aqcoe3G047900.1.p, Aqcoe3G394300.1.p	GmISU01.06G188100.1.p, GmISU01.06G188100.3.p, GmISU01.06G188100.2.p, GmISU01.19G037300.1.p, GmISU01.19G037300.3.p, GmISU01.13G027100.1.p, GmISU01.18G222700.2.p, GmISU01.18G222700.1.p
OG0002829	Aqcoe3G283500.1.p	GmISU01.19G005600.1.p
OG0002829	Aqcoe3G125400.1.p	GmISU01.04G147900.1.p, GmISU01.06G165700.1.p, GmISU01.17G081200.1.p
OG0002830	Aqcoe3G353200.2.p, Aqcoe3G353200.1.p, Aqcoe3G353200.3.p	GmISU01.01G047400.3.p, GmISU01.01G047400.4.p, GmISU01.01G047400.1.p, GmISU01.02G100600.1.p, GmISU01.18G206600.1.p, GmISU01.08G222000.1.p
OG0002831	Aqcoe3G046500.2.p, Aqcoe3G046500.1.p, Aqcoe3G046500.4.p, Aqcoe3G046500.3.p, Aqcoe3G398000.2.p, Aqcoe3G398000.1.p	GmISU01.18G223200.1.p, GmISU01.08G236100.1.p, GmISU01.19G038000.1.p, GmISU01.13G026500.1.p
OG0002832	Aqcoe3G056800.1.p	GmISU01.14G084500.3.p, GmISU01.14G084500.1.p, GmISU01.14G084500.2.p, GmISU01.17G203600.2.p, GmISU01.17G203600.3.p, GmISU01.17G203600.1.p, GmISU01.17G203600.4.p, GmISU01.17G203600.5.p, GmISU01.17G203600.6.p
OG0002833	Aqcoe3G350300.1.p	GmISU01.17G093700.3.p, GmISU01.17G093700.2.p, GmISU01.17G093700.1.p, GmISU01.05G022500.2.p, GmISU01.05G022500.1.p, GmISU01.04G135900.3.p, GmISU01.04G135900.2.p, GmISU01.04G135900.1.p, GmISU01.06G178800.2.p, GmISU01.06G178800.1.p
OG0002834	Aqcoe3G299300.1.p	GmISU01.17G057200.1.p, GmISU01.13G070300.1.p, GmISU01.11G067500.1.p
OG0002835	Aqcoe3G435300.2.p, Aqcoe3G435300.1.p	GmISU01.12G025000.1.p, GmISU01.12G025000.5.p, GmISU01.11G093400.5.p, GmISU01.11G093400.8.p, GmISU01.11G093400.4.p, GmISU01.11G093400.3.p, GmISU01.11G093400.6.p, GmISU01.11G093400.7.p
OG0002836	Aqcoe3G272900.1.p, Aqcoe3G272900.2.p, Aqcoe3G242000.1.p	GmISU01.05G102650.1.p, GmISU01.08G074800.5.p, GmISU01.08G074800.4.p, GmISU01.05G102800.3.p, GmISU01.05G102800.1.p, GmISU01.05G102700.2.p, GmISU01.05G102700.1.p
OG0002849	Aqcoe2G035900.1.p	GmISU01.14G032200.2.p, GmISU01.14G032200.1.p, GmISU01.02G241000.1.p, GmISU01.19G099900.1.p, GmISU01.03G096400.1.p
OG0002850	Aqcoe2G291300.4.p, Aqcoe2G291300.6.p, Aqcoe2G291600.1.p, Aqcoe2G291300.5.p, Aqcoe2G291300.2.p, Aqcoe2G291300.1.p, Aqcoe2G291300.3.p, Aqcoe2G291300.10.p, Aqcoe2G291300.7.p, Aqcoe2G291300.9.p, Aqcoe2G291300.8.p, Aqcoe2G291400.1.p, Aqcoe2G291400.2.p, Aqcoe2G291400.4.p, Aqcoe2G291400.3.p	GmISU01.10G016600.1.p
