Orthogroup	A_coerulea.proteins	G_max.proteins
OG0010095	Aqcoe3G127100.1.p, Aqcoe6G032700.1.p	GmISU01.20G072400.1.p
OG0010096	Aqcoe6G215700.1.p, Aqcoe6G215700.2.p	GmISU01.16G101000.1.p
OG0010097	Aqcoe6G028400.1.p	GmISU01.06G109550.1.p, GmISU01.04G200400.1.p
OG0010098	Aqcoe6G295800.1.p	GmISU01.01G152000.1.p, GmISU01.11G046100.1.p, GmISU01.04G040800.1.p
OG0010099	Aqcoe6G328300.1.p	GmISU01.20G069900.1.p, GmISU01.10G246000.2.p
OG0010100	Aqcoe6G041500.1.p, Aqcoe6G041500.2.p	GmISU01.05G160700.1.p, GmISU01.08G136800.1.p
OG0010101	Aqcoe6G051600.1.p	GmISU01.08G131500.1.p, GmISU01.05G155000.1.p
OG0010102	Aqcoe6G260700.2.p, Aqcoe6G260700.1.p	GmISU01.04G186400.1.p, GmISU01.06G125300.1.p
OG0010103	Aqcoe6G019100.1.p, Aqcoe6G019100.2.p	GmISU01.04G207200.2.p, GmISU01.04G207200.3.p, GmISU01.04G207200.1.p, GmISU01.06G102000.1.p
OG0010104	Aqcoe6G051700.1.p, Aqcoe6G051700.2.p	GmISU01.06G133800.1.p, GmISU01.04G178400.1.p
OG0010105	Aqcoe6G039900.1.p	GmISU01.06G137850.1.p, GmISU01.04G175000.1.p, GmISU01.04G175000.2.p
OG0010106	Aqcoe6G191400.1.p	GmISU01.06G017200.1.p, GmISU01.04G018500.1.p
OG0010107	Aqcoe6G157500.1.p	GmISU01.09G161100.1.p, GmISU01.01G019900.1.p
OG0010108	Aqcoe6G130400.1.p	GmISU01.16G188600.1.p, GmISU01.13G002000.1.p, GmISU01.20G047000.1.p
OG0010110	Aqcoe6G088700.1.p	GmISU01.04G092900.1.p, GmISU01.04G092900.2.p
OG0010111	Aqcoe5G322800.1.p	GmISU01.02G159450.1.p, GmISU01.16G083500.1.p, GmISU01.11G174200.1.p, GmISU01.03G102000.1.p, GmISU01.18G046100.1.p, GmISU01.20G074400.1.p, GmISU01.15G138800.1.p, GmISU01.15G138800.2.p, GmISU01.15G138800.3.p
OG0010112	Aqcoe6G291300.1.p	GmISU01.01G152600.1.p, GmISU01.11G045200.1.p
OG0010113	Aqcoe6G052900.1.p, Aqcoe5G207500.1.p	GmISU01.20G012100.1.p, GmISU01.07G184900.1.p
OG0010114	Aqcoe6G205200.1.p	GmISU01.02G041700.1.p, GmISU01.02G041700.2.p, GmISU01.16G100900.3.p, GmISU01.16G100900.4.p, GmISU01.16G100900.1.p
OG0010115	Aqcoe6G277100.2.p, Aqcoe6G277100.1.p	GmISU01.17G204300.1.p, GmISU01.14G084000.1.p
OG0010116	Aqcoe6G273800.1.p	GmISU01.05G086700.1.p, GmISU01.17G146400.1.p
OG0010117	Aqcoe6G017200.1.p	GmISU01.14G137400.1.p, GmISU01.13G056300.1.p
OG0010118	Aqcoe6G278400.2.p, Aqcoe6G278400.1.p	GmISU01.11G042500.2.p, GmISU01.11G042500.1.p
OG0010119	Aqcoe6G150900.1.p, Aqcoe6G150900.2.p	GmISU01.01G145600.2.p, GmISU01.11G052300.2.p, GmISU01.11G052300.1.p
OG0010120	Aqcoe1G247900.1.p, Aqcoe1G348400.1.p, Aqcoe6G207400.1.p	GmISU01.13G255800.1.p, GmISU01.12G174000.1.p
OG0010122	Aqcoe1G369300.2.p, Aqcoe1G369300.1.p, Aqcoe0854s0001.1.p, Aqcoe1G369500.1.p	GmISU01.13G248100.1.p, GmISU01.12G181100.1.p, GmISU01.06G223800.2.p, GmISU01.12G115800.1.p
OG0010123	Aqcoe4G036000.1.p	GmISU01.06G231700.1.p, GmISU01.06G231700.2.p
OG0010124	Aqcoe4G288100.1.p	GmISU01.14G017500.1.p, GmISU01.02G254100.1.p
OG0010125	Aqcoe4G273700.1.p, Aqcoe5G212100.1.p	GmISU01.14G183600.1.p, GmISU01.17G225300.1.p, GmISU01.06G020800.1.p
OG0010126	Aqcoe4G009200.1.p, Aqcoe4G299500.1.p, Aqcoe4G236600.1.p	GmISU01.13G184500.1.p, GmISU01.15G088400.1.p
OG0010127	Aqcoe4G190400.1.p, Aqcoe3G245600.1.p	GmISU01.13G244600.1.p, GmISU01.12G184500.1.p
OG0010128	Aqcoe4G247800.1.p, Aqcoe0326s0001.1.p, Aqcoe1G224600.1.p, Aqcoe1G224400.1.p, Aqcoe1G224500.1.p, Aqcoe4G262000.1.p, Aqcoe1G224700.1.p, Aqcoe4G278800.1.p, Aqcoe4G042600.1.p	GmISU01.15G077900.1.p, GmISU01.13G196300.1.p
OG0010129	Aqcoe4G160000.1.p, Aqcoe5G142300.1.p, Aqcoe5G142200.1.p	GmISU01.18G220500.5.p, GmISU01.18G220500.2.p, GmISU01.08G234000.2.p, GmISU01.08G234000.1.p
OG0010130	Aqcoe4G294200.1.p	GmISU01.09G008100.1.p, GmISU01.15G104800.1.p, GmISU01.17G007900.1.p
OG0010131	Aqcoe4G286200.1.p	GmISU01.15G105900.1.p, GmISU01.09G009200.1.p
OG0010132	Aqcoe4G269000.1.p	GmISU01.15G026700.1.p, GmISU01.13G305200.1.p
OG0010133	Aqcoe4G311500.1.p	GmISU01.02G267100.1.p, GmISU01.14G004000.1.p
OG0010134	Aqcoe4G227800.2.p, Aqcoe4G227800.1.p	GmISU01.09G047100.5.p, GmISU01.09G047100.1.p, GmISU01.09G047100.4.p
OG0010135	Aqcoe4G013400.1.p	GmISU01.05G103000.2.p, GmISU01.08G074900.1.p
OG0010136	Aqcoe4G274200.1.p	GmISU01.18G072600.2.p, GmISU01.18G072600.1.p, GmISU01.18G072600.3.p, GmISU01.08G290100.2.p, GmISU01.08G290100.1.p
OG0010137	Aqcoe4G085300.1.p	GmISU01.07G170300.1.p, GmISU01.13G147000.1.p
OG0010138	Aqcoe4G296600.1.p	GmISU01.14G046300.2.p, GmISU01.14G046300.1.p, GmISU01.02G227800.1.p, GmISU01.02G227800.2.p
OG0010139	Aqcoe4G036600.1.p	GmISU01.12G177400.1.p, GmISU01.13G252600.2.p, GmISU01.13G252600.1.p, GmISU01.12G177400.2.p
OG0010140	Aqcoe4G117000.1.p	GmISU01.13G151100.4.p, GmISU01.13G151100.2.p, GmISU01.13G151100.3.p, GmISU01.13G151100.1.p
OG0010141	Aqcoe4G233800.1.p, Aqcoe0009s0022.1.p	GmISU01.03G082300.12.p, GmISU01.03G082300.13.p, GmISU01.03G082300.9.p, GmISU01.03G082300.8.p, GmISU01.03G082300.6.p, GmISU01.03G082300.7.p, GmISU01.03G082300.10.p, GmISU01.18G133900.1.p, GmISU01.03G082300.11.p, GmISU01.03G082300.5.p, GmISU01.03G082300.4.p, GmISU01.03G082300.3.p, GmISU01.03G082300.2.p, GmISU01.03G082300.1.p
OG0010142	Aqcoe4G008600.1.p, Aqcoe4G008600.2.p	GmISU01.15G176700.1.p
OG0010143	Aqcoe4G258800.1.p, Aqcoe7G414100.1.p	GmISU01.04G076200.1.p, GmISU01.06G077400.2.p
OG0010144	Aqcoe1G262500.1.p	GmISU01.13G258500.1.p, GmISU01.12G171700.1.p, GmISU01.13G258400.1.p, GmISU01.12G100200.1.p, GmISU01.06G247900.1.p, GmISU01.15G070000.1.p, GmISU01.13G205500.1.p
OG0010145	Aqcoe4G022600.1.p, Aqcoe4G022600.2.p	GmISU01.14G025800.5.p, GmISU01.14G025800.4.p, GmISU01.14G025800.3.p, GmISU01.14G025800.1.p, GmISU01.14G025800.2.p, GmISU01.02G247100.1.p
OG0010146	Aqcoe4G252400.1.p	GmISU01.12G181200.1.p, GmISU01.13G248000.1.p
OG0010147	Aqcoe4G031900.1.p	GmISU01.12G110900.1.p, GmISU01.06G231400.1.p, GmISU01.13G252400.1.p, GmISU01.12G177800.1.p
OG0010148	Aqcoe4G206400.1.p	GmISU01.04G155200.1.p, GmISU01.06G158800.1.p
OG0010149	Aqcoe4G005500.1.p, Aqcoe1G169400.1.p	GmISU01.09G048600.1.p, GmISU01.15G144800.1.p
OG0010150	Aqcoe7G389500.2.p, Aqcoe7G389500.1.p	GmISU01.13G322200.1.p, GmISU01.15G008700.2.p, GmISU01.15G008700.1.p
OG0010151	Aqcoe7G249800.1.p, Aqcoe7G249800.3.p, Aqcoe7G249800.2.p	GmISU01.09G056800.2.p, GmISU01.09G056800.1.p, GmISU01.15G153400.1.p
OG0010153	Aqcoe7G432600.1.p	GmISU01.14G100400.1.p, GmISU01.17G188500.1.p, GmISU01.06G051400.1.p, GmISU01.04G052800.1.p
OG0010154	Aqcoe7G146300.1.p, Aqcoe7G146300.2.p, Aqcoe7G146300.3.p, Aqcoe7G436100.1.p, Aqcoe7G436100.2.p	GmISU01.01G006200.2.p, GmISU01.01G006200.1.p
OG0010155	Aqcoe7G423400.2.p, Aqcoe7G423400.1.p	GmISU01.07G038800.1.p
OG0010156	Aqcoe7G234000.1.p, Aqcoe7G234000.2.p, Aqcoe7G234000.3.p	GmISU01.08G197900.1.p, GmISU01.07G027600.1.p, GmISU01.15G006900.1.p
OG0010157	Aqcoe7G372300.1.p	GmISU01.11G071800.2.p, GmISU01.11G071800.1.p, GmISU01.13G325500.1.p
OG0010158	Aqcoe7G441800.1.p, Aqcoe5G253800.1.p	GmISU01.07G042300.1.p, GmISU01.16G012100.1.p
OG0010159	Aqcoe7G021600.1.p	GmISU01.17G093500.1.p, GmISU01.19G212400.1.p
OG0010160	Aqcoe7G343100.3.p, Aqcoe7G343100.2.p, Aqcoe7G343100.1.p	GmISU01.06G196400.1.p, GmISU01.10G255100.1.p
OG0010161	Aqcoe7G356600.2.p, Aqcoe7G356600.1.p	GmISU01.06G245000.1.p, GmISU01.16G055400.1.p, GmISU01.19G064300.1.p
OG0010162	Aqcoe7G425500.1.p	GmISU01.17G196200.1.p, GmISU01.14G092200.2.p, GmISU01.14G092200.1.p, GmISU01.04G048500.1.p, GmISU01.06G047300.1.p
OG0010164	Aqcoe7G177800.1.p	GmISU01.04G073400.2.p, GmISU01.06G074500.1.p
OG0010166	Aqcoe7G124900.2.p, Aqcoe7G124900.1.p, Aqcoe7G124900.3.p	GmISU01.06G047500.1.p, GmISU01.04G048700.1.p
OG0010167	Aqcoe7G366500.2.p, Aqcoe7G366500.1.p	GmISU01.15G177600.1.p
OG0010168	Aqcoe7G238800.1.p	GmISU01.08G210000.5.p, GmISU01.08G210000.6.p, GmISU01.08G210000.4.p, GmISU01.08G210000.7.p, GmISU01.08G210000.1.p, GmISU01.08G210000.3.p, GmISU01.08G210000.2.p
OG0010169	Aqcoe7G077100.1.p	GmISU01.10G237400.1.p, GmISU01.20G079100.1.p
OG0010170	Aqcoe7G150200.2.p, Aqcoe7G150200.1.p	GmISU01.05G194100.1.p
OG0010171	Aqcoe7G014000.1.p	GmISU01.06G114750.1.p, GmISU01.04G195800.2.p
OG0010172	Aqcoe7G133000.1.p	GmISU01.01G003500.2.p, GmISU01.07G112700.2.p, GmISU01.01G003500.1.p, GmISU01.07G112700.1.p
OG0010173	Aqcoe7G180800.1.p	GmISU01.08G035600.1.p, GmISU01.05G197700.1.p, GmISU01.09G151300.1.p
OG0010174	Aqcoe7G360400.1.p	GmISU01.02G170200.1.p
OG0010175	Aqcoe7G007200.2.p, Aqcoe7G007200.1.p	GmISU01.08G022800.1.p, GmISU01.05G186800.1.p
OG0010176	Aqcoe7G360000.1.p	GmISU01.19G094600.4.p, GmISU01.19G094600.2.p, GmISU01.19G094600.1.p, GmISU01.03G089000.1.p
OG0010177	Aqcoe7G029600.1.p	GmISU01.08G014300.1.p, GmISU01.05G177700.1.p
OG0010178	Aqcoe7G412700.1.p, Aqcoe7G160800.1.p	GmISU01.09G155100.1.p, GmISU01.01G110900.1.p
OG0010179	Aqcoe7G055500.1.p	GmISU01.09G117600.1.p, GmISU01.16G170500.2.p, GmISU01.16G170500.1.p
OG0010180	Aqcoe7G204600.1.p	GmISU01.15G011000.1.p, GmISU01.13G319800.3.p, GmISU01.13G319800.2.p, GmISU01.13G319800.1.p
OG0010181	Aqcoe7G097900.1.p	GmISU01.04G001600.1.p, GmISU01.06G001600.1.p
OG0010182	Aqcoe7G288400.1.p	GmISU01.09G092200.1.p, GmISU01.08G026300.1.p, GmISU01.01G002100.1.p, GmISU01.07G114400.1.p, GmISU01.01G002100.2.p
OG0010183	Aqcoe7G037000.1.p	GmISU01.09G109300.1.p, GmISU01.20G123300.1.p
OG0010184	Aqcoe7G306300.2.p, Aqcoe7G306300.1.p	GmISU01.13G075600.1.p, GmISU01.17G051600.1.p
OG0010185	Aqcoe7G183400.1.p	GmISU01.15G098800.1.p
OG0010186	Aqcoe7G310200.1.p	GmISU01.06G069800.1.p
OG0010187	Aqcoe7G052000.1.p	GmISU01.01G174000.1.p, GmISU01.17G122100.1.p
OG0010188	Aqcoe7G376500.2.p, Aqcoe7G376500.1.p, Aqcoe7G281600.1.p	GmISU01.07G026100.1.p
OG0010189	Aqcoe7G411600.1.p	GmISU01.14G120400.1.p, GmISU01.04G077100.1.p
OG0010190	Aqcoe7G044100.1.p, Aqcoe5G414900.1.p, Aqcoe5G414900.2.p	GmISU01.17G120400.1.p, GmISU01.05G044500.1.p, GmISU01.17G120400.2.p
OG0010191	Aqcoe7G431500.1.p	GmISU01.16G008200.1.p, GmISU01.16G106450.1.p, GmISU01.07G038100.1.p
OG0010192	Aqcoe7G265300.1.p	GmISU01.07G028200.1.p, GmISU01.08G197200.1.p
OG0010193	Aqcoe7G420700.1.p	GmISU01.05G194000.1.p, GmISU01.08G031200.1.p, GmISU01.01G007600.1.p, GmISU01.16G069800.1.p
OG0010194	Aqcoe7G029700.1.p, Aqcoe3G088600.1.p	GmISU01.13G083800.1.p, GmISU01.17G043500.1.p
OG0010195	Aqcoe7G418800.1.p	GmISU01.19G098600.1.p, GmISU01.19G098600.2.p, GmISU01.03G094900.2.p, GmISU01.11G086800.1.p
OG0010196	Aqcoe7G331200.1.p	GmISU01.02G023000.1.p, GmISU01.01G035800.1.p, GmISU01.01G035800.3.p
OG0010197	Aqcoe7G121200.1.p, Aqcoe7G121000.1.p	GmISU01.17G047700.1.p, GmISU01.13G079600.1.p
OG0010198	Aqcoe7G072800.1.p	GmISU01.03G024200.3.p, GmISU01.03G024200.1.p
OG0010199	Aqcoe7G022100.2.p, Aqcoe7G022100.1.p, Aqcoe5G442700.1.p	GmISU01.08G018500.1.p, GmISU01.05G181900.1.p, GmISU01.07G055800.1.p, GmISU01.16G026100.3.p
OG0010200	Aqcoe7G216200.3.p, Aqcoe7G216200.2.p, Aqcoe7G216200.1.p	GmISU01.06G063800.1.p, GmISU01.04G063100.1.p, GmISU01.04G063100.2.p
OG0010201	Aqcoe7G285700.1.p, Aqcoe7G285700.2.p, Aqcoe7G285700.3.p	GmISU01.15G000600.1.p
OG0010202	Aqcoe7G075900.1.p, Aqcoe7G093200.1.p	GmISU01.07G029500.1.p, GmISU01.08G195700.1.p
OG0010203	Aqcoe7G400400.1.p, Aqcoe7G399600.1.p, Aqcoe7G400300.1.p	GmISU01.08G155400.1.p, GmISU01.15G215000.1.p
OG0010204	Aqcoe5G153200.1.p, Aqcoe7G105600.1.p, Aqcoe5G153100.1.p	GmISU01.07G180100.1.p, GmISU01.02G118800.1.p
OG0010205	Aqcoe7G351600.1.p	GmISU01.17G192700.1.p, GmISU01.17G192700.2.p, GmISU01.14G095732.1.p
OG0010206	Aqcoe7G285600.1.p	GmISU01.08G025500.1.p, GmISU01.05G189300.1.p
OG0010207	Aqcoe7G176900.1.p	GmISU01.07G077700.2.p, GmISU01.07G077700.3.p, GmISU01.07G077700.1.p, GmISU01.09G152200.2.p, GmISU01.09G152200.3.p
OG0010208	Aqcoe7G204800.1.p	GmISU01.16G028600.1.p
OG0010209	Aqcoe7G359300.1.p	GmISU01.17G068300.1.p, GmISU01.04G171600.1.p, GmISU01.02G170600.1.p, GmISU01.12G126300.1.p, GmISU01.06G194800.1.p
OG0010210	Aqcoe7G001300.1.p	GmISU01.03G216700.1.p, GmISU01.19G218100.1.p, GmISU01.07G047700.1.p, GmISU01.16G018000.1.p
OG0010211	Aqcoe7G112100.1.p, Aqcoe7G112000.1.p	GmISU01.06G050300.1.p, GmISU01.04G052100.1.p
OG0010212	Aqcoe7G170000.1.p	GmISU01.04G074600.1.p, GmISU01.06G075800.3.p, GmISU01.06G075800.2.p
OG0010213	Aqcoe7G205400.1.p	GmISU01.17G109800.3.p
OG0010214	Aqcoe7G259700.1.p, Aqcoe7G259700.2.p, Aqcoe7G259700.3.p	GmISU01.08G205200.1.p, GmISU01.07G018700.1.p, GmISU01.07G018700.2.p
OG0010215	Aqcoe7G017400.1.p	GmISU01.13G177900.3.p, GmISU01.13G177900.1.p, GmISU01.15G095000.1.p, GmISU01.15G095000.3.p
OG0010216	Aqcoe7G004600.1.p	GmISU01.20G176400.1.p, GmISU01.10G140400.1.p
OG0010217	Aqcoe7G317400.1.p	GmISU01.15G002900.3.p
OG0010219	Aqcoe7G054400.1.p	GmISU01.01G173100.1.p, GmISU01.11G025100.1.p
OG0010220	Aqcoe7G375200.1.p	GmISU01.13G325200.1.p, GmISU01.15G005500.1.p
OG0010221	Aqcoe7G411400.1.p	GmISU01.08G249400.1.p, GmISU01.08G032300.1.p, GmISU01.05G194700.1.p
OG0010222	Aqcoe7G030900.1.p	GmISU01.10G195400.1.p, GmISU01.20G124700.1.p, GmISU01.16G153200.1.p, GmISU01.09G107900.1.p
OG0010223	Aqcoe7G302200.1.p, Aqcoe7G302200.2.p	GmISU01.01G148500.1.p
OG0010224	Aqcoe7G439200.1.p	GmISU01.17G041100.1.p, GmISU01.13G086500.1.p, GmISU01.17G041100.2.p
OG0010225	Aqcoe0278s0001.1.p, Aqcoe0278s0001.2.p, Aqcoe7G293400.1.p	GmISU01.09G053600.1.p, GmISU01.15G149600.2.p, GmISU01.15G149600.3.p, GmISU01.15G149600.4.p
OG0010226	Aqcoe7G215300.1.p	GmISU01.04G121700.2.p, GmISU01.04G121700.1.p, GmISU01.06G191500.1.p
OG0010227	Aqcoe7G276000.1.p	GmISU01.07G185500.1.p, GmISU01.20G012500.3.p, GmISU01.20G012500.1.p, GmISU01.20G012500.2.p
OG0010228	Aqcoe7G031400.1.p	GmISU01.18G183900.1.p, GmISU01.09G210500.1.p, GmISU01.09G210500.2.p
OG0010229	Aqcoe7G099000.1.p	GmISU01.14G173700.1.p, GmISU01.18G042700.1.p, GmISU01.11G191500.2.p
OG0010230	Aqcoe7G355300.1.p	GmISU01.07G019700.1.p, GmISU01.08G204400.1.p
OG0010231	Aqcoe7G208700.1.p	GmISU01.04G064800.1.p, GmISU01.06G065500.1.p
OG0010232	Aqcoe7G196200.1.p, Aqcoe7G196200.2.p	GmISU01.06G189200.1.p, GmISU01.06G189200.2.p
OG0010233	Aqcoe7G023000.1.p	GmISU01.01G181400.1.p, GmISU01.01G181400.2.p, GmISU01.11G018300.1.p, GmISU01.05G181300.1.p
OG0010234	Aqcoe7G390500.1.p	GmISU01.13G322100.1.p, GmISU01.15G008900.1.p
OG0010235	Aqcoe7G008200.1.p, Aqcoe7G008200.2.p, Aqcoe7G008200.3.p, Aqcoe7G008200.4.p	GmISU01.08G022200.1.p, GmISU01.05G186100.1.p
OG0010236	Aqcoe7G252300.1.p	GmISU01.11G100200.1.p, GmISU01.12G014900.1.p
OG0010237	Aqcoe7G351100.2.p, Aqcoe7G351100.1.p	GmISU01.19G086900.1.p, GmISU01.16G033700.1.p
OG0010238	Aqcoe7G347700.1.p	GmISU01.06G055100.1.p, GmISU01.04G055300.1.p, GmISU01.19G052200.1.p
OG0010239	Aqcoe7G004400.1.p	GmISU01.03G215800.1.p, GmISU01.19G217000.1.p, GmISU01.16G020000.1.p, GmISU01.07G049600.1.p
OG0010240	Aqcoe7G168300.1.p	GmISU01.08G190000.1.p, GmISU01.07G017000.1.p, GmISU01.07G017000.2.p
OG0010241	Aqcoe7G094400.3.p, Aqcoe7G094400.2.p, Aqcoe7G094400.1.p	GmISU01.18G196500.1.p, GmISU01.09G199300.1.p
OG0010242	Aqcoe7G015400.1.p	GmISU01.08G019800.1.p, GmISU01.05G183400.2.p, GmISU01.08G019800.2.p, GmISU01.05G183400.1.p
OG0010243	Aqcoe7G029400.3.p, Aqcoe7G029400.1.p, Aqcoe7G029400.2.p	GmISU01.20G125200.1.p, GmISU01.10G194600.1.p
OG0010244	Aqcoe7G166700.1.p, Aqcoe7G166700.2.p, Aqcoe7G166700.4.p, Aqcoe7G166700.3.p	GmISU01.05G196200.1.p, GmISU01.08G034100.1.p
OG0010246	Aqcoe7G231800.1.p, Aqcoe7G231800.3.p, Aqcoe7G231800.2.p	GmISU01.06G061000.1.p, GmISU01.04G060600.1.p
OG0010247	Aqcoe7G283300.1.p	GmISU01.12G128100.1.p, GmISU01.06G198200.1.p
OG0010248	Aqcoe7G426700.1.p	GmISU01.04G013900.1.p, GmISU01.04G013900.2.p, GmISU01.06G012600.1.p, GmISU01.06G012600.2.p
OG0010249	Aqcoe7G109100.1.p	GmISU01.16G008300.2.p, GmISU01.16G008300.1.p, GmISU01.07G038200.2.p
OG0010250	Aqcoe7G021300.1.p	GmISU01.09G102200.1.p
OG0010251	Aqcoe7G053500.1.p	GmISU01.10G202300.1.p, GmISU01.20G118400.1.p
OG0010252	Aqcoe1G452200.1.p	GmISU01.13G278400.3.p, GmISU01.13G278400.2.p, GmISU01.13G278400.4.p, GmISU01.13G278400.1.p, GmISU01.12G150600.1.p
OG0010253	Aqcoe1G118900.1.p	GmISU01.11G152000.1.p
OG0010254	Aqcoe1G343600.2.p, Aqcoe1G343600.3.p, Aqcoe1G343600.1.p	GmISU01.17G008900.1.p, GmISU01.07G225700.1.p
OG0010255	Aqcoe1G372800.1.p	GmISU01.15G060400.1.p, GmISU01.15G060400.2.p, GmISU01.13G215900.2.p, GmISU01.13G215900.1.p, GmISU01.15G060500.2.p, GmISU01.15G060500.1.p
OG0010256	Aqcoe1G286100.1.p	GmISU01.13G254200.1.p, GmISU01.12G175800.2.p, GmISU01.12G175800.1.p
OG0010257	Aqcoe1G183100.2.p, Aqcoe1G183100.1.p	GmISU01.15G211000.1.p, GmISU01.08G160400.2.p, GmISU01.08G160400.1.p
OG0010258	Aqcoe1G492400.1.p	GmISU01.12G064900.6.p, GmISU01.12G064900.8.p, GmISU01.12G064900.2.p, GmISU01.12G064900.7.p, GmISU01.12G064900.3.p, GmISU01.12G064900.5.p
OG0010259	Aqcoe1G128400.1.p	GmISU01.12G073300.1.p, GmISU01.11G154200.1.p
OG0010260	Aqcoe1G172800.1.p, Aqcoe1G172800.2.p, Aqcoe1G172800.3.p	GmISU01.09G027200.1.p, GmISU01.15G124600.1.p
OG0010261	Aqcoe1G066000.1.p, Aqcoe1G066000.2.p	GmISU01.17G165000.1.p, GmISU01.05G072400.1.p, GmISU01.05G072400.2.p
OG0010262	Aqcoe1G453400.2.p, Aqcoe1G453400.1.p	GmISU01.13G123200.1.p
OG0010263	Aqcoe1G222100.1.p, Aqcoe1G293200.1.p	GmISU01.05G133300.1.p, GmISU01.08G107800.1.p, GmISU01.15G078800.1.p, GmISU01.13G195300.1.p
OG0010264	Aqcoe1G054600.1.p	GmISU01.14G032700.1.p
OG0010265	Aqcoe1G204600.1.p	GmISU01.10G033000.2.p, GmISU01.10G033000.1.p, GmISU01.13G094400.1.p
OG0010266	Aqcoe1G412500.1.p	GmISU01.04G186300.1.p, GmISU01.06G125400.1.p
OG0010267	Aqcoe1G224800.1.p	GmISU01.06G233200.2.p, GmISU01.06G233200.1.p, GmISU01.12G109500.1.p
OG0010268	Aqcoe1G206100.1.p	GmISU01.05G138000.4.p, GmISU01.08G112500.2.p, GmISU01.05G138000.3.p, GmISU01.05G138000.1.p, GmISU01.05G138000.2.p, GmISU01.08G112500.1.p
OG0010269	Aqcoe1G152600.1.p	GmISU01.01G094600.1.p, GmISU01.01G094600.2.p, GmISU01.03G041000.1.p
OG0010270	Aqcoe1G483300.1.p	GmISU01.14G090300.1.p, GmISU01.17G197600.1.p, GmISU01.17G197600.2.p
OG0010271	Aqcoe1G193000.1.p	GmISU01.08G275300.1.p, GmISU01.18G092100.1.p
OG0010272	Aqcoe1G245200.1.p	GmISU01.12G104700.2.p, GmISU01.12G104700.1.p, GmISU01.12G104700.3.p, GmISU01.06G242300.1.p, GmISU01.06G242300.2.p
OG0010273	Aqcoe1G143600.2.p, Aqcoe1G143600.1.p	GmISU01.13G112200.1.p, GmISU01.10G048900.1.p
OG0010275	Aqcoe1G127300.1.p	GmISU01.10G054300.1.p, GmISU01.13G118000.1.p
OG0010276	Aqcoe1G087900.1.p	GmISU01.18G062900.1.p
OG0010277	Aqcoe1G037700.1.p	GmISU01.10G081200.1.p
OG0010278	Aqcoe1G232000.1.p	GmISU01.01G062700.1.p
OG0010279	Aqcoe3G174500.1.p, Aqcoe1G375900.1.p	GmISU01.04G115532.1.p
OG0010280	Aqcoe1G422800.1.p, Aqcoe1G422900.1.p	GmISU01.07G130400.1.p, GmISU01.03G046100.1.p
OG0010281	Aqcoe1G109300.1.p	GmISU01.12G057100.1.p, GmISU01.11G126400.2.p, GmISU01.11G126400.1.p
OG0010282	Aqcoe1G441300.1.p	GmISU01.10G237000.1.p, GmISU01.10G237000.2.p
OG0010283	Aqcoe1G010700.1.p	GmISU01.19G093200.1.p, GmISU01.03G087900.1.p
OG0010284	Aqcoe1G025800.1.p, Aqcoe1G025800.2.p	GmISU01.11G191300.1.p, GmISU01.11G191300.2.p, GmISU01.18G042800.1.p
OG0010285	Aqcoe1G044100.1.p	GmISU01.07G140100.1.p, GmISU01.07G140100.3.p, GmISU01.07G140100.2.p
OG0010286	Aqcoe1G342000.1.p	GmISU01.02G252700.1.p, GmISU01.14G018200.1.p, GmISU01.14G019400.1.p
OG0010287	Aqcoe1G448000.1.p	GmISU01.11G147600.2.p, GmISU01.11G147600.1.p, GmISU01.12G080200.2.p, GmISU01.11G147600.3.p
OG0010288	Aqcoe1G111400.1.p	GmISU01.10G166400.1.p, GmISU01.20G149400.1.p
OG0010289	Aqcoe1G124000.1.p, Aqcoe1G124000.3.p, Aqcoe1G124000.2.p	GmISU01.02G145200.1.p, GmISU01.10G083700.2.p
OG0010291	Aqcoe1G060200.1.p	GmISU01.05G140200.1.p, GmISU01.08G115300.1.p
OG0010292	Aqcoe1G430900.1.p	GmISU01.03G081500.1.p, GmISU01.07G102300.1.p
OG0010293	Aqcoe1G160900.1.p	GmISU01.05G110200.1.p, GmISU01.08G082100.1.p, GmISU01.09G045300.1.p
OG0010294	Aqcoe1G121000.1.p	GmISU01.11G152300.1.p, GmISU01.12G075600.1.p
OG0010295	Aqcoe1G234700.1.p	GmISU01.15G100000.1.p, GmISU01.13G172400.3.p, GmISU01.13G172400.2.p
OG0010296	Aqcoe1G138400.2.p, Aqcoe1G138400.1.p	GmISU01.14G011900.1.p, GmISU01.14G011900.2.p, GmISU01.02G260100.2.p
OG0010297	Aqcoe1G144700.1.p	GmISU01.12G142400.1.p, GmISU01.11G159800.1.p, GmISU01.12G061800.1.p
OG0010298	Aqcoe1G149800.1.p, Aqcoe1G149800.2.p	GmISU01.03G039500.2.p, GmISU01.03G039500.1.p, GmISU01.01G096000.1.p, GmISU01.01G096000.2.p
OG0010299	Aqcoe1G116000.1.p, Aqcoe1G117400.1.p	GmISU01.04G194800.1.p, GmISU01.06G116400.1.p
OG0010300	Aqcoe1G241100.1.p	GmISU01.06G242000.1.p, GmISU01.12G105000.1.p
OG0010301	Aqcoe1G019600.1.p, Aqcoe1G019600.3.p, Aqcoe1G019600.2.p	GmISU01.13G302000.1.p
OG0010302	Aqcoe1G155800.1.p	GmISU01.08G149000.3.p, GmISU01.08G149000.1.p
