Orthogroup	S_lycopersicum.proteins	D_muscipula.proteins
OG0001260	Solyc04g005223.1.1, Solyc04g005220.2.1, Solyc05g010610.3.1, Solyc01g010135.1.1, Solyc04g005227.1.1	Dm_00009901-RA
OG0001261	Solyc03g115010.2.1, Solyc06g069460.2.1	Dm_00014939-RA
OG0001261	Solyc02g065800.2.1, Solyc00g217560.1.1	Dm_00006091-RA, Dm_00000369-RA
OG0001262	Solyc02g089200.3.1	Dm_00017819-RA
OG0001262	Solyc04g005320.3.1, Solyc05g012020.3.1	Dm_00014662-RA
OG0001263	Solyc04g082160.3.1	Dm_00001253-RA, Dm_00001252-RA
OG0001271	Solyc09g057710.3.1, Solyc06g083170.3.1	Dm_00010024-RA
OG0001273	Solyc06g084090.3.1, Solyc09g065755.1.1	Dm_00013300-RA
OG0001273	Solyc12g006830.2.1	Dm_00007504-RA, Dm_00006924-RA
OG0001275	Solyc05g053470.3.1, Solyc09g091180.3.1	Dm_00008602-RA, Dm_00019690-RA
OG0001275	Solyc03g121640.3.1	Dm_00009662-RA
OG0001276	Solyc01g065550.3.1, Solyc12g099390.2.1	Dm_00008410-RA, Dm_00017741-RA
OG0001277	Solyc04g051600.3.1	Dm_00009511-RA
OG0001278	Solyc10g084760.2.1, Solyc09g010830.3.1	Dm_00007150-RA
OG0001279	Solyc11g066970.2.1	Dm_00007105-RA
OG0001279	Solyc11g007330.2.1, Solyc09g009210.3.1, Solyc10g083520.2.1	Dm_00010829-RA
OG0001280	Solyc02g093640.3.1	Dm_00014550-RA
OG0001280	Solyc05g014150.3.1	Dm_00014363-RA
OG0001281	Solyc06g009780.3.1, Solyc09g075480.3.1	Dm_00016877-RA
OG0001281	Solyc01g100120.3.1	Dm_00001637-RA
OG0001282	Solyc12g019880.1.1, Solyc10g078460.2.1, Solyc10g080750.2.1	Dm_00001283-RA, Dm_00003119-RA
OG0001282	Solyc01g096410.3.1	Dm_00016833-RA
OG0001283	Solyc12g099340.2.1, Solyc01g060140.3.1	Dm_00005131-RA
OG0001285	Solyc04g074190.3.1	Dm_00007552-RA
OG0001285	Solyc01g105280.3.1, Solyc10g047290.2.1	Dm_00012766-RA, Dm_00014169-RA
OG0001286	Solyc04g076210.2.1	Dm_00016387-RA
OG0001289	Solyc02g084870.3.1	Dm_00005348-RA
OG0001290	Solyc04g082490.3.1	Dm_00000155-RA, Dm_00004967-RA
OG0001291	Solyc02g080370.3.1	Dm_00006451-RA, Dm_00006453-RA, Dm_00014244-RA
OG0001292	Solyc08g062920.3.1, Solyc08g062915.1.1, Solyc08g062910.3.1	Dm_00011170-RA
OG0001293	Solyc07g062605.1.1	Dm_00019160-RA, Dm_00012481-RA
OG0001294	Solyc03g112350.3.1	Dm_00002873-RA
OG0001294	Solyc12g044860.2.1	Dm_00020549-RA
OG0001295	Solyc07g053980.3.1	Dm_00010145-RA
OG0001295	Solyc02g078230.2.1	Dm_00004986-RA
OG0001297	Solyc03g121990.3.1	Dm_00016095-RA
OG0001298	Solyc03g083960.3.1	Dm_00019068-RA, Dm_00009447-RA
OG0001298	Solyc06g060600.2.1	Dm_00005067-RA
OG0001300	Solyc12g044920.2.1, Solyc03g121810.2.1, Solyc06g062780.3.1	Dm_00015843-RA, Dm_00014194-RA
OG0001301	Solyc03g121610.3.1	Dm_00015607-RA
OG0001302	Solyc01g104590.3.1	Dm_00014872-RA
OG0001303	Solyc12g096520.2.1	Dm_00009541-RA
OG0001303	Solyc04g064500.3.1	Dm_00013172-RA
OG0001304	Solyc07g017230.3.1, Solyc05g047570.2.1	Dm_00018442-RA, Dm_00007187-RA
OG0001305	Solyc03g083370.3.1	Dm_00000456-RA
OG0001307	Solyc06g051410.3.1, Solyc02g076760.3.1	Dm_00011249-RA
OG0001308	Solyc06g084020.3.1, Solyc09g066100.3.1	Dm_00013856-RA, Dm_00009431-RA
OG0001309	Solyc09g014440.3.1	Dm_00004274-RA
OG0001310	Solyc11g012270.2.1, Solyc04g014760.3.1, Solyc05g054110.3.1	Dm_00019165-RA, Dm_00003597-RA, Dm_00004132-RA
OG0001311	Solyc04g050440.3.1	Dm_00004895-RA
OG0001311	Solyc03g045070.1.1	Dm_00017143-RA
OG0001312	Solyc07g062660.3.1, Solyc12g014170.2.1	Dm_00016287-RA, Dm_00016932-RA
OG0001312	Solyc10g008070.3.1	Dm_00004190-RA, Dm_00014747-RA
OG0001313	Solyc11g071350.1.1, Solyc06g074100.1.1	Dm_00003294-RA
OG0001314	Solyc05g056080.3.1	Dm_00017201-RA, Dm_00017200-RA
OG0001315	Solyc06g035690.3.1, Solyc03g026290.3.1, Solyc03g026300.3.1	Dm_00019157-RA
OG0001316	Solyc11g072980.1.1, Solyc11g072990.1.1	Dm_00004301-RA, Dm_00015523-RA
OG0001317	Solyc12g005950.2.1	Dm_00004805-RA
OG0001317	Solyc11g011980.3.1	Dm_00006994-RA
OG0001318	Solyc06g074040.1.1, Solyc11g068890.1.1	Dm_00006353-RA
OG0001318	Solyc01g007220.3.1, Solyc10g081955.1.1	Dm_00000056-RA, Dm_00002537-RA
OG0001319	Solyc01g086890.3.1	Dm_00007447-RA, Dm_00007879-RA
OG0001320	Solyc07g042900.3.1	Dm_00012921-RA
OG0001322	Solyc09g072980.2.1, Solyc01g080250.3.1	Dm_00014605-RA, Dm_00016044-RA
OG0001323	Solyc03g026350.3.1	Dm_00016618-RA, Dm_00011852-RA, Dm_00013847-RA
OG0001324	Solyc01g109970.3.1	Dm_00004953-RA
OG0001325	Solyc09g061290.3.1, Solyc06g083465.1.1	Dm_00012856-RA
OG0001326	Solyc03g114710.3.1	Dm_00018393-RA
OG0001326	Solyc05g010710.2.1	Dm_00009898-RA, Dm_00006954-RA
OG0001328	Solyc11g011890.2.1, Solyc04g014540.2.1	Dm_00000374-RA
OG0001329	Solyc06g072770.3.1	Dm_00000235-RA
OG0001329	Solyc08g076530.3.1	Dm_00012968-RA, Dm_00004666-RA
OG0001335	Solyc09g075610.3.1	Dm_00019715-RA
OG0001338	Solyc05g042122.1.1	Dm_00015118-RA
OG0001339	Solyc06g009660.3.1, Solyc01g079540.3.1, Solyc01g100350.3.1, Solyc01g060130.3.1	Dm_00006524-RA, Dm_00001805-RA, Dm_00001624-RA
OG0001340	Solyc01g009180.3.1	Dm_00010517-RA, Dm_00004334-RA
OG0001341	Solyc09g066010.3.1, Solyc06g008610.3.1	Dm_00005281-RA, Dm_00008363-RA
OG0001342	Solyc03g082363.1.1, Solyc02g005490.3.1	Dm_00004566-RA
OG0001343	Solyc09g076000.3.1	Dm_00016121-RA, Dm_00000527-RA
OG0001344	Solyc04g010220.3.1	Dm_00008463-RA
OG0001346	Solyc01g099960.3.1	Dm_00008824-RA, Dm_00003997-RA
OG0001347	Solyc03g111540.2.1	Dm_00017599-RA
OG0001349	Solyc05g054980.3.1, Solyc04g010070.3.1	Dm_00004720-RA, Dm_00002017-RA
OG0001350	Solyc09g091460.3.1	Dm_00000933-RA
OG0001353	Solyc09g008790.3.1, Solyc10g085720.2.1	Dm_00019154-RA, Dm_00010579-RA
OG0001354	Solyc10g079140.2.1, Solyc03g063600.4.1	Dm_00021033-RA
OG0001356	Solyc11g006850.2.1, Solyc11g012650.2.1, Solyc11g005845.1.1	Dm_00019569-RA
OG0001356	Solyc03g097530.3.1	Dm_00000278-RA
OG0001357	Solyc01g108290.3.1	Dm_00002763-RA
OG0001358	Solyc12g094430.1.1	Dm_00001247-RA
OG0001358	Solyc02g081340.3.1	Dm_00005227-RA
OG0001359	Solyc04g064790.3.1	Dm_00017799-RA
OG0001359	Solyc11g005760.2.1	Dm_00020934-RA
OG0001360	Solyc04g014220.1.1, Solyc11g010330.2.1	Dm_00020722-RA
OG0001360	Solyc01g105610.1.1, Solyc01g105620.3.1	Dm_00015506-RA
OG0001361	Solyc02g061850.3.1	Dm_00014376-RA
OG0001361	Solyc04g082000.3.1	Dm_00000127-RA
OG0001362	Solyc02g065490.3.1, Solyc02g089940.3.1, Solyc04g079830.2.1	Dm_00003351-RA, Dm_00003350-RA
OG0001363	Solyc04g074040.3.1	Dm_00013041-RA, Dm_00006206-RA
OG0001364	Solyc01g105110.1.1	Dm_00018865-RA
OG0001364	Solyc07g065410.1.1	Dm_00003578-RA
OG0001365	Solyc07g053610.3.1, Solyc02g077660.3.1	Dm_00019291-RA, Dm_00006894-RA
OG0001367	Solyc08g079080.4.1	Dm_00001130-RA
OG0001367	Solyc03g083910.4.1	Dm_00009448-RA
OG0001368	Solyc02g089800.3.1, Solyc03g045050.3.1	Dm_00013672-RA
OG0001369	Solyc12g044450.2.1, Solyc10g007450.2.1	Dm_00011099-RA
OG0001370	Solyc07g062480.1.1, Solyc07g062490.1.1	Dm_00005290-RA
OG0001371	Solyc03g123570.3.1, Solyc12g049590.2.1	Dm_00019725-RA
OG0001372	Solyc12g008620.2.1	Dm_00005355-RA
OG0001372	Solyc06g066760.3.1, Solyc08g078270.3.1	Dm_00004183-RA
OG0001373	Solyc08g067960.3.1	Dm_00016260-RA
OG0001374	Solyc07g016180.3.1, Solyc05g047460.3.1	Dm_00007549-RA
OG0001375	Solyc06g034340.2.1, Solyc03g083880.3.1	Dm_00005063-RA
OG0001376	Solyc05g053350.3.1	Dm_00011445-RA
OG0001377	Solyc12g009840.2.1, Solyc07g007600.3.1	Dm_00003787-RA
OG0001377	Solyc01g100390.3.1	Dm_00001622-RA
OG0001378	Solyc10g083410.1.1	Dm_00000778-RA, Dm_00001790-RA
OG0001378	Solyc03g026370.1.1, Solyc03g026360.1.1	Dm_00017407-RA
OG0001379	Solyc06g063000.3.1, Solyc03g122180.3.1	Dm_00001414-RA
OG0001379	Solyc07g042180.3.1, Solyc12g009230.2.1	Dm_00008358-RA
OG0001380	Solyc10g081830.2.1	Dm_00000742-RA
OG0001380	Solyc07g018300.3.1	Dm_00014429-RA
OG0001381	Solyc08g065980.3.1	Dm_00011205-RA
OG0001382	Solyc12g010060.2.1	Dm_00015630-RA, Dm_00002186-RA
OG0001383	Solyc07g015800.1.1, Solyc03g117270.1.1	Dm_00002521-RA
OG0001384	Solyc08g080190.3.1, Solyc08g080200.3.1	Dm_00020386-RA
OG0001384	Solyc06g035580.3.1	Dm_00003066-RA
OG0001385	Solyc01g088400.3.1, Solyc01g088430.3.1, Solyc12g100270.2.1	Dm_00019353-RA
OG0001386	Solyc11g062410.2.1, Solyc01g008850.3.1	Dm_00010005-RA
OG0001387	Solyc01g044360.3.1	Dm_00007676-RA
OG0001388	Solyc03g031740.2.1, Solyc03g031720.3.1, Solyc02g080420.3.1, Solyc10g005260.3.1	Dm_00013983-RA
OG0001388	Solyc07g064510.3.1	Dm_00000859-RA, Dm_00006045-RA
OG0001389	Solyc09g007840.3.1	Dm_00004216-RA
OG0001390	Solyc09g031705.1.1, Solyc09g031700.3.1	Dm_00005855-RA
OG0001390	Solyc09g013150.3.1	Dm_00017108-RA
OG0001391	Solyc03g118150.3.1, Solyc06g068800.3.1	Dm_00011870-RA
OG0001392	Solyc03g083320.3.1, Solyc06g051970.3.1	Dm_00000455-RA
OG0001394	Solyc04g071440.3.1	Dm_00004794-RA
OG0001395	Solyc03g111680.3.1	Dm_00001684-RA, Dm_00001440-RA
OG0001396	Solyc12g035520.2.1, Solyc05g015650.3.1	Dm_00009455-RA
OG0001397	Solyc02g065590.3.1	Dm_00011587-RA
OG0001398	Solyc03g031940.3.1	Dm_00008131-RA, Dm_00005877-RA, Dm_00017028-RA
OG0001400	Solyc05g005740.3.1, Solyc04g025880.3.1	Dm_00010980-RA, Dm_00012385-RA
OG0001400	Solyc02g087000.3.1	Dm_00017467-RA
OG0001401	Solyc10g062180.2.1, Solyc10g062340.2.1, Solyc01g088800.3.1	Dm_00008615-RA, Dm_00005688-RA
OG0001402	Solyc02g089610.2.1	Dm_00015343-RA
OG0001402	Solyc05g010420.2.1, Solyc01g010050.3.1	Dm_00012511-RA, Dm_00004622-RA
OG0001403	Solyc05g008390.3.1, Solyc04g007600.3.1	Dm_00007798-RA
OG0001404	Solyc02g086840.3.1	Dm_00015471-RA
OG0001405	Solyc08g065820.2.1, Solyc04g049140.3.1, Solyc09g091490.2.1	Dm_00004760-RA, Dm_00016288-RA, Dm_00004764-RA, Dm_00019299-RA
OG0001406	Solyc04g005130.3.1, Solyc05g006650.3.1	Dm_00002860-RA, Dm_00019182-RA
OG0001407	Solyc09g010360.3.1, Solyc12g098280.2.1	Dm_00009441-RA
OG0001419	Solyc06g084240.2.1	Dm_00019168-RA
OG0001422	Solyc06g005680.3.1, Solyc06g076350.3.1	Dm_00013461-RA, Dm_00009893-RA
OG0001423	Solyc06g083030.3.1, Solyc06g083040.3.1, Solyc06g083050.3.1, Solyc06g083020.2.1	Dm_00009030-RA
OG0001424	Solyc09g098520.3.1	Dm_00015773-RA, Dm_00009756-RA
OG0001427	Solyc02g086240.3.1, Solyc10g007980.3.1, Solyc12g010930.2.1	Dm_00007555-RA, Dm_00001331-RA
OG0001428	Solyc09g064910.1.1	Dm_00013528-RA
OG0001428	Solyc01g080150.3.1	Dm_00006783-RA
OG0001430	Solyc11g011360.2.1, Solyc04g014500.3.1, Solyc01g005390.3.1	Dm_00010973-RA
OG0001430	Solyc12g040870.2.1, Solyc03g118470.3.1, Solyc06g068900.3.1	Dm_00017651-RA
OG0001431	Solyc06g076700.1.1	Dm_00006193-RA, Dm_00016557-RA, Dm_00006192-RA
OG0001432	Solyc01g087280.1.1	Dm_00018157-RA
OG0001432	Solyc04g015530.2.1, Solyc10g080210.2.1	Dm_00009296-RA
OG0001433	Solyc02g070500.1.1, Solyc08g016580.1.1	Dm_00000344-RA, Dm_00005035-RA, Dm_00000343-RA
OG0001433	Solyc01g100750.2.1, Solyc01g100770.2.1, Solyc01g100760.2.1	Dm_00001821-RA, Dm_00008040-RA
OG0001434	Solyc06g053400.3.1, Solyc08g014130.3.1	Dm_00003707-RA
OG0001435	Solyc00g017230.1.1	Dm_00007426-RA
OG0001435	Solyc06g076220.3.1, Solyc06g005560.3.1, Solyc06g051800.3.1	Dm_00003742-RA
OG0001437	Solyc01g080270.3.1	Dm_00019917-RA
OG0001438	Solyc09g098340.3.1, Solyc05g053900.3.1	Dm_00009843-RA
OG0001438	Solyc03g058400.3.1, Solyc05g055800.3.1, Solyc04g056590.3.1	Dm_00001209-RA
OG0001439	Solyc06g066100.3.1, Solyc06g065980.3.1, Solyc06g068050.3.1	Dm_00000085-RA, Dm_00004158-RA
OG0001441	Solyc04g055160.3.1, Solyc03g078610.3.1, Solyc05g051970.3.1	Dm_00007882-RA
OG0001441	Solyc04g073970.3.1	Dm_00018385-RA
OG0001442	Solyc12g005190.2.1, Solyc07g064310.2.1	Dm_00006473-RA
OG0001443	Solyc00g050430.3.1, Solyc12g088130.2.1	Dm_00004589-RA, Dm_00005883-RA
OG0001444	Solyc04g078930.3.1, Solyc03g095710.3.1	Dm_00015068-RA
OG0001445	Solyc03g095260.3.1, Solyc06g048480.3.1	Dm_00014327-RA
OG0001446	Solyc12g006240.2.1	Dm_00010546-RA, Dm_00007414-RA
OG0001447	Solyc07g051950.3.1	Dm_00001768-RA
OG0001448	Solyc07g063630.3.1	Dm_00006466-RA
OG0001448	Solyc02g079230.3.1	Dm_00001924-RA
OG0001449	Solyc10g052660.3.1, Solyc02g069850.3.1	Dm_00011699-RA
OG0001450	Solyc12g014260.1.1, Solyc10g007310.1.1, Solyc07g062470.3.1	Dm_00005286-RA
OG0001450	Solyc10g008000.1.1	Dm_00004092-RA, Dm_00004510-RA
OG0001451	Solyc05g053260.3.1	Dm_00002884-RA
OG0001452	Solyc03g006660.3.1, Solyc02g084400.3.1	Dm_00001926-RA, Dm_00009938-RA
OG0001453	Solyc10g006000.3.1, Solyc07g065490.3.1	Dm_00002679-RA, Dm_00001531-RA
OG0001454	Solyc07g063070.1.1	Dm_00014917-RA, Dm_00020564-RA
OG0001454	Solyc02g078030.2.1	Dm_00008630-RA
OG0001456	Solyc12g056410.2.1, Solyc08g080360.3.1	Dm_00012607-RA
OG0001457	Solyc12g005660.2.1, Solyc07g053140.3.1	Dm_00005104-RA, Dm_00018220-RA
OG0001457	Solyc10g006755.1.1	Dm_00006177-RA, Dm_00018648-RA
OG0001458	Solyc05g026180.2.1	Dm_00003492-RA
OG0001459	Solyc00g006540.1.1	Dm_00007296-RA
OG0001459	Solyc06g066030.3.1, Solyc08g059800.3.1	Dm_00007297-RA
OG0001460	Solyc06g053190.3.1	Dm_00000434-RA, Dm_00000174-RA
OG0001461	Solyc08g081180.3.1	Dm_00012495-RA, Dm_00006682-RA
OG0001461	Solyc10g012430.3.1, Solyc01g094680.3.1	Dm_00012472-RA, Dm_00003345-RA
OG0001462	Solyc03g007760.3.1	Dm_00004005-RA
OG0001463	Solyc01g091910.4.1	Dm_00016246-RA
OG0001464	Solyc03g115760.3.1	Dm_00014338-RA, Dm_00019230-RA
OG0001464	Solyc05g013050.3.1	Dm_00007977-RA
OG0001465	Solyc08g077630.3.1, Solyc08g077560.3.1	Dm_00016184-RA
OG0001465	Solyc01g088690.3.1, Solyc11g031980.1.1, Solyc02g014320.1.1	Dm_00019095-RA
OG0001466	Solyc08g080290.3.1, Solyc08g007840.2.1	Dm_00004360-RA
OG0001467	Solyc10g017850.3.1, Solyc01g091730.3.1	Dm_00015873-RA, Dm_00010692-RA
OG0001468	Solyc11g006960.2.1	Dm_00012527-RA, Dm_00012528-RA
OG0001469	Solyc12g014610.2.1, Solyc07g065260.3.1	Dm_00003586-RA, Dm_00004120-RA
OG0001470	Solyc11g007180.2.1	Dm_00011365-RA
OG0001470	Solyc09g009700.3.1	Dm_00000777-RA
OG0001471	Solyc01g008580.1.1	Dm_00004534-RA, Dm_00017331-RA
OG0001473	Solyc09g007870.3.1, Solyc09g005543.1.1, Solyc09g005540.2.1, Solyc09g005527.1.1	Dm_00007712-RA
OG0001474	Solyc04g011610.2.1	Dm_00016221-RA, Dm_00017384-RA
OG0001475	Solyc01g111170.3.1, Solyc10g054910.1.1	Dm_00006000-RA, Dm_00003033-RA
OG0001476	Solyc04g005030.3.1	Dm_00018075-RA
OG0001477	Solyc07g043320.3.1	Dm_00007684-RA, Dm_00001109-RA
OG0001478	Solyc06g074820.3.1, Solyc10g083880.2.1	Dm_00010382-RA
OG0001478	Solyc06g075650.3.1	Dm_00004308-RA
OG0001479	Solyc02g080400.2.1	Dm_00020230-RA, Dm_00007221-RA
OG0001480	Solyc01g080170.3.1	Dm_00004487-RA
OG0001481	Solyc10g080450.2.1, Solyc10g078710.1.1	Dm_00019076-RA
OG0001484	Solyc10g077070.2.1, Solyc09g082050.3.1	Dm_00005875-RA, Dm_00004249-RA, Dm_00005727-RA
OG0001485	Solyc10g005920.3.1, Solyc07g065950.3.1	Dm_00001510-RA, Dm_00001900-RA
OG0001486	Solyc05g013690.3.1	Dm_00005815-RA, Dm_00015982-RA
OG0001487	Solyc10g011815.1.1	Dm_00007559-RA, Dm_00019057-RA
OG0001487	Solyc08g063090.2.1	Dm_00013168-RA
OG0001488	Solyc08g014280.3.1, Solyc06g053455.1.1	Dm_00019975-RA, Dm_00010538-RA
OG0001489	Solyc02g093720.3.1, Solyc02g067950.3.1	Dm_00019788-RA
OG0001490	Solyc11g027880.2.1	Dm_00012847-RA, Dm_00002711-RA
OG0001490	Solyc06g064940.3.1, Solyc11g051160.2.1	Dm_00002712-RA
OG0001492	Solyc03g082380.3.1, Solyc03g082367.1.1	Dm_00000184-RA
OG0001493	Solyc01g058670.3.1	Dm_00011277-RA
OG0001493	Solyc01g100660.3.1	Dm_00001819-RA, Dm_00013883-RA
OG0001494	Solyc06g071880.3.1, Solyc06g071870.3.1, Solyc03g111230.3.1	Dm_00009920-RA, Dm_00009921-RA
OG0001496	Solyc06g069660.2.1	Dm_00016929-RA, Dm_00013625-RA, Dm_00009822-RA
OG0001497	Solyc03g112950.3.1	Dm_00003286-RA, Dm_00003289-RA
OG0001498	Solyc06g071400.3.1, Solyc03g114200.3.1	Dm_00002598-RA, Dm_00002599-RA
OG0001500	Solyc03g046570.3.1	Dm_00015100-RA
OG0001500	Solyc05g011810.3.1, Solyc04g005280.3.1	Dm_00011548-RA
OG0001501	Solyc01g101040.3.1	Dm_00010687-RA
OG0001501	Solyc05g005160.3.1, Solyc04g039670.3.1	Dm_00015868-RA, Dm_00008372-RA
OG0001503	Solyc11g012680.2.1, Solyc05g054210.3.1, Solyc04g015020.3.1	Dm_00019282-RA
OG0001504	Solyc01g102700.3.1, Solyc01g102680.3.1, Solyc01g102685.1.1, Solyc02g024065.1.1	Dm_00017513-RA, Dm_00016020-RA
OG0001514	Solyc01g102260.3.1	Dm_00004354-RA, Dm_00011160-RA, Dm_00012724-RA
OG0001516	Solyc02g068730.3.1	Dm_00017075-RA
OG0001516	Solyc11g069790.2.1, Solyc06g075010.3.1	Dm_00006372-RA, Dm_00000493-RA
OG0001517	Solyc03g005470.3.1, Solyc09g089670.3.1	Dm_00020423-RA
OG0001518	Solyc03g096050.3.1	Dm_00018809-RA
OG0001519	Solyc06g050990.3.1, Solyc05g052480.3.1	Dm_00011097-RA, Dm_00010785-RA
OG0001521	Solyc09g074640.3.1, Solyc06g008740.3.1	Dm_00019692-RA
OG0001522	Solyc12g027753.1.1, Solyc01g065575.1.1	Dm_00007146-RA
OG0001523	Solyc01g006360.3.1, Solyc03g111570.3.1	Dm_00008597-RA
OG0001523	Solyc03g111575.1.1, Solyc01g006350.3.1	Dm_00008598-RA, Dm_00001672-RA
OG0001524	Solyc04g078050.3.1	Dm_00009721-RA, Dm_00008566-RA
OG0001525	Solyc10g080100.2.1, Solyc09g031950.2.1, Solyc10g079405.1.1	Dm_00019444-RA
OG0001526	Solyc08g006900.3.1, Solyc02g070310.3.1	Dm_00001116-RA, Dm_00007767-RA
OG0001527	Solyc02g070570.3.1, Solyc09g010100.3.1, Solyc10g083280.3.1	Dm_00019529-RA, Dm_00015750-RA
OG0001528	Solyc01g006370.3.1	Dm_00005886-RA
OG0001528	Solyc01g073750.3.1	Dm_00011851-RA
OG0001529	Solyc09g082505.1.1	Dm_00000521-RA
OG0001530	Solyc06g073340.3.1	Dm_00009789-RA, Dm_00017502-RA
OG0001530	Solyc11g008580.2.1	Dm_00004492-RA
OG0001531	Solyc09g007100.3.1	Dm_00019954-RA, Dm_00006203-RA
OG0001533	Solyc01g059860.3.1, Solyc12g099250.2.1	Dm_00011720-RA, Dm_00015260-RA
OG0001534	Solyc10g080640.2.1, Solyc10g078650.2.1	Dm_00017593-RA
OG0001536	Solyc02g080020.1.1	Dm_00002576-RA
OG0001539	Solyc11g045160.2.1	Dm_00004299-RA, Dm_00004298-RA
OG0001540	Solyc03g058970.3.1	Dm_00015757-RA
OG0001541	Solyc03g093560.1.1, Solyc03g093550.1.1, Solyc03g093540.1.1, Solyc05g052040.1.1, Solyc08g078190.1.1	Dm_00004182-RA, Dm_00000869-RA
OG0001542	Solyc01g101260.2.1	Dm_00002617-RA, Dm_00008437-RA, Dm_00015082-RA
OG0001543	Solyc10g055710.2.1	Dm_00013110-RA
OG0001543	Solyc04g082040.3.1, Solyc12g094420.2.1	Dm_00001246-RA
OG0001544	Solyc04g074220.3.1	Dm_00013363-RA
OG0001544	Solyc10g047340.2.1	Dm_00008344-RA
OG0001546	Solyc02g090480.3.1	Dm_00003224-RA, Dm_00002767-RA
OG0001546	Solyc01g108340.3.1	Dm_00001723-RA
OG0001547	Solyc01g108880.3.1	Dm_00001729-RA, Dm_00001727-RA
OG0001549	Solyc03g078570.3.1	Dm_00008381-RA
OG0001549	Solyc01g088560.3.1	Dm_00010743-RA
OG0001550	Solyc08g078230.3.1	Dm_00012795-RA
OG0001552	Solyc01g111680.3.1	Dm_00003408-RA
OG0001553	Solyc04g078660.1.1	Dm_00001653-RA, Dm_00003402-RA, Dm_00015154-RA
OG0001554	Solyc02g014350.3.1	Dm_00001305-RA
OG0001556	Solyc12g010470.2.1, Solyc07g007320.2.1	Dm_00000256-RA
OG0001556	Solyc01g091000.3.1	Dm_00013784-RA
OG0001557	Solyc12g014090.2.1	Dm_00008939-RA, Dm_00008941-RA, Dm_00008940-RA
OG0001558	Solyc09g009710.3.1	Dm_00014106-RA
OG0001559	Solyc12g009570.2.1	Dm_00000074-RA, Dm_00002924-RA
OG0001560	Solyc01g111090.3.1, Solyc10g054850.2.1	Dm_00005567-RA
OG0001561	Solyc02g093830.3.1	Dm_00007236-RA
OG0001562	Solyc08g082060.3.1	Dm_00009423-RA
OG0001563	Solyc08g082820.3.1, Solyc03g082920.3.1, Solyc06g052050.3.1	Dm_00000445-RA, Dm_00003674-RA
OG0001564	Solyc05g032850.3.1	Dm_00018298-RA, Dm_00011090-RA
OG0001565	Solyc09g065650.3.1	Dm_00011389-RA
OG0001566	Solyc07g040680.3.1	Dm_00009306-RA
OG0001567	Solyc01g068270.3.1	Dm_00004466-RA, Dm_00005737-RA
OG0001567	Solyc04g057930.3.1	Dm_00019329-RA
OG0001568	Solyc06g036080.3.1, Solyc03g025360.3.1	Dm_00003306-RA, Dm_00002956-RA
OG0001569	Solyc06g066430.3.1	Dm_00013443-RA, Dm_00002989-RA
OG0001571	Solyc12g006990.2.1	Dm_00000115-RA
OG0001572	Solyc12g009590.2.1, Solyc07g008170.2.1, Solyc03g116680.3.1, Solyc06g068140.3.1	Dm_00016229-RA
OG0001573	Solyc08g079460.3.1	Dm_00005697-RA, Dm_00016758-RA
OG0001573	Solyc03g083510.3.1	Dm_00010399-RA
OG0001574	Solyc11g069190.2.1	Dm_00000469-RA, Dm_00015729-RA
OG0001575	Solyc10g080680.2.1	Dm_00018397-RA
OG0001576	Solyc07g007060.2.1	Dm_00015278-RA
OG0001577	Solyc05g049970.3.1, Solyc01g094960.3.1	Dm_00005056-RA
OG0001578	Solyc06g073860.2.1, Solyc06g073880.3.1, Solyc01g006810.3.1, Solyc10g081710.2.1	Dm_00013755-RA, Dm_00006975-RA
OG0001579	Solyc07g044990.3.1	Dm_00002231-RA
OG0001580	Solyc10g085410.2.1	Dm_00007884-RA
OG0001583	Solyc01g006720.3.1	Dm_00017070-RA
OG0001584	Solyc06g005330.3.1, Solyc06g005310.3.1, Solyc11g073120.2.1, Solyc06g075660.3.1	Dm_00004310-RA
OG0001586	Solyc09g010090.4.1, Solyc09g010080.3.1, Solyc10g083300.2.1, Solyc10g083290.4.1, Solyc10g085650.2.1, Solyc10g045585.1.1, Solyc10g085640.1.1, Solyc10g085360.2.1	Dm_00001395-RA, Dm_00000807-RA
OG0001587	Solyc11g005290.1.1, Solyc11g005320.1.1, Solyc11g005300.2.1, Solyc11g005310.1.1, Solyc11g005280.1.1	Dm_00015245-RA
OG0001588	Solyc04g077190.3.1, Solyc12g088210.2.1	Dm_00005792-RA
OG0001589	Solyc04g071540.3.1	Dm_00014834-RA
OG0001590	Solyc03g005090.3.1, Solyc02g093850.3.1	Dm_00013771-RA
OG0001590	Solyc05g014510.3.1	Dm_00008805-RA
OG0001592	Solyc05g005200.3.1	Dm_00020647-RA
OG0001593	Solyc05g013580.3.1	Dm_00005819-RA, Dm_00015983-RA
OG0001593	Solyc02g093430.3.1, Solyc12g035470.2.1	Dm_00008455-RA
OG0001594	Solyc01g095900.3.1, Solyc05g050630.3.1	Dm_00003109-RA, Dm_00003563-RA
OG0001595	Solyc06g048420.2.1, Solyc06g048410.3.1, Solyc03g095180.3.1	Dm_00018792-RA
OG0001596	Solyc02g081270.3.1, Solyc02g036430.2.1	Dm_00005232-RA, Dm_00002518-RA
OG0001598	Solyc06g061100.3.1	Dm_00015920-RA
OG0001599	Solyc04g008110.3.1	Dm_00001933-RA
