Orthogroup	S_lycopersicum.proteins	A_coerulea.proteins
OG0005662	Solyc12g099650.2.1, Solyc01g008510.3.1	Aqcoe1G030900.1.p
OG0005663	Solyc11g072160.2.1, Solyc06g073600.3.1, Solyc06g073590.3.1	Aqcoe1G005500.1.p
OG0005664	Solyc01g006010.3.1	Aqcoe1G007500.4.p, Aqcoe1G007500.1.p, Aqcoe1G007500.3.p, Aqcoe1G007500.5.p, Aqcoe1G007500.2.p
OG0005665	Solyc06g074810.3.1	Aqcoe1G127600.1.p
OG0005666	Solyc10g080270.1.1	Aqcoe1G033700.1.p
OG0005667	Solyc11g067015.1.1, Solyc06g074495.1.1	Aqcoe3G387700.1.p, Aqcoe1G354900.1.p
OG0005668	Solyc01g049890.3.1	Aqcoe1G001500.1.p, Aqcoe1G001500.2.p
OG0005669	Solyc03g115100.3.1	Aqcoe1G016100.2.p, Aqcoe1G016100.1.p
OG0005670	Solyc07g064870.3.1, Solyc07g049300.3.1	Aqcoe1G340800.1.p
OG0005671	Solyc07g061990.3.1	Aqcoe1G198500.1.p
OG0005672	Solyc07g044750.3.1, Solyc02g023980.3.1	Aqcoe1G180000.2.p, Aqcoe1G180000.1.p
OG0005673	Solyc01g087560.3.1, Solyc10g080150.2.1	Aqcoe1G028800.2.p, Aqcoe1G028800.1.p, Aqcoe1G028800.3.p
OG0005674	Solyc06g073320.3.1, Solyc02g091510.3.1	Aqcoe1G344400.1.p
OG0005675	Solyc02g021600.1.1	Aqcoe1G189000.1.p, Aqcoe5G326400.1.p, Aqcoe1G189200.4.p, Aqcoe1G189200.3.p, Aqcoe1G189200.7.p, Aqcoe1G189200.6.p, Aqcoe1G189200.1.p, Aqcoe1G189200.9.p, Aqcoe1G189200.8.p, Aqcoe1G189200.2.p, Aqcoe1G189200.10.p, Aqcoe1G189200.5.p
OG0005676	Solyc04g040110.3.1	Aqcoe3G214600.1.p, Aqcoe1G054800.1.p
OG0005677	Solyc12g005050.2.1	Aqcoe1G234900.2.p, Aqcoe1G234900.3.p, Aqcoe1G234900.1.p
OG0005678	Solyc07g064350.2.1	Aqcoe1G083300.1.p
OG0005679	Solyc02g093000.3.1, Solyc01g107750.3.1	Aqcoe5G142900.1.p
OG0005680	Solyc05g013700.3.1	Aqcoe5G396300.1.p, Aqcoe5G396200.1.p, Aqcoe5G396200.2.p
OG0005682	Solyc02g084020.3.1, Solyc02g062240.3.1, Solyc03g033600.3.1	Aqcoe5G122700.1.p
OG0005683	Solyc07g045320.3.1, Solyc12g006060.2.1, Solyc01g044543.1.1	Aqcoe5G411600.1.p, Aqcoe5G411600.2.p, Aqcoe5G411700.1.p
OG0005684	Solyc11g066290.2.1	Aqcoe5G475400.4.p, Aqcoe5G475400.3.p, Aqcoe5G475400.1.p, Aqcoe5G475400.2.p, Aqcoe5G475300.1.p, Aqcoe5G475300.2.p
OG0005685	Solyc04g079280.3.1	Aqcoe5G157400.1.p
OG0005686	Solyc01g103010.3.1	Aqcoe5G216500.1.p
OG0005687	Solyc01g098460.3.1	Aqcoe5G192800.1.p, Aqcoe5G192800.2.p
OG0005688	Solyc01g086730.3.1	Aqcoe5G322700.1.p, Aqcoe5G322700.2.p
OG0005689	Solyc04g080490.3.1, Solyc02g085160.1.1	Aqcoe5G189600.1.p
OG0005690	Solyc01g006510.3.1	Aqcoe5G110800.1.p, Aqcoe5G426900.1.p, Aqcoe5G448600.1.p, Aqcoe5G454200.1.p, Aqcoe5G429100.1.p, Aqcoe5G430000.1.p, Aqcoe5G431800.1.p, Aqcoe5G426000.1.p
OG0005691	Solyc09g089870.3.1	Aqcoe5G028500.2.p, Aqcoe5G028500.1.p
OG0005692	Solyc11g013460.2.1	Aqcoe5G083600.1.p
OG0005693	Solyc05g014390.3.1	Aqcoe5G374700.1.p, Aqcoe5G376400.1.p, Aqcoe5G373600.1.p, Aqcoe5G373600.2.p
OG0005694	Solyc02g083350.3.1	Aqcoe5G129000.1.p
OG0005695	Solyc04g076480.3.1	Aqcoe5G166400.1.p, Aqcoe5G166400.2.p
OG0005696	Solyc01g095740.3.1	Aqcoe5G455600.1.p, Aqcoe5G455600.2.p
OG0005697	Solyc01g057570.3.1	Aqcoe5G383200.1.p
OG0005698	Solyc11g010180.2.1, Solyc04g012155.1.1	Aqcoe5G374300.1.p, Aqcoe3G187400.1.p
OG0005699	Solyc09g065370.2.1, Solyc06g084220.1.1	Aqcoe5G053400.1.p
OG0005700	Solyc02g093950.3.1	Aqcoe5G368100.3.p, Aqcoe5G368100.2.p, Aqcoe5G368100.1.p
OG0005701	Solyc02g082210.3.1, Solyc02g082215.1.1	Aqcoe5G345600.1.p
OG0005702	Solyc05g054460.3.1	Aqcoe5G357800.1.p
OG0005703	Solyc01g017490.1.1, Solyc02g093935.1.1	Aqcoe5G368800.2.p, Aqcoe5G368800.1.p
OG0005704	Solyc09g090900.3.1, Solyc03g005730.3.1	Aqcoe5G015800.2.p, Aqcoe5G015800.1.p
OG0005705	Solyc08g065160.3.1	Aqcoe5G469800.1.p, Aqcoe3G064300.1.p, Aqcoe3G064300.2.p, Aqcoe3G064300.3.p
OG0005706	Solyc11g013530.2.1	Aqcoe5G274300.1.p
OG0005707	Solyc06g059880.3.1, Solyc07g061940.3.1, Solyc03g044330.1.1	Aqcoe5G065200.1.p, Aqcoe3G073500.1.p
OG0005708	Solyc12g055820.2.1	Aqcoe5G474900.2.p, Aqcoe5G474900.1.p
OG0005709	Solyc04g051570.3.1	Aqcoe5G255200.1.p
OG0005710	Solyc01g097070.3.1	Aqcoe5G334500.1.p, Aqcoe5G334500.3.p, Aqcoe5G334500.2.p
OG0005711	Solyc04g045630.3.1	Aqcoe5G358000.1.p
OG0005712	Solyc01g096230.3.1, Solyc06g053150.1.1, Solyc03g082640.2.1	Aqcoe5G461500.1.p
OG0005713	Solyc02g068360.3.1, Solyc02g068365.1.1	Aqcoe5G109000.1.p
OG0005714	Solyc01g098700.3.1	Aqcoe5G063300.2.p, Aqcoe5G063300.1.p
OG0005715	Solyc02g075630.2.1, Solyc02g074590.3.1, Solyc02g073571.1.1, Solyc02g084500.2.1	Aqcoe5G179200.3.p, Aqcoe5G179200.1.p, Aqcoe5G179200.2.p
OG0005716	Solyc06g068700.3.1, Solyc03g118040.3.1	Aqcoe5G320500.1.p
OG0005717	Solyc04g082840.3.1	Aqcoe5G113000.1.p
OG0005718	Solyc04g055180.3.1	Aqcoe5G220900.1.p
OG0005719	Solyc08g082010.3.1	Aqcoe5G449400.3.p, Aqcoe5G449400.2.p, Aqcoe5G449400.4.p, Aqcoe5G449400.1.p
OG0005720	Solyc03g096810.3.1	Aqcoe5G478100.1.p
OG0005721	Solyc04g081900.3.1	Aqcoe5G130700.1.p, Aqcoe5G130700.2.p
OG0005722	Solyc09g074240.1.1	Aqcoe5G067300.1.p, Aqcoe5G067300.2.p
OG0005723	Solyc01g104050.3.1	Aqcoe5G285100.1.p
OG0005724	Solyc09g064370.3.1	Aqcoe5G010600.1.p
OG0005725	Solyc11g069340.2.1	Aqcoe5G447800.1.p
OG0005726	Solyc02g090850.3.1	Aqcoe5G151700.2.p, Aqcoe5G151700.1.p, Aqcoe5G151700.3.p
OG0005727	Solyc08g075340.3.1	Aqcoe5G376900.2.p, Aqcoe5G376900.1.p
OG0005728	Solyc05g054365.1.1, Solyc01g066310.3.1	Aqcoe5G092300.1.p
OG0005729	Solyc02g091960.3.1	Aqcoe5G095900.1.p
OG0005731	Solyc04g076020.3.1	Aqcoe5G163200.1.p, Aqcoe5G163200.3.p, Aqcoe5G163200.2.p
OG0005732	Solyc01g058730.3.1	Aqcoe5G134400.2.p, Aqcoe5G134400.3.p, Aqcoe5G134400.1.p
OG0005734	Solyc10g018510.2.1, Solyc01g090790.3.1	Aqcoe5G413500.3.p, Aqcoe5G413500.1.p, Aqcoe5G413500.2.p
OG0005735	Solyc04g077940.3.1	Aqcoe5G100500.4.p, Aqcoe5G100500.5.p, Aqcoe5G100500.2.p, Aqcoe5G100500.3.p, Aqcoe5G100500.1.p
OG0005736	Solyc06g084045.1.1, Solyc09g065910.2.1	Aqcoe5G039800.1.p
OG0005737	Solyc02g087940.3.1	Aqcoe5G118200.2.p, Aqcoe5G118200.1.p
OG0005738	Solyc09g072710.3.1	Aqcoe5G020100.3.p, Aqcoe5G020100.1.p, Aqcoe5G020100.2.p
OG0005739	Solyc08g080520.3.1	Aqcoe5G423900.2.p, Aqcoe5G423900.3.p, Aqcoe5G423900.1.p
OG0005740	Solyc06g073270.3.1	Aqcoe5G298500.1.p, Aqcoe5G298500.2.p
OG0005742	Solyc08g075940.3.1, Solyc03g110885.1.1	Aqcoe5G266400.1.p
OG0005743	Solyc05g007900.2.1	Aqcoe3G341500.1.p
OG0005744	Solyc02g089290.3.1	Aqcoe3G068800.2.p, Aqcoe3G068800.3.p, Aqcoe3G068800.1.p
OG0005745	Solyc02g089280.3.1	Aqcoe3G288900.1.p
OG0005746	Solyc05g005090.3.1	Aqcoe3G280300.1.p
OG0005747	Solyc08g005150.3.1	Aqcoe3G166300.3.p, Aqcoe3G166300.1.p, Aqcoe3G166300.2.p, Aqcoe3G165600.1.p, Aqcoe3G165800.2.p, Aqcoe3G165800.3.p, Aqcoe3G165800.1.p, Aqcoe3G165400.1.p
OG0005748	Solyc03g115390.3.1	Aqcoe3G360600.1.p
OG0005749	Solyc01g089903.1.1, Solyc01g089900.3.1, Solyc11g030475.1.1, Solyc01g089907.1.1	Aqcoe3G261300.4.p, Aqcoe3G261300.1.p, Aqcoe3G261300.3.p, Aqcoe3G261300.2.p
OG0005750	Solyc05g006130.3.1	Aqcoe3G107000.2.p, Aqcoe3G107000.1.p
OG0005751	Solyc05g006760.3.1	Aqcoe3G321300.3.p, Aqcoe3G321300.2.p, Aqcoe3G321300.1.p, Aqcoe3G321300.4.p
OG0005752	Solyc10g038170.1.1, Solyc01g090220.3.1, Solyc05g053920.1.1, Solyc05g053910.1.1	Aqcoe3G265800.1.p
OG0005753	Solyc08g006980.3.1, Solyc08g077100.3.1	Aqcoe3G226600.1.p, Aqcoe3G226000.1.p
OG0005754	Solyc02g086540.2.1, Solyc01g058680.2.1, Solyc01g058700.1.1, Solyc02g086445.1.1, Solyc02g086550.3.1	Aqcoe3G277700.1.p
OG0005755	Solyc02g014130.2.1	Aqcoe3G434600.1.p
OG0005756	Solyc05g006050.3.1	Aqcoe3G304000.1.p, Aqcoe3G304000.2.p, Aqcoe3G107700.1.p
OG0005757	Solyc05g009900.2.1, Solyc02g089830.2.1, Solyc03g045030.1.1, Solyc03g119770.3.1	Aqcoe3G395500.1.p
OG0005758	Solyc02g086690.3.1, Solyc02g086683.1.1, Solyc02g067760.3.1	Aqcoe3G287200.1.p
OG0005759	Solyc08g075530.3.1	Aqcoe3G169900.7.p, Aqcoe3G169900.4.p, Aqcoe3G169900.1.p, Aqcoe3G169900.6.p, Aqcoe3G169900.5.p, Aqcoe3G169900.3.p, Aqcoe3G169900.2.p
OG0005760	Solyc03g116330.3.1	Aqcoe3G335000.2.p, Aqcoe3G335000.1.p
OG0005761	Solyc02g088800.2.1, Solyc03g115070.1.1	Aqcoe3G060900.1.p
OG0005762	Solyc05g012110.3.1, Solyc01g010250.3.1	Aqcoe3G367200.1.p, Aqcoe3G367200.2.p, Aqcoe3G367200.3.p
OG0005763	Solyc03g031870.2.1, Solyc02g081350.3.1, Solyc02g081360.3.1	Aqcoe3G427300.1.p
OG0005764	Solyc03g111260.3.1	Aqcoe3G192900.1.p, Aqcoe3G192900.2.p
OG0005765	Solyc05g009690.3.1	Aqcoe3G044600.1.p
OG0005766	Solyc01g010470.2.1, Solyc01g010465.1.1, Solyc05g006930.3.1, Solyc01g010460.3.1	Aqcoe3G323800.1.p
OG0005767	Solyc06g069470.3.1	Aqcoe3G370700.1.p
OG0005768	Solyc05g008790.3.1	Aqcoe3G273000.2.p, Aqcoe3G273000.5.p, Aqcoe3G273000.3.p, Aqcoe3G273000.4.p, Aqcoe3G273000.7.p, Aqcoe3G273000.6.p, Aqcoe3G273000.1.p
OG0005769	Solyc03g115720.3.1	Aqcoe3G350900.1.p, Aqcoe3G350900.2.p, Aqcoe3G350900.3.p
OG0005771	Solyc03g119400.3.1	Aqcoe3G035600.1.p
OG0005772	Solyc03g116370.3.1	Aqcoe3G334000.1.p, Aqcoe3G334000.2.p
OG0005773	Solyc02g014180.1.1, Solyc02g014190.3.1	Aqcoe3G434900.3.p, Aqcoe3G434900.4.p, Aqcoe3G434900.2.p, Aqcoe3G434900.1.p
OG0005774	Solyc04g008020.3.1	Aqcoe3G010000.1.p
OG0005775	Solyc06g071280.3.1	Aqcoe3G311700.2.p, Aqcoe3G311700.1.p
OG0005776	Solyc06g061150.3.1, Solyc08g006960.3.1	Aqcoe3G230200.1.p
OG0005777	Solyc03g115950.3.1, Solyc07g021340.3.1, Solyc12g062690.2.1, Solyc07g021345.1.1, Solyc12g062695.1.1	Aqcoe3G060100.1.p, Aqcoe3G342500.1.p
OG0005778	Solyc08g077500.3.1	Aqcoe3G249100.3.p, Aqcoe3G249100.5.p, Aqcoe3G249100.1.p, Aqcoe3G249100.6.p, Aqcoe3G249100.4.p, Aqcoe3G249100.2.p
OG0005779	Solyc03g113810.1.1, Solyc05g006390.1.1	Aqcoe3G308500.1.p
OG0005780	Solyc08g078060.3.1, Solyc05g052080.1.1	Aqcoe3G265200.1.p
OG0005781	Solyc03g119050.3.1	Aqcoe3G054500.1.p, Aqcoe3G054500.2.p, Aqcoe3G402700.2.p, Aqcoe3G402700.1.p, Aqcoe3G402700.3.p
OG0005782	Solyc05g012310.3.1, Solyc05g012320.1.1	Aqcoe3G280500.5.p, Aqcoe3G280500.4.p, Aqcoe3G280500.1.p, Aqcoe3G280500.3.p, Aqcoe3G280500.2.p
OG0005783	Solyc03g113890.1.1, Solyc05g006310.2.1	Aqcoe3G306600.2.p, Aqcoe3G306600.3.p, Aqcoe3G306600.1.p
OG0005784	Solyc02g088780.3.1, Solyc01g111030.2.1	Aqcoe3G287800.1.p
OG0005785	Solyc02g068180.3.1	Aqcoe3G180100.4.p, Aqcoe3G180100.8.p, Aqcoe3G180100.7.p, Aqcoe3G180100.1.p, Aqcoe3G180100.5.p, Aqcoe3G180100.3.p, Aqcoe3G180100.2.p, Aqcoe3G180100.6.p
OG0005786	Solyc03g112670.3.1	Aqcoe3G278600.2.p, Aqcoe3G278600.1.p
OG0005787	Solyc01g079860.3.1	Aqcoe3G110400.3.p, Aqcoe3G110400.1.p, Aqcoe3G110400.2.p
OG0005789	Solyc04g016510.3.1	Aqcoe3G003800.1.p
OG0005790	Solyc02g014720.3.1	Aqcoe3G434300.6.p, Aqcoe3G434300.4.p, Aqcoe3G434300.1.p, Aqcoe3G434300.2.p, Aqcoe3G434300.7.p, Aqcoe3G434300.8.p, Aqcoe3G434300.5.p, Aqcoe3G434300.3.p
OG0005791	Solyc06g071290.3.1, Solyc03g113800.3.1	Aqcoe3G309100.1.p
OG0005792	Solyc02g081445.1.1, Solyc02g036480.1.1	Aqcoe3G441500.1.p
OG0005793	Solyc03g007390.3.1	Aqcoe3G201900.7.p, Aqcoe3G201900.6.p, Aqcoe3G201900.4.p, Aqcoe3G201900.2.p, Aqcoe3G201900.5.p, Aqcoe3G201900.1.p, Aqcoe3G201900.3.p
OG0005824	Solyc03g082590.3.1, Solyc03g082580.3.1, Solyc07g066270.3.1, Solyc06g053200.3.1	Aqcoe7G002600.1.p, Aqcoe2G035700.1.p
OG0005825	Solyc01g087900.3.1	Aqcoe1G037000.3.p, Aqcoe1G037000.6.p, Aqcoe1G037000.1.p, Aqcoe2G179900.1.p
OG0005826	Solyc01g067820.3.1	Aqcoe2G317300.1.p
OG0005827	Solyc01g101010.3.1	Aqcoe2G261000.2.p, Aqcoe2G261000.1.p, Aqcoe2G258100.1.p
OG0005828	Solyc03g006420.3.1	Aqcoe2G010500.1.p, Aqcoe3G173400.1.p, Aqcoe3G173400.2.p, Aqcoe3G173400.3.p
OG0005829	Solyc01g098970.2.1, Solyc01g098960.2.1	Aqcoe2G338700.1.p, Aqcoe2G338800.1.p
OG0005830	Solyc05g052580.3.1, Solyc06g051520.3.1	Aqcoe2G093300.1.p
OG0005831	Solyc09g007200.3.1	Aqcoe2G167500.1.p
OG0005832	Solyc05g055740.3.1, Solyc04g056340.3.1	Aqcoe2G427600.1.p
OG0005833	Solyc05g008310.3.1	Aqcoe2G252800.2.p, Aqcoe2G253600.1.p, Aqcoe2G252800.3.p, Aqcoe2G252800.1.p, Aqcoe2G254200.1.p, Aqcoe2G252700.1.p, Aqcoe2G253900.2.p, Aqcoe2G253900.1.p, Aqcoe1G124800.2.p, Aqcoe1G124800.1.p, Aqcoe2G253000.2.p, Aqcoe2G253000.1.p, Aqcoe2G253500.1.p, Aqcoe2G254100.1.p, Aqcoe2G252400.1.p, Aqcoe2G252400.2.p
OG0005834	Solyc09g091560.3.1	Aqcoe2G387600.3.p, Aqcoe2G387600.2.p, Aqcoe2G387600.1.p
OG0005836	Solyc10g051350.2.1, Solyc01g109620.3.1	Aqcoe2G123700.1.p
OG0005837	Solyc09g009830.3.1	Aqcoe1G444600.1.p, Aqcoe2G108500.1.p, Aqcoe2G108500.2.p, Aqcoe2G108500.4.p, Aqcoe2G108500.3.p
OG0005838	Solyc09g065070.2.1	Aqcoe5G060100.1.p, Aqcoe2G335200.1.p
OG0005839	Solyc09g075560.1.1, Solyc01g100210.3.1	Aqcoe2G282200.1.p
OG0005840	Solyc09g090480.2.1, Solyc03g005630.3.1	Aqcoe2G382800.1.p, Aqcoe2G381000.1.p
OG0005841	Solyc09g092020.3.1	Aqcoe2G398600.1.p
OG0005842	Solyc02g063080.1.1, Solyc06g036210.1.1	Aqcoe2G188300.1.p
OG0005843	Solyc11g065260.2.1	Aqcoe2G025000.1.p
OG0005844	Solyc05g055260.3.1, Solyc11g006820.2.1	Aqcoe2G122200.1.p
OG0005845	Solyc09g090400.3.1, Solyc11g005600.2.1	Aqcoe2G036500.2.p, Aqcoe2G036500.1.p
OG0005846	Solyc08g016444.1.1	Aqcoe1G254000.1.p
OG0005846	Solyc11g017180.1.1	Aqcoe7G048600.1.p, Aqcoe7G262900.1.p, Aqcoe2G137500.1.p, Aqcoe3G288400.1.p
OG0005847	Solyc04g009600.3.1, Solyc04g049290.2.1	Aqcoe2G132100.1.p, Aqcoe1G451200.1.p
OG0005848	Solyc03g063053.1.1	Aqcoe2G074000.1.p, Aqcoe5G290700.1.p, Aqcoe1G412000.1.p
OG0005848	Solyc03g063057.1.1, Solyc03g063060.3.1	Aqcoe1G316700.3.p, Aqcoe1G316700.4.p, Aqcoe1G316700.1.p, Aqcoe1G316700.2.p
OG0005849	Solyc01g068410.3.1, Solyc04g056620.2.1	Aqcoe2G425700.1.p
OG0005850	Solyc05g056255.1.1	Aqcoe7G032000.1.p, Aqcoe2G225500.1.p
OG0005851	Solyc07g065420.1.1, Solyc04g053140.2.1, Solyc05g051760.2.1	Aqcoe2G047000.1.p
OG0005852	Solyc10g045390.2.1	Aqcoe2G356700.1.p, Aqcoe2G356700.2.p
OG0005853	Solyc09g090720.3.1, Solyc05g053140.3.1	Aqcoe2G273500.1.p, Aqcoe2G186100.1.p, Aqcoe2G421300.1.p
OG0005854	Solyc11g008910.2.1	Aqcoe2G426400.1.p
OG0005855	Solyc09g090660.3.1	Aqcoe2G383700.1.p
OG0005856	Solyc09g083020.1.1, Solyc09g083030.1.1, Solyc09g083040.1.1, Solyc01g006240.3.1	Aqcoe2G273300.1.p, Aqcoe2G312800.1.p, Aqcoe2G273200.1.p
OG0005857	Solyc09g010800.4.1	Aqcoe2G149900.1.p, Aqcoe2G149900.2.p, Aqcoe2G150000.1.p, Aqcoe1G461400.1.p
OG0005858	Solyc09g092030.3.1	Aqcoe2G002900.1.p, Aqcoe2G002900.2.p, Aqcoe2G002900.3.p
OG0005859	Solyc11g039880.2.1	Aqcoe2G114700.1.p
OG0005860	Solyc02g021060.3.1	Aqcoe2G431000.1.p, Aqcoe1G191000.1.p, Aqcoe3G092000.1.p, Aqcoe3G092000.2.p
OG0005861	Solyc01g068630.3.1	Aqcoe2G238600.2.p, Aqcoe2G238600.3.p, Aqcoe2G238600.1.p
OG0005863	Solyc11g064920.2.1	Aqcoe2G043900.1.p, Aqcoe2G043900.2.p
OG0005864	Solyc09g091945.1.1	Aqcoe2G396900.1.p
OG0005865	Solyc00g027970.1.1, Solyc08g076350.3.1	Aqcoe2G109700.4.p, Aqcoe2G109700.3.p, Aqcoe2G109700.2.p, Aqcoe2G109700.1.p
OG0005866	Solyc06g054530.3.1, Solyc01g067630.3.1	Aqcoe2G314000.2.p, Aqcoe2G314000.1.p
OG0005867	Solyc09g006000.3.1	Aqcoe2G171000.1.p, Aqcoe2G171000.3.p, Aqcoe2G171000.6.p, Aqcoe2G171000.4.p, Aqcoe2G171000.5.p, Aqcoe2G171000.2.p
OG0005868	Solyc09g090510.3.1, Solyc03g045140.3.1	Aqcoe2G381100.1.p, Aqcoe2G381100.2.p, Aqcoe2G381100.3.p
OG0005869	Solyc12g099090.2.1	Aqcoe2G257600.1.p
OG0005870	Solyc01g080780.2.1, Solyc00g006900.1.1, Solyc09g074940.2.1	Aqcoe2G297100.1.p
OG0005871	Solyc12g098950.2.1	Aqcoe2G251300.1.p
OG0005872	Solyc09g065520.3.1	Aqcoe2G350400.1.p
OG0005872	Solyc09g082460.3.1	Aqcoe5G050000.1.p
OG0005873	Solyc07g017410.3.1	Aqcoe1G264000.4.p, Aqcoe2G085100.1.p, Aqcoe1G264000.6.p, Aqcoe1G264000.2.p, Aqcoe1G264000.7.p, Aqcoe1G264000.5.p, Aqcoe1G264000.1.p, Aqcoe1G264000.3.p
OG0005874	Solyc01g088327.1.1, Solyc01g096540.3.1	Aqcoe2G045100.1.p
OG0005875	Solyc12g013880.2.1	Aqcoe2G168500.1.p, Aqcoe6G183500.1.p
OG0005876	Solyc08g075290.2.1	Aqcoe2G354100.1.p
OG0005877	Solyc09g091920.3.1, Solyc12g098410.2.1	Aqcoe2G414600.1.p
OG0005878	Solyc09g065100.2.1	Aqcoe2G335600.1.p
OG0005879	Solyc09g090580.3.1	Aqcoe2G381800.1.p
OG0005880	Solyc11g008900.2.1	Aqcoe2G426500.1.p
OG0005881	Solyc09g010930.3.1	Aqcoe2G222500.1.p
OG0005882	Solyc12g088030.2.1	Aqcoe2G329500.1.p, Aqcoe6G071200.1.p
OG0005883	Solyc10g037960.2.1, Solyc10g037950.2.1	Aqcoe2G012300.1.p, Aqcoe2G012300.2.p
OG0005884	Solyc09g018900.2.1, Solyc06g082830.3.1	Aqcoe3G422900.1.p, Aqcoe2G439000.1.p, Aqcoe4G171200.1.p, Aqcoe4G171200.2.p
OG0005885	Solyc01g079450.3.1	Aqcoe2G275200.3.p, Aqcoe2G275200.1.p, Aqcoe2G275200.2.p
OG0005886	Solyc08g080240.3.1	Aqcoe2G318900.1.p, Aqcoe5G070400.1.p
OG0005887	Solyc03g121310.2.1	Aqcoe2G396400.1.p
OG0005888	Solyc06g048840.3.1	Aqcoe1G414000.1.p
OG0005888	Solyc09g014750.1.1	Aqcoe2G089300.1.p, Aqcoe2G089300.2.p
OG0005889	Solyc05g052460.3.1	Aqcoe2G083900.1.p, Aqcoe2G083900.4.p, Aqcoe2G083900.5.p, Aqcoe2G083900.2.p, Aqcoe2G083900.3.p
OG0005890	Solyc02g094090.3.1	Aqcoe5G102200.1.p, Aqcoe2G078100.4.p, Aqcoe2G078100.2.p, Aqcoe2G078100.3.p, Aqcoe2G078100.1.p
OG0005891	Solyc04g015340.3.1	Aqcoe1G495500.1.p
OG0005892	Solyc08g075080.3.1	Aqcoe2G215800.1.p, Aqcoe4G062600.1.p
OG0005894	Solyc01g101070.3.1	Aqcoe5G294100.1.p, Aqcoe5G452400.1.p, Aqcoe2G254400.1.p
OG0005895	Solyc09g010690.3.1	Aqcoe2G148400.1.p
OG0005895	Solyc06g076050.3.1, Solyc11g066020.2.1	Aqcoe1G462900.1.p, Aqcoe1G462900.2.p
OG0005896	Solyc04g056530.2.1, Solyc01g111810.3.1, Solyc04g051025.1.1	Aqcoe2G317400.1.p
OG0005897	Solyc09g055350.3.1	Aqcoe2G075800.1.p
OG0005898	Solyc01g074010.3.1	Aqcoe2G008900.1.p, Aqcoe2G008900.3.p, Aqcoe2G008900.2.p
OG0005899	Solyc11g006190.2.1	Aqcoe5G032900.1.p, Aqcoe2G368100.1.p, Aqcoe7G264200.1.p
OG0005900	Solyc01g007955.1.1, Solyc05g005000.3.1	Aqcoe2G319000.1.p, Aqcoe2G319000.2.p, Aqcoe5G070300.1.p
OG0005901	Solyc01g098780.3.1	Aqcoe5G060600.1.p
OG0005902	Solyc11g008990.2.1	Aqcoe2G435500.1.p
OG0005903	Solyc08g014570.3.1, Solyc12g019060.2.1, Solyc12g096670.2.1	Aqcoe7G135100.1.p, Aqcoe2G438100.1.p, Aqcoe2G438100.2.p
OG0005904	Solyc04g082590.3.1	Aqcoe6G170900.1.p
OG0005905	Solyc01g109460.3.1	Aqcoe6G114900.1.p, Aqcoe6G115000.1.p
OG0005906	Solyc04g049870.1.1, Solyc11g063630.1.1, Solyc00g049210.1.1	Aqcoe5G244800.1.p, Aqcoe6G262800.1.p
OG0005907	Solyc12g094610.2.1, Solyc04g082440.3.1	Aqcoe6G182600.2.p, Aqcoe6G182600.1.p
OG0005908	Solyc01g110290.3.1	Aqcoe6G298700.2.p, Aqcoe6G298700.1.p
OG0005909	Solyc01g105240.3.1, Solyc04g056290.3.1	Aqcoe6G084500.1.p
OG0005910	Solyc04g054810.3.1, Solyc05g051870.3.1	Aqcoe6G061600.1.p
OG0005911	Solyc11g012980.1.1	Aqcoe6G018900.1.p
OG0005912	Solyc05g018630.1.1, Solyc05g018640.3.1, Solyc05g018615.1.1	Aqcoe6G033700.1.p
OG0005913	Solyc10g081880.2.1	Aqcoe6G090400.1.p, Aqcoe6G090400.2.p
OG0005914	Solyc04g077925.1.1	Aqcoe6G284700.1.p
OG0005915	Solyc04g079000.3.1	Aqcoe6G142800.1.p, Aqcoe6G142800.2.p, Aqcoe6G142800.3.p, Aqcoe6G142800.4.p
OG0005916	Solyc01g103020.3.1	Aqcoe6G003000.3.p, Aqcoe6G003000.4.p, Aqcoe6G003000.2.p, Aqcoe6G003000.1.p
OG0005917	Solyc04g009060.3.1	Aqcoe6G087000.1.p
OG0005918	Solyc12g056850.2.1	Aqcoe5G116700.2.p, Aqcoe5G116700.1.p, Aqcoe6G054400.1.p, Aqcoe6G054400.2.p
OG0005919	Solyc04g012060.3.1, Solyc04g051350.3.1	Aqcoe5G252700.1.p, Aqcoe6G043100.1.p
OG0005920	Solyc11g013845.1.1, Solyc11g013840.2.1	Aqcoe6G290300.2.p, Aqcoe6G290300.1.p, Aqcoe5G273000.1.p, Aqcoe5G273000.3.p, Aqcoe5G273000.5.p, Aqcoe5G273000.4.p, Aqcoe5G273000.2.p
OG0005921	Solyc01g109940.3.1	Aqcoe6G129000.1.p, Aqcoe5G185900.1.p
OG0005922	Solyc10g005590.3.1	Aqcoe6G011600.2.p, Aqcoe6G011600.1.p
OG0005924	Solyc04g076230.3.1	Aqcoe6G154100.1.p
OG0005925	Solyc04g079480.2.1, Solyc04g079470.3.1, Solyc04g079440.3.1	Aqcoe6G096400.1.p
OG0005926	Solyc11g010650.3.1, Solyc01g106000.3.1	Aqcoe6G093000.2.p, Aqcoe6G093000.1.p
OG0005927	Solyc02g091940.3.1, Solyc04g024520.3.1	Aqcoe6G019600.1.p
OG0005928	Solyc09g018750.3.1	Aqcoe6G000700.1.p
