Orthogroup	S_lycopersicum.proteins	A_coerulea.proteins
OG0005929	Solyc01g108600.3.1	Aqcoe6G145500.2.p, Aqcoe6G145500.3.p, Aqcoe6G145500.1.p, Aqcoe6G145500.4.p
OG0005930	Solyc10g079250.2.1	Aqcoe1G038100.3.p, Aqcoe1G038100.1.p, Aqcoe1G038100.2.p, Aqcoe6G209800.1.p, Aqcoe6G209800.3.p, Aqcoe6G209800.2.p, Aqcoe6G210100.2.p, Aqcoe6G210100.1.p
OG0005931	Solyc01g104980.3.1	Aqcoe6G056800.1.p
OG0005932	Solyc03g044910.1.1, Solyc02g089860.1.1	Aqcoe6G108700.1.p
OG0005933	Solyc12g096650.2.1	Aqcoe6G032000.1.p
OG0005934	Solyc12g056590.2.1, Solyc04g071770.3.1	Aqcoe5G252800.2.p, Aqcoe5G252800.1.p, Aqcoe6G043200.1.p
OG0005935	Solyc03g063390.1.1	Aqcoe6G238100.1.p, Aqcoe6G217200.1.p
OG0005935	Solyc02g069320.1.1	Aqcoe1G017500.1.p
OG0005936	Solyc01g105010.3.1	Aqcoe6G061100.1.p
OG0005937	Solyc01g087670.3.1	Aqcoe6G066200.1.p, Aqcoe6G066200.2.p
OG0005938	Solyc09g008750.1.1, Solyc09g008760.1.1, Solyc09g008740.1.1, Solyc02g064570.2.1	Aqcoe6G269800.3.p, Aqcoe6G269800.2.p, Aqcoe6G269800.1.p
OG0005939	Solyc04g076950.3.1	Aqcoe6G064800.2.p, Aqcoe6G064800.1.p, Aqcoe6G064800.3.p
OG0005940	Solyc07g032180.3.1	Aqcoe6G245900.1.p, Aqcoe6G245900.2.p
OG0005940	Solyc07g032170.3.1	Aqcoe6G245900.3.p
OG0005941	Solyc10g084270.2.1	Aqcoe6G230800.1.p, Aqcoe6G230800.2.p
OG0005942	Solyc01g112080.3.1	Aqcoe6G188700.1.p
OG0005943	Solyc01g108180.3.1, Solyc07g021620.1.1	Aqcoe6G182800.2.p, Aqcoe6G182800.1.p
OG0005944	Solyc08g041780.3.1	Aqcoe7G371200.2.p, Aqcoe7G371200.1.p, Aqcoe6G119800.1.p
OG0005945	Solyc04g077850.3.1, Solyc12g088360.2.1	Aqcoe6G281000.1.p
OG0005946	Solyc11g018510.2.1	Aqcoe6G027200.9.p, Aqcoe6G027200.8.p, Aqcoe6G027200.2.p, Aqcoe6G027200.3.p, Aqcoe6G027200.4.p, Aqcoe6G027200.6.p, Aqcoe6G027200.7.p, Aqcoe6G027200.1.p, Aqcoe6G027200.5.p
OG0005947	Solyc04g081870.3.1, Solyc12g089380.2.1	Aqcoe6G215000.1.p
OG0005948	Solyc04g082200.2.1	Aqcoe6G197600.1.p
OG0005949	Solyc08g014050.2.1, Solyc12g096870.1.1, Solyc01g107560.3.1	Aqcoe6G306700.1.p, Aqcoe6G306800.1.p
OG0005950	Solyc01g081330.3.1	Aqcoe6G072700.3.p, Aqcoe6G072700.1.p, Aqcoe6G072700.4.p, Aqcoe6G072700.6.p, Aqcoe6G072700.5.p, Aqcoe6G072700.2.p
OG0005951	Solyc05g006640.3.1, Solyc01g011093.1.1	Aqcoe3G100600.2.p, Aqcoe3G100600.1.p, Aqcoe6G004800.2.p, Aqcoe6G004800.1.p
OG0005952	Solyc02g062720.3.1	Aqcoe5G190000.1.p
OG0005952	Solyc04g080470.3.1	Aqcoe6G121300.1.p
OG0005953	Solyc04g054290.2.1	Aqcoe6G055900.1.p
OG0005954	Solyc08g080410.3.1	Aqcoe6G180600.1.p, Aqcoe7G045300.1.p
OG0005955	Solyc04g079750.3.1	Aqcoe6G104200.2.p, Aqcoe6G104200.1.p
OG0005956	Solyc01g104870.3.1, Solyc11g044860.2.1	Aqcoe7G384500.1.p, Aqcoe6G036900.1.p, Aqcoe5G235400.1.p
OG0005957	Solyc00g007100.3.1, Solyc02g082550.3.1	Aqcoe6G172200.1.p
OG0005958	Solyc01g107030.3.1	Aqcoe6G280800.1.p
OG0005959	Solyc12g088240.2.1, Solyc04g077470.3.1	Aqcoe5G095100.1.p, Aqcoe6G313600.1.p
OG0005960	Solyc09g019970.3.1	Aqcoe4G236200.3.p, Aqcoe4G236200.1.p, Aqcoe4G236200.2.p
OG0005961	Solyc08g066650.3.1	Aqcoe7G159700.1.p, Aqcoe7G159600.1.p, Aqcoe7G159600.2.p, Aqcoe4G271000.1.p, Aqcoe4G212100.1.p
OG0005962	Solyc07g065445.1.1	Aqcoe4G312300.1.p
OG0005963	Solyc01g079340.3.1, Solyc01g057580.1.1	Aqcoe4G171000.1.p
OG0005964	Solyc04g015080.3.1	Aqcoe4G309600.1.p, Aqcoe4G309600.2.p
OG0005965	Solyc12g011370.2.1	Aqcoe1G190600.1.p
OG0005965	Solyc02g081850.3.1	Aqcoe4G038600.1.p, Aqcoe4G038600.2.p
OG0005966	Solyc10g009000.3.1	Aqcoe5G213500.1.p, Aqcoe4G222500.1.p
OG0005967	Solyc12g010370.1.1, Solyc12g010755.1.1	Aqcoe4G164700.1.p
OG0005967	Solyc07g054450.3.1	Aqcoe1G333200.1.p, Aqcoe1G333200.2.p
OG0005968	Solyc07g062840.3.1	Aqcoe4G090300.1.p
OG0005969	Solyc02g079960.3.1	Aqcoe4G248200.1.p
OG0005970	Solyc06g067960.3.1	Aqcoe1G269000.1.p, Aqcoe1G269000.2.p, Aqcoe1G269000.3.p, Aqcoe1G269000.4.p, Aqcoe4G272600.1.p
OG0005971	Solyc07g019530.3.1	Aqcoe7G319900.2.p, Aqcoe7G319900.1.p, Aqcoe4G257100.1.p
OG0005972	Solyc12g009040.2.1, Solyc07g045290.3.1	Aqcoe4G305000.2.p, Aqcoe4G305000.1.p
OG0005973	Solyc02g068330.2.1, Solyc02g068320.2.1, Solyc02g068310.3.1	Aqcoe4G123200.2.p, Aqcoe4G123200.1.p
OG0005974	Solyc07g063460.2.1	Aqcoe4G157800.1.p
OG0005975	Solyc11g012060.1.1	Aqcoe4G293600.1.p
OG0005976	Solyc07g045370.3.1	Aqcoe7G310100.1.p, Aqcoe0637s0002.1.p, Aqcoe1G045200.1.p
OG0005977	Solyc12g010040.2.1	Aqcoe7G358100.1.p, Aqcoe7G358100.2.p
OG0005978	Solyc06g063240.3.1	Aqcoe7G261700.1.p, Aqcoe7G261700.2.p
OG0005979	Solyc01g091070.3.1	Aqcoe7G077300.5.p, Aqcoe7G077300.2.p, Aqcoe7G077300.1.p, Aqcoe7G077300.3.p, Aqcoe7G077300.4.p
OG0005980	Solyc07g006020.3.1, Solyc12g010480.2.1	Aqcoe7G345500.2.p, Aqcoe7G345500.1.p
OG0005981	Solyc03g007050.3.1	Aqcoe7G062000.1.p
OG0005982	Solyc12g007320.1.1, Solyc05g018310.1.1	Aqcoe7G414000.1.p, Aqcoe7G413800.1.p
OG0005983	Solyc03g026200.3.1	Aqcoe7G046800.1.p
OG0005984	Solyc10g079580.2.1	Aqcoe7G309800.1.p, Aqcoe7G309800.4.p, Aqcoe7G309800.6.p, Aqcoe7G309800.3.p, Aqcoe7G309800.2.p, Aqcoe7G309800.5.p, Aqcoe7G284700.1.p
OG0005985	Solyc03g120540.3.1	Aqcoe7G166800.1.p, Aqcoe7G166800.2.p
OG0005986	Solyc03g123700.3.1	Aqcoe7G100700.1.p
OG0005987	Solyc12g055710.1.1, Solyc03g123680.1.1, Solyc06g063110.2.1, Solyc09g075320.1.1	Aqcoe7G442700.1.p
OG0005988	Solyc08g065420.3.1	Aqcoe7G132200.1.p, Aqcoe7G132200.2.p
OG0005989	Solyc08g061610.3.1	Aqcoe7G421700.1.p
OG0005989	Solyc08g061580.3.1	Aqcoe7G421800.1.p
OG0005990	Solyc02g091240.1.1	Aqcoe7G083600.2.p, Aqcoe7G083600.1.p
OG0005991	Solyc03g059070.3.1	Aqcoe7G025500.1.p
OG0005992	Solyc08g062630.3.1	Aqcoe7G422100.1.p, Aqcoe7G422200.1.p, Aqcoe7G422800.1.p
OG0005993	Solyc12g011180.2.1	Aqcoe7G305700.2.p, Aqcoe7G305700.3.p, Aqcoe7G305700.1.p, Aqcoe1G441900.1.p
OG0005994	Solyc05g026310.3.1	Aqcoe7G419300.1.p, Aqcoe7G419300.2.p, Aqcoe7G419300.3.p
OG0005995	Solyc08g007860.3.1, Solyc08g080340.3.1, Solyc12g056420.2.1	Aqcoe7G046700.1.p
OG0005996	Solyc04g007330.2.1	Aqcoe7G199700.1.p, Aqcoe7G199700.2.p, Aqcoe5G295900.5.p, Aqcoe5G295900.4.p, Aqcoe5G295900.1.p, Aqcoe5G295900.3.p, Aqcoe5G295900.2.p
OG0005997	Solyc08g013840.3.1	Aqcoe7G095200.1.p
OG0005997	Solyc08g007100.3.1, Solyc08g077350.3.1	Aqcoe3G253600.1.p
OG0005998	Solyc10g085930.2.1	Aqcoe7G076000.1.p
OG0005999	Solyc11g020910.2.1	Aqcoe7G293800.1.p
OG0006000	Solyc01g095995.1.1, Solyc08g082470.1.1	Aqcoe7G009600.1.p
OG0006001	Solyc03g123370.3.1	Aqcoe7G428600.1.p
OG0006002	Solyc03g083610.3.1	Aqcoe7G075500.1.p
OG0006003	Solyc06g062980.3.1, Solyc03g122260.3.1	Aqcoe7G109200.2.p, Aqcoe7G109200.1.p
OG0006004	Solyc01g090480.3.1	Aqcoe7G089000.4.p, Aqcoe7G089000.3.p, Aqcoe7G089000.2.p, Aqcoe7G089000.1.p
OG0006005	Solyc05g009350.3.1	Aqcoe7G276600.2.p, Aqcoe7G276600.6.p, Aqcoe7G276600.1.p, Aqcoe7G276600.5.p, Aqcoe7G276600.3.p, Aqcoe7G276600.4.p, Aqcoe7G276600.7.p
OG0006006	Solyc05g056250.3.1	Aqcoe7G238900.3.p, Aqcoe7G238900.2.p, Aqcoe7G238900.1.p
OG0006008	Solyc12g010000.2.1	Aqcoe1G344800.1.p
OG0006008	Solyc08g006790.3.1	Aqcoe7G356500.1.p
OG0006009	Solyc07g006650.3.1	Aqcoe7G329500.5.p, Aqcoe7G329500.1.p, Aqcoe7G329500.4.p, Aqcoe7G329500.2.p, Aqcoe7G329500.3.p
OG0006010	Solyc03g006840.3.1	Aqcoe7G053400.1.p
OG0006011	Solyc07g038160.3.1, Solyc12g008830.2.1	Aqcoe7G427800.1.p, Aqcoe7G128500.1.p
OG0006012	Solyc03g031420.1.1, Solyc08g080180.1.1	Aqcoe7G051400.1.p
OG0006013	Solyc04g080590.3.1	Aqcoe5G231800.1.p, Aqcoe7G286700.1.p
OG0006014	Solyc03g119970.3.1, Solyc08g066920.2.1, Solyc12g042950.2.1	Aqcoe7G205600.1.p
OG0006015	Solyc01g006000.3.1	Aqcoe7G050700.2.p, Aqcoe7G050700.1.p
OG0006016	Solyc01g090720.3.1	Aqcoe7G299600.2.p, Aqcoe7G299600.3.p, Aqcoe7G299600.1.p
OG0006017	Solyc08g061100.3.1	Aqcoe7G273000.1.p
OG0006018	Solyc03g083100.3.1, Solyc06g052010.2.1	Aqcoe7G007800.1.p, Aqcoe7G007800.2.p
OG0006019	Solyc01g096010.3.1	Aqcoe7G009200.1.p
OG0006020	Solyc08g074500.2.1	Aqcoe7G008500.3.p, Aqcoe7G008500.5.p, Aqcoe7G008500.4.p, Aqcoe7G008500.2.p, Aqcoe7G008500.1.p, Aqcoe7G008500.6.p
OG0006021	Solyc07g005870.3.1	Aqcoe7G352100.2.p, Aqcoe7G352100.1.p
OG0006022	Solyc08g007590.3.1	Aqcoe7G063600.1.p
OG0006023	Solyc07g005790.3.1	Aqcoe7G353100.5.p, Aqcoe7G353100.4.p, Aqcoe7G353100.1.p, Aqcoe7G353100.2.p, Aqcoe7G353100.6.p, Aqcoe7G353100.3.p
OG0006024	Solyc08g075970.3.1	Aqcoe7G093800.1.p
OG0006025	Solyc07g007040.3.1	Aqcoe7G367900.1.p
OG0006026	Solyc12g008395.1.1, Solyc12g008390.2.1	Aqcoe7G409300.2.p, Aqcoe7G409300.1.p
OG0006027	Solyc07g042270.3.1, Solyc07g042275.1.1	Aqcoe7G107300.2.p, Aqcoe7G107300.1.p
OG0006028	Solyc04g074800.3.1	Aqcoe7G048200.1.p
OG0006029	Solyc09g011450.3.1	Aqcoe1G492700.2.p, Aqcoe1G492700.1.p, Aqcoe7G119400.1.p, Aqcoe7G119400.2.p
OG0006030	Solyc07g018360.3.1	Aqcoe7G407100.1.p, Aqcoe7G407100.2.p
OG0006031	Solyc03g007000.3.1	Aqcoe7G059300.1.p
OG0006032	Solyc01g088370.3.1	Aqcoe7G358800.1.p
OG0006033	Solyc06g065630.3.1	Aqcoe7G200400.1.p
OG0006034	Solyc12g049570.2.1	Aqcoe7G440500.1.p
OG0006035	Solyc09g091480.3.1	Aqcoe7G292100.2.p, Aqcoe7G292100.1.p
OG0006036	Solyc03g117120.3.1	Aqcoe7G360200.1.p
OG0006037	Solyc06g068230.3.1	Aqcoe7G377200.1.p
OG0006038	Solyc08g066900.1.1, Solyc08g066880.3.1	Aqcoe7G167400.1.p
OG0006039	Solyc07g005690.3.1, Solyc12g009970.2.1	Aqcoe7G355500.1.p
OG0006040	Solyc07g008330.3.1	Aqcoe7G262100.1.p, Aqcoe7G262100.2.p
OG0006041	Solyc08g065250.3.1	Aqcoe7G130200.1.p
OG0006042	Solyc03g122340.3.1	Aqcoe7G430400.1.p
OG0006043	Solyc03g123630.3.1	Aqcoe7G442300.1.p
OG0006044	Solyc02g089175.1.1	Aqcoe7G340500.3.p, Aqcoe7G340500.4.p, Aqcoe7G340500.1.p, Aqcoe7G340500.2.p, Aqcoe3G148800.1.p, Aqcoe3G148800.2.p
OG0006045	Solyc08g067840.3.1	Aqcoe7G193100.1.p
OG0006046	Solyc01g006960.3.1	Aqcoe1G077100.2.p, Aqcoe1G077100.1.p
OG0006047	Solyc07g065340.1.1, Solyc10g006040.1.1	Aqcoe1G385100.1.p
OG0006048	Solyc11g066370.2.1	Aqcoe1G128200.3.p, Aqcoe1G128200.1.p, Aqcoe1G128200.2.p, Aqcoe1G220700.1.p
OG0006049	Solyc05g054600.3.1	Aqcoe1G325600.1.p, Aqcoe1G467500.1.p, Aqcoe1G467500.2.p
OG0006050	Solyc07g064710.3.1	Aqcoe1G230900.1.p
OG0006051	Solyc07g053560.3.1	Aqcoe1G250900.2.p, Aqcoe1G250900.3.p, Aqcoe1G250900.4.p, Aqcoe1G250900.1.p
OG0006052	Solyc10g078280.3.1	Aqcoe3G123200.1.p
OG0006053	Solyc08g048500.3.1	Aqcoe1G188000.1.p
OG0006054	Solyc07g064830.3.1	Aqcoe1G298500.1.p
OG0006055	Solyc01g100280.3.1	Aqcoe1G270400.3.p, Aqcoe1G270400.1.p, Aqcoe1G270400.2.p
OG0006056	Solyc10g079390.1.1, Solyc10g017860.1.1, Solyc04g015850.2.1	Aqcoe1G025900.1.p
OG0006057	Solyc06g072273.1.1, Solyc06g072277.1.1	Aqcoe1G056400.2.p, Aqcoe1G056400.1.p
OG0006058	Solyc10g085335.1.1	Aqcoe1G150100.1.p
OG0006059	Solyc04g074660.2.1	Aqcoe1G032400.2.p, Aqcoe1G032400.1.p
OG0006060	Solyc09g007340.3.1	Aqcoe1G489600.1.p, Aqcoe1G489600.2.p
OG0006061	Solyc06g076690.3.1, Solyc06g076680.3.1	Aqcoe1G084700.1.p, Aqcoe1G084800.1.p
OG0006062	Solyc11g072510.2.1	Aqcoe1G152500.1.p
OG0006063	Solyc02g031980.3.1	Aqcoe1G161200.1.p
OG0006064	Solyc02g069630.3.1	Aqcoe1G183000.1.p
OG0006065	Solyc01g096830.3.1	Aqcoe5G297200.4.p, Aqcoe5G297200.7.p, Aqcoe5G297200.6.p, Aqcoe5G297200.5.p, Aqcoe5G297200.2.p, Aqcoe5G297200.1.p, Aqcoe5G297200.3.p, Aqcoe1G360100.1.p
OG0006068	Solyc08g082960.3.1	Aqcoe5G280200.1.p, Aqcoe5G280200.6.p, Aqcoe5G280200.4.p, Aqcoe5G280200.5.p, Aqcoe5G280200.3.p, Aqcoe1G176300.1.p, Aqcoe5G280200.2.p, Aqcoe1G176300.2.p
OG0006069	Solyc12g014060.2.1	Aqcoe1G246900.1.p, Aqcoe1G246900.3.p, Aqcoe1G246900.2.p, Aqcoe1G246900.4.p
OG0006070	Solyc11g073220.2.1	Aqcoe1G475800.4.p, Aqcoe1G475800.1.p, Aqcoe1G475800.2.p, Aqcoe1G475800.3.p
OG0006071	Solyc11g008470.2.1	Aqcoe1G492500.1.p
OG0006072	Solyc11g045240.2.1	Aqcoe1G070800.1.p, Aqcoe1G070800.2.p
OG0006073	Solyc06g005130.3.1, Solyc06g075370.3.1, Solyc11g072500.2.1	Aqcoe1G489800.1.p
OG0006074	Solyc01g049910.3.1, Solyc01g020525.1.1	Aqcoe1G155700.1.p
OG0006075	Solyc06g082490.3.1	Aqcoe1G221500.3.p, Aqcoe1G221500.1.p, Aqcoe1G221500.2.p, Aqcoe1G221500.4.p
OG0006076	Solyc09g007445.1.1, Solyc09g007450.2.1	Aqcoe1G492800.1.p
OG0006077	Solyc01g008070.3.1	Aqcoe1G061800.1.p
OG0006078	Solyc09g009630.3.1	Aqcoe1G448400.1.p
OG0006079	Solyc07g066660.3.1	Aqcoe1G162200.1.p
OG0006080	Solyc01g008370.3.1	Aqcoe1G429900.1.p
OG0006081	Solyc09g011840.1.1	Aqcoe1G090100.1.p
OG0006082	Solyc02g070860.3.1	Aqcoe1G197700.1.p, Aqcoe1G197700.2.p
OG0006083	Solyc11g011420.2.1	Aqcoe1G093100.2.p, Aqcoe1G093100.1.p
OG0006084	Solyc08g066730.3.1	Aqcoe1G086000.1.p, Aqcoe1G086000.2.p, Aqcoe5G465900.1.p, Aqcoe5G465900.2.p
OG0006085	Solyc07g054230.3.1, Solyc12g010700.2.1	Aqcoe1G318100.1.p, Aqcoe1G318000.1.p
OG0006086	Solyc05g052310.3.1, Solyc06g050770.3.1	Aqcoe1G337700.1.p
OG0006087	Solyc11g006580.2.1	Aqcoe1G080700.2.p, Aqcoe1G080700.1.p
OG0006089	Solyc05g055610.3.1	Aqcoe1G235400.3.p, Aqcoe1G235400.2.p, Aqcoe1G235400.1.p
OG0006090	Solyc08g066120.3.1, Solyc08g066140.3.1	Aqcoe1G062400.1.p
OG0006091	Solyc09g011020.3.1	Aqcoe1G104100.1.p
OG0006092	Solyc11g072400.2.1	Aqcoe1G491500.1.p
OG0006093	Solyc01g016900.1.1, Solyc11g030770.1.1, Solyc05g055600.3.1	Aqcoe1G499600.3.p, Aqcoe1G499600.1.p, Aqcoe1G499600.2.p
OG0006094	Solyc07g044930.3.1	Aqcoe1G170500.1.p
OG0006095	Solyc11g012180.2.1	Aqcoe1G374400.4.p, Aqcoe1G374400.1.p, Aqcoe1G374400.5.p, Aqcoe1G374400.2.p, Aqcoe1G374400.3.p
OG0006096	Solyc02g078640.3.1	Aqcoe1G317800.2.p, Aqcoe1G317800.1.p
OG0006097	Solyc03g123530.3.1	Aqcoe1G040200.1.p, Aqcoe1G040000.1.p
OG0006098	Solyc07g021154.1.1, Solyc07g021152.1.1, Solyc11g005260.2.1	Aqcoe1G039900.1.p
OG0006099	Solyc02g079950.3.1	Aqcoe1G367900.1.p
OG0006100	Solyc10g078920.2.1	Aqcoe1G014700.1.p, Aqcoe1G014700.2.p
OG0006101	Solyc04g028580.2.1	Aqcoe1G138700.3.p, Aqcoe1G138700.2.p, Aqcoe1G138700.1.p
OG0006102	Solyc02g062620.3.1	Aqcoe1G253600.1.p, Aqcoe1G253600.2.p
OG0006103	Solyc02g069270.2.1, Solyc02g069260.3.1, Solyc02g069280.2.1	Aqcoe1G170900.1.p
OG0006104	Solyc04g010260.3.1	Aqcoe3G092100.3.p, Aqcoe3G092100.1.p, Aqcoe1G191100.1.p
OG0006105	Solyc12g005980.2.1	Aqcoe1G302500.1.p
OG0006106	Solyc04g015010.3.1, Solyc11g012660.2.1	Aqcoe1G384000.1.p
OG0006107	Solyc09g009470.1.1, Solyc10g083480.2.1, Solyc11g068355.1.1	Aqcoe1G446100.1.p, Aqcoe1G446100.2.p
OG0006108	Solyc06g076970.3.1, Solyc06g051650.3.1	Aqcoe1G420600.1.p, Aqcoe1G420600.2.p
OG0006109	Solyc09g042260.3.1, Solyc10g075040.2.1	Aqcoe1G405200.2.p, Aqcoe1G405200.1.p
OG0006110	Solyc11g005000.2.1	Aqcoe1G193900.1.p
OG0006111	Solyc10g080630.2.1	Aqcoe1G051900.1.p, Aqcoe1G051900.2.p
OG0006112	Solyc07g052565.1.1, Solyc12g005780.2.1	Aqcoe1G361900.2.p, Aqcoe1G361900.1.p
OG0006113	Solyc03g097280.3.1	Aqcoe1G066600.2.p, Aqcoe1G066600.1.p
OG0006114	Solyc06g050930.3.1	Aqcoe1G151200.1.p
OG0006115	Solyc09g009690.3.1	Aqcoe1G449800.1.p, Aqcoe1G449800.2.p
OG0006116	Solyc03g097470.3.1, Solyc08g006560.3.1	Aqcoe5G419200.1.p, Aqcoe5G419200.3.p, Aqcoe5G419200.2.p, Aqcoe1G221200.1.p
OG0006117	Solyc02g082120.3.1, Solyc10g005210.3.1	Aqcoe1G158100.1.p, Aqcoe1G158100.2.p
OG0006118	Solyc11g007720.2.1	Aqcoe1G115700.1.p, Aqcoe1G115700.3.p, Aqcoe1G115700.2.p
OG0006119	Solyc04g015520.3.1, Solyc10g080230.2.1, Solyc10g080240.1.1	Aqcoe1G031800.1.p
OG0006120	Solyc07g008460.3.1, Solyc07g008580.2.1, Solyc04g024600.1.1	Aqcoe1G415700.1.p
OG0006121	Solyc10g086750.1.1, Solyc10g086740.2.1, Solyc09g011820.3.1	Aqcoe1G090500.1.p
OG0006122	Solyc01g096110.3.1	Aqcoe1G297000.5.p, Aqcoe1G297000.4.p, Aqcoe1G297000.3.p, Aqcoe1G297000.1.p, Aqcoe1G297000.2.p
OG0006123	Solyc11g065620.2.1	Aqcoe1G031100.1.p
OG0006124	Solyc11g056650.2.1	Aqcoe1G030200.1.p
OG0006125	Solyc06g054690.3.1	Aqcoe1G499500.3.p, Aqcoe1G499500.1.p, Aqcoe1G499500.4.p, Aqcoe1G499500.6.p, Aqcoe1G499500.2.p, Aqcoe1G499500.5.p
OG0006126	Solyc09g063130.3.1, Solyc06g083680.3.1	Aqcoe5G008300.1.p
OG0006127	Solyc03g032120.3.1, Solyc03g032110.2.1	Aqcoe5G119800.1.p
OG0006128	Solyc08g076130.3.1	Aqcoe5G064300.2.p, Aqcoe5G064300.1.p
OG0006129	Solyc04g016370.3.1	Aqcoe5G004600.1.p
OG0006130	Solyc08g083090.2.1	Aqcoe5G462400.1.p
OG0006131	Solyc02g094110.1.1, Solyc03g111280.1.1, Solyc03g111300.1.1, Solyc03g111290.1.1	Aqcoe5G360500.1.p
OG0006132	Solyc03g081310.3.1	Aqcoe5G470600.1.p
OG0006133	Solyc04g076050.3.1	Aqcoe5G162600.1.p, Aqcoe5G162600.2.p, Aqcoe5G162600.3.p
OG0006134	Solyc04g024420.3.1, Solyc05g013820.3.1	Aqcoe5G389700.1.p
OG0006135	Solyc02g090670.3.1	Aqcoe5G155800.1.p
OG0006136	Solyc04g078500.1.1	Aqcoe5G155600.6.p, Aqcoe5G155600.3.p, Aqcoe5G155600.4.p, Aqcoe5G155600.5.p, Aqcoe5G155600.7.p, Aqcoe5G155600.1.p, Aqcoe5G155600.2.p
OG0006137	Solyc05g014970.3.1	Aqcoe5G369900.3.p, Aqcoe5G369900.4.p, Aqcoe5G369900.6.p, Aqcoe5G369900.1.p, Aqcoe5G369900.2.p, Aqcoe5G369900.5.p, Aqcoe5G369900.7.p
OG0006138	Solyc04g080040.3.1	Aqcoe5G197700.1.p
OG0006139	Solyc03g111620.1.1, Solyc05g014120.1.1, Solyc10g083390.2.1	Aqcoe5G382300.1.p
OG0006140	Solyc08g082270.3.1	Aqcoe5G457200.1.p
OG0006141	Solyc02g083450.3.1	Aqcoe5G214700.2.p, Aqcoe5G214700.1.p
OG0006142	Solyc11g005440.2.1	Aqcoe5G249900.1.p
OG0006143	Solyc02g093390.3.1	Aqcoe5G399000.2.p, Aqcoe5G399000.1.p
OG0006144	Solyc03g082690.3.1, Solyc01g096200.3.1	Aqcoe5G468800.3.p, Aqcoe5G468800.2.p, Aqcoe5G468800.4.p, Aqcoe5G468800.1.p
OG0006145	Solyc02g069120.3.1	Aqcoe5G192300.1.p
OG0006146	Solyc10g081540.2.1	Aqcoe5G110200.1.p
OG0006147	Solyc09g090030.2.1	Aqcoe5G310200.1.p
OG0006148	Solyc04g082880.3.1, Solyc12g095760.2.1	Aqcoe5G112600.1.p
OG0006149	Solyc01g091040.3.1	Aqcoe5G420400.1.p
OG0006150	Solyc03g111170.3.1	Aqcoe5G371200.1.p
OG0006151	Solyc04g081235.1.1	Aqcoe5G226900.2.p, Aqcoe5G226900.1.p
OG0006152	Solyc12g087950.1.1, Solyc04g076220.3.1	Aqcoe5G161100.1.p
OG0006153	Solyc04g049660.2.1, Solyc03g116085.1.1	Aqcoe5G096000.1.p, Aqcoe3G262800.1.p
OG0006154	Solyc04g026350.3.1, Solyc02g090810.3.1	Aqcoe5G152300.1.p
OG0006155	Solyc05g015220.3.1	Aqcoe5G360700.3.p, Aqcoe5G360700.1.p, Aqcoe5G360700.2.p
OG0006156	Solyc01g095300.3.1	Aqcoe5G440300.1.p
OG0006157	Solyc01g091800.3.1	Aqcoe5G429000.1.p, Aqcoe5G425900.1.p
OG0006158	Solyc01g006070.2.1, Solyc04g014520.1.1, Solyc01g017600.3.1, Solyc01g006050.2.1	Aqcoe5G334800.1.p
OG0006159	Solyc03g119380.2.1	Aqcoe5G103200.1.p
OG0006160	Solyc05g008520.3.1	Aqcoe5G414100.1.p
OG0006161	Solyc01g098000.3.1, Solyc07g016150.3.1	Aqcoe5G036400.1.p
OG0006162	Solyc12g088900.2.1, Solyc04g079180.3.1	Aqcoe5G156200.3.p, Aqcoe5G156200.1.p, Aqcoe5G156200.4.p, Aqcoe5G156200.2.p
OG0006163	Solyc01g100130.3.1	Aqcoe5G305800.1.p, Aqcoe5G305800.2.p
OG0006164	Solyc07g005890.3.1	Aqcoe5G415400.2.p, Aqcoe5G415400.1.p, Aqcoe5G415400.3.p, Aqcoe5G415400.5.p, Aqcoe5G415400.4.p
OG0006165	Solyc03g007410.3.1	Aqcoe5G450000.1.p
OG0006166	Solyc02g093700.3.1, Solyc03g005120.3.1	Aqcoe5G381100.1.p, Aqcoe3G130500.1.p
OG0006167	Solyc05g051370.3.1	Aqcoe5G166200.1.p, Aqcoe5G166200.2.p
OG0006168	Solyc04g014560.3.1	Aqcoe3G248800.1.p
OG0006169	Solyc01g103030.3.1, Solyc11g042820.2.1	Aqcoe5G216600.1.p
OG0006170	Solyc05g056595.1.1, Solyc05g056590.3.1	Aqcoe5G258800.1.p, Aqcoe5G258800.2.p
OG0006171	Solyc11g010930.2.1	Aqcoe5G349600.1.p
OG0006171	Solyc03g097420.3.1	Aqcoe3G181600.1.p
OG0006172	Solyc10g049710.2.1	Aqcoe5G103700.2.p, Aqcoe5G103700.3.p, Aqcoe5G103700.1.p
OG0006173	Solyc05g054970.3.1, Solyc06g036630.2.1	Aqcoe5G021000.1.p
OG0006174	Solyc02g069515.1.1, Solyc02g069520.2.1	Aqcoe5G036100.5.p, Aqcoe5G036100.4.p, Aqcoe5G036100.3.p, Aqcoe5G036100.2.p, Aqcoe5G036100.1.p
OG0006175	Solyc05g009270.3.1	Aqcoe5G089300.1.p
OG0006176	Solyc03g111590.3.1	Aqcoe3G132200.2.p, Aqcoe3G132200.1.p, Aqcoe0015s0011.1.p, Aqcoe5G381600.1.p
OG0006177	Solyc01g110440.4.1, Solyc10g054440.2.1	Aqcoe5G177400.1.p
OG0006178	Solyc01g099850.3.1	Aqcoe5G089700.2.p, Aqcoe5G089700.1.p
