"","x"
"157","Dm_00001115-RA"
"158","Dm_00001295-RA"
"159","Dm_00000029-RA"
"160","Dm_00000034-RA"
"161","Dm_00000033-RA"
"162","Dm_00000052-RA"
"163","Dm_00000057-RA"
"164","Dm_00001084-RA"
"165","Dm_00001083-RA"
"166","Dm_00001078-RA"
"167","Dm_00001090-RA"
"168","Dm_00000722-RA"
"169","Dm_00000724-RA"
"170","Dm_00000869-RA"
"171","Dm_00000891-RA"
"172","Dm_00000910-RA"
"173","Dm_00000414-RA"
"174","Dm_00000408-RA"
"175","Dm_00000439-RA"
"176","Dm_00001245-RA"
"177","Dm_00001263-RA"
"178","Dm_00001258-RA"
"179","Dm_00000639-RA"
"180","Dm_00000262-RA"
"181","Dm_00000268-RA"
"182","Dm_00000283-RA"
"183","Dm_00000295-RA"
"184","Dm_00000296-RA"
"185","Dm_00000291-RA"
"186","Dm_00000322-RA"
"187","Dm_00000519-RA"
"188","Dm_00000524-RA"
"189","Dm_00000526-RA"
"190","Dm_00000542-RA"
"191","Dm_00000543-RA"
"192","Dm_00000564-RA"
"193","Dm_00020222-RA"
"194","Dm_00020427-RA"
"195","Dm_00018840-RA"
"196","Dm_00017058-RA"
"197","Dm_00020444-RA"
"198","Dm_00017200-RA"
"199","Dm_00017201-RA"
"200","Dm_00018170-RA"
"201","Dm_00019617-RA"
"202","Dm_00018012-RA"
"203","Dm_00003991-RA"
"204","Dm_00003992-RA"
"205","Dm_00004866-RA"
"206","Dm_00003442-RA"
"207","Dm_00004360-RA"
"208","Dm_00012773-RA"
"209","Dm_00011612-RA"
"210","Dm_00012864-RA"
"211","Dm_00011438-RA"
"212","Dm_00012765-RA"
"213","Dm_00013131-RA"
"214","Dm_00014780-RA"
"215","Dm_00014878-RA"
"216","Dm_00014701-RA"
"217","Dm_00014803-RA"
"218","Dm_00015490-RA"
"219","Dm_00015488-RA"
"220","Dm_00014810-RA"
"221","Dm_00019754-RA"
"222","Dm_00016713-RA"
"223","Dm_00019224-RA"
"224","Dm_00019216-RA"
"225","Dm_00007598-RA"
"226","Dm_00007795-RA"
"227","Dm_00007827-RA"
"228","Dm_00007697-RA"
"229","Dm_00009654-RA"
"230","Dm_00010708-RA"
"231","Dm_00008505-RA"
"232","Dm_00010199-RA"
"233","Dm_00015439-RA"
"234","Dm_00021120-RA"
"235","Dm_00016591-RA"
"236","Dm_00017835-RA"
"237","Dm_00016820-RA"
"238","Dm_00018048-RA"
"239","Dm_00016541-RA"
"240","Dm_00017384-RA"
"241","Dm_00008091-RA"
"242","Dm_00008484-RA"
"243","Dm_00008766-RA"
"244","Dm_00007866-RA"
"245","Dm_00008304-RA"
"246","Dm_00015098-RA"
"247","Dm_00012207-RA"
"248","Dm_00017304-RA"
"249","Dm_00016131-RA"
"250","Dm_00008514-RA"
"251","Dm_00009004-RA"
"252","Dm_00009005-RA"
"253","Dm_00010147-RA"
"254","Dm_00009590-RA"
"255","Dm_00010010-RA"
"256","Dm_00015225-RA"
"257","Dm_00016446-RA"
"258","Dm_00016611-RA"
"259","Dm_00020008-RA"
"260","Dm_00003754-RA"
"261","Dm_00003634-RA"
"262","Dm_00003630-RA"
"263","Dm_00003311-RA"
"264","Dm_00002447-RA"
"265","Dm_00003562-RA"
"266","Dm_00003671-RA"
"267","Dm_00003694-RA"
"268","Dm_00002282-RA"
"269","Dm_00002290-RA"
"270","Dm_00003267-RA"
"271","Dm_00003277-RA"
"272","Dm_00003262-RA"
"273","Dm_00003910-RA"
"274","Dm_00002524-RA"
"275","Dm_00003395-RA"
"276","Dm_00003835-RA"
"277","Dm_00020837-RA"
"278","Dm_00012373-RA"
"279","Dm_00012511-RA"
"280","Dm_00013567-RA"
"281","Dm_00013350-RA"
"282","Dm_00014993-RA"
"283","Dm_00015327-RA"
"284","Dm_00015543-RA"
"285","Dm_00013646-RA"
"286","Dm_00013023-RA"
"287","Dm_00010728-RA"
"288","Dm_00010262-RA"
"289","Dm_00003068-RA"
"290","Dm_00003067-RA"
"291","Dm_00003077-RA"
"292","Dm_00003075-RA"
"293","Dm_00002703-RA"
"294","Dm_00002642-RA"
"295","Dm_00002368-RA"
"296","Dm_00002369-RA"
"297","Dm_00003152-RA"
"298","Dm_00002005-RA"
"299","Dm_00002852-RA"
"300","Dm_00002119-RA"
"301","Dm_00003024-RA"
"302","Dm_00003030-RA"
"303","Dm_00002355-RA"
"304","Dm_00002592-RA"
"305","Dm_00002397-RA"
"306","Dm_00002248-RA"
"307","Dm_00002257-RA"
"308","Dm_00019985-RA"
"309","Dm_00020022-RA"
"310","Dm_00006026-RA"
"311","Dm_00005033-RA"
"312","Dm_00005819-RA"
"313","Dm_00006184-RA"
"314","Dm_00005898-RA"
"315","Dm_00005488-RA"
"316","Dm_00010180-RA"
"317","Dm_00008894-RA"
"318","Dm_00011216-RA"
"319","Dm_00010763-RA"
"320","Dm_00011165-RA"
"321","Dm_00009477-RA"
"322","Dm_00010133-RA"
"323","Dm_00011239-RA"
"324","Dm_00010995-RA"
"325","Dm_00011635-RA"
"326","Dm_00009390-RA"
"327","Dm_00016996-RA"
"328","Dm_00015698-RA"
"329","Dm_00016483-RA"
"330","Dm_00016803-RA"
"331","Dm_00009715-RA"
"332","Dm_00008359-RA"
"333","Dm_00010041-RA"
"334","Dm_00008354-RA"
"335","Dm_00009781-RA"
"336","Dm_00008231-RA"
"337","Dm_00021051-RA"
"338","Dm_00006285-RA"
"339","Dm_00005226-RA"
"340","Dm_00006259-RA"
"341","Dm_00005275-RA"
"342","Dm_00005876-RA"
"343","Dm_00005408-RA"
"344","Dm_00006211-RA"
"345","Dm_00005589-RA"
"346","Dm_00006483-RA"
"347","Dm_00004877-RA"
"348","Dm_00005628-RA"
"349","Dm_00006125-RA"
"350","Dm_00018986-RA"
"351","Dm_00019056-RA"
"352","Dm_00006619-RA"
"353","Dm_00006864-RA"
"354","Dm_00007774-RA"
"355","Dm_00007386-RA"
"356","Dm_00018141-RA"
"357","Dm_00018338-RA"
"358","Dm_00018343-RA"
"359","Dm_00018051-RA"
"360","Dm_00016884-RA"
"361","Dm_00018387-RA"
"362","Dm_00018347-RA"
"363","Dm_00017820-RA"
"364","Dm_00017236-RA"
"365","Dm_00018794-RA"
"366","Dm_00016099-RA"
"367","Dm_00015946-RA"
"368","Dm_00010219-RA"
"369","Dm_00010216-RA"
"370","Dm_00010484-RA"
"371","Dm_00010982-RA"
"372","Dm_00005500-RA"
"373","Dm_00004771-RA"
"374","Dm_00004548-RA"
"375","Dm_00005011-RA"
"376","Dm_00004152-RA"
"377","Dm_00004916-RA"
"378","Dm_00005200-RA"
"379","Dm_00019502-RA"
"380","Dm_00015363-RA"
"381","Dm_00011839-RA"
"382","Dm_00014413-RA"
"383","Dm_00014785-RA"
"384","Dm_00014726-RA"
"385","Dm_00014669-RA"
"386","Dm_00014672-RA"
"387","Dm_00013065-RA"
"388","Dm_00010188-RA"
"389","Dm_00013313-RA"
"390","Dm_00011212-RA"
"391","Dm_00011154-RA"
"392","Dm_00012301-RA"
"393","Dm_00013710-RA"
"394","Dm_00013159-RA"
"395","Dm_00013374-RA"
"396","Dm_00013145-RA"
"397","Dm_00012800-RA"
"398","Dm_00015052-RA"
"399","Dm_00012820-RA"
"400","Dm_00013993-RA"
"401","Dm_00020642-RA"
"402","Dm_00018969-RA"
"403","Dm_00020570-RA"
"404","Dm_00020511-RA"
"405","Dm_00007945-RA"
"406","Dm_00009232-RA"
"407","Dm_00009659-RA"
"408","Dm_00009298-RA"
"409","Dm_00009294-RA"
"410","Dm_00009931-RA"
"411","Dm_00008810-RA"
"412","Dm_00018316-RA"
"413","Dm_00016349-RA"
"414","Dm_00016960-RA"
"415","Dm_00016675-RA"
"416","Dm_00018645-RA"
"417","Dm_00018822-RA"
"418","Dm_00020993-RA"
"419","Dm_00007238-RA"
"420","Dm_00007319-RA"
"421","Dm_00007779-RA"
"422","Dm_00007223-RA"
"423","Dm_00009383-RA"
"424","Dm_00008910-RA"
"425","Dm_00008402-RA"
"426","Dm_00008825-RA"
"427","Dm_00008874-RA"
"428","Dm_00008393-RA"
"429","Dm_00007891-RA"
"430","Dm_00020781-RA"
"431","Dm_00020766-RA"
"432","Dm_00020767-RA"
"433","Dm_00020606-RA"
"434","Dm_00020813-RA"
